ID_1,NAME_1,ID_2,NAME_2,GRADE_0,GRADE_1,GRADE_2,GRADE_3,GRADE_4,GRADE_5,UNIT_TYPES,CAUSE_OF_DAMAGE,REFERENCE,COMMENTS,TAXONOMY,NONE,SLIGHT,LIGHT,GREEN,MODERATE,YELLOW,HEAVY,RED,MAJOR,COLLAPSED,DEMOLISHED,NOT_DAMAGED,SLIGHTLY_DAMAGED,MODERATELY_DAMAGED,HEAVILY DAMAGED,DS0,DS1,DS2,DS3,DS4,DS5,PARTIALLY_DAMAGED,FULLY_DAMAGED,TOTAL_DAMAGED_AND_DESTROYED,AFFECTED_UNITS,DAMAGED_UNITS,COLLAPSED_UNITS
3,Bagmati,22,Dolakha,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,3120,81228,,,,
2,Madhesh,34,Parsa,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,47,48,,,,
2,Madhesh,33,Bara,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,0,51,,,,
2,Madhesh,32,Rautahat,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,481,70,,,,
2,Madhesh,19,Sarlahi,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,27,221,,,,
2,Madhesh,18,Mahottari,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,614,290,,,,
2,Madhesh,17,Dhanusha,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,55,4,,,,
2,Madhesh,16,Siraha,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,560,0,,,,
2,Madhesh,15,Saptari,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,1208,0,,,,
1,Koshi,6,Sunsari,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,458,12,,,,
1,Koshi,5,Morang,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,163,3,,,,
1,Koshi,4,Jhapa,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,190,95,,,,
1,Koshi,14,Udayapur,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,1753,225,,,,
1,Koshi,12,Okhaldhunga,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,17664,15637,,,,
1,Koshi,11,Solukhumbu,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,11279,9247,,,,
1,Koshi,13,Khotang,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,12835,6780,,,,
,Bihar,10,Bhojpur,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,6381,3776,,,,
1,Koshi,7,Dhankuta,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,1539,688,,,,
1,Koshi,8,Tehrathum,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,1961,177,,,,
1,Koshi,9,Sankhuwasabha,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,4651,1225,,,,
1,Koshi,3,Ilam,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,2689,379,,,,
1,Koshi,2,Panchthar,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,931,53,,,,
1,Koshi,1,Taplejung,,,,,,,Buildings,Ground shaking,Nepal_agency_incident_report_from_2015-04-25_to_2015-04-25,"Govt. Houses Fully Damaged and Private Houses Fully Damaged, Govt. Houses Partially Damaged and Private Houses Partially Damaged.",,,,,,,,,,,,,,,,,,,,,,,97,5,,,,
3,Bagmati,23,Sindhupalchowk,,,,,,,Buildings,Ground shaking,UNOCHA_2015,,,,,,,,,,,,,,,,,,,,,,,,,,66992,,,
3,Bagmati,28,Nuwakot,,,,,,,Buildings,Ground shaking,UNOCHA_2015,,,,,,,,,,,,,,,,,,,,,,,,,,67971,,,
3,Bagmati,24,Kavrepalanchok,,,,,,,Buildings,Ground shaking,UNOCHA_2015,,,,,,,,,,,,,,,,,,,,,,,,,,63106,,,
3,Bagmati,22,Dolakha,,,,,,,Buildings,Ground shaking,UNOCHA_2015,,,,,,,,,,,,,,,,,,,,,,,,,,52000,,,
4,Gandaki,36,Gorkha,,,,,,,Buildings,Ground shaking,UNOCHA_2015,,,,,,,,,,,,,,,,,,,,,,,,,,47401,,,
3,Bagmati,30,Dhading,,,,,,,Buildings,Ground shaking,UNOCHA_2015,,,,,,,,,,,,,,,,,,,,,,,,,,67455,,,
3,Bagmati,27,Kathmandu,,,,,,,Buildings,Ground shaking,UNOCHA_2015,,,,,,,,,,,,,,,,,,,,,,,,,,42824,,,
3,Bagmati,21,Ramechhap,,,,,,,Buildings,Ground shaking,UNOCHA_2015,,,,,,,,,,,,,,,,,,,,,,,,,,35833,,,
3,Bagmati,26,Bhaktapur,,,,,,,Buildings,Ground shaking,UNOCHA_2015,,,,,,,,,,,,,,,,,,,,,,,,,,69653,,,
3,Bagmati,20,Sindhuli,,,,,,,Buildings,Ground shaking,UNOCHA_2015,,,,,,,,,,,,,,,,,,,,,,,,,,22397,,,
3,Bagmati,25,Lalitpur,,,,,,,Buildings,Ground shaking,UNOCHA_2015,,,,,,,,,,,,,,,,,,,,,,,,,,18936,,,
3,Bagmati,31,Makwanpur,,,,,,,Buildings,Ground shaking,UNOCHA_2015,,,,,,,,,,,,,,,,,,,,,,,,,,33732,,,
1,Koshi,12,Okhaldhunga,,,,,,,Buildings,Ground shaking,UNOCHA_2015,,,,,,,,,,,,,,,,,,,,,,,,,,27073,,,
3,Bagmati,29,Rasuwa,,,,,,,Buildings,Ground shaking,UNOCHA_2015,,,,,,,,,,,,,,,,,,,,,,,,,,20470,,,
