STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,MMI_VALUE,MMI_STDDEV,REFERENCES,GMICE,PGA_VALUE,PGA_LN_SIGMA,PGV_VALUE,PGV_LN_SIGMA
ms_554,Bhot,28.843,79.136,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_555,Bhubaneswar,20.297,85.825,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_556,Bhuidharwa,26.873,84.184,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_557,Bhurkunda,23.652,85.36,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_558,Bhusawar,27.038,77.048,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_559,Biban Mau,25.6,82.752,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_560,Bibhutipur,25.703,85.972,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_561,Bichia,23.517,81.3,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_564,Bidhipur,26.348,80.656,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_565,Bidhuna,26.804,79.504,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_566,Bigod,25.26,75.01,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_567,Bihar,26.475,79.192,macroseismic,4.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.023030741,0.7,1.116423124,0.9
ms_569,Bihari,26.564,85.823,macroseismic,6,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.085957938,1.4,5.521336017,1.3
ms_570,Biharsharif,25.198,85.514,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_571,Bihi,28.52,84.879,macroseismic,7,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.157010649,1.4,13.0748222,1.3
ms_572,Bihia,25.56,84.451,macroseismic,4.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.023030741,0.7,1.116423124,0.9
ms_573,Bihpur,25.386,86.935,macroseismic,4.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.023030741,0.7,1.116423124,0.9
ms_574,Bijalapar,26.308,83.761,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_575,Bijauli,26.861,78.589,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_576,Bijawar,24.629,79.5,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_577,Bijnor,29.372,78.136,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_578,Bijoynagar,26.103,91.506,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_579,Bijulia,23.71,86.294,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_580,Bijuri,23.269,82.124,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_581,Bikapur,26.599,82.13,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_582,Bikram,25.449,84.866,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_583,Bikramganj,25.222,84.265,macroseismic,4.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.023030741,0.7,1.116423124,0.9
ms_584,Bikrampur,25.84,85.743,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_585,Bilari,28.623,78.801,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_586,Bilaspur,22.079,82.138,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_587,Bilaspur,28.889,79.266,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_588,Bilaspur (East),26.022,85.881,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_589,Bilaspur (West),26.022,85.75,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_590,Bilhara,23.158,79,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_591,Bilhaur,26.843,80.061,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_592,Bilimoria,20.769,72.977,macroseismic,2,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.00069887,0.7,0.029820318,0.9
ms_593,Bilsi,28.127,78.906,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_594,Bina,24.18,78.2,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_595,Bina,24.149,82.765,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_596,Bindaki,26.028,80.6,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_597,Bindki,26.029,80.599,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_598,Birampur,25.357,82.727,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_599,Biratnagar,26.543,87.28,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_600,Biraul,25.942,86.243,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_601,Birdipur,26.146,85.772,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_602,Birganj,27.006,84.867,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_603,Birha,25.799,86.071,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_604,Bironkhal,29.84,79.031,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_605,Birpur,26.515,87.009,macroseismic,4.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.023030741,0.7,1.116423124,0.9
ms_606,Birpur,25.531,86.091,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_607,Birsinghpur,24.8,80.974,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_608,Birsinghpur,25.927,85.765,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_609,Birsinghpur,27.876,81.221,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_610,Birtamod,26.633,87.983,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_611,Bisalpur,28.3,79.8,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_612,Bisaul,26.053,85.803,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_613,Bisfi,26.322,85.876,macroseismic,6,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.085957938,1.4,5.521336017,1.3
ms_614,Bishanpur,26.054,85.806,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_615,Bishnupur Diha,25.829,86.179,macroseismic,6,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.085957938,1.4,5.521336017,1.3
ms_616,Bishnupur Kalan,27.582,82.575,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_617,Bishnupur/Vishnupur,25.905,85.05,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_618,Bishrampur,23.189,83.005,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_619,Biswa,27.495,80.995,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_620,Biswanath,24.813,91.756,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_621,Bitaoda,29.244,77.462,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_622,Bithan,25.704,86.292,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_623,Bochi,26.205,87.492,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_624,Bodh Gaya,24.696,84.986,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_625,Bokaro,23.67,86.149,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_626,Bokta,26.685,85.376,macroseismic,6,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.085957938,1.4,5.521336017,1.3
ms_629,Bongaigaon,26.479,90.559,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_631,Borla,22.163,81.217,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_632,Borrio,25.029,87.591,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_633,Boxirhat,26.327,89.759,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_634,Brahmanpur,25.804,82.553,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_636,Brajrajnagar,21.818,83.92,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_637,Bramanbaria,23.969,91.1,macroseismic,4.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.023030741,0.7,1.116423124,0.9
ms_638,Bramhapur,25.601,84.299,macroseismic,4.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.023030741,0.7,1.116423124,0.9
ms_639,Brijmanganj,27.198,83.196,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_640,Brindavan Bazaar,26.407,85.275,macroseismic,6,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.085957938,1.4,5.521336017,1.3
ms_641,Brouda,29.245,77.43,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_642,Budhana,29.28,77.468,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_643,Budni,22.776,77.682,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_644,Bulandshahr,28.407,77.85,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_645,Bulhawa,27.158,83.956,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_646,Bundu,23.159,85.578,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_647,Bungkot-4,27.969,84.689,macroseismic,7.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.212202584,1.4,20.12016781,1.3
ms_649,Burawali,28.613,78.281,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_650,Burdwan,23.22,87.859,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_651,Burhanpur,21.308,76.23,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_652,Burhanpur,26.271,83.004,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_653,But Berahawa,24.269,83.404,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_654,Butwal,27.696,83.45,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_655,Buxar,25.565,83.977,macroseismic,4.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.023030741,0.7,1.116423124,0.9
ms_656,Byara,23.918,76.911,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_657,Byaspur,25.742,85.688,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_658,Chabra,24.665,76.845,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_659,Chachai,23.172,81.652,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_660,Chaf,26.825,84.114,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_661,Chagolia,26.296,89.77,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_662,Chaibasa,22.547,85.802,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_663,Chaikia Nagar,25.049,83.22,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_664,Chail,25.429,81.627,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_665,Chainpur,25.032,83.504,macroseismic,4.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.023030741,0.7,1.116423124,0.9
ms_666,Chainpur,25.76,82.288,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_667,Chainpur Marwatia,26.888,82.927,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_668,Chaita,25.764,85.894,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_669,Chak Dargah,26.215,85.744,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_670,Chak Habib,25.714,85.876,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_671,Chak Salem,25.642,85.593,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_672,Chakai,24.555,86.395,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_673,Chakia,26.419,85.049,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_674,Chakka,26.151,86.116,macroseismic,6,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.085957938,1.4,5.521336017,1.3
ms_675,Chakki,25.64,84.209,macroseismic,4.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.023030741,0.7,1.116423124,0.9
ms_676,Chakmehsi,26.011,85.764,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_677,Chakpar,25.038,85.402,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_678,Chakradharpur,22.676,85.625,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_679,Chaksu,26.603,75.943,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_680,Chakulia,22.479,86.72,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_681,Chala,27.656,76.66,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_682,Chalki (Khodavandpur),25.71,86.049,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_683,Chamba,32.552,76.126,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_684,Champainawabganj,24.578,88.27,macroseismic,4.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.023030741,0.7,1.116423124,0.9
ms_685,Champawat,29.336,80.091,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_686,Chamtha,25.567,85.782,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_687,Chanakpur,21.287,79.106,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_688,Chand,25.114,83.396,macroseismic,4.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.023030741,0.7,1.116423124,0.9
ms_689,Chandankiari,23.573,86.359,macroseismic,4.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.023030741,0.7,1.116423124,0.9
ms_690,Chandanpur Saingarhani,27.311,83.328,macroseismic,6,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.085957938,1.4,5.521336017,1.3
ms_691,Chandauli,26.409,85.418,macroseismic,6,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.085957938,1.4,5.521336017,1.3
ms_692,Chandausi,28.448,78.78,macroseismic,4.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.023030741,0.7,1.116423124,0.9
ms_693,Chandchaur Dih,25.728,85.796,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_694,Chandchaur Karihara,25.743,85.766,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_695,Chander Saina,26.543,85.789,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_696,Chanderi,24.712,78.136,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_697,Chandeshwar,26.009,83.19,macroseismic,4.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.023030741,0.7,1.116423124,0.9
ms_698,Chandigarh,30.73,76.78,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_699,Chandil,22.961,86.065,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_700,Chandpur,29.134,78.134,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_701,Chandpur,23.232,90.663,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_702,Chandragadhi,26.58,88.08,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_703,Chandrapur,19.949,79.229,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_705,Chandwa,23.68,84.729,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_706,Chandwaji,27.223,75.947,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_707,Chandwasa,24.193,75.463,macroseismic,3,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.002828532,0.7,0.127010286,0.9
ms_708,Chanpatia,26.944,84.537,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_709,Chanrarni,26.211,87.472,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_710,Chanwara,27.882,75.635,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_711,Chapara,22.505,77.361,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_712,Chapartala,27.74,80.282,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_713,Charaut,26.526,85.796,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_715,Charkhari,25.401,79.749,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_716,Charkhi Dadri,28.589,76.27,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_717,Charpokhari,25.369,84.492,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_719,Charuawan,25.125,85.683,macroseismic,5.5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.063601071,1.4,3.587966433,1.3
ms_720,Charwa,25.485,81.575,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_722,Chatarpur,24.916,79.581,macroseismic,5,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.047059019,1.4,2.331592043,1.3
ms_723,Chatarwar,24.587,82.902,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_724,Chatia,26.536,84.569,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_726,Chatra,24.216,84.866,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_727,Chaubepur,26.156,80.077,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_728,Chaubisi,26.576,81.433,macroseismic,4,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.011447895,0.7,0.540960448,0.9
ms_729,Chauhar,25.148,84.675,macroseismic,6,0.8,Martin_at_al_2015_CaprioEtAl2015,CaprioEtAl2015,0.085957938,1.4,5.521336017,1.3
