EVENT,ID_0,NAME_0,FATALITIES,FATALITIES_GROUND_SHAKING,INJURIES,DISPLACED_POPULATION,AFFECTED_POPULATION,AFFECTED_UNITS,DAMAGED_UNITS,COLLAPSED_UNITS,UNIT_TYPES,ECONOMIC_LOSSES,INSURED_LOSSES,CURRENCY,INDUCED_EFFECTS,FLAG,REFERENCE,COMMENTS,INJURIES_SEVERE,INJURIES_GRAVELY,HOMELESS,DS5_COLLAPSE,INJURIES_LIGHT,INJURIES_CRITICAL,HOMELESS.1,SHELTERED,DS1_SLIGHT,DS2_MODERATE,DS3_EXTENSIVE,DS4_COMPLETE,TAXONOMY,GEM_TAXONOMY,OCCUPANCY,INJURIES_SERIOUSLY,EXTREMA_GRAVEDAD,DAMAGED_OR_DESTROYED_UNITS,EVACUATED,ECONOMIC_LOSSES_RES,RECONSTRUCTION_COST,DAMAGED_NOT_DESTROYED,MISSING,DESTROYED_UNITS,PARTIAL_DESTROY_UNITS,SLIGHT_DAMAGE,INJURIES_SLIGHT,INJURIES_SERIOUS,DAMAGED_SCHOOLS,RECOVERY_AND_RECONSTRUCTION_COSTS,MINOR_INJURIES,HOSPITALIZED,LOSSES,RECOVERY_AND_RECONSTRUCTION_COST,SLIGHTLY_INJURED,DESTROYED_OR_DAMAGED_BEYOND_REPAIR,HOMELESS_POPULATION,HOMELESS_PEOPLE,FATALITIES_AVALANCHE,lightly_injured,seriously_injured,ECONOMIC_RES_DAMAGES,DAMAGED_OR_DESTROYED,RECONSTRUCTION_COSTS,DAMAGED_SEVERELY,OCCUPANCY.1,BUILDINGS_DAMAGED_LOWER30%,BUILDINGS_DAMAGED_30%_TO_60%,BUILDINGS_DAMAGED_ABOVE60%,BUILDINGS_DAMAGE_OR_DESTROYED,DAMAGED_TOTALLY,DAMAGED_PARTIALLY,DEMOLISHED_UNITS,LIGHT_INJURY,BAD_INJURY,INJURIES_LIGHT ,INJURIES_SEVERE ,LIGHT,MODERATE,HEAVY,DS1_SLIGHT ,DS2_MODERATE ,SEVERELY_INJURED,DESTROYED_HOUSES,SLIGHTLY_DAMAGED,MODERATELY_DAMAGED,SEVERELY_DAMAGED
20010213_M6.6_SanVicente,SLV ,El Salvador ,315,315,3399.0,,>250000,,,57234.0,Buildings,,,,,,Notimerica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010213_M6.6_SanVicente,SLV ,El Salvador ,315,315,,,,,,41302.0,Dwellings,,,,,,MARN,"The damage includes: 82 public buildings damaged, 41,302 homes destroyed, 5 hospitals damaged, 73 churches damaged, 71 landslides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010213_M6.6_SanVicente,SLV ,El Salvador ,>300,>300,,,,,,,,,,,,,Learning_from_Earthquakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010213_M6.6_SanVicente,SLV ,El Salvador ,315,315,3399.0,,256622,57008.0,15706.0,41302.0,Buildings,,,,Landslides,,PAHO_WHO_2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20010213_M6.6_SanVicente,SLV ,El Salvador ,315,315,3399.0,,252622,,,,,348500000.0,,USD,,,Guevara_et_al_2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100112_M7.0_Haiti,HTI,Haiti,">220,000",">220,000",">300,000",">1,800,000",,,"313,000","105,000",Dwellings,7800000000.0,,USD,,,World_Bank_2010,Assuming DS4 = Destroyed houses; Losses for other sectors and total also available in the PDNA report,,,,,,,,">1,300,000",,,,"105,000",,,,,,,,2300000000.0,,"208,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100112_M7.0_Haiti,HTI,Haiti,316000,316000,300000,,,,"285,677","188,383",Dwellings,,,,,,NOAA,Assuming DS4 = Destroyed houses,,,,,,,,,,,,188383,,,,,,,,,,97294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100112_M7.0_Haiti,HTI,Haiti,222570,222570,300000,,3700000.0,,,,,,200000000.0,USD,,,EM-DAT,,,,,,,,,,,,,,,,,,,,,,11500000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100112_M7.0_Haiti,HTI,Haiti,,,,,3000000.0,,,,,,,,,,USAID_2010,,,,,,,,,1.50E+06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100112_M7.0_Haiti,HTI,Haiti,158679,158679,,1269110,,,"317,289","117,517",Dwellings,8000000000.0,,,,,Kolbe_et_al_2010,Assuming DS4 = Destroyed dwellings,,,,,,,,,,,,117517,,,,,,,,,,199772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100112_M7.0_Haiti,HTI,Haiti,222570,222570,,,,,,,,,,,,,Haiti Civil Protection Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210814_M7.2_Haiti,HTI,Haiti,2577,2577,12763,,,,137585.0,53815.0,,1600000000.0,,USD,,,NOAA,Assuming collapsed buildings and D4 = destroyed houses,,,,,,,,,,,,53815.0,,,,,,,,,,83770.0,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210814_M7.2_Haiti,HTI,Haiti,2575,2575,12763,,702763.0,,,,,1620071000.0,,USD,,,EM-DAT,,,,,,,,,,,,,,,,,,,,,,1980000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210814_M7.2_Haiti,HTI,Haiti,>2529,>2529,>12500,,800000.0,,,115000.0,,,,,,,Haiti Civil Protection Agency,Assuming collapsed buildings and D4 = destroyed houses,,,,,,,,,,,,115000.0,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210814_M7.2_Haiti,HTI,Haiti,,,,,,,137000.0,61000.0,,,,,,,StEER_2021,Assuming collapsed buildings and D4 = destroyed houses,,,,,,,,,,,,61000.0,,,,,,,,,,76000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210814_M7.2_Haiti,HTI,Haiti,,,,220000.0,,,,,,,,,,,IDMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950117_M6.9_Kobe,JPN,Japan,6310,,43177,,,,,,Buildings,,,,294 fires,,Building_Research_Institute_1996,"14,679 injured people under investigation at the time of this report.",,,,,,,,,,,,,,,,,,,,,,,,100302.0,108741.0,227373,26615.0,1883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950117_M6.9_Kobe,JPN,Japan,6400,,40000,>1000,,,400000.0,,Buildings,,3000000000.0,USD,Fires consumed 82 hectares (203 acres) of urban land.,,Kohnson_Olshansky_2016,"450k housing units either partially or completely destroyed. Thousands more sustained minor damage. Thousands relocated with homes of friends and family members, rental housing in distant locations, or temporary housing.",,,400000.0,,,,,,,,,,,,,,,,,,,,,100000.0,,>1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950117_M6.9_Kobe,JPN,Japan,5504,,>39708,,,,,,Buildings,136000000000.0,,USD,294 fires,,Kawata_1995,14679 people under inspection. 108402 half-ruined buildings.,,,,,,,,316678.0,,,,,,,,,,,,,,,,100282.0,,185756,25029.0,1819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950117_M6.9_Kobe,JPN,Japan,>6000,>5500,>30000,,,,,,Buildings,200000000000.0,,USD,Fires,,Chung_1996,"Over 5,500 people were crushed to death by the collapse of their houses.
The majority of the casualties were primarily due to the collapse of old Shinkabe and Ohkabe houses made of wood. Many severely damaged houses had heavy ceramic roof tiles set on soil as bedding, which contributed a great deal to their collapse.
Fires following the earthquake incinerated the equivalent of 70 U.S. city blocks.",,,300000.0,,,,,,,,,,,,,,,,,,,,,150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950117_M6.9_Kobe,JPN,Japan,5297,,34492,,541636.0,,,,,100000000000.0,3000000000.0,USD,Fires,,EM-DAT,"Insured Damages and Total Damages, unadjusted ('000 US$).",,,251301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950117_M6.9_Kobe,JPN,Japan,6434,6434,43792,,,,274182.0,,Buildings,100000000000.0,,USD,Fires,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,186175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950117_M6.9_Kobe,JPN,Japan,,,,251301–310000,,,,,,,,,,,PAGER-CAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950117_M6.9_Kobe,JPN,Japan,5500,,36896,310000,,>200000,,,,,,,,,USGS,"Over 200,000 buildings were damaged or destroyed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19950117_M6.9_Kobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110311_M9.1_Tohoku,JPN,Japan,20350.0,,5314.0,130927.0,,>332395,,,Buildings,309000000000.0,,USD,Tsunami,,USGS,"332,395 buildings destroyed or damaged.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110311_M9.1_Tohoku,JPN,Japan,18574.0,,,500000.0,,,1100000.0,400000.0,Buildings,169000000000.0,,USD,Tsunami,,Kohnson_Olshansky_2016,0.5M evacuated in the first week. 400k buildings completely destroyed or severely damaged.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110311_M9.1_Tohoku,JPN,Japan,18428.0,1475.0,6167.0,,,,280920.0,123661.0,Buildings,220000000000.0,,USD,Tsunami,,NOAA,"Earthquake effects: 1,475 deaths, 6,157 injured, 4,401.709 M USD, 2,473 houses destroyed, 5,618 houses damaged.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110311_M9.1_Tohoku,JPN,Japan,19846.0,,5933.0,,368820.0,,,,,210000000000.0,37500000000.0,USD,Tsunami,,EM-DAT,"Insured Damages and Total Damages, unadjusted ('000 US$).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110311_M9.1_Tohoku,JPN,Japan,22312.0,,6242.0,,,,,,,,,,,,Press release no. 162 of the 2011 Tohuku earthquake,https://web.archive.org/web/20220827123449/https://www.fdma.go.jp/disaster/higashinihon/items/162.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110311_M9.1_Tohoku,JPN,Japan,,,,,,,144300.0,121778.0,,,,,,,National_Police_Agency_of_Japan_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110311_M9.1_Tohoku,JPN,Japan,13135.0,,,,,,,,,,,,,,EEFIT report + Cambridge Earthquake Impact Database,"Causes of death from the Mw9.0 T_hoku earthquake and tsunami (The Japan Times, 2011): 12,143 drowing, 148 burns, 578 crushed/died of injuries, 266 unknown.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160416_M7.0_Kumamoto,JPN,Japan,50.0,50.0,1500.0,,,,,80000.0,Buildings,20000000000,,USD,,,NOAA,"The statistic assigned to BUILDINGS_COLLAPSED is expressed as ""Houses destroyed"" in the main reference.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160416_M7.0_Kumamoto,JPN,Japan,58.0,58.0,2484.0,23985.0,272763.0,,,,,20000000000-22580129000,5000000000-5645032000,USD,,,EM-DAT,"Geo locations: Kumamoto, Miyazaki, Saga (Adm1); FATALITIES and INJURIES aggregated from both foreshock (4/14) and mainshock (4/16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160416_M7.0_Kumamoto,JPN,Japan,228.0,228.0,2753.0,183882.0,,,189939.0,8697.0,Buildings,,,,"200 landslides, 57 debris flows, 123 cliff failures",,Japan_Cabinet_Office_Emergency_Disaster_Management_2017,"This should be taken as the most reliable source as it is an official report from the Japanese government one year following the event; DISPLACED_POPULATION refers to peak evacuees in shelters; building damage refers to housing damage where BUILDINGS_DAMAGED is the sum of those partially destroyed and partially damaged. Non-residential damage data also exists in the report (439 public buildings, and 11,0007 other non-residential buildings)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160416_M7.0_Kumamoto,JPN,Japan,,,,196000.0,,,,,,,,,,,IDMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180618_M5.5_Osaka,JPN,Japan,5.0,5.0,417.0,,,,6766.0,,Buildings,7000000000,,USD,,,NOAA,"The statistic assigned to BUILDINGS_DAMAGED is expressed as ""Houses damaged"" in the main reference.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180618_M5.5_Osaka,JPN,Japan,5.0,5.0,417.0,,20298.0,,,,,3250000000-3507081000,,USD,,,EM-DAT,"Geo locations: Hyoogo, Kyooto, Nara, Oosaka (Adm1).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180618_M5.5_Osaka,JPN,Japan,5.0,5.0,421.0,267.0,,,8086.0,3.0,Buildings,,,,"8 fire indcidents, 1 landslide",,Japan_Cabinet_Office_Emergency_Disaster_Management_2018,"This should be taken as the most reliable source as it is an official report from the Japanese government one week following the event; DISPLACED_POPULATION refers to evacuees in shelters; building damage refers to housing damage where BUILDINGS_DAMAGED is the sum of those partially destroyed (14) and partially damaged (8,072). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180618_M5.5_Osaka,JPN,Japan,,,,2700.0,,,,,,,,,,,IDMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180618_M5.5_Osaka,JPN,Japan,,,,469.0,,,,,,,,,,,Japan Times,People in public shelters on week following the earthquake (https://www.japantimes.co.jp/news/2018/06/25/national/osaka-takes-stock-week-violent-rush-hour-quake/),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180906_M6.6_HokkaidoEasternIburi,JPN,Japan,44.0,44.0,660.0,,,,15000.0,,Buildings,2000000000,,USD,,,NOAA,"The statistic assigned to BUILDINGS_DAMAGED is expressed as ""Houses damaged"" in the main reference.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180906_M6.6_HokkaidoEasternIburi,JPN,Japan,41.0,41.0,680.0,,432.0,,,,,1250000000-1348877000,,USD,,,EM-DAT,"Geo locations: Atumatyoo, Hayakitatyoo, Sapporosi_Atubetuku, Sapporosi_Higasiku, Sapporosi_Kitaku, Sapporosi_Minamiku, Sapporosi_Nisiku, Sapporosi_Siroisiku, Sapporosi_Teeneku, Sapporosi_Toyohiraku, Sapporosi_Tyuuooku (Adm2).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180906_M6.6_HokkaidoEasternIburi,JPN,Japan,42.0,42.0,762.0,1989.0,,,14170.0,462.0,Buildings,,,,"Landslides, debris flows, fires",,Japan_Cabinet_Office_Emergency_Disaster_Management_2018,"This should be taken as the most reliable source as it is an official report from the Japanese government 4.5 months following the event; DISPLACED_POPULATION refers to peak evacuees in shelters in the earlier report on 2018/09/11; building damage refers to housing damage where BUILDINGS_DAMAGED is the sum of those partially destroyed and partially damaged. Non-residential damage data also exists in the report (2,456 other non-residential buildings)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180906_M6.6_HokkaidoEasternIburi,JPN,Japan,,,,12000.0,,,,,,,,,,,IDMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618_M6.4_Yamagata,JPN,Japan,,,28.0,,,,144.0,,Dwellings,,,,,True,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618_M6.4_Yamagata,JPN,Japan,,,28.0,,432.0,,,,,,,,,,EM-DAT,"Geo locations: Isikawa, Miyagi, Niigata, Yamagata (Adm1).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618_M6.4_Yamagata,JPN,Japan,,,43.0,45.0,,,1608.0,,Buildings,,,,Tsunami,,Japan_Cabinet_Office_Emergency_Disaster_Management_2019,"This should be taken as the most reliable source as it is an official report from the Japanese government one day (for displaced only) and three months (for all other stats) following the event; DISPLACED_POPULATION refers to evacuees in shelters; building damage refers to housing damage where BUILDINGS_DAMAGED is the sum of those partially destroyed (14) and partially damaged (8,072). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618_M6.4_Yamagata,JPN,Japan,,,,840.0,,,,,,,,,,,IDMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191126_M6.4_Albania,ALB,Albania,51.0,51.0,3000.0,6000.0,,,7900.0,,Buildings,,,,,,Voa News Report,https://www.voanews.com/a/east-asia-pacific_eu-leads-international-help-albania-quake-recovery/6180330.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191126_M6.4_Albania,ALB,Albania,51.0,51.0,,14000.0,,,14000.0,,Buildings,,,,,,BBC News,https://www.bbc.com/news/world-europe-50797831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191126_M6.4_Albania,ALB,Albania,51.0,51.0,,,,94490.0,11490.0,,Buildings,544000000.0,,EUR,,,Balcan Insight News,https://balkaninsight.com/2020/02/05/earthquake-reconstruction-would-cost-more-than-1-billion-albania-gov-says/,,,,,,,,,,,,,,,,,,,,,1070000000.0,,,,,,,,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191126_M6.4_Albania,ALB,Albania,51.0,51.0,2000.0,,,,83000.0,11000.0,Buildings,1081000000.0,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191126_M6.4_Albania,ALB,Albania,51.0,51.0,913.0,,202913.0,,,,Buildings,700000000.0,,USD,,,EM-DAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20191126_M6.4_Albania,ALB,Albania,,,,,,,83745.0,11490.0,Buildings,985000000.0,,EUR,,,EERI,,,,,,,,,,,,,,,,,,,,,,1076000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200322_M5.1_Zagreb,HRV,Croatia,1,1,26,,,,,,,11700000000,,USD,,,Wikipedia English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200322_M5.1_Zagreb,HRV,Croatia,1,1,27,,,,20000.0,6305.0,Buildings,1800000000,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200322_M5.1_Zagreb,HRV,Croatia,1,1,27,18915.0,78942.0,,,,,6800000000-9450000000,,USD,,,EM-DAT,"1) The number of affected population does not include injuries nor deaths, but the number of Total_affected DOES include them and the values is different
2) The displaced people is reported explicitly as homeless (ref: https://public.emdat.be/about).
3) The economic losses are reported as: Total Damages (6800000) and Reconstruction costs (9450000) both values in '000 US$",,,18915.0,,,,,,,,,,,,,,,,,,7119452000-9893945000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200322_M5.1_Zagreb,HRV,Croatia,1,1,26,30000.0,,,26000.0,1243.0,Buildings,11301000000,,EUR,,,Government of Croatia: https://www.oporavak-i-pripravnost.hr/UserDocsImages//dokumenti/RDNA_2021_07_01_web_ENG.pdf,"1) The number of destroyed units are included in ""DAMAGED_UNITS"" and are presented as ""DAMAGED_OR_DESTROYED_UNITS""
2) Exchange rate used is of March 22, 2020, 1 EUR = 7.599120 HRK. 
3) of 26 injured, 18 were severely. All directly from ground shaking
4) 30000 is the estimated number of people that went to live with family or friends. 488 people were accommodated in student dormitories.
5) 11.301 billion EUR,1 of which 10.661 billion EUR represent the value of destroyed physical assets and 0.640 billion EUR refers to losses.
6) death is 15 y/o child found under collapsed building with no longer showed signs of life, said Zarko Rasic, the head of the Zagreb Emergency Medicine Institute. (reuters)
7) another minor qieh head injuries from a falling roof
",,,,,,,,,,,,,,,,,,26000.0,,,,,,,,,,,,17469000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201229_M6.3_Petrijna,HRV,Croatia,7.0,7.0,26,,,,,,,5000000000-5500000000,,USD,,,Wikipedia English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201229_M6.3_Petrijna,HRV,Croatia,8.0,8.0,36,,,,46000.0,1500.0,Buildings,4187000000,,USD,,,NOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201229_M6.3_Petrijna,HRV,Croatia,8.0,8.0,36,,149407.0,,,,,6223400000,,USD,,,EMDAT,"1) The number of affected population does not include injuries nor deaths, but the number of Total_affected DOES include them and the values is different",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201229_M6.3_Petrijna,HRV,Croatia,,,,,,,34056.0,3062.0,Buildings,,,,,,Markusicetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201229_M6.3_Petrijna,HRV,Croatia,7.0,,>39,15000.0,,,43000.0,,Buildings,4800000000,,EUR,"liquefaction, sinkholes and landslides",,Government of Croatia: https://documents1.worldbank.org/curated/en/311901608097332728/pdf/Croatia-Earthquake-Rapid-Damage-and-Needs-Assessment-2020.pdf,"1) 15 people were reported as severely injured and dozens with minor injuries (converted to INJURIES_LIGHT). These ""dozens"" were referred as at least 24.
2) There are buildings that had accumulated damage from Zagreb 2020 earthquake on march of the same year. 
3) EUR 4.12 billion come from damaged physical assets and EUR 714 million refers to losses. 
4) Losses include production of goods and services that will not be obtained, higher costs of operation and production, and the cost of the humanitarian assistance activities. 
See more under assessment methodology.",15.0,,,,>24,,,,,,,,,,,,,,,,4120000000.0,,,,,,,,,,>24,,714000000.0,8400000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201229_M6.3_Petrijna,HRV,Croatia,8.0,,36,25000.0,,,,,,,,,,,International Federation of Red Cross And Red Crescent Societies: https://adore.ifrc.org/Download.aspx?FileId=394712,"1)  out of 36 injured people, 10 had severe injuries
2) Since the beginning of operation, a total of 12,300 people have received some shelter assistance provided by
CRC:
a) 1400 were registered by the Red Cross as ""sheltered""
b) 3,000 people in housing containers in front of their houses, some
c) 5,000 in alternative accommodation with their families or in leased undamaged property, as well as
d)  2,900 people accommodated outside the area affected by earthquake.",10.0,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201229_M6.3_Petrijna,HRV,Croatia,8.0,8.0,36,,70000.0,,,,,,,,,,UNICEF: https://www.unicef.org/media/91436/file/Croatia-Earthquake-SitRep-20-January-2021.pdf,"1) 30 people saved from the rubbles
2) 36 injured people were hospitalized
3) one death was a child 
4) out of 70000 people affected, 13750 were children
5) 1500 families near Sisak, Petrijna and Glina have been confirmed to lost their homes  ",36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201229_M6.3_Petrijna,HRV,Croatia,7.0,7.0,,,,,46634.0,685.0,Buildings,4800000000,,EUR,"liquefaction, sinkholes and landslides",,"Josip Atali_, Marija Dem_i_, Maja Bani_ek et al. The December 2020 Magnitude (Mw) 6.4 Petrinja earthquake, Croatia: Seismological aspects, emergency response and impacts, 09 November 2022, PREPRINT (Version 1) available at Research Square [https://doi.org/10.21203/rs.3.rs-2136108/v1]","1) Losses include production of goods and services that will not be obtained, higher costs of operation and production, and the cost of the humanitarian assistance activities.",,,,,,,,,,,,,,,,,,,,,4120000000.0,,,,,,,,,,,,714000000.0,8400000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19961009_M6.8_Cyprus,CYP,Cyprus,,,,,,,9601.0,,Buildings,20000000.0,,USD,,,"Kalogeras, Ioannis & Stavrakakis, G. & Solomi, K.. (1999). The October 9,1996 earthquake in Cyprus: Seismological, macroseismic and strong motion data. Annals of Geophysics. 42. 10.4401/ag-3702. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19961009_M6.8_Cyprus,CYP,Cyprus,2.0,,20.0,,,,,,,,,,,,"https://knews.kathimerini.com.cy/en/news/the-moment-the-earthquake-struck-cyprus-video#:~:text=Historical%20data%20for%201995%20and%201996&text=Also%20on%20October%209%2C%201996,in%20Nicosia%2C%20Larnaca%20and%20Paralimni.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
