# 20010113_M7.7_Subduction median gmf, Stations:None, gmlt:MARN, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2018SSlabHigh,MontalvaEtAl2016SSlab,SiEtAl2020SSlab,ZhaoEtAl2006SSlabCascadia
t_1906,-89.51292,13.54877,0.1950359,0.2290551,0.30625385,0.22234768
t_1907,-89.60275,13.51383,0.1824808,0.21229924,0.29175726,0.20173237
t_1908,-89.58479,13.51383,0.18931462,0.2185583,0.3011009,0.20768641
t_1909,-89.56682,13.51383,0.1812571,0.21455023,0.2862597,0.2137674
t_191,-87.94985,13.49636,0.14511903,0.30046827,0.24704233,0.13575794
t_1910,-89.56682,13.5313,0.18920161,0.21986443,0.30047175,0.20939894
t_1911,-89.58479,13.5313,0.18303865,0.21397653,0.29216316,0.20355357
t_1912,-89.60275,13.5313,0.18877918,0.21618836,0.30261594,0.19782355
t_1913,-89.56682,13.54877,0.20314153,0.22826014,0.3227637,0.20499173
t_1914,-89.60275,13.54877,0.19095308,0.21718016,0.30669963,0.19387075
t_1915,-89.58479,13.54877,0.19973736,0.2243083,0.31870797,0.1993791
t_1916,-89.58479,13.56623,0.1747975,0.20766947,0.28111342,0.19517927
t_1917,-89.45902,13.54877,0.19679019,0.23653889,0.30362648,0.24023652
t_1918,-89.47699,13.54877,0.19412294,0.23247752,0.3011398,0.23423745
t_1919,-89.49496,13.54877,0.21464118,0.2437165,0.3353617,0.22826794
t_192,-87.96782,13.49636,0.14597802,0.30600256,0.24806397,0.13780974
t_1920,-89.49496,13.56623,0.19380589,0.22988278,0.30412668,0.22282131
t_1921,-89.45902,13.56623,0.20891944,0.24439591,0.32509404,0.23422278
t_1922,-89.47699,13.56623,0.2047492,0.23936683,0.32004768,0.2285117
t_1923,-89.45902,13.5837,0.17916244,0.22285925,0.27801847,0.18079904
t_1924,-89.47699,13.5837,0.18523206,0.22548522,0.29002556,0.2228054
t_1925,-89.49496,13.5837,0.17743467,0.21772131,0.27870825,0.17220317
t_1926,-89.47699,13.60116,0.1851911,0.22519724,0.29173094,0.21714073
t_1927,-89.56682,13.56623,0.16609779,0.20264393,0.264999,0.15887672
t_1928,-89.60275,13.56623,0.1808976,0.21034163,0.29217142,0.18988934
t_1929,-89.58479,13.5837,0.19519334,0.2206381,0.31337062,0.19096218
t_193,-88.00375,13.46142,0.1344981,0.3098742,0.22673318,0.1498151
t_1930,-89.56682,13.5837,0.16675,0.20302208,0.2675054,0.19612142
t_1931,-89.60275,13.5837,0.18138424,0.2103366,0.29376715,0.18588692
t_1932,-89.58479,13.60116,0.17311923,0.20601207,0.28064027,0.18674462
t_1933,-89.60275,13.60116,0.16604027,0.19946449,0.27046874,0.18187939
t_1934,-89.56682,13.60116,0.19336891,0.22094645,0.31062928,0.19168459
t_1935,-89.60275,13.61862,0.15173206,0.1883918,0.24775049,0.17787491
t_1936,-89.56682,13.61862,0.1547455,0.19338922,0.24992973,0.14833981
t_1937,-89.67462,13.51383,0.15057163,0.18351312,0.24533644,0.17924508
t_1938,-89.71055,13.51383,0.14272964,0.17531975,0.23512985,0.16884562
t_1939,-89.69258,13.51383,0.14660919,0.17936656,0.24019794,0.17397547
t_194,-88.02172,13.46142,0.14374754,0.32365996,0.2416417,0.15215787
t_1940,-89.72852,13.51383,0.13893662,0.1713731,0.23013844,0.1638585
t_1941,-89.63869,13.51383,0.15874544,0.19212206,0.25581953,0.19021164
t_1942,-89.74648,13.51383,0.13523313,0.16752674,0.2252292,0.1590161
t_1943,-89.74648,13.5313,0.19439314,0.20562038,0.31299767,0.15825509
t_1944,-89.76445,13.5313,0.1914663,0.20253278,0.3090692,0.15363622
t_1945,-89.72852,13.5313,0.20429264,0.21167234,0.32505816,0.16300544
t_1946,-89.74648,13.54877,0.19420409,0.20489094,0.31251678,0.15568611
t_1947,-89.76445,13.54877,0.18481502,0.19888428,0.3008403,0.15120518
t_1948,-89.72852,13.54877,0.20021114,0.20930436,0.32003883,0.1602905
t_1949,-89.76445,13.56623,0.18142323,0.1966922,0.29648772,0.14873421
t_195,-88.00375,13.47889,0.14102376,0.3143375,0.23869781,0.1458577
t_1950,-89.74648,13.56623,0.1864462,0.20075424,0.3029767,0.15307723
t_1951,-89.65665,13.51383,0.1546194,0.18776593,0.2505471,0.18465966
t_1952,-89.62072,13.51383,0.18739524,0.21401615,0.30090252,0.19590475
t_1953,-89.63869,13.5313,0.17771895,0.20577574,0.28792587,0.18671763
t_1954,-89.65665,13.5313,0.20226265,0.21863684,0.32375583,0.18135683
t_1955,-89.62072,13.5313,0.17361437,0.20435221,0.28000563,0.19220881
t_1956,-89.62072,13.54877,0.17824489,0.20731439,0.28834948,0.18846709
t_1957,-89.65665,13.54877,0.17413156,0.20165384,0.28422132,0.17800587
t_1958,-89.63869,13.54877,0.1746019,0.20337965,0.28384504,0.18317646
t_1959,-89.62072,13.56623,0.1707779,0.20188239,0.27740347,0.18469398
t_196,-88.02172,13.47889,0.14237483,0.3206674,0.24037434,0.14811786
t_1960,-89.65665,13.56623,0.18385507,0.207463,0.29917377,0.17461945
t_1961,-89.67462,13.5313,0.22841476,0.22667485,0.35381836,0.17807135
t_1962,-89.69258,13.5313,0.21605594,0.22036488,0.33960578,0.17291641
t_1963,-89.71055,13.5313,0.20994948,0.21593034,0.33209947,0.16789335
t_1964,-89.69258,13.54877,0.20835325,0.21665172,0.33051783,0.16988344
t_1965,-89.67462,13.54877,0.21699506,0.22209696,0.34091118,0.17486572
t_1966,-89.71055,13.54877,0.21143262,0.21560168,0.33336198,0.16502383
t_1967,-89.67462,13.56623,0.16301028,0.19243589,0.2685994,0.16974531
t_1968,-89.69258,13.56623,0.16992843,0.19585654,0.28014913,0.16498722
t_1969,-89.71055,13.56623,0.19240509,0.20704713,0.31088215,0.16211517
t_197,-87.98579,13.47889,0.15560977,0.31904712,0.26174057,0.14364518
t_1970,-89.69258,13.5837,0.16856371,0.19466461,0.27856734,0.16191702
t_1971,-89.63869,13.56623,0.17492233,0.20331456,0.28511626,0.17960164
t_1972,-89.65665,13.5837,0.20806275,0.21915075,0.33050328,0.17309752
t_1973,-89.63869,13.5837,0.17076409,0.2002242,0.2794192,0.17599992
t_1974,-89.62072,13.5837,0.15336473,0.18863352,0.24959233,0.18089667
t_1975,-89.63869,13.60116,0.16557968,0.19638525,0.27207294,0.17238553
t_1976,-89.65665,13.60116,0.17322624,0.20012818,0.2846305,0.1677726
t_1977,-89.62072,13.60116,0.18883052,0.21281126,0.30593392,0.17709021
t_1978,-89.62072,13.61862,0.15833369,0.19224958,0.26015884,0.17328236
t_1979,-89.63869,13.61862,0.16050626,0.19255896,0.26483282,0.16876583
t_198,-88.02172,13.49636,0.15232883,0.32545078,0.25678697,0.14422068
t_1980,-89.65665,13.61862,0.1597773,0.19075917,0.26467898,0.16433258
t_1981,-89.72852,13.56623,0.19365844,0.2058229,0.31205574,0.1575359
t_1982,-89.76445,13.5837,0.17718759,0.19404742,0.2910487,0.14622743
t_1983,-89.74648,13.5837,0.18039528,0.1972225,0.295308,0.15043291
t_1984,-89.72852,13.5837,0.18902265,0.20307581,0.30624253,0.15474646
t_1985,-89.74648,13.60116,0.17400646,0.1933697,0.2870479,0.14614677
t_1986,-89.76445,13.60116,0.17430915,0.19206719,0.2872788,0.14369434
t_1987,-89.72852,13.60116,0.16065899,0.1866812,0.2684092,0.15027082
t_1988,-89.76445,13.61862,0.17113845,0.18992029,0.28311926,0.14113988
t_1989,-89.74648,13.61862,0.16665958,0.18880068,0.2773128,0.14348646
t_199,-88.00375,13.49636,0.14438371,0.31502715,0.24489589,0.14203937
t_1990,-89.72852,13.61862,0.17534973,0.19510254,0.28882006,0.14746973
t_1991,-89.22546,13.44395,0.28249258,0.3455521,0.39929,0.37209693
t_1992,-89.26139,13.46142,0.26858297,0.32508346,0.3843492,0.35015592
t_1993,-89.24343,13.46142,0.27237523,0.332472,0.38844794,0.3560997
t_1994,-89.22546,13.46142,0.38241792,0.36483207,0.5341206,0.36560953
t_1995,-89.22546,13.47889,0.35230058,0.36322063,0.50272787,0.35110494
t_1996,-89.24343,13.47889,0.34919894,0.35690388,0.49920332,0.34974268
t_1997,-89.1536,13.42647,0.41082257,0.39779046,0.5656347,0.40574196
t_1998,-89.13563,13.42647,0.41705877,0.40111494,0.57164663,0.40872863
t_1999,-89.1536,13.44395,0.40327537,0.39275065,0.5571978,0.39412534
t_2,-88.02172,13.1642,0.27185628,0.39465746,0.40937212,0.2512428
t_20,-88.07562,13.21668,0.23843226,0.41488865,0.3675284,0.24082276
t_200,-87.98579,13.49636,0.15033013,0.31380227,0.25435305,0.13990358
t_2000,-89.13563,13.44395,0.40792188,0.39703554,0.56178683,0.3969358
t_2001,-89.11766,13.44395,0.40156874,0.4073353,0.5562085,0.39900213
t_2002,-89.11766,13.46142,0.3983743,0.399328,0.5517554,0.38704666
t_2003,-89.13563,13.46142,0.40015325,0.39183405,0.55307907,0.38510665
t_2004,-89.1536,13.46142,0.40026763,0.38504925,0.55276656,0.38246688
t_2005,-89.1536,13.47889,0.328719,0.38530356,0.4716594,0.3667702
t_2006,-89.13563,13.47889,0.33416083,0.39320636,0.47871467,0.36921868
t_2007,-89.17156,13.46142,0.38382795,0.3852954,0.53704315,0.3791594
t_2008,-89.18953,13.46142,0.38337666,0.37853613,0.5362104,0.37521708
t_2009,-89.20749,13.46142,0.38842842,0.36979452,0.54035735,0.37068656
t_201,-87.98579,13.51383,0.124056056,0.29034472,0.21265167,0.1362913
t_2010,-89.17156,13.47889,0.37139094,0.38112825,0.523622,0.36772344
t_2011,-89.20749,13.47889,0.3614145,0.3693485,0.51276046,0.35976407
t_2012,-89.18953,13.47889,0.35046545,0.37584975,0.5005166,0.36003935
t_2013,-89.18953,13.49636,0.31353253,0.36445665,0.4538811,0.34902418
t_2014,-89.20749,13.49636,0.31250104,0.35819212,0.45321187,0.34507233
t_2015,-89.17156,13.49636,0.33224255,0.37526903,0.4786101,0.35245737
t_2016,-89.18953,13.51383,0.27726063,0.3460949,0.4023109,0.33811513
t_2017,-89.26139,13.47889,0.34912893,0.35074177,0.4989332,0.3440779
t_2018,-89.24343,13.49636,0.2729513,0.3296646,0.39623594,0.33575717
t_2019,-89.22546,13.49636,0.2757689,0.33641198,0.3991467,0.34063557
t_202,-88.00375,13.51383,0.12733677,0.29835156,0.21771432,0.13835381
t_2020,-89.26139,13.49636,0.2767361,0.32671514,0.40382192,0.33048332
t_2021,-89.24343,13.51383,0.26461962,0.32330626,0.38620788,0.32566687
t_2022,-89.26139,13.51383,0.26343617,0.31785136,0.3859036,0.32070875
t_2023,-89.22546,13.51383,0.26836148,0.33045015,0.39070112,0.3302483
t_2024,-89.24343,13.5313,0.2660377,0.32240075,0.39153653,0.31568497
t_2025,-89.26139,13.5313,0.25810775,0.3133066,0.3804757,0.31102857
t_2026,-89.22546,13.5313,0.2647072,0.32657632,0.3881442,0.3199831
t_2027,-89.11766,13.47889,0.3332251,0.39976293,0.4771025,0.37101725
t_2028,-89.11766,13.49636,0.30579922,0.3871091,0.44012895,0.35931042
t_2029,-89.13563,13.49636,0.30253378,0.37921914,0.4356539,0.35762674
t_203,-88.43494,13.1642,0.39002207,0.56319594,0.54245716,0.37515306
t_2030,-89.1536,13.49636,0.3237483,0.37975872,0.4669009,0.35533372
t_2031,-89.13563,13.51383,0.2799077,0.36537775,0.4039391,0.34616795
t_2032,-89.11766,13.51383,0.29397917,0.37845078,0.42540306,0.3477423
t_2033,-89.1536,13.51383,0.28646398,0.36248097,0.4149077,0.34402293
t_2034,-89.13563,13.5313,0.27371353,0.35915518,0.3977228,0.33488443
t_2035,-89.1536,13.5313,0.26947027,0.35090473,0.39162022,0.3328797
t_2036,-89.11766,13.5313,0.2798059,0.36839673,0.40684637,0.3363552
t_2037,-89.17156,13.51383,0.2720412,0.34896517,0.3929626,0.3413307
t_2038,-89.20749,13.51383,0.27294326,0.33826062,0.39665258,0.33441082
t_2039,-89.20749,13.5313,0.28300297,0.34099552,0.41522604,0.32388446
t_204,-88.47088,13.1642,0.4069429,0.5553981,0.5593454,0.3870739
t_2040,-89.18953,13.5313,0.27225056,0.3411241,0.39775577,0.3273533
t_2041,-89.17156,13.5313,0.26455358,0.34238276,0.38456967,0.3303622
t_2042,-89.20749,13.54877,0.2305102,0.30779493,0.33458096,0.24836186
t_2043,-89.17156,13.54877,0.25734168,0.33592528,0.37651986,0.31958652
t_2044,-89.18953,13.54877,0.27295724,0.33905497,0.40191326,0.3167732
t_2045,-89.20749,13.56623,0.26511487,0.3276387,0.39356345,0.30337375
t_2046,-89.18953,13.56623,0.22681554,0.30858833,0.33095878,0.24272302
t_2047,-89.22546,13.54877,0.25078174,0.3167145,0.36913568,0.30987382
t_2048,-89.26139,13.54877,0.25474676,0.30987513,0.37807164,0.30147567
t_2049,-89.24343,13.54877,0.25473702,0.31438708,0.37673545,0.3058449
t_205,-88.12952,13.1642,0.2618146,0.451921,0.39432177,0.27842066
t_2050,-89.26139,13.56623,0.26533213,0.31362262,0.3966344,0.29208314
t_2051,-89.24343,13.56623,0.24466068,0.30685213,0.36369652,0.29618016
t_2052,-89.22546,13.56623,0.25279874,0.31621468,0.37546206,0.2999543
t_2053,-89.26139,13.5837,0.2502209,0.30414698,0.37624955,0.28286332
t_2054,-89.24343,13.5837,0.24845186,0.30747685,0.37249845,0.28670272
t_2055,-89.22546,13.5837,0.2521316,0.31397954,0.3772147,0.2902362
t_2056,-89.26139,13.60116,0.22841974,0.2897774,0.34461907,0.27384546
t_2057,-89.11766,13.54877,0.28011277,0.36503536,0.41052496,0.32518414
t_2058,-89.13563,13.54877,0.27989876,0.35904574,0.4105698,0.32381114
t_2059,-89.1536,13.54877,0.2640548,0.34531522,0.38649794,0.32193887
t_206,-88.11155,13.1642,0.2179988,0.42470065,0.327701,0.2735791
t_2060,-89.1536,13.56623,0.24868475,0.3338286,0.3652968,0.31123483
t_2061,-89.13563,13.56623,0.27051878,0.35142317,0.39922306,0.3129824
t_2062,-89.11766,13.56623,0.2805449,0.3614951,0.41392592,0.3142635
t_2063,-89.1536,13.5837,0.26205036,0.33884093,0.3895843,0.3007778
t_2064,-89.11766,13.5837,0.2564628,0.34669116,0.38013342,0.30360305
t_2065,-89.13563,13.5837,0.2534281,0.3395611,0.37571493,0.30240828
t_2066,-89.11766,13.60116,0.26043397,0.34548613,0.3890854,0.293232
t_2067,-89.17156,13.56623,0.22181441,0.30968383,0.32169113,0.24480554
t_2068,-89.17156,13.5837,0.2333515,0.3166173,0.34447157,0.23663779
t_2069,-89.20749,13.5837,0.2517182,0.31839418,0.37567747,0.29343474
t_207,-88.18342,13.1642,0.23141287,0.47154734,0.3431011,0.29339796
t_2070,-89.18953,13.5837,0.24090463,0.3167254,0.35762265,0.2962717
t_2071,-89.20749,13.60116,0.22472928,0.29975745,0.33537623,0.22476555
t_2072,-89.17156,13.60116,0.20416734,0.29292193,0.29934338,0.2286816
t_2073,-89.18953,13.60116,0.185201,0.27047652,0.2682445,0.22686538
t_2074,-89.18953,13.61862,0.1830399,0.26879886,0.26726744,0.21924712
t_2075,-89.20749,13.61862,0.20572625,0.28443044,0.30700347,0.21728554
t_2076,-89.17156,13.61862,0.20768458,0.29455662,0.3086754,0.22094265
t_2077,-89.13563,13.60116,0.23592772,0.32642066,0.35091057,0.29211792
t_2078,-89.1536,13.60116,0.24924658,0.32937744,0.3726351,0.29059708
t_2079,-89.1536,13.61862,0.25385818,0.3290484,0.38226542,0.28069943
t_208,-88.14748,13.1642,0.22463216,0.44772592,0.3353527,0.28333586
t_2080,-89.13563,13.61862,0.23132898,0.32113117,0.3466983,0.2821178
t_2081,-89.11766,13.61862,0.22958995,0.32499552,0.34353516,0.28315642
t_2082,-89.11766,13.63608,0.22156097,0.31718707,0.33362266,0.27338475
t_2083,-89.1536,13.63608,0.23183224,0.3143828,0.3509084,0.27109376
t_2084,-89.13563,13.63608,0.28512827,0.34040937,0.42530176,0.2724165
t_2085,-89.11766,13.65354,0.20889187,0.30589026,0.31586954,0.20906669
t_2086,-89.1536,13.65354,0.21909007,0.30407438,0.33331406,0.2617856
t_2087,-89.29733,13.5313,0.26348716,0.30744126,0.39177284,0.3007763
t_2088,-89.31529,13.54877,0.25681156,0.2983851,0.38526398,0.28664628
t_2089,-89.29733,13.54877,0.24516194,0.29587802,0.36583936,0.29183942
t_209,-88.38104,13.1642,0.2707568,0.6074766,0.3867011,0.35355958
t_2090,-89.27936,13.54877,0.24842884,0.30190352,0.36951128,0.29679495
t_2091,-89.31529,13.56623,0.22856353,0.2806921,0.3434905,0.2781464
t_2092,-89.29733,13.56623,0.24124008,0.2923461,0.36226982,0.28303242
t_2093,-89.27936,13.56623,0.248716,0.3006947,0.37263298,0.28768942
t_2094,-89.27936,13.5837,0.24378939,0.2964629,0.36746755,0.27874157
t_2095,-89.29733,13.5837,0.24650379,0.29400092,0.37274772,0.27436805
t_2096,-89.31529,13.5837,0.21977419,0.2739871,0.3318786,0.26977417
t_2097,-89.36919,13.5837,0.20068981,0.25109845,0.30523735,0.20194592
t_2098,-89.35123,13.5837,0.20703934,0.25863042,0.31410304,0.20598069
t_2099,-89.33326,13.5837,0.2540582,0.29011303,0.3856958,0.26498336
t_21,-88.05765,13.21668,0.20630087,0.39394304,0.32027426,0.2365918
t_210,-88.41698,13.1642,0.27813968,0.6304248,0.39464173,0.3651893
t_2100,-89.38716,13.5837,0.199453,0.2474763,0.30492648,0.19781943
t_2101,-89.33326,13.60116,0.20564184,0.2601035,0.3127781,0.2036237
t_2102,-89.38716,13.60116,0.18261349,0.2342037,0.27895102,0.19222277
t_2103,-89.36919,13.60116,0.20231478,0.25183615,0.31039003,0.2475776
t_2104,-89.35123,13.60116,0.1740568,0.2319597,0.26051402,0.19992477
t_2105,-89.38716,13.61862,0.16118261,0.21580891,0.24409544,0.18671307
t_2106,-89.35123,13.61862,0.21246392,0.26109195,0.32774392,0.24487388
t_2107,-89.44106,13.5837,0.2042934,0.2432904,0.31789848,0.23366208
t_2108,-89.42309,13.5837,0.2127982,0.25135577,0.32989576,0.23906709
t_2109,-89.40512,13.5837,0.18431139,0.23338273,0.28122467,0.19362545
t_211,-88.34511,13.1642,0.2634124,0.58337086,0.3787293,0.34209764
t_2110,-89.42309,13.60116,0.16519533,0.2152287,0.25239512,0.18423596
t_2111,-89.44106,13.60116,0.19657531,0.2376003,0.3072582,0.22745235
t_2112,-89.40512,13.60116,0.16774651,0.21949361,0.2549816,0.1882573
t_2113,-89.42309,13.61862,0.1791089,0.22662711,0.27862465,0.17916104
t_2114,-89.44106,13.61862,0.16910177,0.21650569,0.26321128,0.17531596
t_2115,-89.40512,13.61862,0.16260159,0.21497431,0.24838056,0.18296584
t_2116,-89.42309,13.63608,0.15952449,0.21026154,0.24718,0.17416328
t_2117,-89.31529,13.60116,0.20165002,0.2602572,0.3045813,0.2071942
t_2118,-89.27936,13.60116,0.22981231,0.2867995,0.34802943,0.26998052
t_2119,-89.29733,13.60116,0.22645408,0.28097713,0.3439025,0.26587516
t_212,-88.32715,13.1642,0.25976288,0.57103246,0.37474057,0.3364418
t_2120,-89.27936,13.61862,0.22704193,0.28384393,0.34613442,0.26141626
t_2121,-89.31529,13.61862,0.21689835,0.27035022,0.33230612,0.2535089
t_2122,-89.29733,13.61862,0.22668052,0.279982,0.3466402,0.2575641
t_2123,-89.27936,13.63608,0.215057,0.2749801,0.32948023,0.25306067
t_2124,-89.31529,13.63608,0.21132316,0.26575246,0.32569283,0.24563904
t_2125,-89.29733,13.63608,0.20264027,0.2629211,0.3103175,0.24944706
t_2126,-89.27936,13.65354,0.21947917,0.27662304,0.33878836,0.2449226
t_2127,-89.36919,13.61862,0.21218206,0.25793806,0.32857606,0.24034573
t_2128,-89.33326,13.61862,0.19712082,0.253249,0.30118084,0.19746028
t_2129,-89.38716,13.63608,0.18914486,0.23867598,0.29459736,0.22887054
t_213,-88.36308,13.1642,0.26707938,0.59554225,0.3827187,0.34780717
t_2130,-89.35123,13.63608,0.19566241,0.24877244,0.3026368,0.23751679
t_2131,-89.33326,13.63608,0.2147568,0.26479948,0.33227634,0.24165434
t_2132,-89.36919,13.63608,0.19808458,0.24776277,0.3079692,0.2332502
t_2133,-89.36919,13.65354,0.19097315,0.24212003,0.29843977,0.22630163
t_2134,-89.35123,13.65354,0.17230594,0.2299564,0.2656178,0.18244918
t_2135,-89.33326,13.65354,0.19108595,0.24763861,0.2960991,0.23421332
t_2136,-89.38716,13.65354,0.22504874,0.26038608,0.35140294,0.22217152
t_2137,-89.44106,13.63608,0.16873229,0.21609236,0.26463118,0.17052262
t_2138,-89.40512,13.63608,0.16322413,0.21548517,0.25206202,0.17776135
t_2139,-89.44106,13.65354,0.17134449,0.2180212,0.27105582,0.16580579
t_214,-88.36308,13.18169,0.26069796,0.5904268,0.37576434,0.33788845
t_2140,-89.40512,13.65354,0.1473445,0.20089306,0.22638123,0.17265241
t_2141,-89.42309,13.65354,0.21131504,0.24745965,0.33321336,0.21365972
t_2142,-89.42309,13.671,0.18512857,0.23014356,0.29442865,0.20757633
t_2143,-89.44106,13.671,0.16430491,0.21220237,0.26100233,0.16117272
t_2144,-89.40512,13.671,0.16110742,0.21348909,0.25276658,0.16764615
t_2145,-89.40512,13.68846,0.18539782,0.23213674,0.29544243,0.20545043
t_2146,-89.42309,13.68846,0.14122134,0.19371909,0.22116046,0.15971226
t_2147,-89.31529,13.65354,0.19218184,0.251361,0.2966979,0.18849951
t_2148,-89.29733,13.65354,0.19578876,0.2571225,0.3015372,0.24153343
t_2149,-89.31529,13.671,0.17476454,0.23693821,0.2697677,0.18257083
t_215,-88.30918,13.1642,0.2561297,0.55856615,0.3707512,0.33083734
t_2150,-89.27936,13.671,0.2639462,0.29385975,0.3997721,0.23962994
t_2151,-89.29733,13.671,0.20479234,0.2626825,0.31864932,0.23383006
t_2152,-89.31529,13.68846,0.1923559,0.25011352,0.30165777,0.22319148
t_2153,-89.29733,13.68846,0.19504954,0.25499976,0.30510774,0.2263417
t_2154,-89.27936,13.68846,0.18994366,0.2543126,0.29578066,0.22932234
t_2155,-89.27936,13.70591,0.1475837,0.2159839,0.22580378,0.17575563
t_2156,-89.31529,13.70591,0.15784068,0.22151418,0.24560378,0.17119868
t_2157,-89.36919,13.671,0.1631532,0.21954767,0.2536093,0.17388444
t_2158,-89.33326,13.671,0.19261163,0.24815956,0.30093437,0.22695497
t_2159,-89.38716,13.671,0.17602116,0.2279168,0.2769031,0.17080003
t_216,-88.29121,13.1642,0.2525175,0.5460277,0.36676636,0.32529104
t_2160,-89.35123,13.671,0.18991193,0.24344355,0.2976221,0.22329305
t_2161,-89.35123,13.68846,0.14671597,0.20642602,0.22575685,0.17145433
t_2162,-89.36919,13.68846,0.15931407,0.21603855,0.24924964,0.16863163
t_2163,-89.33326,13.68846,0.1649008,0.2255836,0.2564876,0.1741827
t_2164,-89.38716,13.68846,0.19200166,0.23909515,0.30496022,0.20920734
t_2165,-89.33326,13.70591,0.18116675,0.23841219,0.2863437,0.21301125
t_2166,-89.38716,13.70591,0.15431081,0.20937653,0.2439609,0.1607739
t_2167,-89.44106,13.68846,0.13797617,0.18899408,0.21675976,0.15662944
t_2168,-89.44106,13.70591,0.15791912,0.20664467,0.25379658,0.15218338
t_2169,-89.40512,13.70591,0.18910392,0.23404321,0.302767,0.19941337
t_217,-88.27325,13.1642,0.2489307,0.5334692,0.36279097,0.31980908
t_2170,-89.42309,13.70591,0.16314127,0.2128182,0.2615126,0.19579335
t_2171,-89.44106,13.72337,0.1583502,0.20680378,0.2562809,0.18662207
t_2172,-89.42309,13.72337,0.19696385,0.23566063,0.31599846,0.19010094
t_2173,-89.40512,13.72337,0.18000732,0.2272445,0.28992185,0.19351956
t_2174,-89.44106,13.74082,0.16272527,0.20997722,0.26520097,0.1812619
t_2175,-89.40512,13.74082,0.20988058,0.24366608,0.3334598,0.18777879
t_2176,-89.42309,13.74082,0.21526067,0.24330482,0.34001753,0.18659174
t_2177,-89.36919,13.70591,0.19283436,0.24146518,0.30694214,0.20641698
t_2178,-89.35123,13.70591,0.19095582,0.2428222,0.30316368,0.20977184
t_2179,-89.33326,13.72337,0.1723032,0.2309792,0.27363443,0.20632821
t_218,-88.29121,13.18169,0.31165358,0.53831446,0.45592093,0.31576243
t_2180,-89.38716,13.72337,0.2033603,0.24427158,0.32421198,0.19686344
t_2181,-89.35123,13.72337,0.19225729,0.24285626,0.306768,0.20328152
t_2182,-89.36919,13.72337,0.20643969,0.24862662,0.32814604,0.20012315
t_2183,-89.33326,13.74082,0.15605265,0.21697554,0.24802598,0.15830757
t_2184,-89.36919,13.74082,0.2001529,0.24398354,0.32003817,0.19400525
t_2185,-89.38716,13.74082,0.20201544,0.24238834,0.32293868,0.19093326
t_2186,-89.35123,13.74082,0.18171418,0.2348998,0.29176837,0.19697882
t_2187,-89.53089,13.56623,0.1849526,0.21986255,0.2930069,0.21156718
t_2188,-89.51292,13.56623,0.16390473,0.2053575,0.25570017,0.17203242
t_2189,-89.54885,13.56623,0.15822236,0.19772121,0.24968845,0.16320723
t_219,-88.27325,13.18169,0.29520056,0.53361,0.43526676,0.31039202
t_2190,-89.54885,13.5837,0.18742682,0.2194546,0.29970664,0.20135395
t_2191,-89.51292,13.5837,0.21819003,0.24190208,0.34310427,0.21199761
t_2192,-89.53089,13.5837,0.18633437,0.22053818,0.29662228,0.20664757
t_2193,-89.54885,13.60116,0.18553425,0.2178432,0.2978482,0.19668876
t_2194,-89.51292,13.60116,0.16362524,0.20503247,0.25871256,0.1638564
t_2195,-89.53089,13.60116,0.16545981,0.20492344,0.26353317,0.1598132
t_2196,-89.51292,13.61862,0.16779041,0.20824464,0.26748887,0.20173559
t_2197,-89.49496,13.60116,0.1779407,0.21792084,0.2812943,0.21198359
t_2198,-89.45902,13.60116,0.19341615,0.23314677,0.30364582,0.22230329
t_2199,-89.45902,13.61862,0.15283096,0.20072173,0.23645137,0.17144696
t_22,-88.03968,13.21668,0.19927411,0.38158578,0.3102069,0.23226643
t_220,-88.30918,13.18169,0.34571725,0.5208478,0.49383843,0.32475486
t_2200,-89.47699,13.61862,0.19772375,0.23337378,0.31332177,0.21152832
t_2201,-89.49496,13.61862,0.152559,0.19727728,0.23968185,0.16367805
t_2202,-89.47699,13.63608,0.17336361,0.21591388,0.27552515,0.20598038
t_2203,-89.49496,13.63608,0.16488202,0.20751043,0.26268858,0.15947609
t_2204,-89.45902,13.63608,0.16835356,0.21386538,0.265536,0.16685478
t_2205,-89.45902,13.65354,0.15344661,0.20131467,0.24179746,0.16233033
t_2206,-89.49496,13.65354,0.15400791,0.19851866,0.24575298,0.15532593
t_2207,-89.53089,13.61862,0.16921793,0.20769492,0.27141032,0.1968698
t_2208,-89.54885,13.61862,0.15996778,0.19897646,0.2573163,0.15212797
t_2209,-89.54885,13.63608,0.16822214,0.20515808,0.27252114,0.18742907
t_221,-88.30918,13.19919,0.29030675,0.5522991,0.4283833,0.31175753
t_2210,-89.51292,13.63608,0.14262356,0.18709329,0.22555347,0.15579131
t_2211,-89.53089,13.63608,0.15916365,0.19973278,0.25594932,0.15211925
t_2212,-89.53089,13.65354,0.15800487,0.19871278,0.25549984,0.18724333
t_2213,-89.51292,13.65354,0.16779442,0.20791684,0.27060264,0.19165696
t_2214,-89.54885,13.65354,0.16618131,0.20344551,0.2704366,0.18285507
t_2215,-89.54885,13.671,0.17709644,0.21076035,0.2886897,0.17833011
t_2216,-89.49496,13.671,0.21306787,0.23721881,0.33748904,0.190916
t_2217,-89.58479,13.61862,0.16576639,0.2005049,0.26984528,0.1825351
t_2218,-89.56682,13.63608,0.16216904,0.19910651,0.2638252,0.18286236
