# 20010113_M7.7_Subduction median gmf, Stations:Seismic, gmlt:MARN, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2018SSlabHigh,MontalvaEtAl2016SSlab,SiEtAl2020SSlab,ZhaoEtAl2006SSlabCascadia
t_2035,-89.1536,13.5313,0.29092935,0.3187493,0.288677,0.32085857
t_2036,-89.11766,13.5313,0.29295987,0.32261547,0.2928726,0.31232965
t_2037,-89.17156,13.51383,0.32058918,0.35754728,0.31538975,0.3575281
t_2038,-89.20749,13.51383,0.36894307,0.39917728,0.36207908,0.40378883
t_2039,-89.20749,13.5313,0.36690027,0.3723996,0.3648224,0.3786681
t_204,-88.47088,13.1642,0.3877501,0.35954654,0.4040408,0.29552296
t_2040,-89.18953,13.5313,0.32622987,0.34450796,0.3231322,0.35201254
t_2041,-89.17156,13.5313,0.2980204,0.325498,0.29444268,0.33297226
t_2042,-89.20749,13.54877,0.2879511,0.32027778,0.27908167,0.27924812
t_2043,-89.17156,13.54877,0.27400342,0.29217893,0.2719269,0.30681
t_2044,-89.18953,13.54877,0.30981687,0.31278142,0.3091115,0.32517016
t_2045,-89.20749,13.56623,0.31269687,0.30623564,0.3122458,0.32650277
t_2046,-89.18953,13.56623,0.24208257,0.2632613,0.23730879,0.23552018
t_2047,-89.22546,13.54877,0.3476597,0.3655223,0.3412262,0.38819435
t_2048,-89.26139,13.54877,0.44344366,0.45604837,0.4353112,0.47689176
t_2049,-89.24343,13.54877,0.39554256,0.40936297,0.38861722,0.43037805
t_205,-88.12952,13.1642,0.20052266,0.21875077,0.2194516,0.17427363
t_2050,-89.26139,13.56623,0.45028552,0.43943232,0.44813645,0.4570226
t_2051,-89.24343,13.56623,0.37124482,0.38194168,0.36484465,0.4092072
t_2052,-89.22546,13.56623,0.33727625,0.34060237,0.33401212,0.3647863
t_2053,-89.26139,13.5837,0.4244641,0.41975412,0.42087674,0.44290727
t_2054,-89.24343,13.5837,0.37023667,0.36715928,0.3671988,0.39275858
t_2055,-89.22546,13.5837,0.32638732,0.31921807,0.32510403,0.34512174
t_2056,-89.26139,13.60116,0.39432845,0.40330786,0.3871335,0.43561876
t_2057,-89.11766,13.54877,0.282948,0.2995095,0.2845665,0.29348204
t_2058,-89.13563,13.54877,0.2822323,0.2934608,0.28349668,0.29285824
t_2059,-89.1536,13.54877,0.27041224,0.2881653,0.26968756,0.29666948
t_206,-88.11155,13.1642,0.16272327,0.19206594,0.17663835,0.16935925
t_2060,-89.1536,13.56623,0.23929931,0.25438294,0.23875952,0.2719745
t_2061,-89.13563,13.56623,0.25937572,0.26565355,0.2611799,0.2714785
t_2062,-89.11766,13.56623,0.27261034,0.27724338,0.27535644,0.27504846
t_2063,-89.1536,13.5837,0.2360862,0.23131947,0.23813833,0.24824527
t_2064,-89.11766,13.5837,0.23958918,0.25197726,0.24158734,0.25819746
t_2065,-89.13563,13.5837,0.23094124,0.23865564,0.2325546,0.25190395
t_2066,-89.11766,13.60116,0.23609701,0.23821466,0.23907882,0.24437664
t_2067,-89.17156,13.56623,0.22049329,0.24601485,0.21603929,0.22136763
t_2068,-89.17156,13.5837,0.21369152,0.22109358,0.21306558,0.19918999
t_2069,-89.20749,13.5837,0.28267872,0.27528173,0.28238407,0.3025056
t_207,-88.18342,13.1642,0.18077907,0.21566826,0.19704798,0.19011226
t_2070,-89.18953,13.5837,0.23838688,0.23882447,0.2378921,0.2692307
t_2071,-89.20749,13.60116,0.24490145,0.24710338,0.242842,0.22589792
t_2072,-89.17156,13.60116,0.17031214,0.18099354,0.16856807,0.1777327
t_2073,-89.18953,13.60116,0.1694579,0.18538564,0.16457778,0.19268292
t_2074,-89.18953,13.61862,0.16785412,0.18086523,0.16353065,0.18766764
t_2075,-89.20749,13.61862,0.2301932,0.23884666,0.22653703,0.22478314
t_2076,-89.17156,13.61862,0.17060864,0.17445222,0.17035064,0.17040282
t_2077,-89.13563,13.60116,0.2068111,0.21714154,0.20796745,0.23683296
t_2078,-89.1536,13.60116,0.21233225,0.20718393,0.21450353,0.22925061
t_2079,-89.1536,13.61862,0.21615335,0.20283645,0.21886636,0.22320278
t_208,-88.14748,13.1642,0.17146824,0.20340274,0.1865269,0.17936535
t_2080,-89.13563,13.61862,0.20090142,0.20912266,0.20242786,0.22915076
t_2081,-89.11766,13.61862,0.20384406,0.2196874,0.20522499,0.2344528
t_2082,-89.11766,13.63608,0.19498618,0.21216913,0.19621623,0.22754194
t_2083,-89.1536,13.63608,0.21076757,0.21037665,0.21263298,0.23267314
t_2084,-89.13563,13.63608,0.25410286,0.22057912,0.2549982,0.22846168
t_2085,-89.11766,13.65354,0.1817105,0.20353322,0.18222438,0.17499073
t_2086,-89.1536,13.65354,0.21616207,0.22534235,0.21704145,0.24676558
t_2087,-89.29733,13.5313,0.5747679,0.5835839,0.56518775,0.5997109
t_2088,-89.31529,13.54877,0.58972096,0.58639663,0.58174473,0.60899717
t_2089,-89.29733,13.54877,0.5263715,0.5434267,0.512679,0.5706972
t_209,-88.38104,13.1642,0.23984103,0.30016762,0.2529975,0.2604051
t_2090,-89.27936,13.54877,0.48353451,0.5006152,0.4721007,0.5249828
t_2091,-89.31529,13.56623,0.52770287,0.5468397,0.5099638,0.58665115
t_2092,-89.29733,13.56623,0.51088953,0.52114254,0.4996516,0.5498597
t_2093,-89.27936,13.56623,0.47599918,0.4812554,0.46836695,0.505214
t_2094,-89.27936,13.5837,0.46660742,0.46760157,0.4603581,0.4927675
t_2095,-89.29733,13.5837,0.5198435,0.51478124,0.5142655,0.5381878
t_2096,-89.31529,13.5837,0.51088166,0.5309704,0.49303463,0.57468307
t_2097,-89.36919,13.5837,0.5274207,0.54379594,0.50069785,0.4865109
t_2098,-89.35123,13.5837,0.5318477,0.5510661,0.50749606,0.4847452
t_2099,-89.33326,13.5837,0.6047752,0.57653606,0.6040892,0.599376
t_21,-88.05765,13.21668,0.1562439,0.18289731,0.16920206,0.14935009
t_210,-88.41698,13.1642,0.25062126,0.31785822,0.26218203,0.273647
t_2100,-89.38716,13.5837,0.5274325,0.534991,0.5017067,0.48221642
t_2101,-89.33326,13.60116,0.5192308,0.54201823,0.49775046,0.4721895
t_2102,-89.38716,13.60116,0.49321708,0.5135517,0.46321577,0.4743183
t_2103,-89.36919,13.60116,0.53559506,0.54559416,0.5143896,0.6056022
t_2104,-89.35123,13.60116,0.46380508,0.5080254,0.42642775,0.4798731
t_2105,-89.38716,13.61862,0.44775137,0.48350418,0.4108163,0.4683019
t_2106,-89.35123,13.61862,0.5621265,0.5653087,0.5491639,0.6056886
t_2107,-89.44106,13.5837,0.5233214,0.49539697,0.5068452,0.56842
t_2108,-89.42309,13.5837,0.54789317,0.5199006,0.53365755,0.5843544
t_2109,-89.40512,13.5837,0.4921434,0.5045504,0.46044514,0.4738555
t_211,-88.34511,13.1642,0.2286869,0.28293356,0.24333043,0.2468484
t_2110,-89.42309,13.60116,0.4474156,0.46535367,0.41303095,0.45480314
t_2111,-89.44106,13.60116,0.5113679,0.4901014,0.49553603,0.5587597
t_2112,-89.40512,13.60116,0.4569379,0.4813606,0.42132637,0.4655952
t_2113,-89.42309,13.61862,0.48439476,0.4879132,0.4615684,0.44775128
t_2114,-89.44106,13.61862,0.45638195,0.4614141,0.4309438,0.43601215
t_2115,-89.40512,13.61862,0.4492775,0.47581646,0.4154305,0.4586135
t_2116,-89.42309,13.63608,0.44372,0.46343428,0.41537312,0.44108695
t_2117,-89.31529,13.60116,0.4840624,0.5159171,0.46105227,0.45418176
t_2118,-89.27936,13.60116,0.44973525,0.4580524,0.44139853,0.48856568
t_2119,-89.29733,13.60116,0.49347878,0.50379014,0.48275658,0.53652287
t_212,-88.32715,13.1642,0.22306882,0.27455902,0.2384077,0.24007179
t_2120,-89.27936,13.61862,0.4590638,0.46534652,0.4521074,0.49271
t_2121,-89.31529,13.61862,0.5356804,0.5478423,0.5229917,0.5834419
t_2122,-89.29733,13.61862,0.5136741,0.51882154,0.50571483,0.5461064
t_2123,-89.27936,13.63608,0.45826626,0.4743687,0.44894943,0.5039641
t_2124,-89.31529,13.63608,0.5566326,0.5720095,0.5436496,0.6061835
t_2125,-89.29733,13.63608,0.49838012,0.52672917,0.48144305,0.56986654
t_2126,-89.27936,13.65354,0.48929152,0.50032204,0.4835949,0.5173784
t_2127,-89.36919,13.61862,0.56505543,0.55972147,0.55376995,0.6008431
t_2128,-89.33326,13.61862,0.5173152,0.54449886,0.49469283,0.47669736
t_2129,-89.38716,13.63608,0.5204627,0.5283445,0.50293124,0.5839364
t_213,-88.36308,13.1642,0.23429242,0.29148197,0.24820738,0.25364387
t_2130,-89.35123,13.63608,0.54037726,0.5584135,0.5218825,0.60855734
t_2131,-89.33326,13.63608,0.57971656,0.58423,0.57002926,0.61445117
t_2132,-89.36919,13.63608,0.54409015,0.5510215,0.52925193,0.59713215
t_2133,-89.36919,13.65354,0.53509164,0.546552,0.5207468,0.5904135
t_2134,-89.35123,13.65354,0.49699727,0.5351035,0.4695372,0.48199898
t_2135,-89.33326,13.65354,0.550342,0.57870287,0.53045183,0.6272618
t_2136,-89.38716,13.65354,0.6004276,0.56165695,0.60609883,0.57442695
t_2137,-89.44106,13.63608,0.46165773,0.46586093,0.44024718,0.4300928
t_2138,-89.40512,13.63608,0.45593688,0.48011917,0.4271505,0.4518443
t_2139,-89.44106,13.65354,0.4744286,0.4749294,0.4586461,0.4243715
t_214,-88.36308,13.18169,0.23227222,0.29205692,0.24689332,0.25106132
t_2140,-89.40512,13.65354,0.42003223,0.4545162,0.3879426,0.4439494
t_2141,-89.42309,13.65354,0.56360257,0.52617663,0.566149,0.5478238
t_2142,-89.42309,13.671,0.51241827,0.50394076,0.5064046,0.5371012
t_2143,-89.44106,13.671,0.46439207,0.47059867,0.44918588,0.41824132
t_2144,-89.40512,13.671,0.45668238,0.47914883,0.43578437,0.433625
t_2145,-89.40512,13.68846,0.5114171,0.507599,0.508232,0.5301576
t_2146,-89.42309,13.68846,0.40774262,0.4384626,0.38291585,0.41476634
t_2147,-89.31529,13.65354,0.55516726,0.59029025,0.5333473,0.5069131
t_2148,-89.29733,13.65354,0.5359574,0.57243305,0.51594305,0.6173029
t_2149,-89.31529,13.671,0.54013366,0.59175724,0.5107057,0.52229995
t_215,-88.30918,13.1642,0.21746664,0.26637313,0.23346668,0.23334749
t_2150,-89.27936,13.671,0.5548322,0.50635755,0.5634159,0.5016291
t_2151,-89.29733,13.671,0.6457134,0.6753948,0.63032675,0.70208037
t_2152,-89.31529,13.68846,0.5602189,0.5888041,0.54796135,0.6148652
t_2153,-89.29733,13.68846,0.5584073,0.5915035,0.5453385,0.6159162
t_2154,-89.27936,13.68846,0.44376436,0.48071495,0.43193555,0.5077512
t_2155,-89.27936,13.70591,0.31840232,0.37437403,0.29921305,0.35431862
t_2156,-89.31529,13.70591,0.42490503,0.47697592,0.40369016,0.42698753
t_2157,-89.36919,13.671,0.46878016,0.5041755,0.44416678,0.45653808
t_2158,-89.33326,13.671,0.56479466,0.5887122,0.55014575,0.6242693
t_2159,-89.38716,13.671,0.49508667,0.5110096,0.4798312,0.44368812
t_216,-88.29121,13.1642,0.21191405,0.25840083,0.2285396,0.2267148
t_2160,-89.35123,13.671,0.54324937,0.56116503,0.53035057,0.5972192
t_2161,-89.35123,13.68846,0.42485085,0.47674054,0.39494434,0.45138723
t_2162,-89.36919,13.68846,0.45202863,0.48771718,0.43092796,0.43771213
t_2163,-89.33326,13.68846,0.48086455,0.5274576,0.4568442,0.46855983
t_2164,-89.38716,13.68846,0.52604586,0.52211404,0.5242807,0.5395433
t_2165,-89.33326,13.70591,0.48781163,0.51385224,0.47922987,0.53862476
t_2166,-89.38716,13.70591,0.42734718,0.4574959,0.41140842,0.40644598
t_2167,-89.44106,13.68846,0.40360504,0.4314012,0.37860072,0.4109477
t_2168,-89.44106,13.70591,0.45685115,0.4668835,0.44704503,0.4014613
t_2169,-89.40512,13.70591,0.5118983,0.5013115,0.514979,0.5083636
t_217,-88.27325,13.1642,0.20643994,0.25066236,0.22365455,0.22020689
t_2170,-89.42309,13.70591,0.46013486,0.47073597,0.4517253,0.50641257
t_2171,-89.44106,13.72337,0.455687,0.46387064,0.45069814,0.4902371
t_2172,-89.42309,13.72337,0.52666855,0.49741158,0.5382377,0.4848611
t_2173,-89.40512,13.72337,0.47968358,0.47663248,0.4827947,0.48238373
t_2174,-89.44106,13.74082,0.4564013,0.45837387,0.45815602,0.4673096
t_2175,-89.40512,13.74082,0.5209157,0.4787582,0.53728807,0.45317483
t_2176,-89.42309,13.74082,0.54480463,0.48861682,0.56402373,0.46383867
t_2177,-89.36919,13.70591,0.51409614,0.51325125,0.51537067,0.5205368
t_2178,-89.35123,13.70591,0.510301,0.51887155,0.50868326,0.52990776
t_2179,-89.33326,13.72337,0.43171746,0.4601852,0.42521873,0.4840778
t_218,-88.29121,13.18169,0.27083328,0.2886501,0.29544136,0.22408989
t_2180,-89.38716,13.72337,0.51908255,0.49511847,0.5299385,0.48240522
t_2181,-89.35123,13.72337,0.48359144,0.48616847,0.48718074,0.48572537
t_2182,-89.36919,13.72337,0.5183881,0.49743575,0.528767,0.48406792
t_2183,-89.33326,13.74082,0.36664537,0.4024891,0.35916665,0.34566823
t_2184,-89.36919,13.74082,0.48051694,0.46354592,0.4916368,0.44697347
t_2185,-89.38716,13.74082,0.4946482,0.46912134,0.50764775,0.4496361
t_2186,-89.35123,13.74082,0.4333168,0.44249377,0.43697968,0.44342175
t_2187,-89.53089,13.56623,0.42782027,0.3854619,0.4108524,0.48024338
t_2188,-89.51292,13.56623,0.3983638,0.38169068,0.37010506,0.39744908
t_2189,-89.54885,13.56623,0.36358985,0.34264508,0.33978343,0.3628898
t_219,-88.27325,13.18169,0.2523497,0.2767196,0.27685177,0.21757196
t_2190,-89.54885,13.5837,0.41819105,0.37036997,0.4078076,0.4476241
t_2191,-89.51292,13.5837,0.50120026,0.42665228,0.49664855,0.49189505
t_2192,-89.53089,13.5837,0.43127793,0.3884075,0.4184538,0.4701586
t_2193,-89.54885,13.60116,0.4160798,0.3713753,0.4082466,0.43858227
t_2194,-89.51292,13.60116,0.4029391,0.38779318,0.3821138,0.38311586
t_2195,-89.53089,13.60116,0.39361528,0.3723795,0.3764382,0.36566064
t_2196,-89.51292,13.61862,0.41676018,0.39808363,0.4012867,0.47714093
t_2197,-89.49496,13.60116,0.4444894,0.42091948,0.42706445,0.50443316
t_2198,-89.45902,13.60116,0.49666706,0.47061676,0.48155552,0.5419953
t_2199,-89.45902,13.61862,0.41237816,0.4243025,0.38147643,0.42335612
t_22,-88.03968,13.21668,0.14934798,0.17585348,0.16139983,0.1453126
t_220,-88.30918,13.18169,0.30800933,0.3014461,0.33162773,0.23328987
t_2200,-89.47699,13.61862,0.5013901,0.4620774,0.49450576,0.5170305
t_2201,-89.49496,13.61862,0.39545953,0.39551634,0.3706229,0.3944574
t_2202,-89.47699,13.63608,0.45912755,0.4454263,0.44487098,0.5118677
t_2203,-89.49496,13.63608,0.43056417,0.41961023,0.41473532,0.3908536
t_2204,-89.45902,13.63608,0.4554216,0.45303866,0.43623114,0.4184095
t_2205,-89.45902,13.65354,0.42861426,0.43920717,0.40598273,0.4143006
t_2206,-89.49496,13.65354,0.416204,0.4153295,0.39875478,0.38894117
t_2207,-89.53089,13.61862,0.4052479,0.38112494,0.39294386,0.4547138
t_2208,-89.54885,13.61862,0.37114987,0.3526367,0.35792875,0.34146026
t_2209,-89.54885,13.63608,0.39158666,0.36612025,0.38433275,0.4250802
t_221,-88.30918,13.19919,0.25755462,0.29098928,0.28129396,0.22844245
t_2210,-89.51292,13.63608,0.36895275,0.37284258,0.34596828,0.37436697
t_2211,-89.53089,13.63608,0.39089316,0.37683335,0.3778454,0.35616946
t_2212,-89.53089,13.65354,0.39655134,0.38398457,0.38617623,0.4464364
t_2213,-89.51292,13.65354,0.43394908,0.41543207,0.42542088,0.47021484
t_2214,-89.54885,13.65354,0.39383993,0.3708603,0.38881233,0.42063737
t_2215,-89.54885,13.671,0.42255872,0.38837263,0.42372933,0.4175483
t_2216,-89.49496,13.671,0.55054367,0.48200643,0.5610904,0.49098858
t_2217,-89.58479,13.61862,0.3470567,0.31978926,0.3402196,0.381797
t_2218,-89.56682,13.63608,0.3611696,0.3396281,0.35398066,0.3996457
t_2219,-89.60275,13.63608,0.274451,0.2733481,0.26392305,0.27614063
t_222,-88.39901,13.1642,0.24529864,0.30897108,0.25766894,0.2670908
t_2220,-89.58479,13.63608,0.2962023,0.29394788,0.28371924,0.29624918
t_2221,-89.56682,13.65354,0.3468596,0.33479548,0.33925924,0.39389625
t_2222,-89.58479,13.65354,0.32476878,0.31257406,0.31900343,0.36713472
t_2223,-89.60275,13.65354,0.2516601,0.2601528,0.23954731,0.27009735
t_2224,-89.60275,13.671,0.28182325,0.2808974,0.2765252,0.26456568
t_2225,-89.58479,13.671,0.29027078,0.29409015,0.2808914,0.2859558
t_2226,-89.56682,13.671,0.34118053,0.33434606,0.3343759,0.38906053
t_2227,-89.47699,13.65354,0.40145302,0.41391364,0.37660226,0.4027638
t_2228,-89.47699,13.671,0.38900203,0.40891084,0.36266324,0.4014399
t_2229,-89.45902,13.671,0.38745594,0.4119833,0.360283,0.41072977
t_223,-88.39901,13.18169,0.3638126,0.3341746,0.38379928,0.26736298
t_2230,-89.49496,13.68846,0.4451533,0.4443646,0.434371,0.3911433
t_2231,-89.47699,13.68846,0.42593303,0.43861172,0.4079739,0.4014388
t_2232,-89.45902,13.68846,0.5040361,0.48952013,0.5018956,0.51402795
t_2233,-89.47699,13.70591,0.47536108,0.47531602,0.4683707,0.50786614
t_2234,-89.45902,13.70591,0.51092553,0.49629566,0.5124806,0.50827193
t_2235,-89.49496,13.70591,0.45666313,0.45935237,0.44728202,0.39592978
t_2236,-89.47699,13.72337,0.4804003,0.4838471,0.4751503,0.50752425
t_2237,-89.53089,13.671,0.42265993,0.40297645,0.4185045,0.44520018
t_2238,-89.51292,13.671,0.3872889,0.3930459,0.36996537,0.3725205
t_2239,-89.54885,13.68846,0.4274615,0.39534363,0.4307423,0.4153102
t_224,-88.38104,13.18169,0.23782946,0.30083257,0.25173473,0.25780213
t_2240,-89.53089,13.68846,0.41952735,0.407197,0.4153518,0.4457469
t_2241,-89.51292,13.68846,0.42412266,0.42214495,0.4141241,0.37471265
t_2242,-89.54885,13.70591,0.40194133,0.3872669,0.40243542,0.4127468
t_2243,-89.51292,13.70591,0.43069002,0.43365434,0.4211311,0.37922066
t_2244,-89.53089,13.70591,0.37416464,0.38461983,0.36120227,0.35431013
t_2245,-89.53089,13.72337,0.36713445,0.38356346,0.35342216,0.35415527
t_2246,-89.54885,13.72337,0.39228004,0.38408512,0.3928583,0.4074976
t_2247,-89.56682,13.68846,0.3263354,0.32788157,0.31858954,0.30463737
t_2248,-89.58479,13.68846,0.3322151,0.32023498,0.33131367,0.35505992
t_2249,-89.60275,13.68846,0.30631065,0.2955325,0.30620253,0.32733455
t_225,-88.41698,13.18169,0.36667547,0.34228408,0.38619152,0.27390233
t_2250,-89.60275,13.70591,0.34374535,0.3120508,0.34769034,0.3205713
t_2251,-89.56682,13.70591,0.40356997,0.36988312,0.4091935,0.3794042
t_2252,-89.58479,13.70591,0.27534935,0.28657454,0.2673453,0.27617523
t_2253,-89.56682,13.72337,0.38593596,0.3627735,0.3915383,0.37203386
t_2254,-89.58479,13.72337,0.3882758,0.3435758,0.39493385,0.34078246
t_2255,-89.60275,13.72337,0.29840523,0.29105192,0.3008601,0.3131066
t_2256,-89.56682,13.74082,0.36999333,0.3528419,0.37599903,0.36082917
t_2257,-89.49496,13.72337,0.45358136,0.46650973,0.44129235,0.40358776
t_2258,-89.45902,13.72337,0.5027941,0.49305004,0.50568885,0.49836925
t_2259,-89.47699,13.74082,0.44954494,0.46471006,0.44094914,0.39340356
t_226,-88.39901,13.19919,0.36013207,0.3370032,0.38133326,0.26531032
t_2260,-89.45902,13.74082,0.4449512,0.4559207,0.4405168,0.3799494
t_2261,-89.49496,13.74082,0.5095931,0.5114987,0.50799334,0.5182435
t_2262,-89.49496,13.75827,0.5219959,0.49860024,0.5355068,0.47264317
t_2263,-89.45902,13.75827,0.5529689,0.4898087,0.5754831,0.4543971
t_2264,-89.47699,13.75827,0.5069343,0.48579243,0.51983786,0.46321803
t_2265,-89.47699,13.77572,0.45499483,0.43809664,0.46775866,0.4185222
t_2266,-89.45902,13.77572,0.51332307,0.4528208,0.53435,0.41663083
t_2267,-89.51292,13.72337,0.44594043,0.45164296,0.43799782,0.38555568
t_2268,-89.54885,13.74082,0.45813525,0.41171193,0.4703574,0.39613906
t_2269,-89.53089,13.74082,0.46565813,0.44358099,0.47416934,0.43807387
t_227,-88.41698,13.19919,0.36488357,0.34451225,0.38560283,0.27181923
t_2270,-89.51292,13.74082,0.44857088,0.45891306,0.44119653,0.3869347
t_2271,-89.51292,13.75827,0.50175613,0.475258,0.51512694,0.45206642
t_2272,-89.54885,13.75827,0.3680376,0.36308914,0.37201756,0.3766983
t_2273,-89.53089,13.75827,0.44660822,0.42430192,0.4571241,0.4131538
t_2274,-89.51292,13.77572,0.45661223,0.42768952,0.47102004,0.40372252
t_2275,-89.53089,13.77572,0.3992143,0.3846907,0.40874267,0.37877566
t_2276,-89.54885,13.77572,0.3703846,0.35422263,0.3795329,0.35142052
t_2277,-89.60275,13.74082,0.31165293,0.29556334,0.31705102,0.304379
t_2278,-89.58479,13.74082,0.34101084,0.32282937,0.3469939,0.3306254
t_2279,-89.58479,13.75827,0.29964232,0.2971268,0.30312413,0.31777143
t_228,-88.38104,13.19919,0.3485859,0.33122,0.37045634,0.25858787
t_2280,-89.56682,13.75827,0.3378951,0.3309996,0.342619,0.3450701
t_2281,-89.60275,13.75827,0.27655056,0.27407914,0.28038105,0.29403743
t_2282,-89.56682,13.77572,0.31664875,0.31220078,0.32207087,0.32566527
t_2283,-89.58479,13.77572,0.27430218,0.27716008,0.277173,0.30255505
t_2284,-89.60275,13.77572,0.24310105,0.24993111,0.24470995,0.22346704
t_2285,-89.60275,13.79317,0.20989138,0.22343542,0.2091193,0.2130159
t_2286,-89.56682,13.79317,0.28771657,0.28764445,0.29290575,0.3044559
t_2287,-88.45291,13.51383,0.5007514,0.5416282,0.5020175,0.53288853
t_2288,-88.43494,13.5313,0.42573565,0.46168587,0.43569443,0.40819082
t_2289,-88.47088,13.5313,0.42476583,0.4548747,0.4263407,0.37435132
t_229,-88.41698,13.21668,0.36072573,0.34824836,0.38276994,0.27056885
t_2290,-88.45291,13.5313,0.44686458,0.4761139,0.45454216,0.4482971
t_2291,-88.45291,13.54877,0.42528182,0.43300965,0.43942806,0.3788377
t_2292,-88.43494,13.54877,0.43265313,0.4325513,0.44883648,0.35357544
t_2293,-88.47088,13.54877,0.390609,0.40938106,0.3993494,0.3939866
t_2294,-88.45291,13.56623,0.38157123,0.38538173,0.3955944,0.3233692
t_2295,-88.47088,13.56623,0.36307827,0.3711279,0.3751878,0.33234745
t_2296,-88.43494,13.56623,0.31098005,0.35450873,0.31908876,0.30732882
t_2297,-88.52477,13.5313,0.3677302,0.36221802,0.37584692,0.32452792
t_2298,-88.50681,13.5313,0.39394754,0.39654198,0.39822623,0.36101386
t_2299,-88.54274,13.5313,0.2927269,0.30595922,0.2951468,0.2851803
t_23,-87.94985,13.1642,0.1841468,0.18408169,0.19683401,0.1336659
t_230,-88.39901,13.21668,0.35073906,0.34178892,0.37339267,0.26396847
t_2300,-88.54274,13.54877,0.30109742,0.3030315,0.3091719,0.32173622
t_2301,-88.52477,13.54877,0.36865106,0.34958476,0.38309878,0.3538819
t_2302,-88.48884,13.54877,0.3836543,0.3919523,0.39260373,0.39516723
t_2303,-88.50681,13.54877,0.38948563,0.37768635,0.40292788,0.38130206
t_2304,-88.48884,13.56623,0.36714822,0.36085844,0.3803802,0.33207017
t_2305,-88.50681,13.56623,0.3801261,0.34893832,0.3957307,0.32205796
t_2306,-88.52477,13.56623,0.32083625,0.3105367,0.331734,0.3042149
t_2307,-88.56071,13.5313,0.28365698,0.29553974,0.2903665,0.25494745
t_2308,-88.57867,13.5313,0.26767793,0.2833149,0.27584082,0.2321393
t_2309,-88.57867,13.54877,0.25702077,0.2673431,0.2649746,0.27002487
t_231,-88.38104,13.21668,0.33740458,0.3351151,0.36077115,0.25715756
t_2310,-88.56071,13.54877,0.2631754,0.27497637,0.26913962,0.23217942
t_2311,-88.57867,13.56623,0.24740505,0.25060314,0.2548167,0.24561873
t_2312,-88.56071,13.56623,0.23845641,0.25066388,0.24305448,0.20808278
t_2313,-88.57867,13.5837,0.26334715,0.23932831,0.26946953,0.22172922
t_2314,-88.56071,13.5837,0.23317792,0.23506147,0.23811875,0.2335629
t_2315,-88.57867,13.60116,0.22342171,0.21254875,0.22683738,0.19980073
t_2316,-88.56071,13.60116,0.20585324,0.20828998,0.2084029,0.20713851
t_2317,-88.54274,13.56623,0.27225605,0.27570298,0.27908805,0.28293657
t_2318,-88.50681,13.5837,0.29538643,0.2958965,0.30425143,0.2758341
t_2319,-88.54274,13.5837,0.24678867,0.24916355,0.25215375,0.24797569
t_232,-88.34511,13.18169,0.3279126,0.3161697,0.3502116,0.24696796
t_2320,-88.48884,13.5837,0.3186174,0.3188219,0.32929692,0.28348607
t_2321,-88.52477,13.5837,0.2695147,0.2710457,0.27638897,0.26310351
t_2322,-88.48884,13.60116,0.26861268,0.2810795,0.276494,0.24636301
t_2323,-88.54274,13.60116,0.23088063,0.22721447,0.23479989,0.21814871
t_2324,-88.50681,13.60116,0.24911895,0.26042685,0.25516453,0.24013449
t_2325,-88.52477,13.60116,0.24010509,0.24371047,0.24514475,0.23016314
t_2326,-88.54274,13.61862,0.20609601,0.2051727,0.20823464,0.19441828
t_2327,-88.43494,13.5837,0.2962728,0.3302473,0.30634987,0.2693635
t_2328,-88.45291,13.5837,0.304723,0.33067822,0.31467003,0.27959508
t_2329,-88.47088,13.5837,0.31036004,0.32610366,0.32037592,0.28470433
t_233,-88.32715,13.18169,0.30585453,0.30847833,0.32935756,0.24010484
t_2330,-88.43494,13.60116,0.26363173,0.2996549,0.2728454,0.23866671
t_2331,-88.45291,13.60116,0.26486486,0.2959412,0.2734331,0.24525967
t_2332,-88.47088,13.60116,0.26531065,0.28917286,0.2733528,0.24805704
t_2333,-88.47088,13.61862,0.24605994,0.26840112,0.25379395,0.21979399
t_2334,-88.43494,13.61862,0.23532635,0.27414832,0.24366222,0.21395336
t_2335,-88.45291,13.61862,0.24759,0.2758832,0.2560507,0.21829687
t_2336,-88.45291,13.63608,0.25432718,0.26741555,0.2624667,0.19703418
t_2337,-88.50681,13.61862,0.23596253,0.24376687,0.24158698,0.21289657
t_2338,-88.48884,13.61862,0.2436556,0.25824267,0.25053674,0.21801451
t_2339,-88.52477,13.61862,0.21234728,0.22116977,0.2159558,0.20479956
t_234,-88.36308,13.19919,0.32816544,0.32553145,0.35113052,0.25172806
t_2340,-88.48884,13.63608,0.22286697,0.24091661,0.22904885,0.1963451
t_2341,-88.50681,13.63608,0.2026503,0.22222133,0.20716248,0.19238089
t_2342,-88.52477,13.63608,0.2006327,0.2108641,0.20407571,0.18625988
t_2343,-88.54274,13.63608,0.17217019,0.18698691,0.17361075,0.17863451
t_2344,-88.54274,13.65354,0.1773431,0.19165315,0.18003385,0.16787215
t_2345,-88.50681,13.65354,0.1722255,0.20327142,0.17576168,0.17685461
t_2346,-88.48884,13.65354,0.17828031,0.21353345,0.18272361,0.17964564
t_2347,-88.56071,13.61862,0.18492508,0.18468575,0.18544906,0.18370262
t_2348,-88.57867,13.61862,0.12902673,0.1546097,0.1266474,0.14377692
t_2349,-88.57867,13.63608,0.120243706,0.148021,0.1182291,0.13418233
