STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,SOIL_TYPE,VS30,VS30_TYPE ,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE
APMR,APMR,10.057,-84.433,seismic,https://www.lis.ucr.ac.cr/Descargas,0.19,,,,0.0,,,,0.19,,,,0.177,,,,0.0979,,,,S4,180.0,measured ,,,,,,,
PJAC,PJAC,9.609,-84.623,seismic,https://www.lis.ucr.ac.cr/Descargas,0.157,,,,0.0,,,,0.157,,,,0.132,,,,0.0489,,,,S3,265.0,measured ,,,,,,,
GCNS,GCNS,10.428,-85.091,seismic,https://www.lis.ucr.ac.cr/Descargas,0.146,,,,0.0,,,,0.146,,,,0.143,,,,0.114,,,,S3,265.0,measured ,,,,,,,
AALA,AALA,10.025,-84.214,seismic,https://www.lis.ucr.ac.cr/Descargas,0.139,,,,0.0,,,,0.139,,,,0.131,,,,0.0424,,,,S3,265.0,measured ,,,,,,,
GTGA,GTGA,10.349,-85.178,seismic,https://www.lis.ucr.ac.cr/Descargas,0.132,,,,0.0,,,,0.132,,,,0.101,,,,0.116,,,,S1,760.0,measured ,,,,,,,
AFBR,AFBR,10.007,-84.266,seismic,https://www.lis.ucr.ac.cr/Descargas,0.122,,,,0.0,,,,0.104,,,,0.122,,,,0.0615,,,,S3,265.0,measured ,,,,,,,
HPVJ,HPVJ,10.45,-84.013,seismic,https://www.lis.ucr.ac.cr/Descargas,0.121,,,,0.0,,,,0.121,,,,0.0888,,,,0.0302,,,,S3,265.0,measured ,,,,,,,
CTRH,CTRH,9.936,-83.976,seismic,https://www.lis.ucr.ac.cr/Descargas,0.118,,,,0.0,,,,0.118,,,,0.111,,,,0.054,,,,S3,265.0,measured ,,,,,,,
GLIB,GLIB,10.621,-85.461,seismic,https://www.lis.ucr.ac.cr/Descargas,0.117,,,,0.0,,,,0.106,,,,0.117,,,,0.0592,,,,S4,180.0,measured ,,,,,,,
AORT,AORT,9.912,-84.522,seismic,https://www.lis.ucr.ac.cr/Descargas,0.117,,,,0.0,,,,0.108,,,,0.117,,,,0.0388,,,,S2,555.0,measured ,,,,,,,
SCCH,SCCH,9.915,-84.242,seismic,https://www.lis.ucr.ac.cr/Descargas,0.117,,,,0.0,,,,0.117,,,,0.0942,,,,0.053,,,,S3,265.0,measured ,,,,,,,
GSTR,GSTR,10.837,-85.618,seismic,https://www.lis.ucr.ac.cr/Descargas,0.115,,,,0.0,,,,0.115,,,,0.0914,,,,0.0975,,,,S2,555.0,measured ,,,,,,,
GLCR,GLCR,11.073,-85.632,seismic,https://www.lis.ucr.ac.cr/Descargas,0.11,,,,0.0,,,,0.101,,,,0.11,,,,0.0637,,,,S1,760.0,measured ,,,,,,,
HCPD,HCPD,9.995,-84.036,seismic,https://www.lis.ucr.ac.cr/Descargas,0.1,,,,0.0,,,,0.0426,,,,0.1,,,,0.0666,,,,S3,265.0,measured ,,,,,,,
SIAC,SIAC,9.799,-84.161,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0887,,,,0.0,,,,0.0887,,,,0.0727,,,,0.0508,,,,S3,265.0,measured ,,,,,,,
STRN,STRN,9.933,-84.077,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0851,,,,0.0,,,,0.0851,,,,0.0676,,,,0.0471,,,,S3,265.0,measured ,,,,,,,
CPAR,CPAR,9.827,-83.869,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0844,,,,0.0,,,,0.0844,,,,0.0694,,,,0.0285,,,,S3,265.0,measured ,,,,,,,
SSBN,SSBN,9.943,-84.113,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0829,,,,0.0,,,,0.0829,,,,0.0763,,,,0.0395,,,,S3,265.0,measured ,,,,,,,
CTEC,CTEC,9.854,-83.907,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0827,,,,0.0,,,,0.0827,,,,0.0424,,,,0.0244,,,,S3,265.0,measured ,,,,,,,
AUPA,AUPA,10.898,-85.01,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0826,,,,0.0,,,,0.0826,,,,0.0573,,,,0.0358,,,,S4,180.0,measured ,,,,,,,
SCGH,SCGH,9.936,-84.071,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0823,,,,0.0,,,,0.0823,,,,0.0606,,,,0.0376,,,,S3,265.0,measured ,,,,,,,
AMTR,AMTR,10.552,-84.65,seismic,https://www.lis.ucr.ac.cr/Descargas,0.081,,,,0.0,,,,0.0793,,,,0.081,,,,0.0388,,,,S4,180.0,measured ,,,,,,,
ASCS,ASCS,10.324,-84.432,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0769,,,,0.0,,,,0.0769,,,,0.0625,,,,0.058,,,,S2,555.0,measured ,,,,,,,
SHTH,SHTH,9.915,-84.097,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0701,,,,0.0,,,,0.0607,,,,0.0701,,,,0.0347,,,,S3,265.0,measured ,,,,,,,
ACLS,ACLS,11.031,-84.718,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0601,,,,0.0,,,,0.0601,,,,0.0422,,,,0.0202,,,,S3,265.0,measured ,,,,,,,
SFRA,SFRA,9.751,-84.056,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0601,,,,0.0,,,,0.0601,,,,0.0416,,,,0.0158,,,,S2,555.0,measured ,,,,,,,
CCDN,CCDN,9.832,-83.918,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0587,,,,0.0,,,,0.0587,,,,0.0534,,,,0.0214,,,,S2,265.0,measured ,,,,,,,
SGTS,SGTS,9.869,-84.036,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0537,,,,0.0,,,,0.0522,,,,0.0537,,,,0.0176,,,,S3,265.0,measured ,,,,,,,
SJUD,SJUD,9.934,-84.184,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0532,,,,0.0,,,,0.0532,,,,0.0342,,,,0.0318,,,,S1,760.0,measured ,,,,,,,
HVRG,HVRG,10.391,-84.139,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0518,,,,0.0,,,,0.0518,,,,0.0323,,,,0.0222,,,,S1,760.0,measured ,,,,,,,
SMSO,SMSO,9.915,-84.069,seismic,https://www.lis.ucr.ac.cr/Descargas,0.051,,,,0.0,,,,0.051,,,,0.0403,,,,0.0318,,,,S1,760.0,measured ,,,,,,,
CCRT,CCRT,9.864,-83.927,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0468,,,,0.0,,,,0.0468,,,,0.037,,,,0.0228,,,,S4,180.0,measured ,,,,,,,
HHDA,HHDA,9.999,-84.122,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0462,,,,0.0,,,,0.0462,,,,0.0311,,,,0.0276,,,,S2,555.0,measured ,,,,,,,
CHLM,CHLM,9.821,-83.894,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0458,,,,0.0,,,,0.0458,,,,0.0442,,,,0.0155,,,,S2,555.0,measured ,,,,,,,
PQSH,PQSH,9.443,-84.137,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0442,,,,0.0,,,,0.0442,,,,0.035,,,,0.013,,,,S3,265.0,measured ,,,,,,,
CTUH,CTUH,9.903,-83.687,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0442,,,,0.0,,,,0.028,,,,0.0442,,,,0.0119,,,,S3,265.0,measured ,,,,,,,
ACAR,ACAR,10.03,-84.265,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0441,,,,0.0,,,,0.0441,,,,0.0316,,,,0.0323,,,,S1,760.0,measured ,,,,,,,
PQUE,PQUE,9.428,-84.16,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0429,,,,0.0,,,,0.0429,,,,0.0341,,,,0.0181,,,,S3,265.0,measured ,,,,,,,
LBTN,LBTN,10.085,-83.346,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0413,,,,0.0,,,,0.0413,,,,0.0383,,,,0.0148,,,,S3,265.0,measured ,,,,,,,
LTAL,LTAL,9.623,-82.856,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0397,,,,0.0,,,,0.0397,,,,0.0349,,,,0.0107,,,,S4,180.0,measured ,,,,,,,
CTBA,CTBA,9.902,-83.673,seismic,https://www.lis.ucr.ac.cr/Descargas,0.037,,,,0.0,,,,0.0294,,,,0.037,,,,0.0137,,,,S2,555.0,measured ,,,,,,,
CSRH,CSRH,9.867,-83.9,seismic,https://www.lis.ucr.ac.cr/Descargas,0.037,,,,0.0,,,,0.0334,,,,0.037,,,,0.0214,,,,S4,180.0,measured ,,,,,,,
PBNA,PBNA,9.172,-83.336,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0362,,,,0.0,,,,0.0362,,,,0.0295,,,,0.0118,,,,S3,265.0,measured ,,,,,,,
CCHI,CCHI,9.841,-83.804,seismic,https://www.lis.ucr.ac.cr/Descargas,0.033,,,,0.0,,,,0.033,,,,0.0227,,,,0.0161,,,,S1,760.0,measured ,,,,,,,
SSMD,SSMD,9.649,-83.972,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0317,,,,0.0,,,,0.0277,,,,0.0317,,,,0.0155,,,,S3,265.0,measured ,,,,,,,
LCAR,LCAR,10.361,-83.735,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0298,,,,0.0,,,,0.0298,,,,0.0296,,,,0.0134,,,,S4,180.0,measured ,,,,,,,
SISD,SISD,9.372,-83.703,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0275,,,,0.0,,,,0.0252,,,,0.0275,,,,0.0101,,,,S2,555.0,measured ,,,,,,,
LGPI,LGPI,10.205,-83.825,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0272,,,,0.0,,,,0.0272,,,,0.0242,,,,0.0114,,,,S2,555.0,measured ,,,,,,,
LMOI,LMOI,10.005,-83.076,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0268,,,,0.0,,,,0.0268,,,,0.0189,,,,0.0146,,,,S2,555.0,measured ,,,,,,,
SISH,SISH,9.37,-83.705,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0266,,,,0.0,,,,0.0185,,,,0.0266,,,,0.0122,,,,S2,555.0,measured ,,,,,,,
PPTG,PPTG,9.017,-83.174,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0259,,,,0.0,,,,0.0198,,,,0.0259,,,,0.0146,,,,S3,265.0,measured ,,,,,,,
LLIH,LLIH,9.999,-83.027,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0251,,,,0.0,,,,0.0251,,,,0.0208,,,,0.00941,,,,S4,180.0,measured ,,,,,,,
POSA,POSA,8.979,-83.532,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0226,,,,0.0,,,,0.0189,,,,0.0226,,,,0.00869,,,,S4,180.0,measured ,,,,,,,
PLRL,PLRL,8.432,-82.957,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0208,,,,0.0,,,,0.0201,,,,0.0208,,,,0.0106,,,,S3,265.0,measured ,,,,,,,
PJMN,PJMN,8.53,-83.305,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0202,,,,0.0,,,,0.0202,,,,0.0198,,,,0.00757,,,,S3,265.0,measured ,,,,,,,
LSQR,LSQR,10.096,-83.505,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0182,,,,0.0,,,,0.0155,,,,0.0182,,,,0.00733,,,,S2,555.0,measured ,,,,,,,
PSVT,PSVT,8.822,-82.967,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0176,,,,0.0,,,,0.0114,,,,0.0176,,,,0.00882,,,,S3,265.0,measured ,,,,,,,
PCNH,PCNH,8.632,-82.938,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0154,,,,0.0,,,,0.0154,,,,0.0135,,,,0.00994,,,,S3,265.0,measured ,,,,,,,
PCNL,PCNL,8.648,-82.942,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0132,,,,0.0,,,,0.0119,,,,0.0132,,,,0.00684,,,,S1,760.0,measured ,,,,,,,
PGOL,PGOL,8.644,-83.171,seismic,https://www.lis.ucr.ac.cr/Descargas,0.0048,,,,0.0,,,,0.0048,,,,0.004,,,,0.00276,,,,S2,555.0,measured ,,,,,,,
GSTC,GSTC,10.2856,-85.5898,seismic,Stations_USGS,0.57392,,,,0.0,,,,,,,,,,,,,,,,,205.48,,7.3,0.63,0.0,34.041,,,inferred
GNSR,GNSR,9.9788,-85.6481,seismic,Stations_USGS,0.47761,,,,0.0,,,,,,,,,,,,,,,,,527.91,,6.9,0.63,0.0,24.655,,,inferred
UTM:(16P 066 112 10000),,10.1737,-85.4938,macroseismic,Stations_USGS,0.353051,0.606152,,0.423571,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,557.88,,7.2,0.3,0.875,31.2562,1.4737,0.079917,inferred
UTM:(16P 065 113 10000),,10.2645,-85.5846,macroseismic,Stations_USGS,0.315308,0.558241,,0.403621,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,275.03,,7.1,0.3,0.875,29.0597,1.4737,0.076662,inferred
UTM:(16P 064 116 10000),,10.5361,-85.6748,macroseismic,Stations_USGS,0.314325,0.583445,,0.511565,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,458.35,,7.3,0.3,0.875,33.6188,1.4737,0.097519,inferred
AFRA,AFRA,10.1373,-84.1931,seismic,Stations_USGS,0.28956,,,,0.0,,,,,,,,,,,,,,,,,608.24,,6.4,0.63,0.0,17.984,,,inferred
GNYA,GNYA,10.145,-85.4527,seismic,Stations_USGS,0.24431,,,,0.0,,,,,,,,,,,,,,,,,304.75,,6.6,0.63,0.0,19.487,,,inferred
PCDA,PCDA,9.91057,-84.7166,seismic,Stations_USGS,0.22321,,,,0.0,,,,,,,,,,,,,,,,,600.0,,6.9,0.63,0.0,25.955,,,inferred
UTM:(16P 064 109 10000),,9.9032,-85.6774,macroseismic,Stations_USGS,0.175942,0.32671,,0.178149,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,600.0,,6.1,0.3,0.875,14.0228,1.4737,0.034733,inferred
UTM:(16P 063 115 10000),,10.4461,-85.7665,macroseismic,Stations_USGS,0.170507,0.336427,,0.229738,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,283.0,,6.3,0.3,0.875,16.2228,1.4737,0.045049,inferred
AGRE,AGRE,10.072,-84.313,seismic,Stations_USGS,0.16934,,,,0.0,,,,,,,,,,,,,,,,,468.61,,6.3,0.63,0.0,16.097,,,inferred
UTM:(16P 080 111 10000),,10.075,-84.2174,macroseismic,Stations_USGS,0.165217,0.346407,,0.296291,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,593.25,,6.5,0.3,0.875,18.768,1.4737,0.058433,inferred
UTM:(16P 066 109 10000),,9.9024,-85.4951,macroseismic,Stations_USGS,0.16273,0.299535,,0.14773,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,605.59,,5.9,0.3,0.875,12.1212,1.4737,0.028871,inferred
PJAC,PJAC,9.6094,-84.6228,seismic,Stations_USGS,0.16111,,,,0.0,,,,,,,,,,,,,,,,,482.29,,6.3,0.63,0.0,16.437,,,inferred
GCNS,GCNS,10.4279,-85.0912,seismic,Stations_USGS,0.14343,,,,0.0,,,,,,,,,,,,,,,,,370.45,,6.4,0.63,0.0,18.05,,,inferred
AALA,AALA,10.013,-84.213,seismic,Stations_USGS,0.14036,,,,0.0,,,,,,,,,,,,,,,,,426.74,,5.8,0.63,0.0,11.062,,,inferred
AFBR,AFBR,10.0072,-84.2658,seismic,Stations_USGS,0.1247,,,,0.0,,,,,,,,,,,,,,,,,361.46,,6.3,0.63,0.0,16.65,,,inferred
HPVJ,HPVJ,10.4498,-84.0133,seismic,Stations_USGS,0.12268,,,,0.0,,,,,,,,,,,,,,,,,304.66,,6.2,0.63,0.0,15.372,,,inferred
CTRH,CTRH,9.9359,-83.9763,seismic,Stations_USGS,0.12009,,,,0.0,,,,,,,,,,,,,,,,,606.5,,5.7,0.63,0.0,10.764,,,inferred
SCCH,SCCH,9.91507,-84.2415,seismic,Stations_USGS,0.11933,,,,0.0,,,,,,,,,,,,,,,,,740.25,,5.6,0.63,0.0,9.52,,,inferred
AORT,AORT,9.91211,-84.5222,seismic,Stations_USGS,0.11903,,,,0.0,,,,,,,,,,,,,,,,,361.39,,5.8,0.63,0.0,10.868,,,inferred
GLCR,GLCR,11.0727,-85.6322,seismic,Stations_USGS,0.11206,,,,0.0,,,,,,,,,,,,,,,,,565.34,,6.1,0.63,0.0,14.12,,,inferred
UTM:(16P 072 115 10000),,10.4419,-84.9445,macroseismic,Stations_USGS,0.102695,0.214567,,0.122408,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,493.21,,5.5,0.3,0.875,9.0565,1.4737,0.024583,inferred
UTM:(16P 077 111 10000),,10.0771,-84.4909,macroseismic,Stations_USGS,0.102026,0.218785,,0.138228,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,329.15,,5.6,0.3,0.875,9.7411,1.4737,0.027821,inferred
UTM:(16P 068 111 10000),,10.0824,-85.3118,macroseismic,Stations_USGS,0.101993,0.1996,,0.086395,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,900.0,,5.2,0.3,0.875,7.2782,1.4737,0.017271,inferred
UTM:(16P 080 110 10000),,9.9847,-84.2182,macroseismic,Stations_USGS,0.100389,0.221958,,0.157018,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,381.51,,5.7,0.3,0.875,10.4774,1.4737,0.031694,inferred
UTM:(16P 078 110 10000),,9.9861,-84.4005,macroseismic,Stations_USGS,0.099173,0.215546,,0.140652,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,476.4,,5.6,0.3,0.875,9.7411,1.4737,0.028368,inferred
UTM:(16P 086 103 10000),,9.3476,-83.6778,macroseismic,Stations_USGS,0.092753,0.217848,,0.185377,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,384.35,,5.8,0.3,0.875,11.2693,1.4737,0.037703,inferred
SIAC,SIAC,9.79912,-84.1613,seismic,Stations_USGS,0.09028,,,,0.0,,,,,,,,,,,,,,,,,508.09,,5.0,0.63,0.0,6.15,,,inferred
CPAR,CPAR,9.82729,-83.8687,seismic,Stations_USGS,0.08602,,,,0.0,,,,,,,,,,,,,,,,,430.56,,5.6,0.63,0.0,9.632,,,inferred
AUPA,AUPA,10.8981,-85.01,seismic,Stations_USGS,0.08407,,,,0.0,,,,,,,,,,,,,,,,,262.3,,6.1,0.63,0.0,14.413,,,inferred
SCGH,SCGH,9.93624,-84.0706,seismic,Stations_USGS,0.08402,,,,0.0,,,,,,,,,,,,,,,,,377.48,,5.7,0.63,0.0,10.192,,,inferred
UTM:(16P 081 110 10000),,9.9839,-84.127,macroseismic,Stations_USGS,0.081436,0.185635,,0.125459,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,485.3,,5.4,0.3,0.875,8.4201,1.4737,0.025588,inferred
UTM:(16P 081 109 10000),,9.8936,-84.1278,macroseismic,Stations_USGS,0.081252,0.185415,,0.125632,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,698.0,,5.4,0.3,0.875,8.4201,1.4737,0.025628,inferred
UTM:(16P 082 110 10000),,9.983,-84.0359,macroseismic,Stations_USGS,0.079739,0.183592,,0.127088,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,383.67,,5.4,0.3,0.875,8.4201,1.4737,0.025961,inferred
ASCS,ASCS,10.3242,-84.4315,seismic,Stations_USGS,0.0784,,,,0.0,,,,,,,,,,,,,,,,,603.12,,5.7,0.63,0.0,10.628,,,inferred
SHTH,SHTH,9.91474,-84.0967,seismic,Stations_USGS,0.07161,,,,0.0,,,,,,,,,,,,,,,,,340.0,,5.1,0.63,0.0,6.707,,,inferred
UTM:(16P 082 109 10000),,9.8927,-84.0367,macroseismic,Stations_USGS,0.066031,0.142529,,0.100271,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,393.78,,5.1,0.3,0.875,6.7667,1.4737,0.020665,inferred
ACLS,ACLS,11.0311,-84.7176,seismic,Stations_USGS,0.06128,,,,0.0,,,,,,,,,,,,,,,,,235.83,,5.1,0.63,0.0,6.767,,,inferred
SFRA,SFRA,9.75095,-84.0561,seismic,Stations_USGS,0.06123,,,,0.0,,,,,,,,,,,,,,,,,542.42,,4.6,0.63,0.0,4.75,,,inferred
CCDN,CCDN,9.83255,-83.9177,seismic,Stations_USGS,0.0598,,,,0.0,,,,,,,,,,,,,,,,,455.59,,5.0,0.63,0.0,6.347,,,inferred
UTM:(16P 080 107 10000),,9.7136,-84.2205,macroseismic,Stations_USGS,0.056579,0.098721,,0.077473,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,900.0,,4.8,0.3,0.875,5.438,1.4737,0.016068,inferred
UTM:(16P 081 111 10000),,10.0742,-84.1262,macroseismic,Stations_USGS,0.056077,0.097594,,0.077898,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,655.42,,4.8,0.3,0.875,5.438,1.4737,0.016166,inferred
RALT,RALT,9.89729,-83.9417,seismic,Stations_USGS,0.05511,,,,0.0,,,,,,,,,,,,,,,,,411.61,,5.0,0.63,0.0,6.27,,,inferred
SGTS,SGTS,9.86917,-84.0359,seismic,Stations_USGS,0.05479,,,,0.0,,,,,,,,,,,,,,,,,659.87,,5.0,0.63,0.0,6.458,,,inferred
HVRG,HVRG,10.3907,-84.1394,seismic,Stations_USGS,0.05278,,,,0.0,,,,,,,,,,,,,,,,,420.99,,5.7,0.63,0.0,10.529,,,inferred
SMSO,SMSO,9.93359,-84.0768,seismic,Stations_USGS,0.05197,,,,0.0,,,,,,,,,,,,,,,,,285.48,,5.0,0.63,0.0,6.427,,,inferred
GSTR,GSTR,10.837,-85.6182,seismic,Stations_USGS,0.05083,,,,0.0,,,,,,,,,,,,,,,,,297.47,,5.3,0.63,0.0,7.608,,,inferred
UTM:(16P 080 109 10000),,9.8943,-84.219,macroseismic,Stations_USGS,0.047447,0.066507,,0.060654,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,900.0,,4.5,0.3,0.875,4.3703,1.4737,0.01268,inferred
CHLM,CHLM,9.82064,-83.8935,seismic,Stations_USGS,0.04712,,,,0.0,,,,,,,,,,,,,,,,,449.11,,4.5,0.63,0.0,4.312,,,inferred
HHDA,HHDA,9.99894,-84.1218,seismic,Stations_USGS,0.04709,,,,0.0,,,,,,,,,,,,,,,,,442.58,,4.9,0.63,0.0,5.927,,,inferred
UTM:(16P 078 114 10000),,10.3475,-84.3975,macroseismic,Stations_USGS,0.046205,0.060766,,0.054812,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,618.11,,4.4,0.3,0.875,4.0631,1.4737,0.011461,inferred
PQSH,PQSH,9.44267,-84.1369,seismic,Stations_USGS,0.04578,,,,0.0,,,,,,,,,,,,,,,,,287.05,,5.2,0.63,0.0,7.407,,,inferred
CTUH,CTUH,9.90297,-83.6866,seismic,Stations_USGS,0.04512,,,,0.0,,,,,,,,,,,,,,,,,614.64,,4.7,0.63,0.0,5.145,,,inferred
PQUE,PQUE,9.42838,-84.1595,seismic,Stations_USGS,0.04372,,,,0.0,,,,,,,,,,,,,,,,,324.31,,4.8,0.63,0.0,5.42,,,inferred
LBTN,LBTN,10.0849,-83.3457,seismic,Stations_USGS,0.04212,,,,0.0,,,,,,,,,,,,,,,,,239.48,,5.9,0.63,0.0,12.418,,,inferred
LTAL,LTAL,9.6235,-82.8562,seismic,Stations_USGS,0.04046,,,,0.0,,,,,,,,,,,,,,,,,371.08,,5.8,0.63,0.0,11.166,,,inferred
CSRH,CSRH,9.86731,-83.9003,seismic,Stations_USGS,0.03776,,,,0.0,,,,,,,,,,,,,,,,,521.95,,5.7,0.63,0.0,10.764,,,inferred
PBNA,PBNA,9.17238,-83.3357,seismic,Stations_USGS,0.03698,,,,0.0,,,,,,,,,,,,,,,,,408.28,,4.3,0.63,0.0,3.736,,,inferred
UTM:(16P 081 104 10000),,9.4419,-84.1317,macroseismic,Stations_USGS,0.036497,0.041363,,0.049328,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,287.05,,4.2,0.3,0.875,3.5121,1.4737,0.010442,inferred
CCHI,CCHI,9.84079,-83.8036,seismic,Stations_USGS,0.03363,,,,0.0,,,,,,,,,,,,,,,,,617.19,,4.8,0.63,0.0,5.513,,,inferred
UTM:(16P 062 124 10000),,11.2602,-85.8548,macroseismic,Stations_USGS,0.030971,0.035791,,0.045746,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,590.1,,4.1,0.3,0.875,3.1573,1.4737,0.009372,inferred
LCAR,LCAR,10.3615,-83.7353,seismic,Stations_USGS,0.03027,,,,0.0,,,,,,,,,,,,,,,,,233.99,,6.1,0.63,0.0,13.683,,,inferred
SISD,SISD,9.37215,-83.7031,seismic,Stations_USGS,0.028,,,,0.0,,,,,,,,,,,,,,,,,331.66,,4.9,0.63,0.0,5.78,,,inferred
SISH,SISH,9.36981,-83.7055,seismic,Stations_USGS,0.02754,,,,0.0,,,,,,,,,,,,,,,,,331.66,,4.8,0.63,0.0,5.586,,,inferred
LMOI,LMOI,10.003,-83.076,seismic,Stations_USGS,0.02734,,,,0.0,,,,,,,,,,,,,,,,,600.0,,6.1,0.63,0.0,13.547,,,inferred
PPTG,PPTG,9.01749,-83.1735,seismic,Stations_USGS,0.02643,,,,0.0,,,,,,,,,,,,,,,,,436.46,,5.1,0.63,0.0,6.603,,,inferred
UTM:(16P 083 109 10000),,9.892,-83.9457,macroseismic,Stations_USGS,0.026415,0.031055,,0.039259,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,411.61,,4.0,0.3,0.875,2.6996,1.4737,0.007758,inferred
RMOI,RMOI,9.98577,-83.0893,seismic,Stations_USGS,0.02618,,,,0.0,,,,,,,,,,,,,,,,,411.29,,5.6,0.63,0.0,9.554,,,inferred
LLIH,LLIH,9.99983,-83.0271,seismic,Stations_USGS,0.02605,,,,0.0,,,,,,,,,,,,,,,,,422.58,,5.9,0.63,0.0,11.732,,,inferred
PLRL,PLRL,8.43256,-82.9573,seismic,Stations_USGS,0.02127,,,,0.0,,,,,,,,,,,,,,,,,235.74,,5.2,0.63,0.0,7.163,,,inferred
UTM:(16P 057 134 10000),,12.166,-86.3106,macroseismic,Stations_USGS,0.021019,0.029037,,0.050533,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,600.0,,4.1,0.3,0.875,3.1573,1.4737,0.010863,inferred
PJMN,PJMN,8.5304,-83.305,seismic,Stations_USGS,0.02063,,,,0.0,,,,,,,,,,,,,,,,,266.11,,5.3,0.63,0.0,7.567,,,inferred
UTM:(16P 058 131 10000),,11.8944,-86.2195,macroseismic,Stations_USGS,0.019803,0.026585,,0.045622,0.8059,1.0131,,1.0822,,,,,,,,,,,,,,455.58,,4.0,0.3,0.875,2.6996,1.4737,0.009602,inferred
PSVT,PSVT,8.82155,-82.967,seismic,Stations_USGS,0.01798,,,,0.0,,,,,,,,,,,,,,,,,581.74,,4.7,0.63,0.0,5.029,,,inferred
