# 20180906_M6.6_HokkaidoEasternIburi median gmf, Stations:Seismic, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AbrahamsonEtAl2015SInter,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SInter,AtkinsonBoore2003SSlab,AtkinsonBoore2003SSlabCascadia,BooreEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014,ZhaoEtAl2016SInter,ZhaoEtAl2016SSlab
t_1265,141.70024999999998,44.03828,0.027052363,0.0253502,0.025796276,0.026238259,0.027088884,0.027065126,0.026101787,0.027520075,0.026790531,0.029705621,0.029079288
t_1266,141.63784999999996,44.03865,0.020950042,0.01890722,0.019480584,0.022968248,0.024170691,0.024135128,0.019239118,0.022088056,0.020335717,0.025624685,0.025229963
t_1267,141.82567,44.08246,0.013216161,0.012785905,0.012961417,0.015206727,0.015501615,0.015492141,0.012206549,0.0140788965,0.012826377,0.0119853,0.0127899535
t_1268,141.76323000000002,44.0829,0.015569698,0.015043007,0.015295331,0.018189462,0.018591546,0.01857919,0.014114174,0.016905095,0.015014113,0.015487187,0.016044095
t_1269,141.70078,44.0833,0.014310298,0.013659903,0.013949582,0.016840624,0.017344711,0.0173299,0.012832558,0.015615569,0.013730235,0.015089939,0.015203266
t_127,141.42686000000003,40.61734,0.043480285,0.040465273,0.040373564,0.029648688,0.029767288,0.029747527,0.046837106,0.036291774,0.045679536,0.02546027,0.030051215
t_1270,141.63833999999997,44.08366,0.014086496,0.012855369,0.013236245,0.015763493,0.016528757,0.01650528,0.012707066,0.015038084,0.013584452,0.01922956,0.017963825
t_1271,141.8263,44.12747,0.011269242,0.010383158,0.010623994,0.012730695,0.013246614,0.013229594,0.010194302,0.011929493,0.010909124,0.010409753,0.010972623
t_1272,141.76381000000003,44.12791,0.01066545,0.010099737,0.010309695,0.012477905,0.012870682,0.012857916,0.009498477,0.011545491,0.01024537,0.011153257,0.011182127
t_1273,141.70132,44.12831,0.010296396,0.009993191,0.010123434,0.010530623,0.010729448,0.010723354,0.009542128,0.010731925,0.010082016,0.014333453,0.012391214
t_1274,141.63882,44.12868,0.008565602,0.008201386,0.008383554,0.010089481,0.010386878,0.0103772255,0.0075218068,0.009368463,0.008181644,0.013920187,0.011981081
t_1275,141.82693,44.17248,0.010233813,0.009094388,0.009363848,0.011399811,0.0120228855,0.012001286,0.009082752,0.010777654,0.009900345,0.00954296,0.009991629
t_1276,141.76439,44.17292,0.009051515,0.008322888,0.008538465,0.010510887,0.010958519,0.0109428875,0.007887269,0.009752302,0.008686171,0.00959364,0.009526369
t_1277,141.70185000000004,44.17332,0.008685707,0.008225756,0.008368189,0.008889184,0.009128585,0.00911994,0.007844258,0.009035801,0.008495056,0.012284331,0.010538891
t_1278,141.63931000000002,44.17369,0.0074597895,0.006997313,0.007172739,0.008753306,0.009056998,0.009045542,0.006399835,0.00813351,0.007126823,0.012224892,0.010463967
t_1279,141.82756,44.21749,0.009733016,0.00844318,0.008725397,0.0107460385,0.011419584,0.011395037,0.008488346,0.010211922,0.009421488,0.009110987,0.009517821
t_128,141.36775,40.61754,0.041987345,0.039872535,0.03973377,0.030268706,0.030281423,0.030269723,0.047095645,0.035794802,0.043951947,0.026409227,0.03088708
t_1280,141.76497,44.21793,0.010339419,0.00909494,0.009351547,0.010134857,0.010679305,0.010659211,0.0092780795,0.01048244,0.01018663,0.012577328,0.0116159
t_1281,141.70238,44.21833,0.009979285,0.008862623,0.009093924,0.009506884,0.009963718,0.009946232,0.008939297,0.010063358,0.009857134,0.012446127,0.011123861
t_1282,141.63979,44.2187,0.008611291,0.007550129,0.007815562,0.009697185,0.01025063,0.010228509,0.0072658155,0.009190902,0.008285222,0.012634706,0.01138008
t_1283,141.57676000000004,44.17402,0.010239032,0.00860138,0.008977878,0.011043331,0.011872459,0.011840924,0.008870805,0.010728165,0.009896944,0.013760363,0.012824369
t_1284,141.5772,44.21903,0.010306391,0.008404084,0.008801066,0.010960978,0.011858368,0.011821546,0.008775077,0.010710348,0.009998965,0.01336289,0.012664077
t_1285,141.57763999999997,44.26405,0.010411763,0.008365137,0.008767938,0.011047153,0.011962181,0.011921934,0.008702387,0.010786729,0.010128372,0.013277379,0.012711272
t_1286,141.57808999999997,44.30906,0.010121708,0.008178707,0.008551385,0.010859532,0.011682773,0.011643455,0.008304637,0.010520091,0.009858015,0.013105961,0.012505112
t_1287,141.82819,44.26251,0.009313667,0.008027071,0.00830022,0.010294947,0.010946866,0.010921998,0.007987052,0.009775524,0.0090193935,0.008870969,0.00920895
t_1288,141.76556,44.26294,0.010142916,0.008854456,0.009115352,0.009984138,0.010537784,0.010516571,0.008890811,0.010296365,0.009991002,0.01248322,0.011504178
t_1289,141.70292,44.26334,0.012587939,0.010802403,0.011044001,0.011007755,0.011588276,0.011565262,0.012771254,0.011795531,0.012772653,0.009251846,0.010488965
t_129,141.30863999999997,40.61772,0.03547155,0.033610012,0.03349265,0.025571909,0.025572836,0.025562035,0.039797504,0.03025377,0.03718945,0.022257274,0.02604395
t_1290,141.64027999999996,44.26371,0.00902081,0.007747157,0.008041103,0.010142918,0.0107762115,0.0107496055,0.0074296664,0.009600959,0.0086951535,0.012930586,0.011832145
t_1291,141.82882,44.30752,0.011628013,0.009901172,0.01015922,0.010953032,0.0115768295,0.011551884,0.010729538,0.011099434,0.011729501,0.011805207,0.011152592
t_1292,141.76614,44.30795,0.011064165,0.00976243,0.009973898,0.010721503,0.011206985,0.011187841,0.009860987,0.010751201,0.011091939,0.012383696,0.01115344
t_1293,141.70346,44.30836,0.009960878,0.009013382,0.009213951,0.010671844,0.0110877985,0.011070916,0.00845403,0.010083063,0.00984326,0.012869959,0.011249055
t_1294,141.64076999999997,44.30873,0.008567934,0.007532883,0.0077891275,0.0099826995,0.01050379,0.010480434,0.006826867,0.009252627,0.008230966,0.013028793,0.011717651
t_1295,141.82946000000004,44.35253,0.008172016,0.0072469907,0.0074446383,0.009086148,0.009519354,0.009500896,0.0069117364,0.008598228,0.007935904,0.008250811,0.008351915
t_1296,141.76673,44.35296,0.009550029,0.008775881,0.008924234,0.009934555,0.010239665,0.010226853,0.008267111,0.009540629,0.009503529,0.011962526,0.010502296
t_1297,142.00918000000001,43.8559,0.02771141,0.026118804,0.026613288,0.02771871,0.028697317,0.028676901,0.02613132,0.028081205,0.02730438,0.02859233,0.02943134
t_1298,141.94698,43.85644,0.030179914,0.028519595,0.028966397,0.030181058,0.031220013,0.03119878,0.029366018,0.030344943,0.02990353,0.030039856,0.030899266
t_1299,141.88477,43.85693,0.033638842,0.030678613,0.031455044,0.031908274,0.033746585,0.033710975,0.03237246,0.033484105,0.033222396,0.032495663,0.033981156
t_13,141.41642000000002,38.90547,0.006016337,0.0060266824,0.005959288,0.004795393,0.004674044,0.0046713795,0.0063680466,0.0055618756,0.00624631,0.0066184457,0.006014693
t_130,141.24953,40.61786,0.026191084,0.02488194,0.02479808,0.018966246,0.018974802,0.018968495,0.029562209,0.022408897,0.02749403,0.016558822,0.019344106
t_1300,142.00994000000003,43.90091,0.021079047,0.01956137,0.020156732,0.025267262,0.026565023,0.026537143,0.018500734,0.022798106,0.020141855,0.018822046,0.021295745
t_1301,141.94768999999997,43.90145,0.027323168,0.024877917,0.025519101,0.027225867,0.028775075,0.028742332,0.025993684,0.027573891,0.026909089,0.027158272,0.02847521
t_1302,141.88544000000002,43.90195,0.030657,0.027553985,0.028348343,0.029866872,0.03183265,0.031792495,0.029378744,0.030769482,0.03020942,0.029800108,0.03145232
t_1303,142.01070000000004,43.94592,0.018168109,0.016781546,0.01733084,0.022025844,0.023228105,0.023201399,0.015552069,0.019804275,0.017285224,0.016666686,0.018925149
t_1304,141.9484,43.94646,0.02032382,0.018543193,0.019142656,0.023688644,0.025111334,0.025080191,0.018058663,0.021763239,0.019486703,0.017449107,0.019922195
t_1305,141.8861,43.94696,0.023524687,0.021474507,0.022140624,0.026852584,0.0284572,0.028423285,0.021310104,0.025038393,0.022649987,0.01968398,0.022485571
t_1306,142.01147000000003,43.99093,0.015028484,0.013993512,0.014430276,0.018386021,0.019285105,0.019263988,0.012664012,0.016459385,0.01427726,0.014119401,0.015966926
t_1307,142.25892999999996,43.89844,0.028158002,0.02665244,0.02723756,0.0326545,0.03390834,0.03388212,0.025538404,0.030046523,0.027170125,0.024140993,0.026983852
t_1308,142.38445000000002,43.94201,0.025511615,0.02409242,0.024540009,0.028786944,0.029818524,0.029795617,0.024079045,0.026782019,0.024838615,0.020779591,0.02319575
t_1309,142.32216,43.94275,0.03864279,0.03684362,0.037279963,0.03844503,0.039497077,0.03947433,0.038076658,0.038773727,0.03842045,0.038189333,0.039052162
t_131,141.88558999999998,39.5336,0.009337575,0.009200599,0.009119459,0.007884081,0.007710608,0.007704708,0.009677017,0.008779458,0.0096410215,0.010678084,0.009812147
t_1310,142.25988,43.94345,0.029700466,0.029170528,0.029671784,0.024797367,0.025347898,0.025336254,0.026095029,0.03297223,0.028438965,0.028575275,0.031545755
t_1311,142.38549999999998,43.98701,0.037774477,0.036218144,0.035859257,0.03030065,0.030862931,0.0308499,0.044437177,0.033335496,0.039071992,0.024574963,0.024953471
t_1312,142.32316000000003,43.98775,0.03205182,0.03157479,0.031878646,0.037691467,0.03814912,0.038138103,0.029949432,0.03407462,0.031201078,0.027514623,0.030161569
t_1313,142.26083,43.98846,0.030715574,0.030704033,0.031014362,0.03739148,0.037654646,0.037648086,0.027345376,0.03322587,0.02963424,0.028172651,0.03074519
t_1314,142.38653999999997,44.03202,0.02975372,0.028967505,0.028602997,0.024559774,0.024754556,0.024749149,0.035128105,0.02684248,0.030851996,0.020239819,0.020368718
t_1315,142.32416,44.03276,0.0250079,0.024321247,0.024528988,0.02539403,0.025776243,0.025765605,0.023892963,0.0252767,0.024772506,0.025857521,0.026228141
t_1316,142.26178,44.03346,0.018662384,0.018431934,0.018710533,0.023198808,0.023546778,0.023537062,0.016023358,0.020393495,0.01784762,0.017752782,0.019530477
t_1317,142.44673,43.94124,0.023114055,0.021454303,0.021740852,0.021117223,0.021911351,0.02189317,0.02350533,0.022410601,0.023234017,0.020738356,0.021354621
t_1318,142.57248000000004,43.98459,0.011143099,0.010290314,0.010475327,0.012798118,0.013283353,0.013269563,0.010782766,0.011245882,0.011002604,0.0088388715,0.009722401
t_1319,142.51015,43.98543,0.013293193,0.012509419,0.012715627,0.015388761,0.01588628,0.015873082,0.012709596,0.0136906905,0.0130364485,0.010835056,0.011946466
t_132,141.88674000000003,39.6237,0.011546271,0.011140141,0.011052997,0.008868177,0.008716002,0.008710661,0.01278322,0.0101060225,0.012165538,0.010716645,0.0098606795
t_1320,142.44783,43.98624,0.020905867,0.019831896,0.020012258,0.02000916,0.02050648,0.020494299,0.02116198,0.020447327,0.021002058,0.019585818,0.019923808
t_1321,142.57367,44.02959,0.010032196,0.009210292,0.009377903,0.012073452,0.012542451,0.012528725,0.009752998,0.010038554,0.009940719,0.00818065,0.008891905
t_1322,142.5113,44.03043,0.011645096,0.010985132,0.011158902,0.014195865,0.014618077,0.014606179,0.011065779,0.011981099,0.011427813,0.009906456,0.01079597
t_1323,142.44892,44.03124,0.014160483,0.013878315,0.014035849,0.017597605,0.017861769,0.01785446,0.013161846,0.0150594795,0.013755468,0.012674836,0.0138124125
t_1324,142.57486,44.07459,0.007333582,0.006962538,0.007056343,0.006675756,0.0068507516,0.0068455394,0.007034477,0.0075082174,0.0072315335,0.0068971505,0.007279803
t_1325,142.51243999999997,44.07543,0.012339965,0.011509391,0.011599066,0.013700961,0.0140335215,0.014023723,0.0125452485,0.0115732225,0.0126019325,0.011656091,0.011526489
t_1326,142.45002,44.07624,0.013518093,0.012947976,0.013090165,0.014594303,0.014886186,0.014877505,0.012821791,0.013548817,0.013438842,0.01458503,0.014622443
t_1327,142.07299999999998,43.94536,0.0152487755,0.014617114,0.015093054,0.013743855,0.014324142,0.014311378,0.0121638235,0.017625846,0.014229605,0.016746419,0.018810704
t_1328,142.19849,43.98913,0.014137735,0.014407652,0.014711026,0.013398557,0.013557049,0.013553416,0.010782305,0.016645301,0.013105478,0.016881319,0.018496389
t_1329,142.13615,43.98976,0.018364128,0.018190362,0.018198257,0.01798652,0.018089516,0.018087361,0.018562239,0.018155955,0.018397009,0.017647855,0.017730989
t_133,141.88788999999997,39.71379,0.009495478,0.009495532,0.009471492,0.0062103844,0.0061681396,0.0061665606,0.009407208,0.009527737,0.009512212,0.009578872,0.009574
t_1330,142.07380999999998,43.99037,0.012088328,0.011868328,0.012229725,0.011390448,0.011734217,0.011726227,0.009202117,0.014283153,0.011188728,0.014450133,0.016080627
t_1331,142.19939999999997,44.03413,0.011104109,0.01128428,0.011506888,0.010341996,0.010462239,0.010458965,0.008546367,0.012944024,0.010323223,0.012915537,0.014163859
t_1332,142.13701000000003,44.03477,0.008354908,0.008580247,0.0087744575,0.008149904,0.008227776,0.008225673,0.006090797,0.009983157,0.0076746573,0.010600032,0.011596934
t_1333,142.07461999999998,44.03537,0.010194999,0.0099904835,0.010259962,0.009259876,0.009517921,0.009511259,0.007956748,0.011809517,0.009506254,0.011526076,0.012798386
t_1334,142.20031,44.07914,0.010568316,0.01054682,0.010719013,0.00913747,0.0092750415,0.009271098,0.008799354,0.011879544,0.010002671,0.0109030055,0.012000658
t_1335,142.13787000000002,44.07978,0.010315593,0.010242945,0.010382536,0.012493398,0.012649059,0.012644792,0.008904311,0.0111744525,0.009891928,0.009629162,0.010558795
t_1336,142.07543999999996,44.08038,0.0099057695,0.009548015,0.009757502,0.008243649,0.008487507,0.008480644,0.0083997585,0.010978207,0.009421144,0.00973535,0.010809385
t_1337,141.94912,43.99147,0.015225342,0.014187551,0.014621069,0.012535021,0.013183963,0.013168999,0.013168301,0.016852736,0.014471796,0.014395132,0.016340472
t_1338,141.88677,43.99197,0.019126698,0.017967775,0.01838591,0.021992402,0.022907719,0.022887737,0.017459182,0.020377476,0.018474843,0.016220741,0.018296154
t_1339,142.01223,44.03594,0.011644472,0.010962852,0.01128759,0.0098376395,0.010274353,0.010263111,0.009702994,0.013028482,0.011008287,0.011632202,0.0130882375
t_134,141.88905,39.80388,0.008373767,0.00819714,0.008107569,0.0055205324,0.005343124,0.00533496,0.0080414135,0.008369019,0.008495519,0.008253294,0.008296705
t_1340,141.94984,44.03648,0.012198971,0.0114609795,0.011761292,0.009938655,0.010370095,0.0103590945,0.010663975,0.013383136,0.011643982,0.011397345,0.012816492
t_1341,141.88743999999997,44.03698,0.013051035,0.012665182,0.012836957,0.015052844,0.015373942,0.015366168,0.012154561,0.013784656,0.012676421,0.011024411,0.012193667
t_1342,142.01300000000003,44.08095,0.010630026,0.009880061,0.010149978,0.008571833,0.008959241,0.00894817,0.009179462,0.011616702,0.0101520205,0.009944928,0.011154159
t_1343,141.95056,44.08149,0.014684118,0.013238886,0.013494217,0.013216851,0.01381919,0.013801711,0.014283917,0.0142329,0.014724645,0.013399167,0.013807433
t_1344,141.88811999999996,44.08199,0.011352625,0.0107262805,0.010912331,0.012844554,0.01323263,0.013220904,0.010512008,0.011898576,0.011040488,0.009599136,0.0105177555
t_1345,142.01377000000002,44.12596,0.010195828,0.009272696,0.009525298,0.00785711,0.00825097,0.008238634,0.009076375,0.010907274,0.009827109,0.008992724,0.0100738155
t_1346,141.95128,44.1265,0.010323932,0.009279942,0.009552274,0.007936921,0.008373321,0.008359429,0.009180277,0.011038522,0.0099469125,0.009186633,0.010232164
t_1347,142.38759,44.07702,0.0177834,0.01703123,0.017163107,0.018927014,0.019271038,0.019260803,0.016990168,0.017398044,0.017781174,0.017359423,0.017568972
t_1348,142.32517,44.07776,0.024242163,0.022868864,0.022804618,0.020243788,0.02067695,0.020664189,0.027423907,0.021912081,0.024935933,0.01723072,0.01756064
t_1349,142.26274,44.07847,0.013706486,0.013352084,0.013583889,0.01689192,0.017249629,0.017239153,0.011736358,0.014913666,0.013106545,0.012910339,0.014290787
t_135,141.89021000000002,39.89397,0.007455807,0.007184278,0.0070742765,0.0049333214,0.004707016,0.004696165,0.007027827,0.007430206,0.0076223896,0.0072223386,0.0072968663
t_1350,142.38864999999998,44.12202,0.016821468,0.01590198,0.01589905,0.014915036,0.015199148,0.015190495,0.01862717,0.015585887,0.017251262,0.0131789865,0.013333207
t_1351,142.32617,44.12276,0.0128400475,0.012352342,0.012553617,0.013942999,0.014265189,0.014255318,0.0111480635,0.013383299,0.012504184,0.014944741,0.015270776
t_1352,142.26369999999997,44.12347,0.010180872,0.009929267,0.010122977,0.008770914,0.008984411,0.008977815,0.008489282,0.011404781,0.009641174,0.010400929,0.011556373
t_1353,142.3897,44.16702,0.012531124,0.012263182,0.012269171,0.012012598,0.012099878,0.012097166,0.012947363,0.012230482,0.012640006,0.011551742,0.011608713
t_1354,142.32718,44.16777,0.010557113,0.010228289,0.010393982,0.011385874,0.011613862,0.011606413,0.008831495,0.011072711,0.010242205,0.012655024,0.012922697
t_1355,142.26466,44.16848,0.011563943,0.010927862,0.011090973,0.0114338435,0.011731344,0.011721553,0.010467487,0.011672627,0.011415744,0.012059524,0.012392464
t_1356,142.39076,44.21203,0.011780683,0.011255935,0.011277912,0.0119327735,0.0120870685,0.01208114,0.012522415,0.011334669,0.011983068,0.010067921,0.010199585
t_1357,142.57605999999998,44.11959,0.0067187385,0.006531564,0.0065412167,0.008484888,0.008539975,0.0085382145,0.006902251,0.0064047268,0.006846951,0.007664049,0.0071948413
t_1358,142.51359000000002,44.12043,0.008981479,0.008578977,0.008662926,0.01044983,0.010641937,0.010635838,0.008587748,0.008848848,0.008994777,0.0101412395,0.009921347
t_1359,142.45112,44.12124,0.010587953,0.010203817,0.010342076,0.012080497,0.012316739,0.012309369,0.0094403215,0.010838575,0.010409128,0.012526726,0.012526128
t_136,141.89138000000003,39.98406,0.008867267,0.008727644,0.008679087,0.00581092,0.0057097827,0.0057045575,0.008651083,0.008872115,0.008940041,0.008789638,0.00883477
t_1360,142.57725,44.16459,0.0063204723,0.006054805,0.0061194487,0.008543661,0.008696506,0.008690837,0.005955908,0.0064201616,0.006238629,0.005869815,0.006176964
t_1361,142.51473999999996,44.16543,0.0063624214,0.006222918,0.006321952,0.0061544105,0.0062709106,0.006266764,0.005410541,0.0069716685,0.0060846694,0.0069890264,0.0074839075
t_1362,142.45222,44.16625,0.009444709,0.009179613,0.009294749,0.0115845,0.011758688,0.01175272,0.00805581,0.00967154,0.009267168,0.0112637235,0.011271392
t_1363,142.57844999999998,44.20959,0.006462189,0.0061557204,0.0062448275,0.008468558,0.008660371,0.008652999,0.0058838027,0.0067551844,0.0062964805,0.006020906,0.0065023275
t_1364,142.51589,44.21043,0.006713388,0.006475718,0.0065847,0.008971471,0.009163343,0.0091559915,0.005740938,0.007245405,0.006442372,0.006737695,0.0073327622
t_1365,142.45333,44.21125,0.008554621,0.008267758,0.0083859805,0.009300728,0.00946042,0.009454287,0.007249915,0.008854698,0.0083584925,0.010237842,0.010338679
t_1366,142.57966,44.25458,0.007593157,0.007256215,0.00732716,0.008066502,0.008207368,0.008201751,0.007270122,0.0076268422,0.007552505,0.008055746,0.008116936
t_1367,142.20122000000003,44.12415,0.009798118,0.009646439,0.009780913,0.008036345,0.008175467,0.008171149,0.008606984,0.01073689,0.009389216,0.009309118,0.0102734035
t_1368,142.13873999999998,44.12479,0.011472837,0.011293035,0.011328353,0.011441605,0.0115182875,0.011515843,0.01140001,0.011464626,0.011461211,0.011425702,0.011491919
t_1369,142.07624999999996,44.12539,0.009776484,0.009250055,0.009426622,0.0076049007,0.00785134,0.007843704,0.008830323,0.01048215,0.009443226,0.008663803,0.009621941
t_137,141.66285,40.57118,0.022037376,0.017723385,0.018044738,0.01910752,0.019479673,0.019403478,0.021093126,0.020598158,0.022883808,0.02158012,0.02200333
t_1370,142.20213,44.16915,0.011167124,0.0105452165,0.010680032,0.01101682,0.011292106,0.011283021,0.010588603,0.011182846,0.0110912705,0.011200931,0.011486016
t_1371,142.13959999999997,44.16979,0.010877672,0.010195255,0.010324565,0.01072778,0.011018679,0.011009007,0.010583236,0.010838358,0.010836902,0.010688534,0.010942032
t_1372,142.07707,44.1704,0.009368478,0.008623721,0.0088115735,0.007065229,0.0073569706,0.0073472383,0.008573541,0.009906962,0.009094593,0.007971566,0.00890123
t_1373,142.20304,44.21416,0.009285334,0.008774869,0.00889578,0.00954801,0.009789689,0.009781384,0.008705463,0.009434132,0.009167381,0.009699858,0.009954243
t_1374,142.14047,44.2148,0.010392603,0.009601758,0.0097207185,0.00946768,0.009748752,0.009739098,0.010320008,0.010075482,0.010469914,0.009437223,0.009679441
t_1375,142.07789000000002,44.21541,0.008603,0.0078228945,0.008001405,0.0064020026,0.0066856155,0.0066756234,0.007887438,0.009045642,0.008370054,0.0072394125,0.008087629
t_1376,142.20396,44.25916,0.007954631,0.0076553095,0.0077245594,0.008089699,0.008221218,0.008216385,0.007614671,0.008042247,0.007888246,0.008220118,0.00836315
t_1377,141.88878999999997,44.127,0.011193095,0.010085676,0.010347326,0.012342124,0.012950858,0.01293106,0.010206893,0.011660695,0.010882343,0.009503698,0.010368849
t_1378,142.01454,44.17097,0.009794549,0.008705853,0.008957383,0.007324291,0.0077370238,0.0077231317,0.008827959,0.010340658,0.009491321,0.0083646765,0.0093702115
t_1379,141.952,44.17151,0.009987419,0.0087349815,0.009019972,0.0074911895,0.0079672355,0.00795103,0.008885065,0.010578504,0.009654482,0.00875884,0.009731999
t_138,141.66328999999996,40.61623,0.021161132,0.016352631,0.016745642,0.018241627,0.018773833,0.01868875,0.020022318,0.019701824,0.022020787,0.019884845,0.02069989
t_1380,141.88946999999996,44.17201,0.010770003,0.00937248,0.009669224,0.011644214,0.012367903,0.012343004,0.009704881,0.011151314,0.010479945,0.009153311,0.009946455
t_1381,142.01531,44.21598,0.009237006,0.00808857,0.008330647,0.0067881276,0.0071917158,0.007177263,0.008345699,0.009680736,0.008980037,0.0078030657,0.008725161
t_1382,141.95272999999997,44.21652,0.0104356,0.008876643,0.009172333,0.010919028,0.01166102,0.011634216,0.009492001,0.010633687,0.010219588,0.0083456505,0.00924096
t_1383,141.89013999999997,44.21702,0.011736082,0.00990617,0.010226329,0.011010969,0.011765099,0.011737726,0.010919771,0.011568727,0.011675302,0.012026625,0.012003744
t_1384,142.01608,44.26099,0.008625828,0.007505128,0.0077267364,0.006258598,0.0066255946,0.006611555,0.0077989763,0.00899211,0.008411247,0.0072929044,0.008116615
t_1385,141.95344999999998,44.26153,0.0099021355,0.008353106,0.008632333,0.0102452105,0.010941121,0.010914428,0.008976261,0.010045629,0.009722841,0.007960652,0.008766577
t_1386,141.89081999999996,44.26203,0.009830256,0.008308308,0.008599062,0.01043123,0.011149331,0.01112184,0.008682719,0.010108851,0.009595348,0.008483808,0.00912252
t_1387,142.32819,44.21277,0.0092147915,0.008858876,0.009006417,0.009819944,0.010029454,0.010021843,0.0077622826,0.009642482,0.008955241,0.010907248,0.011168883
t_1388,142.26562,44.21348,0.009713722,0.009170759,0.009313667,0.009831554,0.01008701,0.0100779915,0.008761624,0.009893579,0.009563853,0.010373243,0.010668556
t_1389,142.39182,44.25703,0.011917538,0.01098011,0.01100714,0.010873168,0.011111188,0.011101668,0.013581338,0.011046556,0.012327693,0.0087610185,0.008960382
t_139,141.42714999999998,40.66238,0.049420327,0.044669867,0.044730615,0.033815753,0.034139764,0.034099076,0.052404646,0.041210547,0.05192908,0.028178869,0.03382181
t_1390,142.32920000000001,44.25777,0.0071201427,0.006823459,0.006955245,0.008709114,0.008925879,0.008917369,0.0059493254,0.007786343,0.006788918,0.0069211265,0.0077077243
t_1391,142.26657999999998,44.25849,0.008526998,0.0080392035,0.0081531275,0.008545768,0.008753339,0.008745361,0.007861587,0.008643994,0.0084268,0.008980215,0.009214593
t_1392,142.39288,44.30203,0.011166356,0.010237275,0.010246492,0.00861041,0.00879147,0.008783967,0.013365551,0.010126281,0.011638187,0.007698475,0.007866116
t_1393,142.33022,44.30278,0.007861384,0.0073699323,0.007476477,0.0076972498,0.007888001,0.007880042,0.0072796494,0.0079590725,0.0077787032,0.008325098,0.008528298
t_1394,142.26755000000003,44.30349,0.008437701,0.007830254,0.007919256,0.007511235,0.0076918886,0.007684255,0.008199772,0.008202317,0.008496696,0.007960503,0.008132449
t_1395,142.39395000000002,44.34703,0.0069920835,0.0067588245,0.006817817,0.0067696865,0.006864343,0.0068602758,0.0066757877,0.007128725,0.006919955,0.0074807988,0.007579754
t_1396,142.33123999999998,44.34778,0.0060189194,0.00574461,0.0058250027,0.0067293085,0.006871985,0.0068657133,0.0054782336,0.0063837245,0.005839516,0.0054190564,0.0059626633
t_1397,142.51705000000004,44.25543,0.007902382,0.00751498,0.0076100663,0.008306923,0.008476173,0.008469337,0.0072777495,0.008024955,0.007809273,0.008634443,0.008758013
t_1398,142.45443999999998,44.25625,0.008538432,0.008101348,0.00820951,0.009526385,0.00972509,0.009717079,0.0076579587,0.008632438,0.008436215,0.009190146,0.009365087
t_1399,142.58086000000003,44.29958,0.0067925514,0.0066383686,0.0066795694,0.0070085977,0.0070750057,0.0070720003,0.0065571587,0.006912091,0.00673336,0.007172743,0.0072458177
t_14,141.30109,38.90582,0.0036185165,0.0037408748,0.0036843945,0.0024193076,0.0023342709,0.0023324126,0.003513711,0.003654463,0.0036407441,0.0037963514,0.0037187226
t_140,141.368,40.66259,0.056135498,0.053781338,0.053554717,0.040061466,0.04009372,0.040084805,0.062047057,0.047670767,0.058555234,0.03518763,0.04101899
t_1400,142.51821,44.30043,0.007534926,0.0072222836,0.0072868173,0.007344569,0.0074575534,0.007452626,0.007193858,0.007574817,0.0074928547,0.007741732,0.007864175
t_1401,142.45555000000002,44.30125,0.008147835,0.0077559305,0.007828546,0.008425269,0.008570285,0.008564218,0.007727633,0.008099541,0.008126829,0.008128741,0.008278353
t_1402,142.58207,44.34458,0.005146202,0.0050335354,0.0050722165,0.005857457,0.005915057,0.0059117614,0.0048268368,0.0054208715,0.00501957,0.004469523,0.00488206
t_1403,142.51936999999998,44.34543,0.006745836,0.0065357694,0.0065745977,0.0064002518,0.006464708,0.006461369,0.0065981466,0.0067737238,0.0067265914,0.006881041,0.0069511873
t_1404,142.45666,44.34625,0.0072020297,0.0070821363,0.0071004923,0.007195935,0.0072340034,0.007232345,0.0071316543,0.007164523,0.0072078356,0.0071079093,0.0071508517
t_1405,142.58328,44.38958,0.0049730977,0.0047663637,0.0048071835,0.0054409937,0.0055107353,0.005506224,0.0047282097,0.0051419567,0.004891817,0.0042675743,0.0046320455
t_1406,142.52053,44.39043,0.00526855,0.00516018,0.005201437,0.0059359497,0.005992403,0.005988855,0.0049220817,0.0056031058,0.0051225997,0.0047618286,0.0051839785
t_1407,142.14134,44.25981,0.008546853,0.00813909,0.0081904465,0.007839782,0.007968768,0.007964156,0.008616074,0.00829721,0.008631573,0.007827219,0.007930268
t_1408,142.07871,44.26041,0.007717147,0.007038334,0.007185554,0.005688542,0.0059185275,0.0059098396,0.0071136337,0.008078825,0.007530079,0.0064937104,0.0072124205
t_1409,142.20488,44.30417,0.0068401783,0.0065446813,0.00660886,0.0071961265,0.007317714,0.007312397,0.0065086824,0.0069894376,0.006751082,0.0074409475,0.007537865
t_141,141.30885,40.66276,0.041107293,0.038786348,0.03870262,0.030236416,0.0303037,0.030288037,0.046009313,0.035313066,0.042965587,0.026053576,0.03060114
t_1410,142.14220999999998,44.30481,0.008099711,0.007602281,0.0076537696,0.007157113,0.007285272,0.0072796703,0.008235528,0.0077579897,0.008230544,0.0073007923,0.0073705143
t_1411,142.07954,44.30542,0.007902728,0.0070764413,0.0072163655,0.008102306,0.008426943,0.008413406,0.007488414,0.007953701,0.007823293,0.0061035436,0.0067469324
