ID,NAME,LATITUDE,LONGITUDE,TAXONOMY,GEM_TAXONOMY,AFFECTED_UNITS,DAMAGED_UNITS,D0,D1,D2,D3,D4,D5,D6,D7,D8,TOTAL,DS2_MODARATE_DAMAGED,DS3_EXTENSIVE,DS4_COMPLETE,COLLAPSED_UNITS,UNIT_TYPES,CAUSE_OF_DAMAGE,REFERENCE,COMMENTS
,"Castelleone di Suasa		 ",43.608,12.977,MX,,,,0,0,0,0,1,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelplanio		 ",43.493,13.082,M1,,,,0,1,0,1,0,0,0,0,0,2,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelplanio		 ",43.493,13.082,M2,,,,55,9,6,35,8,3,6,2,3,127,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelplanio		 ",43.493,13.082,M3,,,,15,4,0,9,7,2,5,3,4,49,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelplanio		 ",43.493,13.082,RC,,,,7,1,1,1,0,1,0,0,0,11,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelplanio		 ",43.493,13.082,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelplanio		 ",43.493,13.082,MX,,,,2,0,0,1,1,0,0,0,0,4,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelraimondo		 ",43.209,13.057,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelraimondo		 ",43.209,13.057,M2,,,,88,24,13,31,15,10,7,2,2,192,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelraimondo		 ",43.209,13.057,M3,,,,34,10,8,23,41,19,18,14,12,179,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelraimondo		 ",43.209,13.057,RC,,,,23,5,7,2,0,0,0,0,0,37,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelraimondo		 ",43.209,13.057,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelraimondo		 ",43.209,13.057,MX,,,,13,2,2,3,0,0,0,0,0,20,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelsantangelo sul Nera		 ",42.895,13.153,M1,,,,0,0,0,0,0,0,1,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelsantangelo sul Nera		 ",42.895,13.153,M2,,,,90,26,5,26,18,6,9,9,2,191,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelsantangelo sul Nera		 ",42.895,13.153,M3,,,,48,19,4,26,48,26,14,17,24,226,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelsantangelo sul Nera		 ",42.895,13.153,RC,,,,12,1,0,0,1,0,0,0,0,14,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelsantangelo sul Nera		 ",42.895,13.153,ST,,,,0,0,0,0,0,1,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castelsantangelo sul Nera		 ",42.895,13.153,MX,,,,2,3,0,1,0,0,0,0,0,6,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castignano		 ",42.937,13.622,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castignano		 ",42.937,13.622,M2,,,,3,1,1,0,3,0,0,0,0,8,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castignano		 ",42.937,13.622,M3,,,,0,2,0,1,4,0,0,1,1,9,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castignano		 ",42.937,13.622,RC,,,,1,0,0,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castignano		 ",42.937,13.622,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castignano		 ",42.937,13.622,MX,,,,0,0,0,0,1,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castorano		 ",42.898,13.727,M1,,,,0,0,0,1,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castorano		 ",42.898,13.727,M2,,,,8,1,1,0,0,0,0,0,0,10,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castorano		 ",42.898,13.727,M3,,,,3,2,0,3,3,1,2,2,4,20,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castorano		 ",42.898,13.727,RC,,,,2,0,0,0,0,0,0,0,0,2,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castorano		 ",42.898,13.727,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Castorano		 ",42.898,13.727,MX,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cessapalombo		 ",43.108,13.258,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cessapalombo		 ",43.108,13.258,M2,,,,38,12,6,14,14,5,1,5,2,97,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cessapalombo		 ",43.108,13.258,M3,,,,11,3,5,8,15,7,4,10,8,71,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cessapalombo		 ",43.108,13.258,RC,,,,6,0,5,1,0,0,0,0,0,12,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cessapalombo		 ",43.108,13.258,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cessapalombo		 ",43.108,13.258,MX,,,,1,1,0,2,0,0,0,0,0,4,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cingoli		 ",43.375,13.216,M1,,,,0,1,0,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cingoli		 ",43.375,13.216,M2,,,,86,26,10,55,31,13,9,6,9,245,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cingoli		 ",43.375,13.216,M3,,,,43,14,9,40,34,27,20,36,30,253,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cingoli		 ",43.375,13.216,RC,,,,16,4,3,1,2,0,0,0,0,26,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cingoli		 ",43.375,13.216,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cingoli		 ",43.375,13.216,MX,,,,8,0,2,1,0,1,1,0,0,13,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Colli del Tronto		 ",42.876,13.748,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Colli del Tronto		 ",42.876,13.748,M2,,,,4,1,0,3,2,2,0,0,0,12,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Colli del Tronto		 ",42.876,13.748,M3,,,,0,3,0,3,0,0,1,2,0,9,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Colli del Tronto		 ",42.876,13.748,RC,,,,1,0,0,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Colli del Tronto		 ",42.876,13.748,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Colli del Tronto		 ",42.876,13.748,MX,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Comunanza		 ",42.959,13.414,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Comunanza		 ",42.959,13.414,M2,,,,20,9,1,9,5,2,1,1,0,48,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Comunanza		 ",42.959,13.414,M3,,,,5,4,1,1,7,5,2,5,6,36,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Comunanza		 ",42.959,13.414,RC,,,,2,0,0,0,0,0,0,0,0,2,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Comunanza		 ",42.959,13.414,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Comunanza		 ",42.959,13.414,MX,,,,1,0,0,0,0,1,0,1,0,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Corinaldo		 ",43.649,13.048,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Corinaldo		 ",43.649,13.048,M2,,,,38,4,0,18,4,5,2,2,2,75,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Corinaldo		 ",43.649,13.048,M3,,,,9,1,0,6,5,5,1,1,3,31,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Corinaldo		 ",43.649,13.048,RC,,,,0,0,0,0,0,0,0,0,3,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Corinaldo		 ",43.649,13.048,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Corinaldo		 ",43.649,13.048,MX,,,,5,0,1,1,0,0,0,0,0,7,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cossignano		 ",42.983,13.688,M1,,,,0,0,0,0,1,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cossignano		 ",42.983,13.688,M2,,,,9,0,1,2,1,1,0,1,0,15,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cossignano		 ",42.983,13.688,M3,,,,2,2,0,3,3,4,1,1,3,19,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cossignano		 ",42.983,13.688,RC,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cossignano		 ",42.983,13.688,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cossignano		 ",42.983,13.688,MX,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cupramontana		 ",43.445,13.116,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cupramontana		 ",43.445,13.116,M2,,,,108,21,10,44,30,7,6,4,5,235,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cupramontana		 ",43.445,13.116,M3,,,,28,7,5,19,21,11,8,11,5,115,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cupramontana		 ",43.445,13.116,RC,,,,14,0,1,2,0,0,0,0,3,20,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cupramontana		 ",43.445,13.116,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Cupramontana		 ",43.445,13.116,MX,,,,6,1,0,1,0,0,0,0,1,9,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fabriano		 ",43.335,12.905,M1,,,,2,0,0,1,0,0,0,0,0,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fabriano		 ",43.335,12.905,M2,,,,73,19,10,70,57,22,16,19,16,302,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fabriano		 ",43.335,12.905,M3,,,,20,9,4,23,37,14,9,19,26,161,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fabriano		 ",43.335,12.905,RC,,,,18,0,0,3,5,1,0,0,1,28,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fabriano		 ",43.335,12.905,ST,,,,0,0,1,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fabriano		 ",43.335,12.905,MX,,,,9,1,0,2,0,0,0,1,2,15,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Falconara Marittima		 ",43.626,13.389,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Falconara Marittima		 ",43.626,13.389,M2,,,,2,2,0,2,3,0,0,0,1,10,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Falconara Marittima		 ",43.626,13.389,M3,,,,0,0,0,3,1,0,0,0,0,4,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Falconara Marittima		 ",43.626,13.389,RC,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Falconara Marittima		 ",43.626,13.389,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Falconara Marittima		 ",43.626,13.389,MX,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Falerone		 ",43.107,13.472,M1,,,,1,0,0,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Falerone		 ",43.107,13.472,M2,,,,7,2,2,5,4,2,1,2,0,25,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Falerone		 ",43.107,13.472,M3,,,,7,3,2,2,6,2,1,1,1,25,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Falerone		 ",43.107,13.472,RC,,,,2,1,0,0,0,0,0,0,0,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Falerone		 ",43.107,13.472,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Falerone		 ",43.107,13.472,MX,,,,1,0,0,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fermignano		 ",43.675,12.647,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fermignano		 ",43.675,12.647,M2,,,,9,1,1,6,0,0,1,0,0,18,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fermignano		 ",43.675,12.647,M3,,,,5,0,0,1,2,0,0,1,1,10,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fermignano		 ",43.675,12.647,RC,,,,0,0,0,1,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fermignano		 ",43.675,12.647,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fermignano		 ",43.675,12.647,MX,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fermo		 ",43.16,3.716,M1,,,,1,0,0,1,1,0,0,0,0,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fermo		 ",43.16,3.716,M2,,,,75,12,6,29,24,8,10,9,4,177,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fermo		 ",43.16,3.716,M3,,,,24,16,6,35,34,25,16,9,27,192,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fermo		 ",43.16,3.716,RC,,,,2,1,1,0,0,0,0,0,0,4,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fermo		 ",43.16,3.716,ST,,,,1,0,0,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fermo		 ",43.16,3.716,MX,,,,1,1,1,1,0,0,0,0,0,4,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Filottrano		 ",43.434,13.351,M1,,,,0,0,0,0,0,0,1,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Filottrano		 ",43.434,13.351,M2,,,,29,4,0,13,16,2,4,1,0,69,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Filottrano		 ",43.434,13.351,M3,,,,7,1,1,4,7,4,2,2,0,28,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Filottrano		 ",43.434,13.351,RC,,,,1,1,0,0,0,0,0,0,0,2,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Filottrano		 ",43.434,13.351,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Filottrano		 ",43.434,13.351,MX,,,,1,0,0,0,0,1,0,0,0,2,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Folignano		 ",42.82,3.633,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Folignano		 ",42.82,3.633,M2,,,,0,0,0,2,1,1,1,0,0,5,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Folignano		 ",42.82,3.633,M3,,,,2,2,0,3,1,1,0,3,1,13,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Folignano		 ",42.82,3.633,RC,,,,1,0,0,0,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Folignano		 ",42.82,3.633,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Folignano		 ",42.82,3.633,MX,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Force		 ",42.963,13.491,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Force		 ",42.963,13.491,M2,,,,18,5,1,12,7,3,4,5,3,58,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Force		 ",42.963,13.491,M3,,,,6,8,2,10,9,3,4,5,4,51,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Force		 ",42.963,13.491,RC,,,,3,0,0,0,0,0,0,0,0,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Force		 ",42.963,13.491,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Force		 ",42.963,13.491,MX,,,,3,0,0,1,0,0,0,0,0,4,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fossombrone		 ",43.688,12.81,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fossombrone		 ",43.688,12.81,M2,,,,16,9,3,11,6,1,5,6,2,59,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fossombrone		 ",43.688,12.81,M3,,,,3,2,0,0,2,3,1,2,3,16,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fossombrone		 ",43.688,12.81,RC,,,,1,0,0,1,1,0,0,0,0,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fossombrone		 ",43.688,12.81,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fossombrone		 ",43.688,12.81,MX,,,,0,0,0,1,0,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Francavilla d'Ete		 ",43.19,3.54,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Francavilla d'Ete		 ",43.19,3.54,M2,,,,3,3,3,6,1,0,0,1,0,17,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Francavilla d'Ete		 ",43.19,3.54,M3,,,,5,1,0,1,3,2,1,2,0,15,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Francavilla d'Ete		 ",43.19,3.54,RC,,,,1,1,1,0,0,0,0,0,0,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Francavilla d'Ete		 ",43.19,3.54,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Francavilla d'Ete		 ",43.19,3.54,MX,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fratte Rosa		 ",43.632,12.902,M1,,,,0,0,0,0,1,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fratte Rosa		 ",43.632,12.902,M2,,,,10,0,1,4,3,1,2,1,2,24,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fratte Rosa		 ",43.632,12.902,M3,,,,10,2,2,5,7,0,1,3,1,31,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fratte Rosa		 ",43.632,12.902,RC,,,,0,0,0,0,0,0,0,0,1,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fratte Rosa		 ",43.632,12.902,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Fratte Rosa		 ",43.632,12.902,MX,,,,2,0,0,1,1,0,0,0,0,4,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Frontone		 ",43.513,12.734,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Frontone		 ",43.513,12.734,M2,,,,40,6,1,15,13,4,4,2,2,87,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Frontone		 ",43.513,12.734,M3,,,,7,2,0,6,9,10,5,2,2,43,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Frontone		 ",43.513,12.734,RC,,,,5,0,0,0,0,0,0,0,0,5,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Frontone		 ",43.513,12.734,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Frontone		 ",43.513,12.734,MX,,,,2,1,0,0,2,1,1,0,0,7,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Gagliole		 ",43.237,13.067,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Gagliole		 ",43.237,13.067,M2,,,,35,3,0,10,8,2,2,4,1,65,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Gagliole		 ",43.237,13.067,M3,,,,11,4,1,12,19,7,9,12,20,95,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Gagliole		 ",43.237,13.067,RC,,,,4,0,0,0,0,0,0,0,0,4,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Gagliole		 ",43.237,13.067,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Gagliole		 ",43.237,13.067,MX,,,,2,0,1,1,0,0,0,0,0,4,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Genga		 ",43.429,12.935,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Genga		 ",43.429,12.935,M2,,,,135,9,8,47,29,3,2,3,4,240,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Genga		 ",43.429,12.935,M3,,,,41,8,10,25,16,11,6,8,7,132,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Genga		 ",43.429,12.935,RC,,,,15,0,2,2,1,0,0,0,2,22,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Genga		 ",43.429,12.935,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Genga		 ",43.429,12.935,MX,,,,5,1,2,3,1,0,0,0,0,12,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Gualdo		 ",43.066,13.338,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Gualdo		 ",43.066,13.338,M2,,,,22,9,3,11,13,3,5,4,2,72,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Gualdo		 ",43.066,13.338,M3,,,,11,6,2,10,7,8,8,10,16,78,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Gualdo		 ",43.066,13.338,RC,,,,2,0,0,2,0,0,0,0,0,4,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Gualdo		 ",43.066,13.338,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Gualdo		 ",43.066,13.338,MX,,,,2,1,0,0,0,0,0,0,0,3,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Isola del Piano		 ",43.736,12.783,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Isola del Piano		 ",43.736,12.783,M2,,,,5,1,0,2,2,0,2,0,2,14,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Isola del Piano		 ",43.736,12.783,M3,,,,7,0,0,1,2,0,0,2,2,14,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Isola del Piano		 ",43.736,12.783,RC,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Isola del Piano		 ",43.736,12.783,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Isola del Piano		 ",43.736,12.783,MX,,,,0,0,0,0,1,0,0,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Jesi		 ",43.522,13.245,M1,,,,0,0,0,0,0,0,1,0,0,1,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Jesi		 ",43.522,13.245,M2,,,,76,23,6,55,31,9,5,3,4,212,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Jesi		 ",43.522,13.245,M3,,,,13,5,2,24,28,8,9,5,3,97,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Jesi		 ",43.522,13.245,RC,,,,6,1,0,1,0,0,1,0,0,9,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Jesi		 ",43.522,13.245,ST,,,,2,0,0,0,0,0,0,0,0,2,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Jesi		 ",43.522,13.245,MX,,,,6,2,1,3,0,1,1,0,0,14,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Loro Piceno		 ",43.166,13.416,M1,,,,1,0,0,0,0,0,0,0,1,2,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Loro Piceno		 ",43.166,13.416,M2,,,,19,4,6,10,5,2,8,1,0,55,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Loro Piceno		 ",43.166,13.416,M3,,,,4,1,1,1,6,11,8,4,4,40,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Loro Piceno		 ",43.166,13.416,RC,,,,8,0,1,0,0,0,0,0,0,9,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Loro Piceno		 ",43.166,13.416,ST,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Loro Piceno		 ",43.166,13.416,MX,,,,1,1,0,0,1,0,0,0,1,4,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Macerata		 ",43.299,13.452,M1,,,,0,2,0,1,0,1,0,0,0,4,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Macerata		 ",43.299,13.452,M2,,,,122,38,20,74,62,27,14,16,17,390,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Macerata		 ",43.299,13.452,M3,,,,43,23,10,45,70,29,38,47,51,356,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Macerata		 ",43.299,13.452,RC,,,,25,2,0,0,2,1,0,0,0,30,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Macerata		 ",43.299,13.452,ST,,,,6,0,0,0,0,0,0,0,0,6,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Macerata		 ",43.299,13.452,MX,,,,7,5,0,5,1,0,2,1,0,21,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Magliano di Tenna		 ",43.138,13.586,M1,,,,0,0,0,0,0,0,0,0,0,0,,,,,Buildings,Shaking,Colombi et al. (Marche),
,"Magliano di Tenna		 ",43.138,13.586,M2,,,,2,0,1,1,0,0,0,0,0,4,,,,,Buildings,Shaking,Colombi et al. (Marche),
