custom_site_id,lon,lat,vs30
t_1759,-70.57842,-34.76117,723
t_1760,-70.90657,-34.75561,546
t_1761,-71.23475,-34.75066,221
t_1762,-72.30044,-35.185,204
t_1763,-72.33182,-35.17959,274
t_1764,-72.36321,-35.17418,600
t_1765,-72.3946,-35.16878,600
t_1766,-72.29384,-35.15922,271
t_1767,-72.32524,-35.15381,600
t_1768,-72.35663,-35.1484,600
t_1769,-72.38803,-35.143,600
t_1770,-72.28725,-35.13344,600
t_1771,-72.31864,-35.12802,600
t_1772,-72.35005,-35.12261,600
t_1773,-72.38145,-35.1172,600
t_1774,-72.31205,-35.10222,600
t_1775,-72.34346,-35.0968,600
t_1776,-72.30545,-35.0764,600
t_1777,-72.33687,-35.07098,600
t_1778,-72.29885,-35.05057,600
t_1779,-72.33027,-35.04514,600
t_1780,-72.29225,-35.02473,600
t_1781,-72.32368,-35.0193,600
t_1782,-72.28565,-34.99887,600
t_1783,-72.31708,-34.99343,600
t_1784,-72.31048,-34.96756,600
t_1785,-72.30387,-34.94167,600
t_1786,-71.75393,-35.22633,298
t_1787,-71.62182,-35.22268,457
t_1788,-71.78527,-35.22082,446
t_1789,-71.35759,-35.21569,288
t_1790,-71.68451,-35.21163,667
t_1791,-71.71586,-35.20611,521
t_1792,-71.42026,-35.20454,274
t_1793,-71.74721,-35.2006,543
t_1794,-71.77857,-35.19509,582
t_1795,-71.48294,-35.19341,557
t_1796,-71.67778,-35.18589,557
t_1797,-71.54563,-35.1823,553
t_1798,-71.70914,-35.18037,662
t_1799,-71.7405,-35.17485,535
t_1800,-71.60834,-35.17121,235
t_1801,-71.77186,-35.16934,526
t_1802,-71.34399,-35.16423,267
t_1803,-71.67105,-35.16015,517
t_1804,-71.70241,-35.15462,589
t_1805,-71.40669,-35.15307,514
t_1806,-71.73378,-35.1491,634
t_1807,-71.76515,-35.14358,900
t_1808,-71.46939,-35.14192,642
t_1809,-71.66432,-35.13439,661
t_1810,-71.53211,-35.1308,671
t_1811,-71.69569,-35.12885,442
t_1812,-71.72706,-35.12333,489
t_1813,-71.59484,-35.1197,743
t_1814,-71.75843,-35.11781,618
t_1815,-71.78981,-35.11229,615
t_1816,-71.65758,-35.10861,229
t_1817,-71.68896,-35.10308,250
t_1818,-71.3931,-35.10155,815
t_1819,-71.72034,-35.09755,330
t_1820,-71.75172,-35.09202,832
t_1821,-71.45583,-35.09038,568
t_1822,-71.7831,-35.0865,711
t_1823,-71.65084,-35.08282,612
t_1824,-71.51857,-35.07924,789
t_1825,-71.68222,-35.07728,401
t_1826,-71.71361,-35.07175,271
t_1827,-71.58133,-35.06812,553
t_1828,-71.745,-35.06622,838
t_1829,-71.77639,-35.0607,650
t_1830,-71.6441,-35.05702,503
t_1831,-71.67549,-35.05148,543
t_1832,-71.3795,-35.04997,510
t_1833,-71.70688,-35.04594,334
t_1834,-71.73827,-35.04041,256
t_1835,-71.44226,-35.03879,252
t_1836,-71.76967,-35.03488,396
t_1837,-71.63735,-35.0312,528
t_1838,-71.50503,-35.02763,398
t_1839,-71.66875,-35.02566,756
t_1840,-71.70015,-35.02011,256
t_1841,-71.56781,-35.01649,900
t_1842,-71.73155,-35.01458,321
t_1843,-71.76295,-35.00905,236
t_1844,-71.6306,-35.00538,384
t_1845,-71.66201,-34.99982,331
t_1846,-71.36589,-34.99834,267
t_1847,-71.69341,-34.99428,477
t_1848,-71.72482,-34.98874,462
t_1849,-71.42867,-34.98714,536
t_1850,-71.75623,-34.9832,671
t_1851,-71.62385,-34.97953,450
t_1852,-71.78764,-34.97767,480
t_1853,-71.49147,-34.97597,639
t_1854,-71.65526,-34.97398,597
t_1855,-71.68667,-34.96843,431
t_1856,-71.88602,-35.23007,582
t_1857,-72.04946,-35.22846,492
t_1858,-71.91737,-35.22459,900
t_1859,-71.94873,-35.21912,500
t_1860,-71.81662,-35.21532,573
t_1861,-71.98009,-35.21365,415
t_1862,-71.84798,-35.20983,516
t_1863,-72.01145,-35.20818,766
t_1864,-71.87934,-35.20434,475
t_1865,-72.04282,-35.20272,556
t_1866,-71.9107,-35.19886,680
t_1867,-71.94206,-35.19338,544
t_1868,-71.80993,-35.18959,479
t_1869,-71.97343,-35.1879,523
t_1870,-71.84129,-35.18409,378
t_1871,-72.0048,-35.18243,584
t_1872,-71.87265,-35.17859,599
t_1873,-72.03617,-35.17697,437
t_1874,-71.90402,-35.17311,641
t_1875,-71.93539,-35.16762,633
t_1876,-71.80322,-35.16384,569
t_1877,-71.96676,-35.16215,569
t_1878,-71.83459,-35.15833,542
t_1879,-71.99814,-35.15667,720
t_1880,-71.86596,-35.15284,722
t_1881,-72.02951,-35.1512,378
t_1882,-71.89734,-35.14734,680
t_1883,-72.0609,-35.14574,572
t_1884,-71.92871,-35.14186,607
t_1885,-71.79652,-35.13807,419
t_1886,-71.96009,-35.13637,399
t_1887,-71.82789,-35.13256,418
t_1888,-71.99147,-35.1309,639
t_1889,-71.85927,-35.12706,520
t_1890,-72.02286,-35.12542,546
t_1891,-71.89065,-35.12157,524
t_1892,-72.05425,-35.11996,582
t_1893,-71.92203,-35.11608,759
t_1894,-71.95342,-35.11059,361
t_1895,-71.82119,-35.10678,491
t_1896,-71.98481,-35.10511,581
t_1897,-71.85258,-35.10128,524
t_1898,-72.0162,-35.09963,442
t_1899,-71.88396,-35.09578,453
t_1900,-72.04759,-35.09416,440
t_1901,-71.91535,-35.09028,731
t_1902,-71.94674,-35.08479,290
t_1903,-71.81449,-35.08099,720
t_1904,-71.97814,-35.0793,519
t_1905,-71.84588,-35.07548,748
t_1906,-72.00954,-35.07382,599
t_1907,-71.87727,-35.06997,646
t_1908,-72.04094,-35.06835,391
t_1909,-71.90867,-35.06447,647
t_1910,-71.94007,-35.05898,475
t_1911,-71.80778,-35.05518,783
t_1912,-71.97147,-35.05349,277
t_1913,-71.83918,-35.04966,292
t_1914,-72.00287,-35.048,520
t_1915,-71.87058,-35.04415,550
t_1916,-72.03428,-35.04252,456
t_1917,-71.90198,-35.03865,352
t_1918,-72.06569,-35.03705,348
t_1919,-71.93338,-35.03315,633
t_1920,-71.80107,-35.02935,522
t_1921,-71.96479,-35.02766,624
t_1922,-71.83247,-35.02384,359
t_1923,-71.9962,-35.02217,614
t_1924,-71.86388,-35.01832,605
t_1925,-72.02762,-35.01669,406
t_1926,-72.23273,-35.30416,401
t_1927,-72.10073,-35.30016,263
t_1928,-72.26408,-35.29875,402
t_1929,-72.13208,-35.29472,583
t_1930,-72.16342,-35.2893,477
t_1931,-72.19477,-35.28387,640
t_1932,-72.22613,-35.27845,544
t_1933,-72.0941,-35.27446,477
t_1934,-72.25748,-35.27304,484
t_1935,-72.12545,-35.26902,771
t_1936,-72.1568,-35.26359,642
t_1937,-72.18816,-35.25816,459
t_1938,-72.21952,-35.25274,543
t_1939,-72.08746,-35.24874,392
t_1940,-72.25089,-35.24732,498
t_1941,-72.11882,-35.2433,454
t_1942,-72.28225,-35.24191,547
t_1943,-72.15018,-35.23786,641
t_1944,-72.18155,-35.23243,523
t_1945,-72.21291,-35.227,623
t_1946,-72.08083,-35.22301,588
t_1947,-72.24428,-35.22158,622
t_1948,-72.11219,-35.21757,692
t_1949,-72.27566,-35.21617,510
t_1950,-72.14356,-35.21212,285
t_1951,-72.17493,-35.20669,500
t_1952,-72.2063,-35.20126,481
t_1953,-72.07419,-35.19727,627
t_1954,-72.23768,-35.19583,542
t_1955,-72.10556,-35.19182,439
t_1956,-72.26906,-35.19041,525
t_1957,-72.13693,-35.18637,662
t_1958,-72.16831,-35.18093,445
t_1959,-72.19969,-35.1755,448
t_1960,-72.06754,-35.17151,614
t_1961,-72.23107,-35.17007,568
t_1962,-72.09892,-35.16606,532
t_1963,-72.26246,-35.16464,522
t_1964,-72.1303,-35.16061,666
t_1965,-72.16168,-35.15516,716
t_1966,-72.19307,-35.14973,520
t_1967,-72.22446,-35.14429,361
t_1968,-72.09228,-35.14028,575
t_1969,-72.25585,-35.13886,253
t_1970,-72.12367,-35.13483,482
t_1971,-72.15506,-35.12938,527
t_1972,-72.18645,-35.12394,495
t_1973,-72.21785,-35.1185,600
t_1974,-72.08564,-35.11449,320
t_1975,-72.24924,-35.11307,600
t_1976,-72.11703,-35.10904,605
t_1977,-72.28065,-35.10764,600
t_1978,-72.14843,-35.10359,560
t_1979,-72.17983,-35.09814,557
t_1980,-72.21123,-35.0927,600
t_1981,-72.07899,-35.08869,683
t_1982,-72.24263,-35.08726,600
t_1983,-72.11039,-35.08323,584
t_1984,-72.27404,-35.08183,600
t_1985,-72.14179,-35.07778,781
t_1986,-72.1732,-35.07232,332
t_1987,-72.20461,-35.06688,600
t_1988,-72.07234,-35.06288,647
t_1989,-72.23602,-35.06144,600
t_1990,-72.10375,-35.05741,858
t_1991,-72.26744,-35.056,600
t_1992,-72.13516,-35.05195,337
t_1993,-72.16657,-35.0465,293
t_1994,-72.19799,-35.04105,600
t_1995,-72.22941,-35.0356,600
t_1996,-70.82175,-35.41934,405
t_1997,-71.14808,-35.4143,567
t_1998,-70.88426,-35.40805,900
t_1999,-71.21063,-35.40312,900
t_2000,-70.94678,-35.39678,850
t_2001,-71.27318,-35.39197,656
t_2002,-71.00931,-35.38552,558
t_2003,-71.33575,-35.38083,296
t_2004,-70.74542,-35.37948,496
t_2005,-71.07186,-35.37429,559
t_2006,-70.80794,-35.36815,558
t_2007,-71.13441,-35.36308,614
t_2008,-70.87047,-35.35684,900
t_2009,-71.19698,-35.35189,600
t_2010,-70.93302,-35.34555,582
t_2011,-71.25956,-35.34071,335
t_2012,-70.99558,-35.33428,900
t_2013,-71.32216,-35.32956,287
t_2014,-70.73157,-35.32825,900
t_2015,-71.05815,-35.32303,900
t_2016,-70.79411,-35.3169,900
t_2017,-71.12073,-35.3118,280
t_2018,-70.85667,-35.30558,521
t_2019,-71.18333,-35.30059,368
t_2020,-70.91925,-35.29427,535
t_2021,-71.24593,-35.2894,328
t_2022,-70.98183,-35.28299,900
t_2023,-71.30855,-35.27823,275
t_2024,-70.7177,-35.27697,900
t_2025,-71.04443,-35.27172,900
t_2026,-70.78028,-35.26561,640
t_2027,-71.10704,-35.26047,554
t_2028,-70.84287,-35.25426,721
t_2029,-71.16966,-35.24925,428
t_2030,-70.90546,-35.24294,851
t_2031,-71.23229,-35.23804,308
t_2032,-70.96807,-35.23164,900
t_2033,-71.29494,-35.22685,307
t_2034,-70.70383,-35.22563,885
t_2035,-71.0307,-35.22035,547
t_2036,-70.76643,-35.21425,547
t_2037,-71.09333,-35.20909,370
t_2038,-70.82904,-35.20289,900
t_2039,-71.15598,-35.19785,647
t_2040,-70.89167,-35.19155,900
t_2041,-71.21864,-35.18662,337
t_2042,-70.9543,-35.18023,738
t_2043,-71.28131,-35.17542,293
t_2044,-70.68994,-35.17424,900
t_2045,-71.01695,-35.16893,900
t_2046,-70.75257,-35.16285,900
t_2047,-71.07961,-35.15765,479
t_2048,-70.81521,-35.15147,888
t_2049,-71.14229,-35.14639,499
t_2050,-70.87786,-35.14011,900
t_2051,-71.20497,-35.13515,322
t_2052,-70.94052,-35.12877,618
t_2053,-71.26767,-35.12393,294
t_2054,-70.67605,-35.1228,900
t_2055,-71.0032,-35.11746,712
t_2056,-71.33038,-35.11273,239
t_2057,-70.7387,-35.11139,900
t_2058,-71.06588,-35.10616,850
t_2059,-70.80136,-35.09999,900
t_2060,-71.12858,-35.09488,281
t_2061,-70.86404,-35.08862,687
t_2062,-71.19129,-35.08362,305
t_2063,-70.92673,-35.07726,700
t_2064,-71.25402,-35.07238,288
t_2065,-70.66214,-35.0713,900
t_2066,-71.87678,-35.44634,455
t_2067,-72.03993,-35.44473,401
t_2068,-71.90808,-35.44089,548
t_2069,-71.93938,-35.43544,764
t_2070,-71.80752,-35.43167,295
t_2071,-71.97068,-35.42999,694
t_2072,-71.83881,-35.4262,286
t_2073,-72.00198,-35.42455,460
t_2074,-71.87011,-35.42073,296
t_2075,-72.03329,-35.41911,526
t_2076,-71.90141,-35.41527,699
t_2077,-72.0646,-35.41368,473
t_2078,-71.93272,-35.40981,509
t_2079,-71.80083,-35.40605,413
t_2080,-71.96403,-35.40436,733
t_2081,-71.83213,-35.40057,296
t_2082,-71.99534,-35.39892,533
t_2083,-71.86344,-35.3951,802
t_2084,-72.02665,-35.39348,553
t_2085,-71.89474,-35.38964,362
t_2086,-72.05797,-35.38804,752
t_2087,-71.92606,-35.38418,630
t_2088,-71.95737,-35.37872,501
t_2089,-71.82545,-35.37493,237
t_2090,-71.98869,-35.37327,607
t_2091,-71.85676,-35.36946,777
t_2092,-72.02001,-35.36783,696
t_2093,-71.88807,-35.36399,531
t_2094,-72.05133,-35.36239,592
t_2095,-71.91939,-35.35853,442
t_2096,-71.95071,-35.35307,751
t_2097,-71.81876,-35.34928,226
t_2098,-71.98204,-35.34761,551
t_2099,-71.85008,-35.3438,899
t_2100,-72.01336,-35.34216,410
t_2101,-71.8814,-35.33833,565
t_2102,-72.04469,-35.33672,687
t_2103,-71.91272,-35.33286,320
t_2104,-71.94405,-35.3274,466
t_2105,-71.81207,-35.32362,496
t_2106,-71.97538,-35.32194,655
t_2107,-71.84339,-35.31814,679
t_2108,-72.00671,-35.31649,461
t_2109,-71.87472,-35.31266,513
t_2110,-72.03805,-35.31104,604
t_2111,-71.90605,-35.30719,602
t_2112,-71.93739,-35.30172,883
t_2113,-71.80537,-35.29794,602
t_2114,-71.96872,-35.29626,717
t_2115,-71.8367,-35.29245,447
t_2116,-72.00006,-35.2908,594
t_2117,-71.86804,-35.28697,900
t_2118,-72.0314,-35.28535,609
t_2119,-71.89938,-35.28149,610
t_2120,-72.06275,-35.2799,652
t_2121,-71.93072,-35.27602,704
t_2122,-71.79868,-35.27225,526
t_2123,-71.96206,-35.27056,777
t_2124,-71.83001,-35.26676,616
t_2125,-71.99341,-35.26509,595
t_2126,-71.86136,-35.26127,543
t_2127,-72.02476,-35.25964,476
t_2128,-71.8927,-35.25579,799
t_2129,-72.05611,-35.25419,434
t_2130,-71.92405,-35.25031,515
t_2131,-71.9554,-35.24484,515
t_2132,-71.82332,-35.24105,463
t_2133,-71.98675,-35.23938,433
t_2134,-71.85467,-35.23556,716
t_2135,-72.01811,-35.23392,454
t_2136,-72.31675,-35.50393,396
t_2137,-72.34805,-35.49856,444
t_2138,-72.37935,-35.4932,452
t_2139,-72.41066,-35.48783,474
t_2140,-72.44197,-35.48248,466
t_2141,-72.31018,-35.47833,315
t_2142,-72.47328,-35.47713,589
t_2143,-72.34148,-35.47296,422
t_2144,-72.37279,-35.46759,532
t_2145,-72.40411,-35.46222,441
t_2146,-72.43542,-35.45686,506
t_2147,-72.3036,-35.45272,623
t_2148,-72.46674,-35.45151,549
t_2149,-72.33491,-35.44734,460
t_2150,-72.36623,-35.44197,545
t_2151,-72.39755,-35.4366,391
t_2152,-72.42887,-35.43123,486
t_2153,-72.29702,-35.42709,543
t_2154,-72.4602,-35.42587,572
t_2155,-72.32834,-35.42171,487
t_2156,-72.35966,-35.41633,484
t_2157,-72.39099,-35.41096,463
t_2158,-72.42232,-35.40559,350
t_2159,-72.29044,-35.40145,746
t_2160,-72.45365,-35.40022,426
t_2161,-72.32176,-35.39606,509
t_2162,-72.35309,-35.39068,466
t_2163,-72.38443,-35.3853,379
t_2164,-72.41576,-35.37993,307
t_2165,-72.4471,-35.37456,403
t_2166,-72.31519,-35.3704,635
t_2167,-72.34652,-35.36502,584
t_2168,-72.37786,-35.35964,554
t_2169,-72.4092,-35.35426,496
t_2170,-72.44055,-35.34889,843
t_2171,-72.30861,-35.34473,604
t_2172,-72.4719,-35.34352,600
t_2173,-72.33995,-35.33934,395
t_2174,-72.37129,-35.33396,528
t_2175,-72.40264,-35.32857,600
t_2176,-72.43399,-35.3232,600
t_2177,-72.30202,-35.31905,436
t_2178,-72.46535,-35.31783,600
t_2179,-72.33337,-35.31365,501
t_2180,-72.36472,-35.30826,480
t_2181,-72.39608,-35.30288,286
t_2182,-72.42744,-35.2975,600
t_2183,-72.29543,-35.29335,597
t_2184,-72.4588,-35.29212,600
t_2185,-72.32679,-35.28795,442
t_2186,-72.35815,-35.28255,499
t_2187,-72.38951,-35.27716,217
t_2188,-72.42087,-35.27178,600
t_2189,-72.28884,-35.26763,457
t_2190,-72.32021,-35.26223,560
t_2191,-72.35157,-35.25683,250
t_2192,-72.38294,-35.25144,225
t_2193,-72.41431,-35.24605,600
t_2194,-72.31362,-35.2365,229
t_2195,-72.34499,-35.2311,226
t_2196,-72.37637,-35.2257,225
t_2197,-72.40774,-35.22031,600
t_2198,-72.30703,-35.21075,219
t_2199,-72.33841,-35.20535,196
t_2200,-72.36979,-35.19995,600
t_2201,-72.40117,-35.19455,600
t_2202,-72.52418,-35.54857,436
t_2203,-72.55548,-35.54324,399
t_2204,-72.48635,-35.52833,478
t_2205,-72.51766,-35.52299,606
t_2206,-72.54896,-35.51766,353
t_2207,-72.47982,-35.50273,505
t_2208,-72.51113,-35.49739,634
t_2209,-72.54244,-35.49205,600
t_2210,-72.5046,-35.47178,453
t_2211,-72.49806,-35.44616,600
t_2212,-72.49152,-35.42052,471
t_2213,-72.48498,-35.39486,600
t_2214,-72.47844,-35.3692,702
t_2215,-71.71589,-35.58141,289
t_2216,-71.45247,-35.57433,291
t_2217,-71.7784,-35.57048,544
t_2218,-71.51496,-35.5633,287
t_2219,-71.57746,-35.55229,270
t_2220,-71.77171,-35.54493,336
t_2221,-71.63997,-35.5413,264
t_2222,-71.37645,-35.53432,300
t_2223,-71.70249,-35.53033,535
t_2224,-71.43895,-35.52326,297
t_2225,-71.76502,-35.51938,660
t_2226,-71.50147,-35.51221,280
t_2227,-71.56399,-35.50118,259
t_2228,-71.75833,-35.49381,673
t_2229,-71.62652,-35.49018,240
t_2230,-71.7896,-35.48833,529
t_2231,-71.3629,-35.48321,293
t_2232,-71.68907,-35.47919,272
t_2233,-71.42542,-35.47213,288
t_2234,-71.75163,-35.46822,240
t_2235,-71.78292,-35.46274,433
t_2236,-71.48796,-35.46107,271
t_2237,-71.55051,-35.45002,241
t_2238,-71.74493,-35.44262,416
t_2239,-71.61307,-35.439,269
t_2240,-71.77622,-35.43714,358
t_2241,-71.34933,-35.43205,704
t_2242,-71.67565,-35.428,326
t_2243,-71.41188,-35.42095,349
t_2244,-71.73823,-35.41701,403
t_2245,-71.76953,-35.41153,484
t_2246,-71.47444,-35.40987,303
t_2247,-71.53702,-35.39881,298
t_2248,-71.73153,-35.39139,290
t_2249,-71.59961,-35.38777,256
t_2250,-71.76283,-35.3859,387
t_2251,-71.79414,-35.38041,331
t_2252,-71.66221,-35.37675,800
t_2253,-71.39833,-35.36972,285
t_2254,-71.72482,-35.36575,871
t_2255,-71.75613,-35.36025,540
t_2256,-71.46092,-35.35862,273
t_2257,-71.78744,-35.35477,331
t_2258,-71.52352,-35.34754,273
t_2259,-71.71811,-35.34009,795
t_2260,-71.58613,-35.33648,274
t_2261,-71.74942,-35.3346,370
t_2262,-71.78074,-35.3291,283
t_2263,-71.64876,-35.32545,665
t_2264,-71.38476,-35.31843,241
t_2265,-71.71139,-35.31443,570
t_2266,-71.74272,-35.30893,624
t_2267,-71.44738,-35.30731,272
t_2268,-71.77404,-35.30343,235
t_2269,-71.51,-35.29622,219
t_2270,-71.70468,-35.28875,824
t_2271,-71.57264,-35.28514,561
t_2272,-71.73601,-35.28324,620
t_2273,-71.76734,-35.27774,239
t_2274,-71.6353,-35.27409,540
t_2275,-71.37118,-35.26708,265
t_2276,-71.69796,-35.26306,718
t_2277,-71.7293,-35.25755,573
t_2278,-71.43382,-35.25595,276
t_2279,-71.76063,-35.25204,398
t_2280,-71.79198,-35.24654,391
t_2281,-71.49648,-35.24484,293
t_2282,-71.69124,-35.23735,447
t_2283,-71.55914,-35.23375,421
t_2284,-71.72258,-35.23183,497
t_2285,-72.23604,-35.57121,528
t_2286,-72.10434,-35.56723,371
t_2287,-72.26732,-35.56584,401
t_2288,-72.13562,-35.56183,457
t_2289,-72.16689,-35.55643,616
t_2290,-72.19817,-35.55104,614
t_2291,-72.22946,-35.54565,589
t_2292,-72.09773,-35.54167,432
t_2293,-72.26074,-35.54027,396
t_2294,-72.12901,-35.53627,614
t_2295,-72.16029,-35.53087,560
t_2296,-72.19158,-35.52547,446
t_2297,-72.22287,-35.52008,379
t_2298,-72.09111,-35.5161,698
t_2299,-72.25416,-35.51469,465
t_2300,-72.12239,-35.51069,489
t_2301,-72.28545,-35.50931,521
t_2302,-72.15368,-35.50529,390
t_2303,-72.18498,-35.49989,451
t_2304,-72.21627,-35.49449,318
t_2305,-72.08449,-35.49052,487
t_2306,-72.24757,-35.4891,556
t_2307,-72.11578,-35.4851,549
t_2308,-72.27887,-35.48371,313
t_2309,-72.14707,-35.47969,562
t_2310,-72.17837,-35.47429,503
t_2311,-72.20968,-35.46889,369
t_2312,-72.07786,-35.46492,607
t_2313,-72.24098,-35.46349,416
t_2314,-72.10916,-35.4595,580
t_2315,-72.27229,-35.4581,438
t_2316,-72.14046,-35.45409,565
t_2317,-72.17177,-35.44868,454
t_2318,-72.20308,-35.44327,399
t_2319,-72.07123,-35.43931,516
t_2320,-72.23439,-35.43787,471
t_2321,-72.10254,-35.43388,476
t_2322,-72.2657,-35.43248,660
t_2323,-72.13385,-35.42847,822
t_2324,-72.16516,-35.42305,539
t_2325,-72.19648,-35.41764,526
t_2326,-72.22779,-35.41224,742
t_2327,-72.09591,-35.40825,623
t_2328,-72.25911,-35.40684,821
t_2329,-72.12723,-35.40283,687
t_2330,-72.15855,-35.39741,560
t_2331,-72.18987,-35.392,556
t_2332,-72.2212,-35.3866,614
t_2333,-72.08929,-35.38261,632
t_2334,-72.25252,-35.38119,489
t_2335,-72.12061,-35.37718,491
t_2336,-72.28385,-35.3758,798
t_2337,-72.15194,-35.37176,549
t_2338,-72.18326,-35.36635,655
t_2339,-72.21459,-35.36094,442
t_2340,-72.08266,-35.35695,493
t_2341,-72.24593,-35.35553,544
t_2342,-72.11399,-35.35152,472
t_2343,-72.27727,-35.35013,503
t_2344,-72.14532,-35.3461,606
t_2345,-72.17665,-35.34068,378
t_2346,-72.20799,-35.33526,395
t_2347,-72.07602,-35.33128,502
t_2348,-72.23933,-35.32985,589
t_2349,-72.10736,-35.32585,690
t_2350,-72.27067,-35.32445,513
t_2351,-72.1387,-35.32042,565
t_2352,-72.17004,-35.31499,368
t_2353,-72.20138,-35.30957,533
t_2354,-72.06939,-35.3056,577
t_2355,-72.03043,-35.66003,248
t_2356,-71.89882,-35.6562,446
t_2357,-72.06167,-35.65462,472
t_2358,-71.93006,-35.65078,656
t_2359,-71.79844,-35.64703,402
t_2360,-71.96131,-35.64535,614
t_2361,-71.82968,-35.64158,366
t_2362,-71.99255,-35.63993,282
t_2363,-71.86092,-35.63614,669
t_2364,-72.0238,-35.63452,280
t_2365,-71.89217,-35.6307,651
t_2366,-72.05505,-35.62911,485
t_2367,-71.92341,-35.62527,494
t_2368,-71.95466,-35.61984,441
t_2369,-71.82301,-35.61607,366
t_2370,-71.98592,-35.61442,401
t_2371,-71.85426,-35.61063,588
t_2372,-72.01717,-35.609,470
t_2373,-71.88551,-35.60519,694
t_2374,-72.04843,-35.60359,440
t_2375,-71.91676,-35.59975,600
t_2376,-71.94802,-35.59432,614
t_2377,-71.81633,-35.59055,441
t_2378,-71.97928,-35.58889,352
t_2379,-71.84759,-35.5851,492
t_2380,-72.01054,-35.58347,335
t_2381,-71.87884,-35.57966,255
t_2382,-72.0418,-35.57805,291
t_2383,-71.9101,-35.57422,821
t_2384,-71.94137,-35.56878,496
t_2385,-71.80966,-35.56502,418
t_2386,-71.97263,-35.56335,625
t_2387,-71.84092,-35.55956,360
t_2388,-72.0039,-35.55792,473
t_2389,-71.87218,-35.55411,666
t_2390,-72.03517,-35.5525,594
t_2391,-71.90345,-35.54867,570
t_2392,-72.06645,-35.54709,576
t_2393,-71.93472,-35.54323,855
t_2394,-71.80297,-35.53947,443
t_2395,-71.96599,-35.53779,673
t_2396,-71.83424,-35.53401,278
t_2397,-71.99726,-35.53236,572
t_2398,-71.86551,-35.52856,621
t_2399,-72.02854,-35.52694,770
t_2400,-71.89679,-35.52311,482
t_2401,-72.05982,-35.52152,788
t_2402,-71.92806,-35.51766,454
t_2403,-71.79629,-35.51391,472
t_2404,-71.95934,-35.51222,576
t_2405,-71.82756,-35.50845,271
t_2406,-71.99062,-35.50679,900
t_2407,-71.85884,-35.50299,340
t_2408,-72.02191,-35.50136,825
t_2409,-71.89012,-35.49753,513
t_2410,-72.05319,-35.49594,495
t_2411,-71.9214,-35.49209,820
t_2412,-71.95269,-35.48664,486
t_2413,-71.82089,-35.48287,376
t_2414,-71.98398,-35.4812,754
t_2415,-71.85217,-35.4774,420
t_2416,-72.01527,-35.47577,470
t_2417,-71.88345,-35.47195,303
t_2418,-72.04656,-35.47034,568
t_2419,-71.91474,-35.46649,365
t_2420,-71.94604,-35.46105,440
t_2421,-71.8142,-35.45727,348
t_2422,-71.97733,-35.4556,589
t_2423,-71.84549,-35.45181,241
t_2424,-72.00863,-35.45017,412
t_2425,-70.86952,-35.8381,900
t_2426,-71.19469,-35.83319,900
t_2427,-70.93181,-35.82692,895
t_2428,-71.25702,-35.82213,727
t_2429,-70.99411,-35.81577,900
t_2430,-71.31935,-35.81109,807
t_2431,-71.05643,-35.80463,900
t_2432,-71.11875,-35.79351,900
t_2433,-70.85578,-35.78736,875
t_2434,-71.18109,-35.78242,795
t_2435,-70.9181,-35.77616,900
t_2436,-71.24344,-35.77134,746
t_2437,-70.98042,-35.76499,664
t_2438,-71.3058,-35.76028,724
t_2439,-71.04276,-35.75384,900
t_2440,-71.10512,-35.7427,572
t_2441,-70.84203,-35.73656,900
t_2442,-71.16748,-35.73159,900
t_2443,-70.90437,-35.72535,900
t_2444,-71.22985,-35.7205,526
t_2445,-70.96672,-35.71416,900
t_2446,-71.29224,-35.70942,770
t_2447,-71.02909,-35.70299,601
t_2448,-71.09147,-35.69184,900
t_2449,-70.82826,-35.68571,799
t_2450,-71.15385,-35.68071,615
t_2451,-70.89063,-35.67448,900
t_2452,-71.21626,-35.6696,900
t_2453,-70.95301,-35.66328,818
t_2454,-71.27867,-35.65851,285
t_2455,-71.0154,-35.65209,900
t_2456,-71.0778,-35.64092,717
t_2457,-70.81448,-35.6348,832
t_2458,-71.14022,-35.62977,886
t_2459,-70.87688,-35.62356,821
t_2460,-71.20265,-35.61865,859
t_2461,-70.93928,-35.61234,900
t_2462,-71.26508,-35.60754,900
t_2463,-71.0017,-35.60114,900
t_2464,-71.32754,-35.59645,622
t_2465,-71.06413,-35.58995,900
t_2466,-70.80069,-35.58385,900
t_2467,-71.12657,-35.57879,439
t_2468,-70.86311,-35.57259,529
t_2469,-71.18902,-35.56764,508
t_2470,-70.92554,-35.56135,891
t_2471,-71.25149,-35.55652,401
t_2472,-70.98799,-35.55013,593
t_2473,-71.31396,-35.54541,347
t_2474,-71.05044,-35.53893,900
t_2475,-70.78689,-35.53284,846
t_2476,-71.11291,-35.52774,891
t_2477,-70.84934,-35.52156,773
t_2478,-71.17539,-35.51658,709
t_2479,-70.91179,-35.5103,588
t_2480,-71.23788,-35.50544,714
t_2481,-70.97426,-35.49906,900
t_2482,-71.30038,-35.49432,482
t_2483,-71.03674,-35.48785,576
t_2484,-70.77308,-35.48177,900
t_2485,-71.09924,-35.47665,667
t_2486,-70.83555,-35.47048,900
t_2487,-71.16174,-35.46547,900
t_2488,-70.89803,-35.4592,900
t_2489,-71.22426,-35.45431,358
t_2490,-70.96053,-35.44795,747
t_2491,-71.28679,-35.44317,403
t_2492,-71.02303,-35.43671,651
t_2493,-70.75925,-35.43065,900
t_2494,-71.08555,-35.4255,879
