STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,REFERENCES,STATION_TYPE,SOIL_TYPE,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,VS30,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE
PEEC,PEEC,-43.92361,171.23667,Stations_USGS,seismic,,,,,,,,,,,,,,0.119195,,,,0.0,,,,614.21,5.8,0.63,0.0,10.956,,,inferred
CSHS,CSHS,-43.22833,171.72333,Stations_USGS,seismic,,,,,,,,,,,,,,0.113333,,,,0.0,,,,527.5,5.4,0.63,0.0,11.46,,,inferred
ADCS,ADCS,-43.90417,171.7475,Stations_USGS,seismic,,,,,,,,,,,,,,0.111906,,,,0.0,,,,260.04,5.4,0.63,0.0,8.304,,,inferred
LRSC,LRSC,-43.73111,171.79361,Stations_USGS,seismic,,,,,,,,,,,,,,0.108389,,,,0.0,,,,275.1,6.1,0.63,0.0,13.447,,,inferred
OBS_3,"""Ashburton::Canterbury::New Zealand"" 31 responses 51 km (Intensity V)",-43.91,171.75,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.105021,0.215763,,0.098254,0.8059,1.0131,,1.0822,266.98,5.4,0.3,0.875,8.0952,1.4737,0.020034,inferred
LSRC,LSRC,-42.87111,172.54306,Stations_USGS,seismic,,,,,,,,,,,,,,0.098369,,,,0.0,,,,343.8,5.7,0.63,0.0,13.159,,,inferred
OBS_8,"""Geraldine::Canterbury::New Zealand"" 4 responses 94 km (Intensity V)",-44.1,171.25,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.08217,0.185357,,0.101535,0.8059,1.0131,,1.0822,285.83,5.3,0.3,0.875,7.5263,1.4737,0.021046,inferred
DORC,DORC,-43.89833,172.09361,Stations_USGS,seismic,,,,,,,,,,,,,,0.081131,,,,0.0,,,,256.06,5.5,0.63,0.0,8.578,,,inferred
APPS,APPS,-42.95056,171.5675,Stations_USGS,seismic,,,,,,,,,,,,,,0.079898,,,,0.0,,,,601.88,4.3,0.63,0.0,3.737,,,inferred
OBS_2,"""Amberley::Canterbury::New Zealand"" 3 responses 64 km (Intensity V)",-43.16,172.73,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.076639,0.160788,,0.066218,0.8059,1.0131,,1.0822,275.96,4.9,0.3,0.875,5.6234,1.4737,0.013703,inferred
TRCS,TRCS,-44.40444,171.24444,Stations_USGS,seismic,,,,,,,,,,,,,,0.074169,,,,0.0,,,,346.12,4.9,0.63,0.0,9.151,,,inferred
WSFC,WSFC,-43.83889,171.61083,Stations_USGS,seismic,,,,,,,,,,,,,,0.069959,,,,0.0,,,,278.11,5.4,0.63,0.0,9.149,,,inferred
OBS_28,"""Timaru::Canterbury::New Zealand"" 31 responses 119 km (Intensity V)",-44.38,171.22,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.067155,0.151739,,0.090831,0.8059,1.0131,,1.0822,329.12,5.1,0.3,0.875,6.5057,1.4737,0.019046,inferred
UTM:(59G 051 508 10000),,-44.3881,171.1882,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.062763,0.131494,,0.084176,0.8059,1.0131,,1.0822,351.89,5.0,0.3,0.875,6.0485,1.4737,0.017709,inferred
OBS_27,"""Temuka::Canterbury::New Zealand"" 3 responses 105 km (Intensity V)",-44.25,171.27,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.061667,0.121532,,0.075654,0.8059,1.0131,,1.0822,242.45,4.9,0.3,0.875,5.6234,1.4737,0.015909,inferred
MAYC,MAYC,-43.82472,171.42167,Stations_USGS,seismic,,,,,,,,,,,,,,0.057829,,,,0.0,,,,311.53,4.8,0.63,0.0,5.361,,,inferred
OBS_22,"""Pleasant Point::Canterbury::New Zealand"" 4 responses 114 km (Intensity V)",-44.27,171.13,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.056567,0.102811,,0.070919,0.8059,1.0131,,1.0822,345.88,4.8,0.3,0.875,5.2282,1.4737,0.014984,inferred
OBS_9,"""Hokitika::West Coast::New Zealand"" 4 responses 130 km (Intensity V)",-42.71,170.97,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.056358,0.102322,,0.07108,0.8059,1.0131,,1.0822,323.07,4.8,0.3,0.875,5.2282,1.4737,0.015022,inferred
UTM:(59G 049 527 10000),,-42.6774,170.939,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.055721,0.100835,,0.071577,0.8059,1.0131,,1.0822,600.0,4.8,0.3,0.875,5.2282,1.4737,0.01514,inferred
KOKS,KOKS,-42.89333,171.13556,Stations_USGS,seismic,,,,,,,,,,,,,,0.05371,,,,0.0,,,,422.45,4.9,0.63,0.0,6.441,,,inferred
RPZ,RPZ,-43.71639,171.05389,Stations_USGS,seismic,,,,,,,,,,,,,,0.048695,,,,0.0,,,,900.0,4.6,0.63,0.0,4.513,,,inferred
OBS_19,"""Oamaru::Canterbury::New Zealand"" 4 responses 193 km (Intensity V)",-45.07,170.98,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.048025,0.083268,,0.078404,0.8059,1.0131,,1.0822,535.83,4.8,0.3,0.875,5.2282,1.4737,0.016767,inferred
UTM:(59G 049 500 10000),,-45.1084,170.9364,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.044774,0.071931,,0.072769,0.8059,1.0131,,1.0822,297.0,4.7,0.3,0.875,4.8608,1.4737,0.015616,inferred
DKHS,DKHS,-45.90389,170.49278,Stations_USGS,seismic,,,,,,,,,,,,,,0.041019,,,,0.0,,,,248.45,4.5,0.63,0.0,4.074,,,inferred
IFPS,IFPS,-42.72833,171.47278,Stations_USGS,seismic,,,,,,,,,,,,,,0.040907,,,,0.0,,,,549.58,4.4,0.63,0.0,3.898,,,inferred
HSES,HSES,-42.525,172.83028,Stations_USGS,seismic,,,,,,,,,,,,,,0.040296,,,,0.0,,,,523.73,4.8,0.63,0.0,5.122,,,inferred
SKFS,SKFS,-45.90028,170.50972,Stations_USGS,seismic,,,,,,,,,,,,,,0.038593,,,,0.0,,,,270.71,,,0.0,4.462,,,inferred
HAFS,HAFS,-43.15056,170.55583,Stations_USGS,seismic,,,,,,,,,,,,,,0.036809,,,,0.0,,,,606.24,4.5,0.63,0.0,8.314,,,inferred
GMTS,GMTS,-42.45083,171.21028,Stations_USGS,seismic,,,,,,,,,,,,,,0.03525,,,,0.0,,,,519.29,4.0,0.63,0.0,2.564,,,inferred
WVAS,WVAS,-43.07333,170.73694,Stations_USGS,seismic,,,,,,,,,,,,,,0.031651,,,,0.0,,,,309.66,5.0,0.63,0.0,5.87,,,inferred
LTZ,LTZ,-42.78333,172.27083,Stations_USGS,seismic,,,,,,,,,,,,,,0.031325,,,,0.0,,,,875.92,4.4,0.63,0.0,3.773,,,inferred
HMCS,HMCS,-42.71861,170.96389,Stations_USGS,seismic,,,,,,,,,,,,,,0.028991,,,,0.0,,,,323.07,4.3,0.63,0.0,3.687,,,inferred
OAMS,OAMS,-45.10139,170.96917,Stations_USGS,seismic,,,,,,,,,,,,,,0.023945,,,,0.0,,,,447.68,,,0.0,2.67,,,inferred
FGPS,FGPS,-43.465,170.01972,Stations_USGS,seismic,,,,,,,,,,,,,,0.021662,,,,0.0,,,,504.16,4.4,0.63,0.0,3.814,,,inferred
WBCS,WBCS,-41.7575,171.59972,Stations_USGS,seismic,,,,,,,,,,,,,,0.021549,,,,0.0,,,,223.29,4.2,0.63,0.0,3.272,,,inferred
SJFS,SJFS,-42.33639,172.18028,Stations_USGS,seismic,,,,,,,,,,,,,,0.021182,,,,0.0,,,,340.19,3.8,0.63,0.0,1.803,,,inferred
FJDS,FJDS,-43.39083,170.18417,Stations_USGS,seismic,,,,,,,,,,,,,,0.021019,,,,0.0,,,,416.74,4.1,0.63,0.0,4.14,,,inferred
UTM:(59G 054 537 10000),,-41.7756,171.5414,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.020806,0.028441,,0.037258,0.8059,1.0131,,1.0822,290.93,4.0,0.3,0.875,2.4806,1.4737,0.007732,inferred
OBS_31,"""Westport::West Coast::New Zealand"" 5 responses 203 km (Intensity IV)",-41.74,171.57,Stations_USGS,macroseismic,,,,,,,,,,,,,,0.020535,0.028241,,0.0375,0.8059,1.0131,,1.0822,600.0,4.0,0.3,0.875,2.4806,1.4737,0.007807,inferred
TWAS,TWAS,-44.25611,170.09833,Stations_USGS,seismic,,,,,,,,,,,,,,0.019633,,,,0.0,,,,293.3,3.9,0.63,0.0,2.044,,,inferred
TMBS,TMBS,-46.07333,170.19556,Stations_USGS,seismic,,,,,,,,,,,,,,0.019623,,,,0.0,,,,321.2,3.6,0.63,0.0,1.234,,,inferred
MCNS,MCNS,-43.73806,170.09694,Stations_USGS,seismic,,,,,,,,,,,,,,0.019307,,,,0.0,,,,699.53,3.9,0.63,0.0,2.283,,,inferred
HDWS,HDWS,-43.88472,169.04417,Stations_USGS,seismic,,,,,,,,,,,,,,0.016147,,,,0.0,,,,350.89,4.0,0.63,0.0,2.358,,,inferred
RDCS,RDCS,-42.12167,171.86417,Stations_USGS,seismic,,,,,,,,,,,,,,0.016055,,,,0.0,,,,580.62,,,0.0,1.206,,,inferred
MECS,MECS,-44.23222,169.23278,Stations_USGS,seismic,,,,,,,,,,,,,,0.015138,,,,0.0,,,,768.74,4.4,0.63,0.0,3.996,,,inferred
WNPS,WNPS,-44.69611,169.14278,Stations_USGS,seismic,,,,,,,,,,,,,,0.014985,,,,0.0,,,,227.15,,,0.0,3.51,,,inferred
WVZ,WVZ,-43.07611,170.73667,Stations_USGS,seismic,,,,,,,,,,,,,,0.014444,,,,0.0,,,,600.0,4.1,0.63,0.0,2.087,,,inferred
ODZ,ODZ,-45.04556,170.64444,Stations_USGS,seismic,,,,,,,,,,,,,,0.012946,,,,0.0,,,,544.93,3.6,0.63,0.0,1.417,,,inferred
FOZ,FOZ,-43.53389,169.81528,Stations_USGS,seismic,,,,,,,,,,,,,,0.011641,,,,0.0,,,,404.36,4.0,0.63,0.0,2.604,,,inferred
NSBS,NSBS,-43.99917,168.66056,Stations_USGS,seismic,,,,,,,,,,,,,,0.01158,,,,0.0,,,,265.77,3.7,0.63,0.0,1.585,,,inferred
DGNS,DGNS,-45.86417,170.51389,Stations_USGS,seismic,,,,,,,,,,,,,,0.00998,,,,0.0,,,,361.04,,,0.0,1.521,,,inferred
ARKS,ARKS,-41.24389,174.94389,Stations_USGS,seismic,,,,,,,,,,,,,,0.008247,,,,0.0,,,,549.23,2.7,0.63,0.0,0.441,,,inferred
BDCS,BDCS,-46.25056,169.71917,Stations_USGS,seismic,,,,,,,,,,,,,,0.008084,,,,0.0,,,,304.83,3.2,0.63,0.0,0.96,,,inferred
LBZ,LBZ,-44.38722,170.18444,Stations_USGS,seismic,,,,,,,,,,,,,,0.00791,,,,0.0,,,,556.18,3.4,0.63,0.0,1.0,,,inferred
MOSS,MOSS,-45.66944,168.23778,Stations_USGS,seismic,,,,,,,,,,,,,,0.007706,,,,0.0,,,,331.49,3.7,0.63,0.0,1.445,,,inferred
WDFS,WDFS,-41.82917,174.13833,Stations_USGS,seismic,,,,,,,,,,,,,,0.007299,,,,0.0,,,,351.77,3.3,0.63,0.0,0.85,,,inferred
WVFS,WVFS,-41.62194,173.35083,Stations_USGS,seismic,,,,,,,,,,,,,,0.006707,,,,0.0,,,,219.42,,,0.0,1.302,,,inferred
MOTS,MOTS,-41.12639,173.00944,Stations_USGS,seismic,,,,,,,,,,,,,,0.006402,,,,0.0,,,,600.0,3.4,0.63,0.0,0.933,,,inferred
LHUS,LHUS,-41.2325,174.89333,Stations_USGS,seismic,,,,,,,,,,,,,,0.005953,,,,0.0,,,,600.0,,,0.0,0.712,,,inferred
LHES,LHES,-41.21333,174.90306,Stations_USGS,seismic,,,,,,,,,,,,,,0.005902,,,,0.0,,,,297.22,2.9,0.63,0.0,0.436,,,inferred
SOCS,SOCS,-41.20611,174.91583,Stations_USGS,seismic,,,,,,,,,,,,,,0.00581,,,,0.0,,,,505.04,2.9,0.63,0.0,0.42,,,inferred
PGMS,PGMS,-41.22611,174.87917,Stations_USGS,seismic,,,,,,,,,,,,,,0.0058,,,,0.0,,,,600.0,,,0.0,0.446,,,inferred
ICCS,ICCS,-46.41306,168.34694,Stations_USGS,seismic,,,,,,,,,,,,,,0.005708,,,,0.0,,,,249.8,3.8,0.63,0.0,1.849,,,inferred
KHZ,KHZ,-42.41611,173.54083,Stations_USGS,seismic,,,,,,,,,,,,,,0.005535,,,,0.0,,,,565.61,3.6,0.63,0.0,1.428,,,inferred
NCBS,NCBS,-41.2725,173.28361,Stations_USGS,seismic,,,,,,,,,,,,,,0.005535,,,,0.0,,,,347.77,3.5,0.63,0.0,1.213,,,inferred
HWHS,HWHS,-39.58694,174.27417,Stations_USGS,seismic,,,,,,,,,,,,,,0.005464,,,,0.0,,,,760.0,3.1,0.63,0.0,1.384,,,inferred
TUZ,TUZ,-45.95556,169.63111,Stations_USGS,seismic,,,,,,,,,,,,,,0.005423,,,,0.0,,,,504.35,3.3,0.63,0.0,0.836,,,inferred
QCCS,QCCS,-41.28139,174.02306,Stations_USGS,seismic,,,,,,,,,,,,,,0.005403,,,,0.0,,,,606.76,3.2,0.63,0.0,0.372,,,inferred
OPZ,OPZ,-45.88583,170.59778,Stations_USGS,seismic,,,,,,,,,,,,,,0.005341,,,,0.0,,,,540.86,3.5,0.63,0.0,1.068,,,inferred
WKZ,WKZ,-44.82861,169.0175,Stations_USGS,seismic,,,,,,,,,,,,,,0.004811,,,,0.0,,,,653.44,3.5,0.63,0.0,1.134,,,inferred
HUKS,HUKS,-39.26278,174.56806,Stations_USGS,seismic,,,,,,,,,,,,,,0.00472,,,,0.0,,,,760.0,3.1,0.63,0.0,0.823,,,inferred
WNHS,WNHS,-41.3025,174.77528,Stations_USGS,seismic,,,,,,,,,,,,,,0.004709,,,,0.0,,,,473.59,2.5,0.63,0.0,0.244,,,inferred
EAZ,EAZ,-45.23278,169.30806,Stations_USGS,seismic,,,,,,,,,,,,,,0.004608,,,,0.0,,,,536.63,3.1,0.63,0.0,0.561,,,inferred
WNAS,WNAS,-41.32806,174.80889,Stations_USGS,seismic,,,,,,,,,,,,,,0.004292,,,,0.0,,,,398.91,2.8,0.63,0.0,0.417,,,inferred
MSZ,MSZ,-44.675,167.92639,Stations_USGS,seismic,,,,,,,,,,,,,,0.004251,,,,0.0,,,,900.0,3.2,0.63,0.0,0.718,,,inferred
WEL,WEL,-41.28583,174.76806,Stations_USGS,seismic,,,,,,,,,,,,,,0.004077,,,,0.0,,,,641.51,2.9,0.63,0.0,0.4,,,inferred
RQGS,RQGS,-41.29833,174.78111,Stations_USGS,seismic,,,,,,,,,,,,,,0.003945,,,,0.0,,,,473.59,,,0.0,0.367,,,inferred
MISS,MISS,-41.31667,174.81833,Stations_USGS,seismic,,,,,,,,,,,,,,0.003925,,,,0.0,,,,226.47,2.5,0.63,0.0,0.255,,,inferred
INSS,INSS,-41.23528,174.92083,Stations_USGS,seismic,,,,,,,,,,,,,,0.003619,,,,0.0,,,,687.59,2.5,0.63,0.0,0.241,,,inferred
SYZ,SYZ,-46.53861,169.13889,Stations_USGS,seismic,,,,,,,,,,,,,,0.003364,,,,0.0,,,,382.89,3.2,0.63,0.0,0.727,,,inferred
TEPS,TEPS,-41.29389,174.78111,Stations_USGS,seismic,,,,,,,,,,,,,,0.003333,,,,0.0,,,,473.59,2.9,0.63,0.0,0.358,,,inferred
EBPS,EBPS,-41.29111,174.9,Stations_USGS,seismic,,,,,,,,,,,,,,0.003099,,,,0.0,,,,600.0,,,0.0,0.113,,,inferred
FKPS,FKPS,-41.28972,174.77861,Stations_USGS,seismic,,,,,,,,,,,,,,0.002844,,,,0.0,,,,397.86,2.8,0.63,0.0,0.362,,,inferred
EKTS,EKTS,-40.65111,175.70861,Stations_USGS,seismic,,,,,,,,,,,,,,0.002396,,,,0.0,,,,388.25,2.3,0.63,0.0,0.183,,,inferred
QRZ,QRZ,-40.82722,172.52889,Stations_USGS,seismic,,,,,,,,,,,,,,0.002039,,,,0.0,,,,576.69,3.0,0.63,0.0,0.546,,,inferred
NNZ,NNZ,-41.21889,173.37944,Stations_USGS,seismic,,,,,,,,,,,,,,0.002018,,,,0.0,,,,553.97,3.3,0.63,0.0,0.809,,,inferred
WHZ,Wether Hill Road,-45.89404,167.94698,Stations_USGS,seismic,,,,,,,,,,,,,,0.001964,0.002795,,0.004205,0.0,0.0,,0.0,462.86,3.1,0.63,0.0,0.5993,0.0,0.003794,inferred
SNZO,"South Karori, New Zealand",-41.3087,174.7043,Stations_USGS,seismic,,,,,,,,,,,,,,0.001779,0.00241,,0.001452,0.0,0.0,,0.0,656.04,2.3,0.63,0.0,0.1211,0.0,0.000695,inferred
MAVS,MAVS,-41.2125,175.46139,Stations_USGS,seismic,,,,,,,,,,,,,,0.001733,,,,0.0,,,,295.06,,,0.0,0.591,,,inferred
DCZ,DCZ,-45.46639,167.15361,Stations_USGS,seismic,,,,,,,,,,,,,,0.001295,,,,0.0,,,,900.0,2.9,0.63,0.0,0.44,,,inferred
PYZ,PYZ,-46.16778,166.68056,Stations_USGS,seismic,,,,,,,,,,,,,,0.001182,,,,0.0,,,,616.15,2.6,0.63,0.0,0.286,,,inferred
PXZ,PXZ,-40.0325,176.86194,Stations_USGS,seismic,,,,,,,,,,,,,,0.000958,,,,0.0,,,,533.3,2.8,0.63,0.0,0.381,,,inferred
BFZ,BFZ,-40.68139,176.24611,Stations_USGS,seismic,,,,,,,,,,,,,,0.000714,,,,0.0,,,,486.85,2.6,0.63,0.0,0.274,,,inferred
BKZ,Stasrv: unknown station,-39.16742,176.49235,Stations_USGS,seismic,,,,,,,,,,,,,,0.000445,0.000596,,0.000699,0.0,0.0,,0.0,760.0,2.3,0.63,0.0,0.1587,0.0,0.001258,inferred
CTZ,CTZ,-43.73722,176.6175,Stations_USGS,seismic,,,,,,,,,,,,,,0.000316,,,,0.0,,,,600.0,1.0,0.63,0.0,0.023,,,inferred
TOZ,TOZ,-37.73278,175.50167,Stations_USGS,seismic,,,,,,,,,,,,,,0.000224,,,,0.0,,,,760.0,1.9,0.63,0.0,0.092,,,inferred
URZ,"Urewera, North Island, New Zealand",-38.26102,177.11069,Stations_USGS,seismic,,,,,,,,,,,,,,0.000206,0.000427,,0.000285,0.0,0.0,,0.0,760.0,1.7,0.63,0.0,0.0728,0.0,0.000427,inferred
MWZ,MWZ,-38.33583,177.5275,Stations_USGS,seismic,,,,,,,,,,,,,,0.000194,,,,0.0,,,,760.0,1.7,0.63,0.0,0.033,,,inferred
HAZ,HAZ,-37.75778,177.7825,Stations_USGS,seismic,,,,,,,,,,,,,,0.000153,,,,0.0,,,,760.0,1.0,0.63,0.0,0.018,,,inferred
MXZ,MXZ,-37.56417,178.30639,Stations_USGS,seismic,,,,,,,,,,,,,,0.000102,,,,0.0,,,,760.0,1.0,0.63,0.0,0.029,,,inferred
GRZ,GRZ,-36.25194,175.4575,Stations_USGS,seismic,,,,,,,,,,,,,,6.1e-05,,,,0.0,,,,760.0,1.0,0.63,0.0,0.022,,,inferred
KUZ,KUZ,-36.74694,175.72056,Stations_USGS,seismic,,,,,,,,,,,,,,6.1e-05,,,,0.0,,,,760.0,1.0,0.63,0.0,0.022,,,inferred
WCZ,WCZ,-35.94056,174.34472,Stations_USGS,seismic,,,,,,,,,,,,,,4.1e-05,,,,0.0,,,,760.0,1.0,0.63,0.0,0.009,,,inferred
OUZ,OUZ,-35.22139,173.59583,Stations_USGS,seismic,,,,,,,,,,,,,,2e-05,,,,0.0,,,,760.0,1.0,0.63,0.0,0.006,,,inferred
OBS_18,"""Nelson::Nelson::New Zealand"" 7 responses 265 km (Intensity II)",-41.29,173.24,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,600.0,2.0,0.3,,,,,inferred
OBS_29,"""Wanaka::Otago::New Zealand"" 3 responses 271 km (Intensity III)",-44.7,169.15,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,227.15,2.5,0.3,,,,,inferred
OBS_30,"""Wellington::Wellington::New Zealand"" 21 responses 332 km (Intensity II)",-41.28,174.78,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,397.86,2.4,0.3,,,,,inferred
OBS_7,"""Dunedin::Otago::New Zealand"" 88 responses 291 km (Intensity IV)",-45.88,170.48,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,589.41,3.7,0.3,,,,,inferred
OBS_26,"""Tapanui::Otago::New Zealand"" 3 responses 349 km (Intensity III)",-45.93,169.27,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,382.73,3.2,0.3,,,,,inferred
OBS_1,"""Alexandra::Otago::New Zealand"" 5 responses 290 km (Intensity III)",-45.25,169.37,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,394.37,3.2,0.3,,,,,inferred
OBS_15,"""Lower Hutt::Wellington::New Zealand"" 7 responses 347 km (Intensity III)",-41.2,174.93,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,272.78,2.5,0.3,,,,,inferred
OBS_23,"""Queenstown::Otago::New Zealand"" 5 responses 324 km (Intensity IV)",-45.04,168.64,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,900.0,3.8,0.3,,,,,inferred
OBS_20,"""Outram::Otago::New Zealand"" 5 responses 300 km (Intensity III)",-45.87,170.23,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,214.01,3.4,0.3,,,,,inferred
OBS_12,"""Kakanui::Otago::New Zealand"" 3 responses 207 km (Intensity IV)",-45.18,170.9,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,301.46,3.7,0.3,,,,,inferred
OBS_10,"""Invercargill::Southland::New Zealand"" 7 responses 435 km (Intensity II)",-46.41,168.37,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,233.78,2.1,0.3,,,,,inferred
OBS_4,"""Balclutha::Otago::New Zealand"" 3 responses 352 km (Intensity IV)",-46.22,169.75,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,393.98,3.9,0.3,,,,,inferred
UTM:(59G 029 485 10000),,-46.4274,168.3318,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,600.0,3.1,0.3,,,,,inferred
UTM:(59G 036 491 10000),,-45.9053,169.2595,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,473.34,3.0,0.3,,,,,inferred
UTM:(59G 037 498 10000),,-45.2774,169.4062,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,602.1,3.4,0.3,,,,,inferred
UTM:(59G 040 488 10000),,-46.1819,169.769,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,474.08,3.9,0.3,,,,,inferred
UTM:(59G 068 542 10000),,-41.3053,173.2099,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,600.0,2.5,0.3,,,,,inferred
UTM:(59G 081 542 10000),,-41.265,174.7602,Stations_USGS,macroseismic,,,,,,,,,,,,,,,,,,,,,,451.86,2.8,0.3,,,,,inferred
