STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES,GMICE,SA(2.0)_VALUE,SA(2.0)_LN_SIGMA
Bhimeshwor5,Bhimeshwor5,86.0792,27.649,macroseismic,838.34,8.5,0.3,0.52,0.3922346560010223,0.52,78.61101238308251,0.56,0.9531631723643558,0.58,0.3096155035446315,0.65,0.10358056485117581,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.49826156374187897,0.62
Bhimeshwor6,Bhimeshwor6,86.0733,27.629,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Bhimeshwor7,Bhimeshwor7,86.0621,27.65,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Bhimeshwor8,Bhimeshwor8,86.0488,27.635,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Bhimeshwor9,Bhimeshwor9,86.0335,27.649,macroseismic,900.0,8.5,0.3,0.52,0.3922346560010223,0.52,78.61101238308251,0.56,0.9531631723643558,0.58,0.3096155035446315,0.65,0.10358056485117581,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.49826156374187897,0.62
Bhimeshwor10,Bhimeshwor10,86.0397,27.669,macroseismic,900.0,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Bhimeshwor11,Bhimeshwor11,86.0163,27.663,macroseismic,900.0,8.5,0.3,0.52,0.3922346560010223,0.52,78.61101238308251,0.56,0.9531631723643558,0.58,0.3096155035446315,0.65,0.10358056485117581,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.49826156374187897,0.62
Bhimeshwor12,Bhimeshwor12,86.0212,27.679,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Bhimeshwor13,Bhimeshwor13,86.0083,27.699,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Bidur1,Bidur1,85.1587,27.925,macroseismic,866.79,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Bidur2,Bidur2,85.1685,27.916,macroseismic,621.84,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Bidur3,Bidur3,85.1557,27.904,macroseismic,614.68,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Bidur4,Bidur4,85.1441,27.901,macroseismic,614.68,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Bidur5,Bidur5,85.1463,27.881,macroseismic,415.99,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Bidur6,Bidur6,85.1377,27.884,macroseismic,383.36,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Bidur7,Bidur7,85.1273,27.869,macroseismic,416.88,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Bidur8,Bidur8,85.1325,27.927,macroseismic,720.12,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Bidur9,Bidur9,85.1487,27.936,macroseismic,508.25,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Bidur10,Bidur10,85.1468,27.925,macroseismic,508.25,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Bidur11,Bidur11,85.1494,27.921,macroseismic,849.91,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta8,Budanilkanta8,85.3405,27.752,macroseismic,432.32,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta10,Budanilkanta10,85.3488,27.742,macroseismic,420.7,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta11,Budanilkanta11,85.3473,27.73,macroseismic,310.41,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta12,Budanilkanta12,85.3537,27.73,macroseismic,310.41,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta14,Budanilkanta14,85.3682,27.737,macroseismic,433.39,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta13,Budanilkanta13,85.3608,27.739,macroseismic,433.39,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta15,Budanilkanta15,85.3651,27.751,macroseismic,540.5,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta9,Budanilkanta9,85.3575,27.759,macroseismic,495.04,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta16,Budanilkanta16,85.375,27.757,macroseismic,575.52,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta17,Budanilkanta17,85.3752,27.765,macroseismic,777.68,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta3,Budanilkanta3,85.3706,27.769,macroseismic,606.92,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta2,Budanilkanta2,85.3738,27.773,macroseismic,606.92,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta1,Budanilkanta1,85.3761,27.789,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta4,Budanilkanta4,85.3634,27.783,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta6,Budanilkanta6,85.3539,27.793,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta5,Budanilkanta5,85.3477,27.769,macroseismic,495.04,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Budanilkanta7,Budanilkanta7,85.3439,27.761,macroseismic,495.04,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Chandragiri23,Chandragiri23,85.2711,27.688,macroseismic,361.4,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Chandragiri13,Chandragiri13,85.2535,27.674,macroseismic,856.55,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Chandragiri12,Chandragiri12,85.2363,27.668,macroseismic,900.0,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Chandragiri11,Chandragiri11,85.222,27.667,macroseismic,900.0,6.5,0.3,0.52,0.09438989150518112,0.52,14.09081685511731,0.56,0.18898466509022505,0.58,0.056706311349312415,0.65,0.015774330485024173,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.058625877598626606,0.62
Chandragiri9,Chandragiri9,85.2237,27.68,macroseismic,900.0,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Chandragiri8,Chandragiri8,85.2369,27.688,macroseismic,672.78,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Chandragiri6,Chandragiri6,85.2151,27.689,macroseismic,900.0,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Chandragiri5,Chandragiri5,85.223,27.696,macroseismic,598.74,6.5,0.3,0.52,0.09438989150518112,0.52,14.09081685511731,0.56,0.18898466509022505,0.58,0.056706311349312415,0.65,0.015774330485024173,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.058625877598626606,0.62
Chandragiri3,Chandragiri3,85.2128,27.707,macroseismic,598.74,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Chandragiri2,Chandragiri2,85.2262,27.714,macroseismic,646.78,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Chandragiri1,Chandragiri1,85.2403,27.703,macroseismic,623.99,6.5,0.3,0.52,0.09438989150518112,0.52,14.09081685511731,0.56,0.18898466509022505,0.58,0.056706311349312415,0.65,0.015774330485024173,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.058625877598626606,0.62
Changunarayan1,Changunarayan1,85.4421,27.705,macroseismic,640.13,8.5,0.3,0.52,0.3922346560010223,0.52,78.61101238308251,0.56,0.9531631723643558,0.58,0.3096155035446315,0.65,0.10358056485117581,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.49826156374187897,0.62
Changunarayan8,Changunarayan8,85.4235,27.718,macroseismic,493.11,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Changunarayan11,Changunarayan11,85.4236,27.71,macroseismic,493.11,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Changunarayan14,Changunarayan14,85.4133,27.703,macroseismic,357.5,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Changunarayan15,Changunarayan15,85.4062,27.692,macroseismic,423.29,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Changunarayan16,Changunarayan16,85.4019,27.698,macroseismic,423.29,6.5,0.3,0.52,0.09438989150518112,0.52,14.09081685511731,0.56,0.18898466509022505,0.58,0.056706311349312415,0.65,0.015774330485024173,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.058625877598626606,0.62
Chautrara1,Chautrara1,85.6902,27.779,macroseismic,857.49,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Chautrara2,Chautrara2,85.7014,27.796,macroseismic,733.98,8.5,0.3,0.52,0.3922346560010223,0.52,78.61101238308251,0.56,0.9531631723643558,0.58,0.3096155035446315,0.65,0.10358056485117581,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.49826156374187897,0.62
Chautrara3,Chautrara3,85.7173,27.776,macroseismic,900.0,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Chautrara4,Chautrara4,85.7236,27.788,macroseismic,900.0,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Chautrara5,Chautrara5,85.7415,27.783,macroseismic,870.07,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Chautrara6,Chautrara6,85.7599,27.772,macroseismic,540.29,8.5,0.3,0.52,0.3922346560010223,0.52,78.61101238308251,0.56,0.9531631723643558,0.58,0.3096155035446315,0.65,0.10358056485117581,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.49826156374187897,0.62
Chautrara7,Chautrara7,85.7289,27.769,macroseismic,633.01,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Chautrara8,Chautrara8,85.7246,27.75,macroseismic,681.53,9.0,0.3,0.52,0.5600168343967803,0.52,120.81481524795296,0.56,1.4284085011041625,0.58,0.4732825851390492,0.65,0.16580976733828334,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.8507449779974539,0.62
Chautrara9,Chautrara9,85.6862,27.755,macroseismic,632.25,8.5,0.3,0.52,0.3922346560010223,0.52,78.61101238308251,0.56,0.9531631723643558,0.58,0.3096155035446315,0.65,0.10358056485117581,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.49826156374187897,0.62
Dakchhinkali2,Dakchhinkali2,85.2739,27.636,macroseismic,694.49,6.5,0.3,0.52,0.09438989150518112,0.52,14.09081685511731,0.56,0.18898466509022505,0.58,0.056706311349312415,0.65,0.015774330485024173,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.058625877598626606,0.62
Dakchhinkali3,Dakchhinkali3,85.2904,27.622,macroseismic,797.45,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Dakchhinkali4,Dakchhinkali4,85.2806,27.613,macroseismic,797.45,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Dakchhinkali6,Dakchhinkali6,85.2617,27.616,macroseismic,644.0,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Dhunche5,Dhunche5,85.2889,28.108,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Dhunche8,Dhunche8,85.3038,28.082,macroseismic,900.0,8.5,0.3,0.52,0.3922346560010223,0.52,78.61101238308251,0.56,0.9531631723643558,0.58,0.3096155035446315,0.65,0.10358056485117581,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.49826156374187897,0.62
Gerkhu9,Gerkhu9,85.1911,27.973,macroseismic,900.0,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Godawari1,Godawari1,85.3572,27.627,macroseismic,351.01,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Godawari2,Godawari2,85.3657,27.616,macroseismic,641.12,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Godawari4,Godawari4,85.3835,27.604,macroseismic,681.24,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Godawari5,Godawari5,85.3836,27.582,macroseismic,900.0,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Godawari10,Godawari10,85.3544,27.615,macroseismic,454.32,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Gokarneshwor4,Gokarneshwor4,85.4165,27.754,macroseismic,525.36,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Gokarneshwor9,Gokarneshwor9,85.3929,27.73,macroseismic,399.91,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Gokarneshwor10,Gokarneshwor10,85.3928,27.743,macroseismic,400.63,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Gokarneshwor12,Gokarneshwor12,85.3732,27.715,macroseismic,309.74,7.0,0.3,0.52,0.13476608308585894,0.52,21.655737325297455,0.56,0.28321205646624636,0.58,0.08668205991575496,0.65,0.02525124352620635,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.10009937466009874,0.62
Gorkha1,Gorkha1,84.6258,28.002,macroseismic,639.61,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Gorkha2,Gorkha2,84.6188,28.0,macroseismic,788.97,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Gorkha3,Gorkha3,84.6272,27.995,macroseismic,639.61,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Gorkha4,Gorkha4,84.607,28.01,macroseismic,900.0,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Gorkha5,Gorkha5,84.6047,27.987,macroseismic,590.36,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Gorkha6,Gorkha6,84.6237,27.984,macroseismic,839.46,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
Gorkha7,Gorkha7,84.6435,27.971,macroseismic,517.58,7.5,0.3,0.52,0.19241358222461452,0.52,33.28202785716901,0.56,0.42442104437175854,0.58,0.13250340804136326,0.65,0.0404217028561134,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.17091232093688177,0.62
Gorkha8,Gorkha8,84.6133,27.965,macroseismic,453.95,8.0,0.3,0.52,0.27472035824415364,0.52,51.15011147606632,0.56,0.6360365626845507,0.58,0.2025465610720321,0.65,0.06470628110224393,inferred,Stations_USGS_PanjamaniEtAl2016,PanjamaniEtAl2016,0.29182021912945755,0.62
