STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,VS30,MMI_VALUE,MMI_STDDEV,PGA_LN_SIGMA,PGA_VALUE,PGV_LN_SIGMA,PGV_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,REFERENCES,GMICE
Budanilkanta4,Budanilkanta4,85.3634,27.783,macroseismic,900.0,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Budanilkanta6,Budanilkanta6,85.3539,27.793,macroseismic,900.0,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Budanilkanta5,Budanilkanta5,85.3477,27.769,macroseismic,495.04,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Budanilkanta7,Budanilkanta7,85.3439,27.761,macroseismic,495.04,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chandragiri23,Chandragiri23,85.2711,27.688,macroseismic,361.4,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chandragiri13,Chandragiri13,85.2535,27.674,macroseismic,856.55,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chandragiri12,Chandragiri12,85.2363,27.668,macroseismic,900.0,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chandragiri11,Chandragiri11,85.222,27.667,macroseismic,900.0,6.5,0.3,1.4,0.11617362724934785,1.3,8.496498499000138,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chandragiri9,Chandragiri9,85.2237,27.68,macroseismic,900.0,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chandragiri8,Chandragiri8,85.2369,27.688,macroseismic,672.78,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chandragiri6,Chandragiri6,85.2151,27.689,macroseismic,900.0,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chandragiri5,Chandragiri5,85.223,27.696,macroseismic,598.74,6.5,0.3,1.4,0.11617362724934785,1.3,8.496498499000138,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chandragiri3,Chandragiri3,85.2128,27.707,macroseismic,598.74,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chandragiri2,Chandragiri2,85.2262,27.714,macroseismic,646.78,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chandragiri1,Chandragiri1,85.2403,27.703,macroseismic,623.99,6.5,0.3,1.4,0.11617362724934785,1.3,8.496498499000138,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Changunarayan1,Changunarayan1,85.4421,27.705,macroseismic,640.13,8.5,0.3,1.4,0.3876089415140448,1.3,47.645645188843524,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Changunarayan8,Changunarayan8,85.4235,27.718,macroseismic,493.11,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Changunarayan11,Changunarayan11,85.4236,27.71,macroseismic,493.11,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Changunarayan14,Changunarayan14,85.4133,27.703,macroseismic,357.5,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Changunarayan15,Changunarayan15,85.4062,27.692,macroseismic,423.29,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Changunarayan16,Changunarayan16,85.4019,27.698,macroseismic,423.29,6.5,0.3,1.4,0.11617362724934785,1.3,8.496498499000138,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chautrara1,Chautrara1,85.6902,27.779,macroseismic,857.49,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chautrara2,Chautrara2,85.7014,27.796,macroseismic,733.98,8.5,0.3,1.4,0.3876089415140448,1.3,47.645645188843524,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chautrara3,Chautrara3,85.7173,27.776,macroseismic,900.0,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chautrara4,Chautrara4,85.7236,27.788,macroseismic,900.0,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chautrara5,Chautrara5,85.7415,27.783,macroseismic,870.07,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chautrara6,Chautrara6,85.7599,27.772,macroseismic,540.29,8.5,0.3,1.4,0.3876089415140448,1.3,47.645645188843524,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chautrara7,Chautrara7,85.7289,27.769,macroseismic,633.01,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chautrara8,Chautrara8,85.7246,27.75,macroseismic,681.53,9.0,0.3,1.4,0.5238601299811912,1.3,73.31941971579404,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Chautrara9,Chautrara9,85.6862,27.755,macroseismic,632.25,8.5,0.3,1.4,0.3876089415140448,1.3,47.645645188843524,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Dakchhinkali2,Dakchhinkali2,85.2739,27.636,macroseismic,694.49,6.5,0.3,1.4,0.11617362724934785,1.3,8.496498499000138,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Dakchhinkali3,Dakchhinkali3,85.2904,27.622,macroseismic,797.45,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Dakchhinkali4,Dakchhinkali4,85.2806,27.613,macroseismic,797.45,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Dakchhinkali6,Dakchhinkali6,85.2617,27.616,macroseismic,644.0,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Dhunche5,Dhunche5,85.2889,28.108,macroseismic,900.0,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Dhunche8,Dhunche8,85.3038,28.082,macroseismic,900.0,8.5,0.3,1.4,0.3876089415140448,1.3,47.645645188843524,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gerkhu9,Gerkhu9,85.1911,27.973,macroseismic,900.0,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Godawari1,Godawari1,85.3572,27.627,macroseismic,351.01,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Godawari2,Godawari2,85.3657,27.616,macroseismic,641.12,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Godawari4,Godawari4,85.3835,27.604,macroseismic,681.24,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Godawari5,Godawari5,85.3836,27.582,macroseismic,900.0,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Godawari10,Godawari10,85.3544,27.615,macroseismic,454.32,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gokarneshwor4,Gokarneshwor4,85.4165,27.754,macroseismic,525.36,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gokarneshwor9,Gokarneshwor9,85.3929,27.73,macroseismic,399.91,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gokarneshwor10,Gokarneshwor10,85.3928,27.743,macroseismic,400.63,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gokarneshwor12,Gokarneshwor12,85.3732,27.715,macroseismic,309.74,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gorkha1,Gorkha1,84.6258,28.002,macroseismic,639.61,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gorkha2,Gorkha2,84.6188,28.0,macroseismic,788.97,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gorkha3,Gorkha3,84.6272,27.995,macroseismic,639.61,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gorkha4,Gorkha4,84.607,28.01,macroseismic,900.0,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gorkha5,Gorkha5,84.6047,27.987,macroseismic,590.36,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gorkha6,Gorkha6,84.6237,27.984,macroseismic,839.46,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gorkha7,Gorkha7,84.6435,27.971,macroseismic,517.58,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gorkha8,Gorkha8,84.6133,27.965,macroseismic,453.95,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gorkha9,Gorkha9,84.5927,27.973,macroseismic,556.56,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gorkha10,Gorkha10,84.5773,27.977,macroseismic,627.64,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gorkha11,Gorkha11,84.5563,27.957,macroseismic,603.73,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gorkha12,Gorkha12,84.6152,28.03,macroseismic,835.35,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gorkha13,Gorkha13,84.6433,28.03,macroseismic,900.0,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gorkha14,Gorkha14,84.6553,28.012,macroseismic,796.12,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Gorkha15,Gorkha15,84.6553,27.993,macroseismic,900.0,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Jiri1,Jiri1,86.2658,27.643,macroseismic,900.0,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Jiri2,Jiri2,86.2665,27.616,macroseismic,810.92,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Jiri3,Jiri3,86.2538,27.602,macroseismic,900.0,9.0,0.3,1.4,0.5238601299811912,1.3,73.31941971579404,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Jiri4,Jiri4,86.2435,27.622,macroseismic,900.0,9.0,0.3,1.4,0.5238601299811912,1.3,73.31941971579404,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Jiri5,Jiri5,86.2262,27.656,macroseismic,900.0,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Jiri6,Jiri6,86.2207,27.628,macroseismic,707.5,8.5,0.3,1.4,0.3876089415140448,1.3,47.645645188843524,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Jiri7,Jiri7,86.1912,27.629,macroseismic,695.18,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Jiri8,Jiri8,86.2148,27.599,macroseismic,900.0,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Jiri9,Jiri9,86.1803,27.605,macroseismic,757.91,8.5,0.3,1.4,0.3876089415140448,1.3,47.645645188843524,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Jiri10,Jiri10,86.1655,27.592,macroseismic,853.54,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Jiri11,Jiri11,86.1854,27.574,macroseismic,900.0,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kageshworimanahara1,Kageshworimanahara1,85.4216,27.727,macroseismic,346.67,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kageshworimanahara6,Kageshworimanahara6,85.4107,27.736,macroseismic,346.67,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kageshworimanahara11,Kageshworimanahara11,85.3992,27.738,macroseismic,399.91,6.5,0.3,1.4,0.11617362724934785,1.3,8.496498499000138,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kageshworimanahara13,Kageshworimanahara13,85.3759,27.699,macroseismic,371.2,6.0,0.3,1.4,0.08595793822214275,1.3,5.521336017116593,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kageshworimanahara15,Kageshworimanahara15,85.4329,27.749,macroseismic,556.28,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kageshworimanahara16,Kageshworimanahara16,85.4194,27.739,macroseismic,346.67,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai1,Kamalamai1,85.8871,27.259,macroseismic,900.0,8.5,0.3,1.4,0.3876089415140448,1.3,47.645645188843524,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai2,Kamalamai2,85.8911,27.248,macroseismic,664.84,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai3,Kamalamai3,85.8551,27.169,macroseismic,627.12,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai4,Kamalamai4,85.898,27.197,macroseismic,435.39,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai5,Kamalamai5,85.918,27.246,macroseismic,900.0,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai6,Kamalamai6,85.9208,27.219,macroseismic,447.05,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai7,Kamalamai7,85.9558,27.201,macroseismic,799.29,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai8,Kamalamai8,85.9767,27.242,macroseismic,900.0,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai9,Kamalamai9,85.952,27.24,macroseismic,739.45,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai10,Kamalamai10,85.9058,27.15,macroseismic,713.66,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai11,Kamalamai11,85.9577,27.102,macroseismic,486.94,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai12,Kamalamai12,85.9739,27.081,macroseismic,619.55,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai14,Kamalamai14,85.9901,27.073,macroseismic,575.58,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai15,Kamalamai15,85.9596,27.137,macroseismic,900.0,6.5,0.3,1.4,0.11617362724934785,1.3,8.496498499000138,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai16,Kamalamai16,85.9936,27.095,macroseismic,900.0,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai17,Kamalamai17,86.0034,27.089,macroseismic,612.19,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kamalamai18,Kamalamai18,86.0167,27.112,macroseismic,821.66,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak1,Karyabinayak1,85.3072,27.643,macroseismic,482.47,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak2,Karyabinayak2,85.3064,27.655,macroseismic,482.47,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak3,Karyabinayak3,85.3027,27.643,macroseismic,482.47,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak4,Karyabinayak4,85.2966,27.658,macroseismic,482.47,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak5,Karyabinayak5,85.2999,27.655,macroseismic,482.47,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak6,Karyabinayak6,85.2962,27.644,macroseismic,482.47,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak7,Karyabinayak7,85.2991,27.64,macroseismic,530.93,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak8,Karyabinayak8,85.2905,27.639,macroseismic,900.0,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak9,Karyabinayak9,85.2989,27.634,macroseismic,530.93,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak10,Karyabinayak10,85.2983,27.629,macroseismic,530.93,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak11,Karyabinayak11,85.3021,27.625,macroseismic,530.93,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak12,Karyabinayak12,85.297,27.613,macroseismic,591.85,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak13,Karyabinayak13,85.3078,27.619,macroseismic,591.85,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak14,Karyabinayak14,85.3046,27.577,macroseismic,707.76,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak15,Karyabinayak15,85.3095,27.594,macroseismic,540.22,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak16,Karyabinayak16,85.3053,27.607,macroseismic,649.91,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak17,Karyabinayak17,85.2929,27.584,macroseismic,707.76,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Karyabinayak18,Karyabinayak18,85.2945,27.595,macroseismic,649.91,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kritipur3,Kritipur3,85.2846,27.679,macroseismic,487.68,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kritipur4,Kritipur4,85.2779,27.676,macroseismic,487.68,6.5,0.3,1.4,0.11617362724934785,1.3,8.496498499000138,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kritipur9,Kritipur9,85.2783,27.672,macroseismic,526.26,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kritipur14,Kritipur14,85.2913,27.659,macroseismic,526.26,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Kritipur15,Kritipur15,85.2776,27.657,macroseismic,536.07,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Laharepauwa1,Laharepauwa1,85.1846,27.978,macroseismic,615.77,8.0,0.3,1.4,0.2867954305799765,1.3,30.96188587226579,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Lalitpur1,Lalitpur1,85.3114,27.688,macroseismic,403.67,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Lalitpur2,Lalitpur2,85.3075,27.685,macroseismic,187.66,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Lalitpur3,Lalitpur3,85.3111,27.677,macroseismic,403.67,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Lalitpur4,Lalitpur4,85.3043,27.668,macroseismic,345.55,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Lalitpur5,Lalitpur5,85.319,27.667,macroseismic,340.09,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Lalitpur6,Lalitpur6,85.3271,27.667,macroseismic,414.56,7.0,0.3,1.4,0.1570106490152386,1.3,13.07482220240086,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Lalitpur7,Lalitpur7,85.3334,27.668,macroseismic,414.56,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
Lalitpur8,Lalitpur8,85.3341,27.671,macroseismic,414.56,7.5,0.3,1.4,0.21220258407938133,1.3,20.120167813189386,,,,,,,inferred,Stations_USGS_CaprioEtAl2015,CaprioEtAl2015
