STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,SOIL_TYPE,PGA_VALUE_1,SA(0.3)_VALUE_1,SA(0.6)_VALUE_1,SA(1.0)_VALUE_1,PGA_VALUE_2,SA(0.3)_VALUE_2,SA(0.6)_VALUE_2,SA(1.0)_VALUE_2,PGA_VALUE_V,SA(0.3)_VALUE_V,SA(0.6)_VALUE_V,SA(1.0)_VALUE_V,PGA_VALUE,SA(0.3)_VALUE,SA(0.6)_VALUE,SA(1.0)_VALUE,PGA_LN_SIGMA,SA(0.3)_LN_SIGMA,SA(0.6)_LN_SIGMA,SA(1.0)_LN_SIGMA,REFERENCES,VS30,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_VALUE,VS30_TYPE,GMICE
ms_779,Chochpara,26.19,82.183,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2377,Narma,26.041,86.257,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1635,Kathaua Jagdishgpur,27.453,82.476,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_764,Chiraiya,25.651,81.542,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2294,Munger = Dilawer Pur,25.373,86.475,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2187,Matloob Chakar,26.684,84.08,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2357,Nandigram (Upazila),24.645,89.247,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2304,Muria,26.2,86.013,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_754,Chhatrapur,26.218,87.021,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_752,Chhapra,25.776,84.749,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2316,Nabharpatti,26.066,86.15,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_743,Chenari,24.914,83.791,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_742,Chechar Kutubpur,25.62,85.37,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_737,Chaurang (Babaganj),25.84,81.568,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_731,Chauki,25.447,86.403,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2322,Nagain (Goh),24.987,84.592,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2325,Nagaud,24.775,80.977,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_719,Charuawan,25.125,85.683,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2329,Nagla Mafi (gajraula area),28.881,78.268,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_3044,Shoharganj,27.402,82.959,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_809,Dalsingh Serai,25.667,85.834,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2231,Mirzapur,26.129,86.253,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_812,Damaodarpur,26.41,85.891,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_3001,Shakurabad,25.151,84.903,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2414,Naya Purwa,27.158,81.538,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_910,Dhanubigha (Kanausi),24.839,84.755,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_906,Dhanghata,26.541,83.007,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2959,Sasan,25.686,86.196,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2191,Mau ke Tola Dhusia (Golhaura),27.232,82.803,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2962,Satbhidwa/Satbhirwa,26.786,84.624,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1072,Garaul,26.129,86.239,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1654,Kathmandu = Grande Hospital,27.752,85.325,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_895,Dhamwara,26.084,86.243,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_893,Dhamsayn,26.094,86.252,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2201,Meghwal,27.244,84.351,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_891,Dhamiyan Patti,26.61,86.086,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2204,Meher Alipur,26.115,80.245,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2976,Semaraha,25.92,82.536,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2977,Semharna,27.292,83.273,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_861,Deoria,26.486,83.784,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2210,Mehsauri,25.524,86.517,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2978,Semra,26.454,82.077,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2218,Mendhawal,26.976,83.108,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2399,Naushahra,27.242,81.707,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_840,Daudnagar,25.029,84.399,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2397,Nauhatta,25.997,86.488,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2396,Nauhatta,24.543,83.818,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_835,Daryapur-Bikrampur,25.28,86.841,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2229,Mirzanagar,25.769,85.394,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_833,Darjipurva (Rupaidiha),28.012,81.598,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_831,Dariyawganj,25.832,82.583,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_827,Darauli,27.09,83.605,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1066,Gangwari,28.626,78.269,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2035,Madhuban,26.428,85.139,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2053,Maharajganj,27.143,83.562,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1357,Itwa,27.333,82.7,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1845,"Korabari (Sindhimari, Dighalbank)",26.433,87.766,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1710,Kaulapur Nand Patti,25.759,82.03,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1857,Kothia,25.854,85.62,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1858,Kothia Mafi,26.115,83.718,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1513,Kadawa,25.112,82.946,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1372,Jagdishpur (Isanagar),27.813,81.173,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2690,Raghepura,26.404,85.942,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2543,Parsauna,26.426,85.935,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1871,Kukra,28.192,80.449,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2757,Ramni,26.473,85.393,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1701,Katihar,25.534,87.583,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1364,Jagat,28.347,84.897,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1360,Jabdi,26.42,86.293,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2541,Parsa,26.551,86.169,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2539,Parmesarpur,25.378,84.118,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2459,Nurpur,29.15,78.4,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2764,Rampur Baldiha,27.047,83.695,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2536,Parihar,26.722,85.676,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1882,Kunauli,26.448,86.774,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2533,Pareba,28.561,79.383,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2769,Rampur Mahuabra,26.56,83.982,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2775,Rampurwa,27.115,84.665,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2776,Rampurwa,26.844,84.695,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2778,Ranchi,23.345,85.31,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1323,Hisua,24.84,85.468,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2783,Rani Chhapra,26.574,84.77,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1888,Kundwa,28.012,81.411,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2527,Parashrampur,26.945,82.39,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1895,Kurintar on Prthivi River,27.874,84.617,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1904,Kurwa (Mehdawal,26.585,82.889,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1385,Jaitapur,27.42,81.439,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2747,Ramkola,26.899,83.399,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1387,Jaitipur,26.041,86.19,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2746,Ramgharwa,26.871,84.778,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2704,Raipur (Isanagar),27.902,81.177,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2613,Pikapar,27.331,83.225,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1740,Khajurbari,26.351,87.403,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2710,Rajanpur,25.789,86.462,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1739,Khairi Ojha,27.039,82.688,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1482,Jhitki,26.337,85.654,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1738,Khaireni,27.911,84.541,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1497,Jogbani,26.399,87.256,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2714,Rajauli,24.646,85.496,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_2614,Pikora,27.19,82.59,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
ms_1508,Kacchra Gaon (Kishanpur),25.642,81.024,macroseismic,,,,,,,,,,,,,,0.084576539,0.218398106,,0.068535755,0.73,0.84,,0.8,Martin_at_al_2015_WordenEtAl2012,,5.5,0.8,0.65,6.698065144,0.95,0.014943212,,WordenEtAl2012
