custom_site_id,lon,lat,slope,vs30,geology,xvf,region,vs30measured
t_6784,20.17791622,41.02875067,0.18560465,792.0188,CENOZOIC,22.43992038,4,FALSE
t_6785,20.17791622,41.037084,0.18251969,837.241,CENOZOIC,22.24417977,4,FALSE
t_6786,20.17791622,41.04541733,0.22861059,890.93207,CENOZOIC,22.04843915,4,FALSE
t_6787,20.17791622,41.05375066,0.13343482,790.1706,CENOZOIC,21.85269854,4,FALSE
t_6788,20.17791622,41.06208399,0.13971438,788.01776,CENOZOIC,21.65695792,4,FALSE
t_6789,20.17791622,41.07041732,0.2341643,897.84717,CRETACEOUS,21.4612173,4,FALSE
t_6790,20.18624955,40.97041736,0.09434561,593.61584,CENOZOIC,23.1261739,4,FALSE
t_6791,20.18624955,40.97875069,0.120512456,618.54346,CENOZOIC,22.93052439,4,FALSE
t_6792,20.18624955,40.98708402,0.1100804,661.8063,CENOZOIC,22.73487488,4,FALSE
t_6793,20.18624955,40.99541735,0.12507035,698.57605,CENOZOIC,22.53922537,4,FALSE
t_6794,20.18624955,41.00375068,0.14729132,722.62,CENOZOIC,22.34357154,4,FALSE
t_6795,20.18624955,41.01208401,0.10623463,746.4094,CENOZOIC,22.14791748,4,FALSE
t_6796,20.18624955,41.02041734,0.18270278,834.0006,CENOZOIC,21.95226342,4,FALSE
t_6797,20.18624955,41.02875067,0.25130278,900,CENOZOIC,21.75660936,4,FALSE
t_6798,20.18624955,41.037084,0.26686245,890.93207,CENOZOIC,21.5609553,4,FALSE
t_6799,20.18624955,41.04541733,0.15198636,890.93207,CENOZOIC,21.36530124,4,FALSE
t_6800,20.18624955,41.05375066,0.23630063,867.78186,CRETACEOUS,21.16964718,4,FALSE
t_6801,20.18624955,41.06208399,0.14910768,759.8443,CRETACEOUS,20.97399312,4,FALSE
t_6802,20.18624955,41.07041732,0.16863896,792.06244,CRETACEOUS,20.77833906,4,FALSE
t_6803,20.19458288,40.97875069,0.09348482,610.70703,CENOZOIC,22.24669427,4,FALSE
t_6804,20.19458288,40.98708402,0.11596543,626.48834,CENOZOIC,22.0511312,4,FALSE
t_6805,20.19458288,40.99541735,0.116398394,619.3996,CENOZOIC,21.85556812,4,FALSE
t_6806,20.19458288,41.00375068,0.07518791,657.8958,CENOZOIC,21.66000084,4,FALSE
t_6807,20.19458288,41.01208401,0.15986624,781.4856,CENOZOIC,21.46443334,4,FALSE
t_6808,20.19458288,41.02041734,0.2235169,879.76434,CENOZOIC,21.26886583,4,FALSE
t_6809,20.19458288,41.02875067,0.2714495,900,CRETACEOUS,21.07329833,4,FALSE
t_6810,20.19458288,41.037084,0.29449266,900,CRETACEOUS,20.87773083,4,FALSE
t_6811,20.19458288,41.04541733,0.31888232,900,CRETACEOUS,20.68216332,4,FALSE
t_6812,20.19458288,41.05375066,0.273586,790.6367,CRETACEOUS,20.48659582,4,FALSE
t_6813,20.19458288,41.06208399,0.030122753,665.85693,CRETACEOUS,20.29102831,4,FALSE
t_6814,20.19458288,41.07041732,0.13836616,775.2202,CRETACEOUS,20.09546081,4,FALSE
t_6815,20.20291621,40.98708402,0.055542313,551.63904,CENOZOIC,21.36738751,4,FALSE
t_6816,20.20291621,40.99541735,0.04483749,591.9781,CENOZOIC,21.17191088,4,FALSE
t_6817,20.20291621,41.00375068,0.12672162,719.4627,CENOZOIC,20.97643015,4,FALSE
t_6818,20.20291621,41.01208401,0.23177867,857.7242,CENOZOIC,20.7809492,4,FALSE
t_6819,20.20291621,41.02041734,0.29825276,900,CRETACEOUS,20.58546825,4,FALSE
t_6820,20.20291621,41.02875067,0.33036253,900,CRETACEOUS,20.3899873,4,FALSE
t_6821,20.20291621,41.037084,0.28874633,900,CRETACEOUS,20.19450636,4,FALSE
t_6822,20.20291621,41.04541733,0.32386786,829.6227,CRETACEOUS,19.99902541,4,FALSE
t_6823,20.20291621,41.05375066,0.035005145,720.2594,CRETACEOUS,19.80354446,4,FALSE
t_6824,20.20291621,41.06208399,0.17405115,773.7945,CRETACEOUS,19.60806351,4,FALSE
t_6825,20.20291621,41.07041732,0.29037488,883.1578,CRETACEOUS,19.41258256,4,FALSE
t_6826,20.21124954,40.99541735,0.12671919,689.51245,CENOZOIC,20.48825363,4,FALSE
t_6827,20.21124954,41.00375068,0.21211925,843.6303,CENOZOIC,20.29285945,4,FALSE
t_6828,20.21124954,41.01208401,0.2995442,900,CRETACEOUS,20.09746506,4,FALSE
t_6829,20.21124954,41.02041734,0.36194688,900,CRETACEOUS,19.90207067,4,FALSE
t_6830,20.21124954,41.02875067,0.3753043,900,CRETACEOUS,19.70667628,4,FALSE
t_6831,20.21124954,41.037084,0.30252722,900,CRETACEOUS,19.51128188,4,FALSE
t_6832,20.21124954,41.04541733,0.15617166,829.6227,CRETACEOUS,19.31588749,4,FALSE
t_6833,20.21124954,41.05375066,0.23933801,829.6227,CRETACEOUS,19.1204931,4,FALSE
t_6834,20.21958287,41.00375068,0.25254542,893.694,CENOZOIC,19.60928876,4,FALSE
t_6835,20.21958287,41.02041734,0.30860838,900,CRETACEOUS,19.21867308,4,FALSE
t_6836,20.21958287,41.02875067,0.22124542,841.8786,CRETACEOUS,19.02336525,4,FALSE
t_6837,20.21958287,41.037084,0.26424006,841.8786,CRETACEOUS,18.82805741,4,FALSE
t_6838,20.21958287,41.05375066,0.318483,900,CRETACEOUS,18.43744174,4,FALSE
t_6839,20.2279162,41.01208401,0.33828193,900,CRETACEOUS,18.73049678,4,FALSE
t_6840,20.2279162,41.02041734,0.34269893,900,CRETACEOUS,18.5352755,4,FALSE
t_6841,20.2279162,41.02875067,0.18493658,744.99835,CRETACEOUS,18.34005422,4,FALSE
t_6842,20.2279162,41.037084,0.10362396,744.99835,CRETACEOUS,18.14483294,4,FALSE
t_6843,20.2279162,41.05375066,0.4020869,900,CRETACEOUS,17.75439038,4,FALSE
t_6844,20.23624953,41.00375068,0.17422268,857.9924,CRETACEOUS,18.24214737,4,FALSE
t_6845,20.23624953,41.01208401,0.34307447,900,CRETACEOUS,18.04701264,4,FALSE
t_6846,20.23624953,41.02041734,0.32220185,900,CRETACEOUS,17.85187792,4,FALSE
t_6847,20.23624953,41.02875067,0.13440609,696.0994,CRETACEOUS,17.6567432,4,FALSE
t_6848,20.23624953,41.037084,0.1880324,696.0994,CRETACEOUS,17.46160847,4,FALSE
t_6849,20.23624953,41.04541733,0.37951884,900,CRETACEOUS,17.26647375,4,FALSE
t_6850,20.24458286,41.01208401,0.30547166,900,CRETACEOUS,17.3635285,4,FALSE
t_6851,20.24458286,41.02041734,0.36601895,900,CRETACEOUS,17.16848034,4,FALSE
t_6852,20.24458286,41.02875067,0.11896457,706.79126,CRETACEOUS,16.97343217,4,FALSE
t_6853,20.24458286,41.04541733,0.27758738,895.52454,CRETACEOUS,16.58333583,4,FALSE
t_6854,20.25291619,41.01208401,0.3601958,900,CRETACEOUS,16.68004436,4,FALSE
t_6855,20.26124952,41.02041734,0.24213661,757.40375,CRETACEOUS,15.8015657,4,FALSE
t_6856,20.26124952,41.02875067,0.11369418,761.4768,CRETACEOUS,15.60669065,4,FALSE
t_6857,20.26958285,41.04541733,0.24745296,900,CRETACEOUS,14.53366206,4,FALSE
t_6858,20.27791618,41.037084,0.25995797,900,CRETACEOUS,14.04508551,4,FALSE
t_6859,19.95291631,40.97041736,0.027313836,379.814,JURASSIC-TRIASSIC,42.2689819,4,FALSE
t_6860,19.96124964,40.96208403,0.01728474,379.56076,JURASSIC-TRIASSIC,41.78347403,4,FALSE
t_6861,19.96124964,40.97041736,0.01858092,368.42746,JURASSIC-TRIASSIC,41.58549087,4,FALSE
t_6862,19.96958297,40.9537507,0.043598577,467.98917,JURASSIC-TRIASSIC,41.29779328,4,FALSE
t_6863,19.96958297,40.96208403,0.03102785,419.9527,JURASSIC-TRIASSIC,41.09989656,4,FALSE
t_6864,19.96958297,40.97041736,0.010896626,377.0166,JURASSIC-TRIASSIC,40.90199984,4,FALSE
t_6865,19.9779163,40.94541737,0.014302283,336.60458,JURASSIC-TRIASSIC,40.81193965,4,FALSE
t_6866,19.9779163,40.9537507,0.03028767,397.08783,JURASSIC-TRIASSIC,40.61412937,4,FALSE
t_6867,19.9779163,40.96208403,0.037849125,419.99054,JURASSIC-TRIASSIC,40.41631909,4,FALSE
t_6868,19.9779163,40.97041736,0.027797809,396.54492,JURASSIC-TRIASSIC,40.21850881,4,FALSE
t_6869,19.9779163,40.97875069,0.019071383,345.05212,JURASSIC-TRIASSIC,40.02069852,4,FALSE
t_6870,19.9779163,40.98708402,0.008723295,282.63626,JURASSIC-TRIASSIC,39.82288824,4,FALSE
t_6871,19.9779163,40.99541735,0.009309633,247.04904,JURASSIC-TRIASSIC,39.62507796,4,FALSE
t_6872,19.9779163,41.00375068,0.003615552,233.04964,PLEISTOCENE,39.42726018,4,FALSE
t_6873,19.98624963,40.97875069,0.014030077,328.72113,JURASSIC-TRIASSIC,39.33729393,4,FALSE
t_6874,19.98624963,40.98708402,0.001769583,254.22249,JURASSIC-TRIASSIC,39.13957008,4,FALSE
t_6875,19.98624963,40.99541735,0.001528271,223.97838,JURASSIC-TRIASSIC,38.94184624,4,FALSE
t_6876,19.98624963,41.00375068,0.000715012,229.16565,PLEISTOCENE,38.74411501,4,FALSE
t_6877,19.98624963,41.01208401,0.003734827,240.87712,PLEISTOCENE,38.5463834,4,FALSE
t_6878,19.98624963,41.02041734,0.005451798,274.15762,PLEISTOCENE,38.34865178,4,FALSE
t_6879,19.99458296,40.98708402,0.007078331,276.65686,JURASSIC-TRIASSIC,38.45625193,4,FALSE
t_6880,19.99458296,40.99541735,0.004323335,251.11774,PLEISTOCENE,38.25861452,4,FALSE
t_6881,19.99458296,41.00375068,0.006524972,265.33264,PLEISTOCENE,38.06096984,4,FALSE
t_6882,19.99458296,41.01208401,0.008598179,301.20685,PLEISTOCENE,37.86332478,4,FALSE
t_6883,19.99458296,41.02041734,0.019340344,354.9986,PLEISTOCENE,37.66567972,4,FALSE
t_6884,19.99458296,41.02875067,0.026992297,366.00488,PLEISTOCENE,37.46803466,4,FALSE
t_6885,20.00291629,40.99541735,0.009128372,276.02402,PLEISTOCENE,37.5753828,4,FALSE
t_6886,20.00291629,41.00375068,0.011889482,324.35995,PLEISTOCENE,37.37782468,4,FALSE
t_6887,20.00291629,41.01208401,0.02049937,386.69604,PLEISTOCENE,37.18026617,4,FALSE
t_6888,20.00291629,41.02041734,0.049118143,437.51068,PLEISTOCENE,36.98270767,4,FALSE
t_6889,20.01124962,40.99541735,0.016144076,330.2528,PLEISTOCENE,36.89202984,4,FALSE
t_6890,20.01124962,41.00375068,0.02313144,398.19452,PLEISTOCENE,36.69455826,4,FALSE
t_6891,20.01124962,41.01208401,0.048313513,447.141,PLEISTOCENE,36.49708631,4,FALSE
t_6892,20.01124962,41.02041734,0.043656796,459.40628,PLEISTOCENE,36.29961437,4,FALSE
t_6893,20.01124962,41.02875067,0.044896152,462.63113,CENOZOIC,36.10214242,4,FALSE
t_6894,20.01958295,41.00375068,0.03042982,449.099,PLEISTOCENE,36.01127042,4,FALSE
t_6895,20.01958295,41.01208401,0.0550946,445.45068,PLEISTOCENE,35.81388504,4,FALSE
t_6896,20.01958295,41.02041734,0.007205091,433.28293,CENOZOIC,35.61649965,4,FALSE
t_6897,20.01958295,41.02875067,0.052135423,457.64258,CENOZOIC,35.41911426,4,FALSE
t_6898,20.02791628,40.99541735,0.09203859,529.1865,PLEISTOCENE,35.52528106,4,FALSE
t_6899,20.02791628,41.00375068,0.026291067,450.39893,CENOZOIC,35.32798259,4,FALSE
t_6900,20.02791628,41.01208401,0.026643353,402.12665,CENOZOIC,35.13068376,4,FALSE
t_6901,20.03624961,40.98708402,0.09389121,526.1051,PLEISTOCENE,35.03911188,4,FALSE
t_6902,20.03624961,40.99541735,0.10122295,574.7367,CENOZOIC,34.84190667,4,FALSE
t_6903,20.03624961,41.00375068,0.04608558,443.05557,CENOZOIC,34.64469475,4,FALSE
t_6904,20.04458294,40.98708402,0.13178462,580.22174,CENOZOIC,34.35565105,4,FALSE
t_6905,20.04458294,40.99541735,0.011058003,528.8364,CENOZOIC,34.15853228,4,FALSE
t_6906,20.04458294,41.00375068,0.076809496,452.20782,CENOZOIC,33.96140692,4,FALSE
t_6907,20.05291627,40.97875069,0.0883132,517.89276,PLEISTOCENE,33.86922256,4,FALSE
t_6908,20.05291627,40.98708402,0.072550304,537.8691,CENOZOIC,33.67219022,4,FALSE
t_6909,20.05291627,40.99541735,0.03111575,456.37433,CENOZOIC,33.47515789,4,FALSE
t_6910,20.05291627,41.00375068,0.043940686,439.08896,CENOZOIC,33.27811908,4,FALSE
t_6911,20.0612496,40.97875069,0.084123105,580.7208,CENOZOIC,33.18567529,4,FALSE
t_6912,20.0612496,40.98708402,0.054367267,544.4909,CENOZOIC,32.9887294,4,FALSE
t_6913,20.0612496,41.00375068,0.03407751,453.23853,CENOZOIC,32.59483124,4,FALSE
t_6914,20.06958293,40.97875069,0.08162695,625.2609,CENOZOIC,32.50212802,4,FALSE
t_6915,20.06958293,40.98708402,0.12469564,575.452,CENOZOIC,32.30526857,4,FALSE
t_6916,20.06958293,40.99541735,0.05811878,521.78253,CENOZOIC,32.10840912,4,FALSE
t_6917,20.06958293,41.00375068,0.065278396,505.51416,CENOZOIC,31.91154341,4,FALSE
t_6918,20.07791626,40.97041736,0.10217291,631.0355,CENOZOIC,32.01535377,4,FALSE
t_6919,20.07791626,40.97875069,0.112448834,620.0549,CENOZOIC,31.81858075,4,FALSE
t_6920,20.08624959,40.97041736,0.11350636,622.2532,CENOZOIC,31.33172006,4,FALSE
t_6921,20.09458292,40.97041736,0.07695694,583.9664,CENOZOIC,30.64796579,4,FALSE
t_6922,19.86958301,41.15375062,0.040222745,536.13446,CENOZOIC,44.72619947,4,FALSE
t_6923,19.86958301,41.16208395,0.1607623,679.90515,CENOZOIC,44.52724635,4,FALSE
t_6924,19.87791634,41.15375062,0.09844708,537.452,CENOZOIC,44.04475672,4,FALSE
t_6925,19.87791634,41.16208395,0.026255019,608.3775,CENOZOIC,43.84589032,4,FALSE
t_6926,19.88624967,41.16208395,0.13606712,570.9437,CENOZOIC,43.16453428,4,FALSE
t_6927,19.894583,41.15375062,0.06576076,588.33734,CENOZOIC,42.68187123,4,FALSE
t_6928,19.894583,41.16208395,0.036636963,528.2925,CENOZOIC,42.48317825,4,FALSE
t_6929,19.894583,41.17041728,0.0796858,588.5765,CENOZOIC,42.28447713,4,FALSE
t_6930,19.90291633,41.15375062,0.090456076,549.7483,CENOZOIC,42.00042849,4,FALSE
t_6931,19.90291633,41.17041728,0.07916009,589.469,CENOZOIC,41.60320795,4,FALSE
t_6932,19.91124966,41.15375062,0.10391503,568.9067,CENOZOIC,41.31898575,4,FALSE
t_6933,19.91124966,41.16208395,0.09975442,613.5729,CENOZOIC,41.12046618,4,FALSE
t_6934,19.91124966,41.17041728,0.111101374,573.32465,CENOZOIC,40.92193876,4,FALSE
t_6935,19.91958299,41.16208395,0.12343559,614.2617,CENOZOIC,40.43911014,4,FALSE
t_6936,19.91958299,41.17041728,0.06299537,555.3838,CENOZOIC,40.24066958,4,FALSE
t_6937,19.92791632,41.13708396,0.030599818,454.79227,CENOZOIC,40.35267098,4,FALSE
t_6938,19.92791632,41.15375062,0.11296262,595.8467,CENOZOIC,39.95597868,4,FALSE
t_6939,19.92791632,41.16208395,0.049436554,590.04456,CENOZOIC,39.75763252,4,FALSE
t_6940,19.92791632,41.17041728,0.0662194,574.7143,CENOZOIC,39.55927881,4,FALSE
t_6941,19.93624965,41.13708396,0.09526335,545.54694,CENOZOIC,39.67091177,4,FALSE
t_6942,19.93624965,41.14541729,0.087626904,612.1218,CENOZOIC,39.47265233,4,FALSE
t_6943,19.93624965,41.16208395,0.13050652,724.6487,CENOZOIC,39.07613344,4,FALSE
t_6944,19.93624965,41.17041728,0.18331638,775.6018,CENOZOIC,38.87786657,4,FALSE
t_6945,19.93624965,41.17875061,0.1939212,809.3303,CENOZOIC,38.67959932,4,FALSE
t_6946,19.94458298,41.13708396,0.08628798,626.4318,CENOZOIC,38.98915256,4,FALSE
t_6947,19.94458298,41.14541729,0.12029456,727.8287,CENOZOIC,38.79097982,4,FALSE
t_6948,19.94458298,41.15375062,0.1478865,808.90875,CENOZOIC,38.59280709,4,FALSE
t_6949,19.94458298,41.16208395,0.23740853,877.5466,CENOZOIC,38.39463435,4,FALSE
t_6950,19.94458298,41.17041728,0.22214739,797.25006,CENOZOIC,38.19645434,4,FALSE
t_6951,19.94458298,41.17875061,0.07408084,661.0018,CENOZOIC,37.99827394,4,FALSE
t_6952,19.95291631,41.13708396,0.13741198,764.37683,CENOZOIC,38.30739335,4,FALSE
t_6953,19.95291631,41.14541729,0.24824932,870.7858,CENOZOIC,38.10930732,4,FALSE
t_6954,19.95291631,41.15375062,0.21134575,821.3304,CENOZOIC,37.91122129,4,FALSE
t_6955,19.95291631,41.16208395,0.1752982,717.03625,CENOZOIC,37.71313527,4,FALSE
t_6956,19.95291631,41.17041728,0.012699899,644.951,CENOZOIC,37.5150421,4,FALSE
t_6957,19.95291631,41.17875061,0.08634937,530.88574,CENOZOIC,37.31694857,4,FALSE
t_6958,19.95291631,41.18708394,0.08885011,555.1155,CENOZOIC,37.11885503,4,FALSE
t_6959,19.96124964,41.12875063,0.15881972,780.86566,CENOZOIC,37.82363345,4,FALSE
t_6960,19.96124964,41.13708396,0.24672528,835.0154,CENOZOIC,37.62563414,4,FALSE
t_6961,19.96124964,41.14541729,0.16165492,762.51434,CENOZOIC,37.42763482,4,FALSE
t_6962,19.96124964,41.15375062,0.044602275,723.72107,CENOZOIC,37.2296355,4,FALSE
t_6963,19.96124964,41.16208395,0.14514898,717.03625,CENOZOIC,37.03163618,4,FALSE
t_6964,19.96124964,41.17041728,0.20885237,747.7009,CENOZOIC,36.83362987,4,FALSE
t_6965,19.96124964,41.17875061,0.13973796,696.22253,CENOZOIC,36.63562319,4,FALSE
t_6966,19.96124964,41.18708394,0.037475858,578.52716,CENOZOIC,36.43761651,4,FALSE
t_6967,19.96958297,41.1204173,0.1596707,757.36584,CENOZOIC,37.33970014,4,FALSE
t_6968,19.96958297,41.12875063,0.20330934,779.8813,CENOZOIC,37.14178753,4,FALSE
t_6969,19.96958297,41.13708396,0.090474375,696.49854,CENOZOIC,36.94387492,4,FALSE
t_6970,19.96958297,41.14541729,0.08392359,667.76227,CENOZOIC,36.74596232,4,FALSE
t_6971,19.96958297,41.15375062,0.21368478,790.55237,CENOZOIC,36.54804971,4,FALSE
t_6972,19.96958297,41.16208395,0.29293883,900,CENOZOIC,36.3501371,4,FALSE
t_6973,19.96958297,41.17041728,0.20717454,900,CENOZOIC,36.15221763,4,FALSE
t_6974,19.96958297,41.17875061,0.21359593,860.3879,CENOZOIC,35.95429781,4,FALSE
t_6975,19.9779163,41.1204173,0.15104711,715.0757,CENOZOIC,36.65776752,4,FALSE
t_6976,19.9779163,41.12875063,0.037568055,652.6325,CENOZOIC,36.45994161,4,FALSE
t_6977,19.9779163,41.13708396,0.15264109,685.8367,CENOZOIC,36.26211571,4,FALSE
t_6978,19.9779163,41.16208395,0.19514987,835.7068,CENOZOIC,35.66863801,4,FALSE
t_6979,19.9779163,41.17041728,0.13663697,809.8821,CENOZOIC,35.4708054,4,FALSE
t_6980,19.9779163,41.17875061,0.21497782,859.19763,CENOZOIC,35.27297243,4,FALSE
t_6981,19.9779163,41.18708394,0.2975533,900,CENOZOIC,35.07513947,4,FALSE
t_6982,19.9779163,41.19541727,0.16425972,751.1061,CENOZOIC,34.8773065,4,FALSE
t_6983,19.98624963,41.12875063,0.11986578,720.05804,CENOZOIC,35.77809569,4,FALSE
t_6984,19.98624963,41.17875061,0.10244893,701.59247,CENOZOIC,34.59164705,4,FALSE
t_6985,19.98624963,41.18708394,0.1963093,802.0989,CENOZOIC,34.39390094,4,FALSE
t_6986,19.98624963,41.19541727,0.19977796,801.54364,CENOZOIC,34.19615484,4,FALSE
t_6987,19.99458296,41.17041728,0.029012281,496.9962,CENOZOIC,34.10798093,4,FALSE
t_6988,19.99458296,41.17875061,0.05478004,528.86536,CENOZOIC,33.91032168,4,FALSE
t_6989,19.99458296,41.18708394,0.076384775,621.1226,CENOZOIC,33.71266242,4,FALSE
t_6990,19.99458296,41.19541727,0.120698646,774.25214,CENOZOIC,33.51500317,4,FALSE
t_6991,20.00291629,41.15375062,0.033036284,586.78436,CENOZOIC,33.82170653,4,FALSE
t_6992,20.00291629,41.16208395,0.06511351,588.9681,CENOZOIC,33.62414076,4,FALSE
t_6993,20.00291629,41.17041728,0.12480229,588.6113,CENOZOIC,33.42656869,4,FALSE
t_6994,20.00291629,41.17875061,0.02764213,540.09485,CENOZOIC,33.2289963,4,FALSE
t_6995,20.00291629,41.18708394,0.086315624,633.31067,CENOZOIC,33.0314239,4,FALSE
t_6996,20.01124962,41.16208395,0.15524508,788.7169,CENOZOIC,32.94252062,4,FALSE
t_6997,20.01124962,41.17041728,0.17316292,756.1575,CENOZOIC,32.74503537,4,FALSE
t_6998,20.01124962,41.18708394,0.23672459,814.287,CENOZOIC,32.35006424,4,FALSE
t_6999,20.01124962,41.19541727,0.33887205,900,CENOZOIC,32.15257867,4,FALSE
t_7000,20.01958295,41.17041728,0.14079434,846.1449,CENOZOIC,32.06348067,4,FALSE
t_7001,20.01958295,41.17875061,0.16063012,857.29736,CENOZOIC,31.86608192,4,FALSE
t_7002,20.01958295,41.18708394,0.40233386,900,CENOZOIC,31.66868317,4,FALSE
t_7003,20.01958295,41.19541727,0.2650218,862.4649,CENOZOIC,31.47128443,4,FALSE
t_7004,20.01958295,41.2037506,0.2216321,787.82275,CENOZOIC,31.27388568,4,FALSE
t_7005,20.02791628,41.19541727,0.054532755,703.9212,CENOZOIC,30.78999018,4,FALSE
t_7006,20.02791628,41.2037506,0.050141413,577.9976,CENOZOIC,30.59267826,4,FALSE
t_7007,20.03624961,41.18708394,0.07736685,674.8798,CENOZOIC,30.30592104,4,FALSE
t_7008,20.03624961,41.19541727,0.11680616,610.12396,CENOZOIC,30.10869594,4,FALSE
t_7009,19.91124966,40.8704174,0.04102987,447.73645,JURASSIC-TRIASSIC,48.06824692,4,FALSE
t_7010,19.91124966,40.87875073,0.015078605,392.84586,JURASSIC-TRIASSIC,47.86975454,4,FALSE
t_7011,19.91124966,40.88708406,0.03371532,363.44516,JURASSIC-TRIASSIC,47.67126215,4,FALSE
t_7012,19.91124966,40.89541739,0.040577706,391.51352,JURASSIC-TRIASSIC,47.47276977,4,FALSE
t_7013,19.91958299,40.8704174,0.048669957,448.93988,JURASSIC-TRIASSIC,47.38386206,4,FALSE
t_7014,19.91958299,40.87875073,0.036155026,420.99908,JURASSIC-TRIASSIC,47.18545596,4,FALSE
t_7015,19.91958299,40.88708406,0.015922315,423.53815,JURASSIC-TRIASSIC,46.98704987,4,FALSE
t_7016,19.92791632,40.8704174,0.036097556,418.37708,JURASSIC-TRIASSIC,46.69935577,4,FALSE
t_7017,19.92791632,40.87875073,0.011419636,412.7159,JURASSIC-TRIASSIC,46.501036,4,FALSE
t_7018,19.92791632,40.88708406,0.04342252,411.90793,JURASSIC-TRIASSIC,46.30271622,4,FALSE
t_7019,19.92791632,40.92875071,0.020893943,338.3302,JURASSIC-TRIASSIC,45.31109954,4,FALSE
t_7020,19.92791632,40.93708404,0.010252255,280.32907,JURASSIC-TRIASSIC,45.11277063,4,FALSE
t_7021,19.92791632,40.94541737,0.014655784,307.67615,JURASSIC-TRIASSIC,44.91444172,4,FALSE
t_7022,19.92791632,40.9537507,0.025521358,354.3679,JURASSIC-TRIASSIC,44.71611282,4,FALSE
t_7023,19.93624965,40.8704174,0.04854165,413.63242,CENOZOIC,46.01482804,4,FALSE
t_7024,19.93624965,40.87875073,0.013788543,412.08295,JURASSIC-TRIASSIC,45.8165946,4,FALSE
t_7025,19.93624965,40.88708406,0.02587724,412.0648,JURASSIC-TRIASSIC,45.61836115,4,FALSE
t_7026,19.93624965,40.89541739,0.02540135,384.28156,JURASSIC-TRIASSIC,45.42012771,4,FALSE
t_7027,19.93624965,40.92041738,0.025996331,348.49127,JURASSIC-TRIASSIC,44.82541879,4,FALSE
t_7028,19.93624965,40.92875071,0.002907312,317.7577,JURASSIC-TRIASSIC,44.62717632,4,FALSE
t_7029,19.93624965,40.93708404,0.014295987,269.9048,JURASSIC-TRIASSIC,44.42893385,4,FALSE
t_7030,19.93624965,40.94541737,0.016046364,299.03656,JURASSIC-TRIASSIC,44.23069138,4,FALSE
t_7031,19.93624965,40.9537507,0.016727364,319.8788,JURASSIC-TRIASSIC,44.03244891,4,FALSE
t_7032,19.94458298,40.87875073,0.028632477,444.50623,CENOZOIC,45.1321532,4,FALSE
t_7033,19.94458298,40.88708406,0.027438337,430.65988,JURASSIC-TRIASSIC,44.93400608,4,FALSE
t_7034,19.94458298,40.89541739,0.030298283,405.04272,JURASSIC-TRIASSIC,44.73585896,4,FALSE
t_7035,19.94458298,40.90375072,0.017692188,344.18588,JURASSIC-TRIASSIC,44.53771184,4,FALSE
t_7036,19.94458298,40.91208405,0.0157177,317.04446,JURASSIC-TRIASSIC,44.33956472,4,FALSE
t_7037,19.94458298,40.92041738,0.0330612,359.91058,JURASSIC-TRIASSIC,44.14140913,4,FALSE
t_7038,19.94458298,40.92875071,0.011876979,380.66772,JURASSIC-TRIASSIC,43.9432531,4,FALSE
t_7039,19.94458298,40.93708404,0.023004603,355.78378,JURASSIC-TRIASSIC,43.74509707,4,FALSE
t_7040,19.94458298,40.94541737,0.002685794,359.59576,JURASSIC-TRIASSIC,43.54694103,4,FALSE
t_7041,19.94458298,40.9537507,0.031745,349.11163,JURASSIC-TRIASSIC,43.348785,4,FALSE
t_7042,19.95291631,40.8704174,0.017820839,483.531,PLEISTOCENE,44.64577259,4,FALSE
t_7043,19.95291631,40.87875073,0.059774958,448.5625,CENOZOIC,44.4477118,4,FALSE
t_7044,19.95291631,40.88708406,0.036213517,488.94434,CENOZOIC,44.24965101,4,FALSE
t_7045,19.95291631,40.89541739,0.046594243,466.27777,JURASSIC-TRIASSIC,44.05159022,4,FALSE
t_7046,19.95291631,40.90375072,0.019177224,414.5448,JURASSIC-TRIASSIC,43.85352942,4,FALSE
t_7047,19.95291631,40.91208405,0.01697824,383.5294,JURASSIC-TRIASSIC,43.65546863,4,FALSE
t_7048,19.95291631,40.92041738,0.03886652,442.9544,JURASSIC-TRIASSIC,43.45739947,4,FALSE
t_7049,19.95291631,40.92875071,0.06035191,501.43213,JURASSIC-TRIASSIC,43.25932988,4,FALSE
t_7050,19.95291631,40.93708404,0.046334524,494.90475,JURASSIC-TRIASSIC,43.06126028,4,FALSE
t_7051,19.95291631,40.94541737,0.052866884,462.91415,CENOZOIC,42.86319069,4,FALSE
t_7052,19.95291631,40.9537507,0.027884584,395.77533,CENOZOIC,42.66512109,4,FALSE
t_7053,19.96124964,40.90375072,0.072447315,516.38916,CENOZOIC,43.16934701,4,FALSE
t_7054,19.96124964,40.91208405,0.07298296,502.21982,CENOZOIC,42.97137254,4,FALSE
t_7055,19.96124964,40.92041738,0.05542839,499.87393,CENOZOIC,42.77338982,4,FALSE
t_7056,19.96124964,40.92875071,0.07502204,510.20535,CENOZOIC,42.57540666,4,FALSE
t_7057,19.96124964,40.93708404,0.068911515,530.42786,CENOZOIC,42.3774235,4,FALSE
t_7058,19.96124964,40.94541737,0.071053945,522.84064,CENOZOIC,42.17944034,4,FALSE
t_7059,19.96124964,40.9537507,0.030007752,446.4327,JURASSIC-TRIASSIC,41.98145719,4,FALSE
t_7060,19.96958297,40.92875071,0.017351829,355.13144,CENOZOIC,41.89148344,4,FALSE
