ID_1,NAME_1,ID_2,NAME_2,TAXONOMY,AFFECTED_UNITS,DAMAGED_UNITS,COLLAPSED_UNITS,UNKNOWN,MINOR,MIDDLE,SEVERE,COLLAPSE,UNIT_TYPES,CAUSE_OF_DAMAGE,REFERENCE,COMMENTS,FATAL,DAMAGED,SAFE,X,D0,D1,D2,D3,D4,D5,Unknown,D0 + D1,D4 + D5,Burned Down,?,SLIGHT,MINOR,MODERATE,SEVERE,COLLAPSE
28,Hyogo,32,Nada-ku,S (Steel),,,,,,,,,Buildings,,Building_Research_Institute_1996 - Emergency Risk Assessment,"Buildings are classified in safe, damaged and fatal based on investigation sheets. Some sheets were incompleted, and judgement was impossible for such buildings. Among them, if there were no special description in the margin of the sheet, the building was assumed to be safe, and the rest were labeled as X.",72,97,276,0,,,,,,,,,,,,,,,,
28,Hyogo,29,Higashinada-ku,S (Steel),,,,,,,,,Buildings,,Building_Research_Institute_1996 - Emergency Risk Assessment,"Buildings are classified in safe, damaged and fatal based on investigation sheets. Some sheets were incompleted, and judgement was impossible for such buildings. Among them, if there were no special description in the margin of the sheet, the building was assumed to be safe, and the rest were labeled as X.",75,81,286,9,,,,,,,,,,,,,,,,
28,Hyogo,15,Tarumi-ku,Wood,,,,,,,,,Buildings,,Building_Research_Institute_1996 - Emergency Risk Assessment,"Buildings are classified in safe, damaged and fatal based on investigation sheets. Some sheets were incompleted, and judgement was impossible for such buildings. Among them, if there were no special description in the margin of the sheet, the building was assumed to be safe, and the rest were labeled as X.",45,344,510,0,,,,,,,,,,,,,,,,
28,Hyogo,46,Suma-ku,Wood,,,,,,,,,Buildings,,Building_Research_Institute_1996 - Emergency Risk Assessment,"Buildings are classified in safe, damaged and fatal based on investigation sheets. Some sheets were incompleted, and judgement was impossible for such buildings. Among them, if there were no special description in the margin of the sheet, the building was assumed to be safe, and the rest were labeled as X.",472,354,196,2,,,,,,,,,,,,,,,,
28,Hyogo,45,Nagata-ku,Wood,,,,,,,,,Buildings,,Building_Research_Institute_1996 - Emergency Risk Assessment,"Buildings are classified in safe, damaged and fatal based on investigation sheets. Some sheets were incompleted, and judgement was impossible for such buildings. Among them, if there were no special description in the margin of the sheet, the building was assumed to be safe, and the rest were labeled as X.",686,636,435,1,,,,,,,,,,,,,,,,
28,Hyogo,9,Hyogo-ku,Wood,,,,,,,,,Buildings,,Building_Research_Institute_1996 - Emergency Risk Assessment,"Buildings are classified in safe, damaged and fatal based on investigation sheets. Some sheets were incompleted, and judgement was impossible for such buildings. Among them, if there were no special description in the margin of the sheet, the building was assumed to be safe, and the rest were labeled as X.",487,354,273,2,,,,,,,,,,,,,,,,
28,Hyogo,5,Chuo-ku,Wood,,,,,,,,,Buildings,,Building_Research_Institute_1996 - Emergency Risk Assessment,"Buildings are classified in safe, damaged and fatal based on investigation sheets. Some sheets were incompleted, and judgement was impossible for such buildings. Among them, if there were no special description in the margin of the sheet, the building was assumed to be safe, and the rest were labeled as X.",495,411,245,1,,,,,,,,,,,,,,,,
28,Hyogo,32,Nada-ku,Wood,,,,,,,,,Buildings,,Building_Research_Institute_1996 - Emergency Risk Assessment,"Buildings are classified in safe, damaged and fatal based on investigation sheets. Some sheets were incompleted, and judgement was impossible for such buildings. Among them, if there were no special description in the margin of the sheet, the building was assumed to be safe, and the rest were labeled as X.",600,378,217,4,,,,,,,,,,,,,,,,
28,Hyogo,29,Higashinada-ku,Wood,,,,,,,,,Buildings,,Building_Research_Institute_1996 - Emergency Risk Assessment,"Buildings are classified in safe, damaged and fatal based on investigation sheets. Some sheets were incompleted, and judgement was impossible for such buildings. Among them, if there were no special description in the margin of the sheet, the building was assumed to be safe, and the rest were labeled as X.",525,146,97,0,,,,,,,,,,,,,,,,
28,Hyogo,29,Higashinada-ku,Steel,,,,,,,,,Buildings,,DPRI-Akamatsu-Morikawa + Cambridge Earthquake Impact Database,"Buildings and houses, referred to as ""?"", could be inspected, because the approach was blocked by the collapsed houses; therefore such buildings and houses  might suffer the ""heavy"" or greater damages. D0 + D1: no damage or slight, D2: light; D3: moderate; D4 + D5: heavy or collapse.",,,,,,,39,22,,,,84,18,0,0,,,,,
28,Hyogo,29,Higashinada-ku,CR/LFINF,,,,,,,,,Buildings,,DPRI-Akamatsu-Morikawa + Cambridge Earthquake Impact Database,"Buildings and houses, referred to as ""?"", could be inspected, because the approach was blocked by the collapsed houses; therefore such buildings and houses  might suffer the ""heavy"" or greater damages. D0 + D1: no damage or slight, D2: light; D3: moderate; D4 + D5: heavy or collapse.",,,,,,,13,9,,,,80,4,0,0,,,,,
28,Hyogo,29,Higashinada-ku,Wooden,,,,,,,,,Buildings,,DPRI-Akamatsu-Morikawa + Cambridge Earthquake Impact Database,"Buildings and houses, referred to as ""?"", could be inspected, because the approach was blocked by the collapsed houses; therefore such buildings and houses  might suffer the ""heavy"" or greater damages. D0 + D1: no damage or slight, D2: light; D3: moderate; D4 + D5: heavy or collapse.",,,,,,,151,162,,,,159,478,1,0,,,,,
28,Hyogo,29,Higashinada-ku,Others,,,,,,,,,Buildings,,DPRI-Akamatsu-Morikawa + Cambridge Earthquake Impact Database,"Buildings and houses, referred to as ""?"", could be inspected, because the approach was blocked by the collapsed houses; therefore such buildings and houses  might suffer the ""heavy"" or greater damages. D0 + D1: no damage or slight, D2: light; D3: moderate; D4 + D5: heavy or collapse.",,,,,,,0,1,,,,4,0,0,0,,,,,
28,Hyogo,5,Chuo-ku,CR/LFINF,,,,,,,,,Buildings,,DPRI-Fujiwara-Suzuki + Cambridge Earthquake Impact Database,,,,,,,,,,,,,,,,,412,295,188,93,55
28,Hyogo,5,Chuo-ku,Steel,,,,,,,,,Buildings,,DPRI-Fujiwara-Suzuki + Cambridge Earthquake Impact Database,,,,,,,,,,,,,,,,,922,337,173,126,80
