STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,EPICENTRAL_DISTANCE,STATION_TYPE,REFERENCES,PGA_VALUE,PGA_LN_SIGMA,PGA_E,PGA_N,PGA_V,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.3)_E,SA(0.3)_N,SA(0.3)_V,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(0.6)_E,SA(0.6)_N,SA(0.6)_V,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,SA(1.0)_E,SA(1.0)_N,SA(1.0)_V,SA(3.0)_VALUE,SA(3.0)_LN_SIGMA,SA(3.0)_E,SA(3.0)_N,SA(3.0)_V,COMMENTS,SOIL_TYPE,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV,PGV_LN_SIGMA,PGV_VALUE
UTM:(33T 054 515 10000),,46.547,15.587,,macroseismic,Stations_USGS,0.038661,0.8059,,,,0.054602,1.0131,,,,,,,,,0.046879,1.0822,,,,0.010501,1.4737,,,,,,495.77,inferred,4.4,0.3,0.875,3.6107
UTM:(33T 060 513 10000),,46.3604,16.3649,,macroseismic,Stations_USGS,0.02973,0.8059,,,,0.039577,1.0131,,,,,,,,,0.02787,1.0822,,,,0.005628,1.4737,,,,,,211.15,inferred,4.1,0.3,0.875,2.4497
UTM:(33T 061 513 10000),,46.3588,16.4949,,macroseismic,Stations_USGS,0.029405,0.8059,,,,0.039344,1.0131,,,,,,,,,0.028022,1.0822,,,,0.005674,1.4737,,,,,,217.17,inferred,4.1,0.3,0.875,2.4497
UTM:(33T 046 509 10000),,46.0077,14.5479,,macroseismic,Stations_USGS,0.027784,0.8059,,,,0.04036,1.0131,,,,,,,,,0.036114,1.0822,,,,0.008042,1.4737,,,,,,459.26,inferred,4.2,0.3,0.875,2.8651
UTM:(33T 045 510 10000),,46.0971,14.4178,,macroseismic,Stations_USGS,0.026175,0.8059,,,,0.039082,1.0131,,,,,,,,,0.037192,1.0822,,,,0.008405,1.4737,,,,,,538.0,inferred,4.2,0.3,0.875,2.8651
UTM:(33T 050 512 10000),,46.2785,15.0649,,macroseismic,Stations_USGS,0.025796,0.8059,,,,0.03666,1.0131,,,,,,,,,0.029891,1.0822,,,,0.006252,1.4737,,,,,,252.44,inferred,4.1,0.3,0.875,2.4497
UTM:(33T 064 518 10000),,46.8027,16.9003,,macroseismic,Stations_USGS,0.025619,0.8059,,,,0.038632,1.0131,,,,,,,,,0.037588,1.0822,,,,0.00854,1.4737,,,,,,483.26,inferred,4.2,0.3,0.875,2.8651
UTM:(33T 071 514 10000),,46.4243,17.7981,,macroseismic,Stations_USGS,0.025168,0.8059,,,,0.038263,1.0131,,,,,,,,,0.037919,1.0822,,,,0.008653,1.4737,,,,,,289.52,inferred,4.2,0.3,0.875,2.8651
UTM:(34T 028 510 10000),,46.0647,18.2201,,macroseismic,Stations_USGS,0.021335,0.8059,,,,0.033091,1.0131,,,,,,,,,0.032825,1.0822,,,,0.007195,1.4737,,,,,,335.24,inferred,4.1,0.3,0.875,2.4497
UTM:(33T 046 510 10000),,46.0977,14.5472,,macroseismic,Stations_USGS,0.020211,0.8059,,,,0.030385,1.0131,,,,,,,,,0.0269,1.0822,,,,0.005511,1.4737,,,,,,292.23,inferred,4.0,0.3,0.875,2.0945
UTM:(34T 036 525 10000),,47.4344,19.2097,,macroseismic,Stations_USGS,0.019637,0.8059,,,,0.0354,1.0131,,,,,,,,,0.049879,1.0822,,,,0.011398,1.4737,,,,,,760.0,inferred,4.3,0.3,0.875,3.351
UTM:(34T 028 498 10000),,44.9859,18.2728,,macroseismic,Stations_USGS,0.018772,0.8059,,,,0.029198,1.0131,,,,,,,,,0.027898,1.0822,,,,0.00582,1.4737,,,,,,469.81,inferred,4.0,0.3,0.875,2.0945
UTM:(34T 032 513 10000),,46.3459,18.7257,,macroseismic,Stations_USGS,0.018038,0.8059,,,,0.030225,1.0131,,,,,,,,,0.035658,1.0822,,,,0.008147,1.4737,,,,,,221.16,inferred,4.1,0.3,0.875,2.4497
UTM:(33T 037 507 10000),,45.8172,13.391,,macroseismic,Stations_USGS,0.015374,0.8059,,,,0.026216,1.0131,,,,,,,,,0.030785,1.0822,,,,0.006748,1.4737,,,,,,760.0,inferred,4.0,0.3,0.875,2.0945
SBPO,S.Benedetto Po,45.0511,10.9199,,seismic,Stations_USGS,0.005835,0.0,,,,0.002626,0.0,,,,,,,,,0.004005,0.0,,,,0.004127,0.0,,,,,,760.0,inferred,3.1,0.63,0.0,0.5472
ASOL,Asolo,45.8003,11.9023,,seismic,Stations_USGS,0.004791,0.0,,,,0.01521,0.0,,,,,,,,,0.008424,0.0,,,,0.003225,0.0,,,,,,760.0,inferred,3.2,0.63,0.0,0.6438
FERS,FERS,44.9035,11.5406,,seismic,Stations_USGS,0.003499,0.0,,,,0.005443,0.0,,,,,,,,,0.003838,0.0,,,,0.001291,0.0,,,,,,760.0,inferred,3.0,0.63,0.0,0.4362
CDCA,Citta di Castello,43.4584,12.2336,,seismic,Stations_USGS,0.003141,0.0,,,,0.004042,0.0,,,,,,,,,0.006516,0.0,,,,0.003054,0.0,,,,,,760.0,inferred,3.3,0.63,0.0,0.7533
PCRO,Pietralacroce (Ancona),43.6077,13.5323,,seismic,Stations_USGS,0.002798,0.0,,,,0.003361,0.0,,,,,,,,,0.004085,0.0,,,,0.002056,0.0,,,,,,487.88,inferred,3.3,0.63,0.0,0.6328
VENL,Venezia Lido,45.4167,12.3765,,seismic,Stations_USGS,0.002782,0.0,,,,0.008783,0.0,,,,,,,,,0.008746,0.0,,,,0.003036,0.0,,,,,,760.0,inferred,3.4,0.63,0.0,0.7732
COR1,COR1,43.6318,13.0003,,seismic,Stations_USGS,0.002771,0.0,,,,0.003068,0.0,,,,,,,,,0.006238,0.0,,,,0.003086,0.0,,,,,,760.0,inferred,3.5,0.63,0.0,0.8019
TEOL,Teolo,45.3617,11.6739,,seismic,Stations_USGS,0.002636,0.0,,,,0.004204,0.0,,,,,,,,,0.010037,0.0,,,,0.000456,0.0,,,,,,760.0,inferred,3.0,0.63,0.0,0.4208
IMOL,Imola,44.3595,11.7425,,seismic,Stations_USGS,0.002407,0.0,,,,0.001852,0.0,,,,,,,,,0.003963,0.0,,,,0.004175,0.0,,,,,,760.0,inferred,3.1,0.63,0.0,0.5356
SOKA,SOKA,46.678,15.0327,,seismic,Stations_USGS,0.00236,0.0,,,,0.006116,0.0,,,,,,,,,0.002952,0.0,,,,0.001019,0.0,,,,,,634.93,inferred,2.9,0.63,0.0,0.3824
OPPE,Oppeano,45.3082,11.1724,,seismic,Stations_USGS,0.002358,0.0,,,,0.004126,0.0,,,,,,,,,0.004725,0.0,,,,0.002273,0.0,,,,,,760.0,inferred,3.0,0.63,0.0,0.4613
SANR,Sandrigo,45.64,11.6099,,seismic,Stations_USGS,0.002229,0.0,,,,0.00437,0.0,,,,,,,,,0.004405,0.0,,,,0.002898,0.0,,,,,,760.0,inferred,2.9,0.63,0.0,0.3994
TRI,TRI,45.709,13.764,,seismic,Stations_USGS,0.002204,0.0,,,,0.005992,0.0,,,,,,,,,0.001513,0.0,,,,0.000777,0.0,,,,,,355.92,inferred,2.6,0.63,0.0,0.1636
CADA,Capodarco,43.1942,13.7614,,seismic,Stations_USGS,0.002203,0.0,,,,0.003556,0.0,,,,,,,,,0.008204,0.0,,,,0.002817,0.0,,,,,,760.0,inferred,3.2,0.63,0.0,0.5708
PP3,PP3,43.3778,13.6095,,seismic,Stations_USGS,0.002102,0.0,,,,0.003413,0.0,,,,,,,,,0.005458,0.0,,,,0.003293,0.0,,,,,,760.0,inferred,3.3,0.63,0.0,0.73
CTI,CASTELLO TESINO,46.0482,11.6497,,seismic,Stations_USGS,0.001861,0.0,,,,0.005191,0.0,,,,,,,,,0.002302,0.0,,,,0.000698,0.0,,,,,,760.0,inferred,2.7,0.63,0.0,0.2543
MNTV,Mantova,45.1495,10.7897,,seismic,Stations_USGS,0.001831,0.0,,,,0.002384,0.0,,,,,,,,,0.003548,0.0,,,,0.003922,0.0,,,,,,760.0,inferred,3.1,0.63,0.0,0.4775
MORH,MORH,46.215,18.6436,,seismic,Stations_USGS,0.001826,0.0,,,,0.003042,0.0,,,,,,,,,0.003321,0.0,,,,0.000787,0.0,,,,,,394.12,inferred,2.7,0.63,0.0,0.2568
TREG,Tregnago,45.523,11.1606,,seismic,Stations_USGS,0.001798,0.0,,,,0.004077,0.0,,,,,,,,,0.001444,0.0,,,,0.000641,0.0,,,,,,760.0,inferred,2.4,0.63,0.0,0.1828
MNTP,MNTP,43.1373,13.4692,,seismic,Stations_USGS,0.001782,0.0,,,,0.003562,0.0,,,,,,,,,0.003865,0.0,,,,0.003351,0.0,,,,,,760.0,inferred,3.3,0.63,0.0,0.7347
BRSN,BARISANO,44.2842,12.0802,,seismic,Stations_USGS,0.001717,0.0,,,,0.002346,0.0,,,,,,,,,0.003394,0.0,,,,0.003843,0.0,,,,,,760.0,inferred,3.3,0.63,0.0,0.6551
TRE1,Treia,43.3112,13.3128,,seismic,Stations_USGS,0.001708,0.0,,,,0.003294,0.0,,,,,,,,,0.002885,0.0,,,,0.001945,0.0,,,,,,760.0,inferred,3.2,0.63,0.0,0.5563
CPGN,Carpegna,43.8011,12.3205,,seismic,Stations_USGS,0.001694,0.0,,,,0.002395,0.0,,,,,,,,,0.001831,0.0,,,,0.001298,0.0,,,,,,760.0,inferred,2.7,0.63,0.0,0.2639
MODE,Modena,44.6297,10.9492,,seismic,Stations_USGS,0.001681,0.0,,,,0.002056,0.0,,,,,,,,,0.003065,0.0,,,,0.003379,0.0,,,,,,760.0,inferred,3.1,0.63,0.0,0.5012
CRND,Cornuda,45.8361,12.0131,,seismic,Stations_USGS,0.00168,0.0,,,,0.004008,0.0,,,,,,,,,0.00267,0.0,,,,0.001074,0.0,,,,,,760.0,inferred,2.7,0.63,0.0,0.2329
MML1,Monte Lago,43.1135,12.9717,,seismic,Stations_USGS,0.00163,0.0,,,,0.001118,0.0,,,,,,,,,0.001279,0.0,,,,0.000518,0.0,,,,,,760.0,inferred,2.3,0.63,0.0,0.142
MPLH,MPLH,47.1712,17.5348,,seismic,Stations_USGS,0.001441,0.0,,,,0.003429,0.0,,,,,,,,,0.001993,0.0,,,,0.001289,0.0,,,,,,436.51,inferred,2.9,0.63,0.0,0.4003
FAEN,Faenza,44.2895,11.877,,seismic,Stations_USGS,0.001428,0.0,,,,0.002421,0.0,,,,,,,,,0.004058,0.0,,,,0.002442,0.0,,,,,,760.0,inferred,3.1,0.63,0.0,0.3697
SAIV,Sant Angelo in Vado (PU),43.6648,12.413,,seismic,Stations_USGS,0.001427,0.0,,,,0.001084,0.0,,,,,,,,,0.001293,0.0,,,,0.000662,0.0,,,,,,760.0,inferred,2.5,0.63,0.0,0.137
MURB,MONTE URBINO,43.263,12.5246,,seismic,Stations_USGS,0.001395,0.0,,,,0.00349,0.0,,,,,,,,,0.002018,0.0,,,,0.00097,0.0,,,,,,760.0,inferred,2.6,0.63,0.0,0.223
GAG1,Gagliole,43.2381,13.0674,,seismic,Stations_USGS,0.001336,0.0,,,,0.002531,0.0,,,,,,,,,0.002889,0.0,,,,0.001291,0.0,,,,,,760.0,inferred,2.7,0.63,0.0,0.2944
NDIM,Novi di Modena,44.8873,10.8987,,seismic,Stations_USGS,0.001273,0.0,,,,0.001782,0.0,,,,,,,,,0.002383,0.0,,,,0.000925,0.0,,,,,,760.0,inferred,2.7,0.63,0.0,0.2684
ATCC,AVT - Casa Castalda,43.1851,12.6399,,seismic,Stations_USGS,0.001179,0.0,,,,0.00142,0.0,,,,,,,,,0.003115,0.0,,,,0.001593,0.0,,,,,,760.0,inferred,2.7,0.63,0.0,0.2548
ATFO,Monte Foce - Gubbio,43.3666,12.5715,,seismic,Stations_USGS,0.001069,0.0,,,,0.001655,0.0,,,,,,,,,0.003434,0.0,,,,0.001104,0.0,,,,,,760.0,inferred,2.7,0.63,0.0,0.2871
MELA,Melanico - S. Croce di Magliano,41.7059,15.127,,seismic,Stations_USGS,0.001063,0.0,,,,0.001519,0.0,,,,,,,,,0.00228,0.0,,,,0.001919,0.0,,,,,,760.0,inferred,2.9,0.63,0.0,0.2697
FEMA,Monte Fema,42.9621,13.0498,,seismic,Stations_USGS,0.001061,0.0,,,,0.00139,0.0,,,,,,,,,0.002303,0.0,,,,0.000584,0.0,,,,,,760.0,inferred,2.5,0.63,0.0,0.1882
ATPI,Pietralunga - Aviosuperficie,43.4507,12.4022,,seismic,Stations_USGS,0.000991,0.0,,,,0.001092,0.0,,,,,,,,,0.00275,0.0,,,,0.000568,0.0,,,,,,760.0,inferred,2.6,0.63,0.0,0.231
MMUR,Monte Murano,43.4418,12.9973,,seismic,Stations_USGS,0.000988,0.0,,,,0.002043,0.0,,,,,,,,,0.002085,0.0,,,,0.000716,0.0,,,,,,760.0,inferred,2.6,0.63,0.0,0.2275
ATPC,Poggio Castellaccio,43.4807,12.457,,seismic,Stations_USGS,0.000978,0.0,,,,0.00162,0.0,,,,,,,,,0.002868,0.0,,,,0.001036,0.0,,,,,,760.0,inferred,2.5,0.63,0.0,0.2091
ARSA,ARSA,47.2505,15.5232,,seismic,Stations_USGS,0.000973,0.0,,,,0.001862,0.0,,,,,,,,,0.001198,0.0,,,,0.000947,0.0,,,,,,769.2,inferred,2.5,0.63,0.0,0.1915
DJES,"Station Derdap-Kladovo, Serbia",44.6672,22.5197,,seismic,Stations_USGS,0.000966,0.0,,,,0.001569,0.0,,,,,,,,,0.001815,0.0,,,,0.001386,0.0,,,,,,760.0,inferred,3.1,0.63,0.0,0.4259
TRIV,Trivento,41.7666,14.5502,,seismic,Stations_USGS,0.000946,0.0,,,,0.000988,0.0,,,,,,,,,0.001763,0.0,,,,0.002732,0.0,,,,,,760.0,inferred,3.0,0.63,0.0,0.4357
APRC,Apricena (FG),41.7574,15.5431,,seismic,Stations_USGS,0.000874,0.0,,,,0.001141,0.0,,,,,,,,,0.001073,0.0,,,,0.001112,0.0,,,,,,760.0,inferred,2.6,0.63,0.0,0.22
MTRZ,Monterenzio,44.3128,11.4248,,seismic,Stations_USGS,0.000868,0.0,,,,0.001237,0.0,,,,,,,,,0.002324,0.0,,,,0.001174,0.0,,,,,,760.0,inferred,2.7,0.63,0.0,0.238
PIO1,Pioraco,43.1782,12.9838,,seismic,Stations_USGS,0.000821,0.0,,,,0.000941,0.0,,,,,,,,,0.001895,0.0,,,,0.000699,0.0,,,,,,760.0,inferred,2.5,0.63,0.0,0.1999
MDAR,Monte Daria,43.1927,13.1427,,seismic,Stations_USGS,0.000812,0.0,,,,0.001052,0.0,,,,,,,,,0.001612,0.0,,,,0.000899,0.0,,,,,,760.0,inferred,2.5,0.63,0.0,0.1888
SEF1,Sefro,43.1468,12.9476,,seismic,Stations_USGS,0.000809,0.0,,,,0.002312,0.0,,,,,,,,,0.00119,0.0,,,,0.000633,0.0,,,,,,760.0,inferred,2.4,0.63,0.0,0.1708
FOSV,Fossato di Vico,43.2948,12.7612,,seismic,Stations_USGS,0.000806,0.0,,,,0.001197,0.0,,,,,,,,,0.002175,0.0,,,,0.00061,0.0,,,,,,760.0,inferred,2.3,0.63,0.0,0.1545
RNI2,RIONERO SANNITICO,41.7033,14.1524,,seismic,Stations_USGS,0.000803,0.0,,,,0.00082,0.0,,,,,,,,,0.001413,0.0,,,,0.002058,0.0,,,,,,760.0,inferred,2.8,0.63,0.0,0.3146
SSFR,SSFR,43.4363,12.7822,,seismic,Stations_USGS,0.00078,0.0,,,,0.002809,0.0,,,,,,,,,0.001101,0.0,,,,0.001049,0.0,,,,,,760.0,inferred,2.6,0.63,0.0,0.2458
T1299,T1299,42.6342,13.2822,,seismic,Stations_USGS,0.000746,0.0,,,,0.000844,0.0,,,,,,,,,0.000965,0.0,,,,0.001401,0.0,,,,,,760.0,inferred,2.9,0.63,0.0,0.3467
INTR,INTRODACQUA,42.0115,13.9046,,seismic,Stations_USGS,0.000718,0.0,,,,0.000811,0.0,,,,,,,,,0.00223,0.0,,,,0.001446,0.0,,,,,,760.0,inferred,2.9,0.63,0.0,0.3515
MBAL,Monte Baldo Osservatorio Astronomico Novezzina,45.6975,10.8589,,seismic,Stations_USGS,0.0007,0.0,,,,0.001493,0.0,,,,,,,,,0.00138,0.0,,,,0.000336,0.0,,,,,,760.0,inferred,1.9,0.63,0.0,0.081
CESI,Cesi-Serravalle di Chienti,43.0049,12.9046,,seismic,Stations_USGS,0.000697,0.0,,,,0.000894,0.0,,,,,,,,,0.001716,0.0,,,,0.000827,0.0,,,,,,760.0,inferred,2.4,0.63,0.0,0.1676
VOBA,Vobarno,45.644,10.5038,,seismic,Stations_USGS,0.000678,0.0,,,,0.00165,0.0,,,,,,,,,0.000696,0.0,,,,0.000376,0.0,,,,,,760.0,inferred,1.9,0.63,0.0,0.0747
CAFI,Castiglion Fiorentino,43.3292,11.9663,,seismic,Stations_USGS,0.000657,0.0,,,,0.000703,0.0,,,,,,,,,0.001282,0.0,,,,0.000887,0.0,,,,,,760.0,inferred,2.5,0.63,0.0,0.2098
MTRA,Matera di Acquasanta Terme (AP),42.7567,13.3965,,seismic,Stations_USGS,0.000626,0.0,,,,0.000981,0.0,,,,,,,,,0.00119,0.0,,,,0.000659,0.0,,,,,,760.0,inferred,2.3,0.63,0.0,0.1431
SFI,SANTA SOFIA,43.9048,11.8469,,seismic,Stations_USGS,0.000603,0.0,,,,0.000791,0.0,,,,,,,,,0.001704,0.0,,,,0.001666,0.0,,,,,,760.0,inferred,2.5,0.63,0.0,0.1953
ATVO,AVT - Monte Valentino,43.3821,12.4066,,seismic,Stations_USGS,0.000572,0.0,,,,0.000729,0.0,,,,,,,,,0.001306,0.0,,,,0.000541,0.0,,,,,,760.0,inferred,2.4,0.63,0.0,0.1138
GAVE,Gavelli,42.6922,12.8942,,seismic,Stations_USGS,0.000572,0.0,,,,0.001219,0.0,,,,,,,,,0.000966,0.0,,,,0.000463,0.0,,,,,,760.0,inferred,2.2,0.63,0.0,0.1258
FIU1,Fiuminata,43.1886,12.9316,,seismic,Stations_USGS,0.000562,0.0,,,,0.000741,0.0,,,,,,,,,0.001443,0.0,,,,0.000667,0.0,,,,,,760.0,inferred,2.4,0.63,0.0,0.1824
LNSS,LEONESSA,42.6029,13.0403,,seismic,Stations_USGS,0.000553,0.0,,,,0.000947,0.0,,,,,,,,,0.001279,0.0,,,,0.000784,0.0,,,,,,760.0,inferred,2.3,0.63,0.0,0.1492
CING,CINGOLI,43.3756,13.1954,,seismic,Stations_USGS,0.000546,0.0,,,,0.000671,0.0,,,,,,,,,0.001382,0.0,,,,0.000612,0.0,,,,,,760.0,inferred,2.5,0.63,0.0,0.1987
ZCCA,ZOCCA,44.3509,10.9765,,seismic,Stations_USGS,0.000542,0.0,,,,0.000589,0.0,,,,,,,,,0.000924,0.0,,,,0.001744,0.0,,,,,,760.0,inferred,2.6,0.63,0.0,0.2245
FIR,Firenze,43.7744,11.2551,,seismic,Stations_USGS,0.000523,0.0,,,,0.000631,0.0,,,,,,,,,0.001713,0.0,,,,0.000881,0.0,,,,,,760.0,inferred,2.5,0.63,0.0,0.1942
PIEI,PIEIA,43.5357,12.535,,seismic,Stations_USGS,0.000519,0.0,,,,0.001428,0.0,,,,,,,,,0.000992,0.0,,,,0.000669,0.0,,,,,,760.0,inferred,2.3,0.63,0.0,0.103
SERM,Semide,45.01,11.2958,,seismic,Stations_USGS,0.000515,0.0,,,,0.000865,0.0,,,,,,,,,0.001303,0.0,,,,0.000823,0.0,,,,,,760.0,inferred,2.3,0.63,0.0,0.1484
FDMO,Fiordimonte,43.0365,13.0873,,seismic,Stations_USGS,0.000504,0.0,,,,0.000855,0.0,,,,,,,,,0.001273,0.0,,,,0.000845,0.0,,,,,,760.0,inferred,2.3,0.63,0.0,0.1452
SACS,San Casciano dei Bagni,42.8491,11.9097,,seismic,Stations_USGS,0.000482,0.0,,,,0.00051,0.0,,,,,,,,,0.000962,0.0,,,,0.000822,0.0,,,,,,760.0,inferred,2.3,0.63,0.0,0.1569
LPEL,Lama dei Peligni,42.0468,14.1832,,seismic,Stations_USGS,0.000476,0.0,,,,0.000666,0.0,,,,,,,,,0.000979,0.0,,,,0.000797,0.0,,,,,,760.0,inferred,2.5,0.63,0.0,0.1838
MIDA,MIRANDA,41.6419,14.254,,seismic,Stations_USGS,0.000457,0.0,,,,0.000486,0.0,,,,,,,,,0.000695,0.0,,,,0.001198,0.0,,,,,,760.0,inferred,2.4,0.63,0.0,0.1811
MGAB,Montegabbione,42.9126,12.1121,,seismic,Stations_USGS,0.000456,0.0,,,,0.000714,0.0,,,,,,,,,0.001226,0.0,,,,0.000917,0.0,,,,,,760.0,inferred,2.3,0.63,0.0,0.1572
NRCA,NORCIA,42.8336,13.1143,,seismic,Stations_USGS,0.000442,0.0,,,,0.000739,0.0,,,,,,,,,0.001287,0.0,,,,0.000521,0.0,,,,,,760.0,inferred,2.3,0.63,0.0,0.1542
MOMA,Monte Martano,42.8039,12.5701,,seismic,Stations_USGS,0.00043,0.0,,,,0.000649,0.0,,,,,,,,,0.000848,0.0,,,,0.000488,0.0,,,,,,760.0,inferred,2.3,0.63,0.0,0.1359
FIAM,FIAMIGNANO,42.268,13.1172,,seismic,Stations_USGS,0.000429,0.0,,,,0.000469,0.0,,,,,,,,,0.000738,0.0,,,,0.000597,0.0,,,,,,760.0,inferred,2.4,0.63,0.0,0.1445
OSSC,OSSC,43.5236,11.2458,,seismic,Stations_USGS,0.000405,0.0,,,,0.000395,0.0,,,,,,,,,0.000768,0.0,,,,0.000665,0.0,,,,,,760.0,inferred,2.3,0.63,0.0,0.1358
VVLD,VILLAVALLELONGA,41.8697,13.6232,,seismic,Stations_USGS,0.000369,0.0,,,,0.000371,0.0,,,,,,,,,0.001152,0.0,,,,0.000579,0.0,,,,,,760.0,inferred,2.3,0.63,0.0,0.1401
ZEN8,San Zeno di Montagna,45.6378,10.7319,,seismic,Stations_USGS,0.000364,0.0,,,,0.000966,0.0,,,,,,,,,0.000835,0.0,,,,0.000209,0.0,,,,,,760.0,inferred,1.9,0.63,0.0,0.0801
KHC,Kasperske Hory,49.1309,13.5782,,seismic,Stations_USGS,0.000329,0.0,,,,0.000905,0.0,,,,,,,,,0.000516,0.0,,,,0.000221,0.0,,,,,,760.0,inferred,2.0,0.63,0.0,0.0688
FUORN,"Ofenpass-Fuorn, GR",46.6203,10.2635,,seismic,Stations_USGS,0.000299,0.0,,,,0.000557,0.0,,,,,,,,,0.000641,0.0,,,,0.000228,0.0,,,,,,760.0,inferred,2.0,0.63,0.0,0.0965
SNTG,ESANATOGLIA,43.255,12.9406,,seismic,Stations_USGS,0.000166,0.0,,,,0.000181,0.0,,,,,,,,,0.000225,0.0,,,,0.000229,0.0,,,,,,760.0,inferred,1.6,0.63,0.0,0.0492
BRIS,BRISIGHELLA,44.2245,11.7666,,seismic,Stations_USGS,0.000131,0.0,,,,5e-06,0.0,,,,,,,,,5e-06,0.0,,,,1e-06,0.0,,,,,,760.0,inferred,,,0.0,0.0006
TIH,TIH,46.9001,17.8877,,seismic,Stations_USGS,9e-06,0.0,,,,1.6e-05,0.0,,,,,,,,,4e-06,0.0,,,,1e-06,0.0,,,,,,479.24,inferred,,,0.0,0.0005
Croatia.1,1,45.06698179,16.37750835,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.74,inferred,,,,
Croatia.2,2,45.08706838,16.38380158,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.57,inferred,,,,
Croatia.3,3,45.10393653,16.28570991,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.24,inferred,,,,
Croatia.4,4,45.12720399,16.41542468,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.96,inferred,,,,
Croatia.5,5,45.13512261,16.17030275,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.97,inferred,,,,
Croatia.6,6,45.14051868,16.44398392,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.0,inferred,,,,
Croatia.7,7,45.1484334,16.14498061,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,606.73,inferred,,,,
Croatia.8,8,45.15317662,16.46132378,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.82,inferred,,,,
Croatia.9,9,45.15624976,16.33325165,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.47,inferred,,,,
Croatia.10,10,45.18157537,16.1286575,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.05,inferred,,,,
Croatia.11,11,45.22101934,16.54834353,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.15,inferred,,,,
Croatia.12,12,45.22773472,16.16229563,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.37,inferred,,,,
Croatia.13,13,45.25420239,16.52936752,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.52,inferred,,,,
Croatia.14,14,45.26110381,16.17198605,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.16,inferred,,,,
Croatia.15,15,45.26459131,16.53896095,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.1,inferred,,,,
Croatia.16,16,45.2775006,16.54359953,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.82,inferred,,,,
Croatia.17,17,45.28106941,16.1385691,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.77,inferred,,,,
Croatia.18,18,45.29337351,15.96936446,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.99,inferred,,,,
Croatia.19,19,45.30892779,16.55299577,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.64,inferred,,,,
Croatia.20,20,45.32451305,15.69400151,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.74,inferred,,,,
Croatia.21,21,45.33333281,15.97252713,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.07,inferred,,,,
Croatia.22,22,45.33673285,16.08963271,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.01,inferred,,,,
Croatia.23,23,45.33674176,16.00731647,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.47,inferred,,,,
Croatia.24,24,45.33918719,16.5704822,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.88,inferred,,,,
Croatia.25,25,45.35348711,15.86320424,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.65,inferred,,,,
Croatia.26,26,45.36556143,15.78424296,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.46,inferred,,,,
Croatia.27,27,45.36560694,16.11968279,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.22,inferred,,,,
Croatia.28,28,45.3767475,16.49148298,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.31,inferred,,,,
Croatia.29,29,45.38570424,16.13930515,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.41,inferred,,,,
Croatia.30,30,45.38674081,16.16566071,,seismic,Stations_USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.8,inferred,,,,
