# 20170403_M6.5_Moijabana median gmf, Stations:None, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,Atkinson2008prime,AtkinsonBoore2006Modified2011,Campbell2003MwNSHMP2008,FrankelEtAl1996MwNSHMP2008,PezeshkEtAl2011,SilvaEtAl2002MwNSHMP2008,SomervilleEtAl2001NSHMP2008,TavakoliPezeshk2005MwNSHMP2008,ToroEtAl1997MwNSHMP2008
t_10718,25.335460000000012,-18.81505,0.0019104597,0.008776028,0.009304062,0.007798861,0.0051680007,0.005655216,0.0069114915,0.009497054,0.004642352
t_10719,25.335460000000012,-18.6449,0.0015630437,0.0082885455,0.008592785,0.0071385303,0.004780006,0.0052636224,0.0061632376,0.008744257,0.0042403834
t_1072,24.976139999999987,-24.44864,0.028675854,0.026640188,0.03445573,0.031338684,0.018993886,0.020350674,0.031909354,0.03672912,0.019108927
t_10720,25.335460000000012,-18.47458,0.001238432,0.0075915367,0.007954543,0.00655115,0.0044318656,0.0049130293,0.005500073,0.0080704065,0.0038811488
t_10721,25.82954000000001,-20.63301,0.013990298,0.016863778,0.0254734,0.02322566,0.0140292505,0.014846842,0.02355286,0.02691459,0.013861181
t_10722,25.919370000000015,-20.63301,0.02265731,0.027877407,0.024915762,0.022765921,0.013722029,0.014521474,0.02302205,0.026307609,0.013544998
t_10723,25.919370000000015,-20.59097,0.021466192,0.027152333,0.024198571,0.02208324,0.013327077,0.014103765,0.02233406,0.025527425,0.013138011
t_10724,25.874449999999996,-20.59097,0.020008883,0.025046352,0.024464766,0.022304663,0.013473645,0.014258702,0.022590114,0.025816936,0.013289113
t_10725,25.82954000000001,-20.59097,0.014310803,0.017737437,0.024721988,0.02251654,0.013615299,0.014408531,0.022836754,0.026096761,0.013435073
t_10726,25.874449999999996,-20.50686,0.015395888,0.020390222,0.023084586,0.020989524,0.012714005,0.013456681,0.021253562,0.024316687,0.012505123
t_10727,25.874449999999996,-20.33849,0.012473628,0.018554201,0.020638103,0.018635934,0.011369281,0.012043311,0.018830033,0.021662766,0.011112253
t_10728,25.874449999999996,-20.16993,0.010698117,0.017943915,0.018544635,0.016612414,0.010220431,0.010842841,0.016702259,0.01939795,0.009917535
t_10729,25.874449999999996,-20.0012,0.008642345,0.01640314,0.01674056,0.014874322,0.009231738,0.009815388,0.01483131,0.01745143,0.008886387
t_1073,25.021050000000002,-24.44864,0.021485625,0.019896194,0.034610152,0.031433545,0.019079491,0.02044502,0.03204321,0.03689838,0.019197375
t_10730,25.874449999999996,-19.83228,0.0066940947,0.014422429,0.015175274,0.013379674,0.008374894,0.008929506,0.013183331,0.015767,0.007991053
t_10731,25.694790000000012,-19.66318,0.005298569,0.012624102,0.0140964305,0.012322596,0.007784843,0.008322053,0.012036521,0.014608738,0.0073739365
t_10732,25.694790000000012,-19.49391,0.0046829344,0.012746866,0.012848082,0.011151573,0.0071025756,0.0076224124,0.010701488,0.013271554,0.006660248
t_10733,25.694790000000012,-19.32445,0.003505711,0.010926399,0.011750399,0.010122974,0.006503053,0.0070101274,0.009523897,0.012098773,0.006033482
t_10734,25.694790000000012,-19.15483,0.002891562,0.010340075,0.010780152,0.009212595,0.005973404,0.0064711873,0.008483639,0.011064767,0.0054805307
t_10735,25.694790000000012,-18.98502,0.002055762,0.008450143,0.009918151,0.008402144,0.005503023,0.0059941174,0.0075631505,0.010148415,0.004990499
t_10736,25.694790000000012,-18.81505,0.0016980391,0.008036601,0.009148988,0.0076803076,0.005083406,0.005569756,0.006747675,0.009332771,0.004554587
t_10737,25.694790000000012,-18.6449,0.0013716667,0.0074866978,0.008459722,0.0070374697,0.0047074244,0.0051904703,0.0060242484,0.008603635,0.0041653635
t_10738,25.874449999999996,-19.66318,0.0052327616,0.012833653,0.0138088325,0.012086044,0.007627615,0.008160557,0.01172959,0.014300371,0.007209461
t_10739,25.874449999999996,-19.49391,0.004110152,0.011503978,0.012609212,0.0109552685,0.0069720815,0.007488939,0.0104453815,0.01301609,0.0065237754
t_1074,25.065969999999993,-24.44864,0.024612954,0.022733329,0.03473504,0.031501725,0.01914873,0.020521354,0.0321513,0.037035275,0.019268902
t_10740,25.874449999999996,-19.32445,0.0026768213,0.008570027,0.011550355,0.0099582905,0.0063938308,0.006898836,0.009309245,0.011885372,0.0059193787
t_10741,25.874449999999996,-19.15483,0.00274587,0.010076688,0.010611348,0.0090731485,0.0058812783,0.006377636,0.008302999,0.010885143,0.0053844643
t_10742,25.874449999999996,-18.98502,0.0019405256,0.00817839,0.009774725,0.00828351,0.0054247705,0.005914894,0.007410576,0.009996172,0.004909107
t_10743,25.874449999999996,-18.81505,0.0014454825,0.007008569,0.009026349,0.007579233,0.0050165057,0.005502204,0.0066183712,0.00920291,0.004485226
t_10744,26.41344000000001,-19.83228,0.004575142,0.0112643605,0.013771077,0.012165422,0.0076069757,0.008139369,0.011689262,0.014259901,0.007187871
t_10745,26.05412000000001,-19.66318,0.0049483688,0.012581838,0.01346371,0.011794391,0.0074389754,0.007967004,0.011360713,0.013930561,0.0070121246
t_10746,26.05412000000001,-19.49391,0.0040426333,0.011714946,0.012321268,0.010712127,0.006814801,0.0073282165,0.010136503,0.012708326,0.006359319
t_10747,26.05412000000001,-19.32445,0.0033404776,0.01105898,0.011308271,0.009753538,0.0062616705,0.006764279,0.009049567,0.01162727,0.0057813595
t_10748,26.05412000000001,-19.15483,0.0021083283,0.007991176,0.010406382,0.0088992445,0.0057694255,0.0062641283,0.008083879,0.010667152,0.0052678823
t_10749,26.233779999999996,-19.66318,0.0045950767,0.012196152,0.0130705545,0.011455649,0.007224128,0.0077468404,0.01093987,0.013509602,0.006787385
t_1075,25.021050000000002,-24.40774,0.0348227,0.0314262,0.035894856,0.032631937,0.019792015,0.021231612,0.033148058,0.038307127,0.019933
t_10750,26.233779999999996,-19.49391,0.003740513,0.01129755,0.011991524,0.010428202,0.0066347187,0.0071443925,0.009782662,0.012356136,0.006171073
t_1076,24.976139999999987,-24.40774,0.026973879,0.024422348,0.03572747,0.032528665,0.019699145,0.02112896,0.033004988,0.03812352,0.019837178
t_1077,25.065969999999993,-24.40774,0.02850773,0.025660006,0.036030285,0.03270617,0.01986716,0.021314705,0.033263627,0.038455695,0.020010525
t_1078,24.79647,-24.48952,0.028887704,0.028073722,0.03242529,0.029635739,0.017869065,0.019114172,0.030127702,0.03450508,0.017945362
t_1079,24.79647,-24.44864,0.02868969,0.027169574,0.033562053,0.03070529,0.018498624,0.019805504,0.03113016,0.03574988,0.018596929
t_108,23.179509999999993,-24.61208,0.009470675,0.016776245,0.017597072,0.016022513,0.009700981,0.010338723,0.015789904,0.018374925,0.009412593
t_1080,24.751560000000012,-24.44864,0.02878086,0.02742969,0.033275753,0.030487925,0.018340023,0.019631164,0.03087889,0.035436284,0.018432861
t_1081,24.661730000000006,-24.44864,0.026947433,0.026058704,0.03263743,0.029989904,0.017986514,0.019243004,0.03031575,0.034737308,0.018066982
t_1082,24.706639999999993,-24.44864,0.029259842,0.028081253,0.032966997,0.030249024,0.018169014,0.019443316,0.030607004,0.035098154,0.018255899
t_1083,24.751560000000012,-24.40774,0.028856216,0.02681039,0.034451015,0.031603638,0.018991271,0.020347795,0.031905267,0.03672395,0.019106228
t_1084,24.79647,-24.40774,0.0290849,0.02684977,0.0347603,0.03183975,0.019162737,0.020536803,0.032173153,0.037062965,0.019283373
t_1085,24.706639999999993,-24.40774,0.03050537,0.028543085,0.034117766,0.031344365,0.018806558,0.020144336,0.031615596,0.03635873,0.01891533
t_1086,24.661730000000006,-24.40774,0.030532502,0.028788177,0.033762395,0.031063458,0.018609626,0.019927595,0.031305514,0.035969354,0.018711727
t_1087,24.661730000000006,-24.36683,0.033118118,0.030457105,0.034945656,0.03220069,0.019265512,0.020650161,0.032333262,0.037266172,0.019389529
t_1088,24.077820000000003,-25.46666,0.0063790265,0.014169689,0.014765955,0.013105873,0.008150977,0.008721514,0.0127920965,0.015327277,0.0077800327
t_1089,24.077820000000003,-25.30434,0.007590026,0.014983139,0.01613966,0.014442499,0.008902696,0.00950368,0.014254971,0.016804274,0.008572001
t_109,23.134590000000003,-24.57124,0.009160722,0.016189108,0.017631164,0.016031854,0.009719664,0.010358297,0.015825534,0.018411707,0.009432236
t_1090,24.257479999999987,-25.62875,0.005511958,0.01324601,0.01395236,0.012283325,0.007706077,0.0082606,0.011919822,0.014454241,0.00731137
t_1091,24.257479999999987,-25.46666,0.004864775,0.01034595,0.015249504,0.013528184,0.008415507,0.008996276,0.013308594,0.01584678,0.008058732
t_1092,24.257479999999987,-25.30434,0.006541502,0.012341555,0.016723527,0.014957379,0.009222409,0.009837605,0.014872237,0.017433077,0.008908766
t_1093,23.89815999999999,-25.46666,0.005822409,0.0135986265,0.014238702,0.012638991,0.007862632,0.008422619,0.012227236,0.014761348,0.0074762716
t_1094,23.89815999999999,-25.30434,0.0049843155,0.010365954,0.015507918,0.013877916,0.00855691,0.009143365,0.01358395,0.016124591,0.00820771
t_1095,24.077820000000003,-25.14181,0.00933494,0.016423672,0.017695531,0.015974676,0.00975494,0.010395446,0.01589311,0.018481161,0.0094695045
t_1096,24.077820000000003,-24.97906,0.011347351,0.01785062,0.019464325,0.017731756,0.010724928,0.011416627,0.017727206,0.02039216,0.010489925
t_1097,24.077820000000003,-24.81609,0.013882668,0.01959819,0.021482127,0.01974311,0.011832943,0.012590823,0.019779297,0.02257753,0.011653562
t_1098,24.21257,-24.73453,0.01571615,0.02022457,0.023514066,0.021662647,0.012950309,0.013782813,0.021800388,0.024783306,0.012824471
t_1099,24.122739999999993,-24.73453,0.015552132,0.020544106,0.022906767,0.02112829,0.012616188,0.013425575,0.021201165,0.024123551,0.012474625
t_11,20.843889999999988,-26.43592,0.00027252868,0.005037141,0.0047701127,0.003808826,0.0026932382,0.0031690383,0.0024185856,0.004738294,0.0021239838
t_110,23.089670000000012,-24.57124,0.009126667,0.016476749,0.017326344,0.015719898,0.0095526315,0.0101831425,0.015506131,0.018082894,0.009256372
t_1100,24.16765000000001,-24.73453,0.016188275,0.021101339,0.023212586,0.02139838,0.012784424,0.013605366,0.021503434,0.024455734,0.01265081
t_1101,24.16765000000001,-24.69373,0.016648395,0.021140406,0.023834579,0.022010224,0.013126705,0.013971685,0.022114975,0.02513167,0.01300907
t_1102,24.21257,-24.69373,0.016137158,0.020227065,0.024153871,0.022289177,0.013302468,0.014160064,0.02242722,0.025478818,0.013192936
t_1103,24.122739999999993,-24.69373,0.016165411,0.020805398,0.023510993,0.021725398,0.012948618,0.013781004,0.021797368,0.024779968,0.0128227025
t_1104,24.077820000000003,-24.69373,0.016394386,0.021396624,0.023183716,0.021435201,0.0127685405,0.013588385,0.021474944,0.02442437,0.01263418
t_1105,24.077820000000003,-24.73453,0.015433845,0.020671418,0.022597171,0.020852882,0.012445911,0.013243776,0.020894097,0.023787376,0.012296238
t_1106,24.032910000000015,-24.73453,0.014695119,0.019965168,0.022284603,0.020572923,0.012274034,0.013060452,0.020582993,0.023448082,0.012116113
t_1107,23.987989999999996,-24.73453,0.014950373,0.020613892,0.021969557,0.020288907,0.012100835,0.0128759025,0.020268321,0.023106217,0.011934537
t_1108,23.943070000000006,-24.73453,0.014366603,0.020112675,0.02165271,0.020001505,0.011926685,0.012690528,0.019950736,0.022762518,0.0117518995
t_1109,23.943070000000006,-24.69373,0.014953096,0.020407751,0.022187205,0.020539077,0.012220486,0.013003374,0.02048583,0.02334238,0.012059981
t_111,23.179509999999993,-24.57124,0.009792211,0.016945636,0.017939897,0.016348949,0.009888877,0.010535941,0.016148137,0.018744893,0.009610361
t_1110,24.032910000000015,-24.69373,0.015713355,0.020805882,0.022853607,0.021140374,0.0125869475,0.013394343,0.021148516,0.024065819,0.012443996
t_1111,23.987989999999996,-24.69373,0.015449614,0.020763846,0.022521198,0.020841429,0.012404131,0.013199197,0.02081858,0.023704896,0.012252459
t_1112,23.943070000000006,-24.65291,0.015504446,0.0206344,0.022738727,0.021093186,0.012523761,0.013326872,0.02103463,0.02394107,0.012377804
t_1113,24.032910000000015,-24.65291,0.016679984,0.021530416,0.02344188,0.021725923,0.012910586,0.013740308,0.02172938,0.024704864,0.012782893
t_1114,23.987989999999996,-24.65291,0.016147269,0.021158952,0.023090966,0.021411251,0.012717514,0.01353384,0.02138335,0.024323616,0.012580747
t_1115,24.16765000000001,-24.65291,0.017630106,0.021814631,0.0244795,0.022643277,0.013481758,0.01435241,0.022744482,0.025832962,0.013380419
t_1116,24.077820000000003,-24.65291,0.016897745,0.021495838,0.02379071,0.022036524,0.013102558,0.013945821,0.022071986,0.025083981,0.0129838055
t_1117,24.21257,-24.65291,0.017824797,0.021768227,0.024817893,0.022938099,0.013668121,0.014552544,0.023072928,0.026201112,0.013575221
t_1118,24.122739999999993,-24.65291,0.017109375,0.02146033,0.024136888,0.022342572,0.013293117,0.014150038,0.02241064,0.02546035,0.013183157
t_1119,24.122739999999993,-24.61208,0.018174369,0.022222985,0.024785172,0.022980781,0.013650099,0.014533181,0.023041226,0.026165508,0.013556387
t_112,23.134590000000003,-24.53039,0.009714298,0.016779352,0.017967965,0.016351486,0.009904263,0.010552076,0.016177371,0.018775191,0.009626528
t_1120,24.16765000000001,-24.61208,0.01839781,0.02218903,0.025148157,0.023298636,0.013850049,0.014748109,0.02339225,0.02656053,0.013765311
t_1121,24.21257,-24.61208,0.018814536,0.022392953,0.025507042,0.023610625,0.014047789,0.014960887,0.023737868,0.026951218,0.013971836
t_1122,24.077820000000003,-24.61208,0.017613182,0.021845765,0.02441878,0.022657651,0.013448324,0.014316528,0.022685416,0.02576692,0.013345464
t_1123,24.122739999999993,-24.57124,0.01902189,0.022681378,0.025456734,0.023641242,0.014020067,0.014931043,0.023689505,0.026896443,0.013942888
t_1124,24.077820000000003,-24.57124,0.018560575,0.02245211,0.025068719,0.02329967,0.013806286,0.014701049,0.023315556,0.02647407,0.013719592
t_1125,23.943070000000006,-24.61208,0.016134636,0.020945763,0.02330767,0.021663928,0.012836739,0.013661311,0.021597203,0.024559038,0.012705585
t_1126,24.032910000000015,-24.61208,0.017118867,0.021547664,0.024049964,0.022330089,0.013245265,0.0140987355,0.022325732,0.025365833,0.013133104
t_1127,23.987989999999996,-24.61208,0.016564745,0.021169672,0.023679325,0.021998612,0.013041255,0.01388017,0.021962738,0.024962911,0.012919656
t_1128,23.987989999999996,-24.57124,0.017372187,0.02165965,0.024286885,0.022604294,0.0133756995,0.014238607,0.02255696,0.025623467,0.013269524
t_1129,24.032910000000015,-24.57124,0.018579599,0.022811966,0.024678554,0.022953834,0.013591379,0.014470107,0.022937844,0.026049508,0.013495014
t_113,23.179509999999993,-24.53039,0.009863364,0.016680043,0.018289391,0.016681314,0.0100804735,0.010737297,0.016512156,0.019122245,0.009811977
t_1130,23.943070000000006,-24.57124,0.017036922,0.02158059,0.023894561,0.022251798,0.01315972,0.014007058,0.022173721,0.025196876,0.013043614
t_1131,23.987989999999996,-24.53039,0.018215563,0.02216382,0.024914252,0.023229219,0.013721196,0.014609578,0.023166222,0.026305964,0.013630686
t_1132,24.032910000000015,-24.53039,0.018846305,0.022578286,0.025328353,0.023598207,0.013949329,0.014854911,0.023565967,0.026756678,0.013869013
t_1133,23.943070000000006,-24.53039,0.016571589,0.020488463,0.024499921,0.02285759,0.013493004,0.014364483,0.022764342,0.025855178,0.013392178
t_1134,23.987989999999996,-24.48952,0.019452717,0.023106096,0.025562191,0.023874532,0.01407818,0.01499361,0.023790853,0.027011268,0.01400357
t_1135,24.21257,-24.57124,0.019857831,0.02304094,0.026222434,0.024308259,0.014442107,0.015385852,0.024422543,0.027730387,0.014383402
t_1136,24.16765000000001,-24.57124,0.018993268,0.022334833,0.025841555,0.02397765,0.014232146,0.015159463,0.024058724,0.02731549,0.014164301
t_1137,24.21257,-24.53039,0.021346834,0.02415393,0.026965221,0.025032643,0.014851728,0.015828233,0.025127457,0.02853991,0.014810562
t_1138,24.077820000000003,-24.53039,0.019629044,0.023165297,0.025741328,0.023963759,0.014176904,0.01509994,0.02396272,0.027206335,0.014106638
t_1139,24.122739999999993,-24.53039,0.020127757,0.023411011,0.026152486,0.02432528,0.014403543,0.015344254,0.02435585,0.02765418,0.014343168
t_114,23.22442000000001,-24.65291,0.009102994,0.016179016,0.017548725,0.015999172,0.009674486,0.010310956,0.015739335,0.018322764,0.009384726
t_1140,24.16765000000001,-24.53039,0.020103913,0.023057397,0.026560718,0.024681803,0.014628633,0.015587181,0.024744332,0.028099,0.014577962
t_1141,24.21257,-24.48952,0.02244487,0.024773926,0.027736794,0.025785772,0.015277444,0.01628897,0.02585329,0.029381346,0.015254095
t_1142,24.077820000000003,-24.48952,0.020450342,0.023553245,0.026437592,0.02465137,0.014560738,0.0155138755,0.024627358,0.027964823,0.014507152
t_1143,24.16765000000001,-24.48952,0.021590784,0.0241592,0.027306896,0.025412895,0.01504022,0.016032109,0.025449676,0.028912455,0.015006994
t_1144,24.122739999999993,-24.48952,0.021138435,0.023990804,0.02687354,0.025034511,0.014801159,0.015773568,0.02504078,0.028439965,0.014757847
t_1145,24.257479999999987,-24.53039,0.021832807,0.024384543,0.027364774,0.02537675,0.015072154,0.016066669,0.025504133,0.028975574,0.015040265
t_1146,24.257479999999987,-24.48952,0.022633787,0.024656218,0.028161928,0.026152013,0.015512107,0.016543353,0.026250454,0.029845199,0.015498402
t_1147,24.302400000000006,-24.48952,0.022893818,0.0246268,0.028581304,0.026510766,0.015743658,0.016794652,0.026640331,0.030302927,0.015739344
t_1148,24.347319999999996,-24.48952,0.02416586,0.02568305,0.028993588,0.026860895,0.015971357,0.017042046,0.027021777,0.03075306,0.01597616
t_1149,24.302400000000006,-24.44864,0.024097024,0.025287408,0.029438011,0.027342966,0.016216878,0.017309105,0.02743093,0.031238439,0.01623138
t_115,23.314250000000015,-24.61208,0.010146764,0.016922079,0.018505936,0.016963486,0.01019921,0.010862288,0.016737232,0.019356143,0.009936975
t_1150,24.347319999999996,-24.44864,0.024897808,0.025810769,0.02987809,0.027717374,0.016460069,0.017573936,0.027834022,0.031719234,0.016484044
t_1151,24.257479999999987,-24.44864,0.023896473,0.02539872,0.028990904,0.026959911,0.015969874,0.017040433,0.027019298,0.030750126,0.015974618
t_1152,24.347319999999996,-24.40774,0.026703337,0.027011432,0.030800601,0.028614063,0.016970087,0.018130321,0.028672427,0.032727603,0.017013505
t_1153,24.257479999999987,-24.40774,0.025227584,0.02617035,0.029853359,0.027803095,0.0164464,0.017559046,0.027811427,0.031692214,0.016469847
t_1154,24.302400000000006,-24.40774,0.026505435,0.027144002,0.030330433,0.028212879,0.016710112,0.017846547,0.028246233,0.03221359,0.016743692
t_1155,24.032910000000015,-24.48952,0.020846445,0.024376648,0.026000233,0.024264498,0.014319612,0.015253743,0.024210492,0.027488325,0.014255587
t_1156,23.943070000000006,-24.48952,0.015815396,0.019091409,0.02512442,0.023482317,0.0138369715,0.014734046,0.023369342,0.026534693,0.01375165
t_1157,24.032910000000015,-24.44864,0.021362863,0.024390718,0.026694745,0.02495377,0.014702546,0.015667014,0.024871476,0.028245075,0.014655038
t_1158,23.987989999999996,-24.44864,0.020162795,0.023387708,0.026231157,0.024541145,0.014446915,0.0153910415,0.024430858,0.02773989,0.01438842
t_1159,23.943070000000006,-24.44864,0.019168237,0.022599526,0.025768414,0.02412675,0.014191833,0.015116026,0.023988677,0.027235834,0.014122223
t_116,23.22442000000001,-24.61208,0.009705888,0.016844695,0.017896917,0.016331818,0.0098653175,0.010511224,0.016103331,0.018698499,0.009585592
t_1160,23.987989999999996,-24.40774,0.021365087,0.024209205,0.026921904,0.025230369,0.014827834,0.015802404,0.025086517,0.028492687,0.014785657
t_1161,23.943070000000006,-24.40774,0.020595444,0.023724446,0.026432555,0.024792034,0.01455796,0.0155108785,0.024622569,0.027959336,0.014504257
t_1162,24.032910000000015,-24.40774,0.021982403,0.024513857,0.027412768,0.025667515,0.015098636,0.016095333,0.025549265,0.029027916,0.015067855
t_1163,23.943070000000006,-24.36683,0.021319365,0.024008363,0.027117223,0.02547906,0.014935577,0.015916796,0.025267633,0.028705632,0.014895925
t_1164,24.032910000000015,-24.36683,0.023393061,0.025488853,0.028154828,0.026406985,0.015508188,0.016539104,0.02624384,0.029837452,0.015494323
t_1165,24.84138999999999,-24.48952,0.028929127,0.02795491,0.03266848,0.029815411,0.018003708,0.019261865,0.030343235,0.0347713,0.01808478
t_1166,24.84138999999999,-24.44864,0.030847007,0.029045446,0.033824563,0.030900078,0.018644074,0.019965492,0.031359848,0.036037467,0.018747345
t_1167,24.931219999999996,-24.44864,0.031284,0.02917547,0.034272596,0.031217646,0.018892372,0.020238837,0.03175031,0.036528405,0.019004023
t_1168,24.88631000000001,-24.44864,0.030861828,0.028911157,0.03406185,0.03107119,0.01877557,0.020110216,0.031566884,0.03629746,0.018883293
t_1169,24.931219999999996,-24.40774,0.02804685,0.02549303,0.03552906,0.032396935,0.019589076,0.021007346,0.03283506,0.0379059,0.019723585
t_117,23.26934,-24.61208,0.009906959,0.016851425,0.01819999,0.016645594,0.010031457,0.010685811,0.016419245,0.019025698,0.009760453
t_1170,24.88631000000001,-24.40774,0.02952634,0.02695982,0.035300873,0.032237586,0.019462507,0.020867568,0.032639176,0.03765566,0.019592935
t_1171,24.84138999999999,-24.40774,0.028725252,0.026364354,0.035044126,0.032051485,0.019320117,0.020710403,0.03241818,0.037374135,0.019445917
t_1172,24.931219999999996,-24.36683,0.035506945,0.031466458,0.036857422,0.03365047,0.020326253,0.02182289,0.033965774,0.039363313,0.020483922
t_1173,24.84138999999999,-24.36683,0.03433743,0.030730149,0.03633165,0.0332745,0.020034403,0.021499725,0.03352019,0.038786333,0.020183027
t_1174,24.88631000000001,-24.36683,0.03389667,0.030177502,0.036609925,0.03347701,0.020188857,0.021670707,0.033756338,0.03909169,0.020342289
t_1175,24.79647,-24.36683,0.034251362,0.03083344,0.03602428,0.033044193,0.019863827,0.021311022,0.033258513,0.038449105,0.02000709
t_1176,24.706639999999993,-24.36683,0.034082584,0.031102275,0.0353294,0.032505754,0.019478332,0.020885041,0.032663696,0.037686944,0.019609272
t_1177,24.751560000000012,-24.36683,0.033997282,0.030804176,0.035689633,0.03278749,0.019678155,0.021105768,0.03297262,0.03808202,0.01981552
t_1178,24.751560000000012,-24.32591,0.03421911,0.030248046,0.036996238,0.034043595,0.020403324,0.021908298,0.034083005,0.039515678,0.020563358
t_1179,24.661730000000006,-24.32591,0.03131903,0.028103713,0.036191218,0.03340591,0.019956466,0.021413492,0.033400744,0.038632255,0.02010265
t_118,23.26934,-24.57124,0.010689456,0.017756829,0.018568348,0.0169978,0.010233434,0.010898285,0.016801927,0.019423569,0.009972952
t_1180,24.706639999999993,-24.32591,0.03474681,0.030936487,0.036606234,0.033737335,0.020186808,0.02166844,0.033753213,0.03908764,0.020340178
t_1181,24.79647,-24.32591,0.036941703,0.03244098,0.037358917,0.03432279,0.020604717,0.02213159,0.034388445,0.039913807,0.020770872
t_1182,24.79647,-24.28498,0.035678074,0.030575965,0.038769607,0.03567977,0.02138849,0.023002269,0.03556531,0.041463114,0.021577775
t_1183,24.706639999999993,-24.28498,0.03649727,0.03171619,0.03795295,0.035042997,0.020934673,0.022497809,0.03488617,0.040566064,0.0211107
t_1184,24.661730000000006,-24.28498,0.035198994,0.03083088,0.037503425,0.034682833,0.020684972,0.022220623,0.034509815,0.04007246,0.02085355
t_1185,25.021050000000002,-24.36683,0.03134554,0.027578339,0.037254535,0.03390639,0.02054675,0.022067297,0.03430065,0.039799213,0.020711146
t_1186,25.065969999999993,-24.36683,0.030962793,0.02716969,0.037401672,0.033987258,0.02062846,0.022157922,0.03442437,0.039960746,0.020795329
t_1187,24.976139999999987,-24.36683,0.03557196,0.03140005,0.037072767,0.03379391,0.020445814,0.021955391,0.034147546,0.03959968,0.020607144
t_1188,25.021050000000002,-24.32591,0.032733746,0.02808754,0.038695347,0.03526157,0.021347214,0.022956343,0.03550379,0.041381527,0.021535303
t_1189,25.065969999999993,-24.32591,0.038962033,0.033342596,0.03885551,0.035349704,0.021436239,0.023055391,0.0356364,0.041557495,0.021626895
t_119,23.22442000000001,-24.57124,0.010041389,0.017021975,0.01825231,0.016670946,0.010060143,0.010715944,0.016473636,0.019082198,0.009790611
t_1190,24.976139999999987,-24.32591,0.03257638,0.028045708,0.03849758,0.035139017,0.021237299,0.022834104,0.035339735,0.041164268,0.021422205
t_1191,25.065969999999993,-24.28498,0.040294774,0.033642635,0.040398788,0.03679834,0.022294499,0.024011996,0.03690284,0.04325376,0.022509197
t_1192,24.976139999999987,-24.28498,0.033132598,0.02783108,0.04000849,0.03656868,0.022077367,0.023769692,0.03658448,0.04282465,0.022286098
t_1193,25.021050000000002,-24.28498,0.034099944,0.028547455,0.040224086,0.036702264,0.022197302,0.023903508,0.0367605,0.043061677,0.02240934
t_1194,24.976139999999987,-24.24403,0.036648143,0.030047802,0.041613173,0.038088035,0.022970418,0.024767524,0.037885264,0.044589415,0.023203205
t_1195,25.20071999999999,-24.36683,0.03395366,0.029675104,0.037626747,0.034035973,0.020753467,0.022296622,0.034613233,0.040207863,0.020924091
t_1196,25.20071999999999,-24.32591,0.032373767,0.027592644,0.03910065,0.0354028,0.021572515,0.023207072,0.03583893,0.041826848,0.021767069
t_1197,25.1558,-24.32591,0.033307616,0.02840808,0.039058845,0.03542054,0.021549273,0.023181196,0.03580443,0.04178091,0.021743163
t_1198,25.11088000000001,-24.32591,0.031656712,0.027036488,0.038976934,0.0354028,0.021503737,0.02313051,0.035736784,0.041690905,0.021696327
t_1199,25.11088000000001,-24.28498,0.04078772,0.03398507,0.040531285,0.03685623,0.022368222,0.02409431,0.03701063,0.04339945,0.022584926
t_12,21.203210000000013,-26.43592,0.00033123972,0.0050024507,0.0051955283,0.0041836295,0.0029258665,0.00340231,0.002797497,0.0051798853,0.0023538554
t_120,23.314250000000015,-24.57124,0.010744751,0.017496917,0.01888766,0.017329149,0.01040856,0.011082766,0.017132593,0.019768627,0.010157177
t_1200,25.1558,-24.28498,0.03935722,0.032748457,0.040620696,0.036875576,0.022417974,0.02414987,0.037083276,0.043497767,0.022636028
t_1201,25.20071999999999,-24.28498,0.03385909,0.028154016,0.040666338,0.03685623,0.022443373,0.024178239,0.037120335,0.04354796,0.022662114
t_1202,25.11088000000001,-24.24403,0.033048786,0.026875995,0.042184573,0.03840157,0.023288624,0.025123851,0.038343314,0.045218132,0.023529679
t_1203,25.20071999999999,-24.24403,0.03829579,0.031078305,0.04233232,0.03840157,0.023370923,0.025216075,0.038461324,0.04538073,0.023614088
t_1204,25.1558,-24.24403,0.030527813,0.024791704,0.04228238,0.03842267,0.023343105,0.025184898,0.038421456,0.04532577,0.023585558
t_1205,24.931219999999996,-24.32591,0.029222973,0.025259137,0.038263425,0.034982756,0.021107178,0.022689456,0.03514505,0.04090706,0.021288285
t_1206,24.88631000000001,-24.32591,0.030437337,0.026431018,0.037994493,0.034793854,0.020957755,0.022523442,0.034920856,0.04061169,0.021134464
t_1207,24.84138999999999,-24.32591,0.037316237,0.03257618,0.037692357,0.034573402,0.020789912,0.022337079,0.034668215,0.040279906,0.020961631
t_1208,24.931219999999996,-24.28498,0.03165988,0.026701309,0.03975338,0.036398403,0.021935474,0.023611456,0.036375694,0.042544216,0.022140266
t_1209,24.84138999999999,-24.28498,0.03166616,0.026975676,0.03913196,0.035952557,0.021589924,0.02322646,0.035864774,0.041861255,0.021784978
t_121,23.26934,-24.53039,0.011546459,0.018737135,0.018944517,0.017356858,0.010439747,0.011115609,0.017191304,0.019830083,0.010189949
t_1210,24.88631000000001,-24.28498,0.041273367,0.03497257,0.039460607,0.036192622,0.021772655,0.02342999,0.036135394,0.04222242,0.021972885
