# 2023_M6.9_Marrakesh median gmf, Stations:All, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,AtkinsonBoore2006Modified2011,ChiouYoungs2014,PezeshkEtAl2011NEHRPBC.NRCan15SiteTerm
t_1448,-7.49268,32.66607,0.034176964,0.047008894,0.038828366,0.03452099
t_1449,-7.13336,32.66607,0.027242377,0.03357317,0.028348017,0.031152438
t_145,-5.78589,31.14092,0.01632676,0.020295786,0.013984917,0.024754379
t_1450,-7.31302,32.66607,0.029570783,0.03714401,0.03189165,0.032871872
t_1451,-7.04353,32.66607,0.027365318,0.03349717,0.028221443,0.030286502
t_1452,-7.76218,32.66607,0.031985413,0.03974216,0.036119115,0.035587654
t_1453,-7.22319,32.66607,0.03111155,0.0405286,0.033780806,0.032004096
t_1454,-7.40285,32.66607,0.03286357,0.04379322,0.03669392,0.033733297
t_1455,-7.85201,32.66607,0.030857336,0.037886806,0.034697436,0.035632797
t_1456,-7.58252,32.66607,0.032683667,0.04129718,0.036738485,0.035136223
t_1457,-7.67235,32.66607,0.028267995,0.03476759,0.030935707,0.035489973
t_1458,-7.58252,32.74166,0.030208552,0.03739526,0.032621022,0.033760432
t_1459,-7.31302,32.74166,0.030905945,0.04036286,0.03315819,0.031399682
t_146,-5.87572,31.14092,0.017788501,0.022138473,0.015987858,0.026194952
t_1460,-7.22319,32.74166,0.029711775,0.03746488,0.031296708,0.030656552
t_1461,-7.76218,32.74166,0.033171464,0.04270364,0.03715543,0.03441502
t_1462,-7.49268,32.74166,0.031587992,0.03969222,0.034348916,0.033058837
t_1463,-7.67235,32.74166,0.0307705,0.03807869,0.033563823,0.034207754
t_1464,-7.13336,32.74166,0.029294064,0.036561362,0.03048419,0.030024217
t_1465,-7.04353,32.74166,0.029407194,0.0370508,0.030406248,0.029437395
t_1466,-7.40285,32.74166,0.03142881,0.040682744,0.03402676,0.032227427
t_1467,-7.85201,32.74166,0.033689428,0.04459382,0.038169015,0.034551643
t_1468,-7.58252,32.81719,0.028732978,0.03464616,0.029804058,0.032816045
t_1469,-7.31302,32.81719,0.027895093,0.034323573,0.028504476,0.030075
t_147,-5.60622,31.14092,0.015357244,0.018814517,0.012190935,0.022229237
t_1470,-7.22319,32.81719,0.028226366,0.034594066,0.028723964,0.029431883
t_1471,-7.67235,32.81719,0.030505642,0.03704419,0.03228528,0.033278346
t_1472,-7.49268,31.67759,0.06998373,0.066657215,0.08669177,0.065036125
t_1473,-7.67235,31.75401,0.053920373,0.049254905,0.06311307,0.063210875
t_1474,-7.13336,31.75401,0.06496357,0.07327209,0.071781516,0.07134975
t_1475,-7.58252,31.75401,0.06967949,0.074793644,0.0872238,0.063338056
t_1476,-7.49268,31.75401,0.070205376,0.07314763,0.086961664,0.06442062
t_1477,-7.04353,31.75401,0.047091804,0.056619044,0.053272143,0.06237872
t_1478,-7.76218,31.75401,0.07134515,0.068105884,0.082721464,0.068397224
t_1479,-7.22319,31.75401,0.07897763,0.08324506,0.084751055,0.0790829
t_148,-5.96555,31.14092,0.01842261,0.023013644,0.01713096,0.027782101
t_1480,-7.31302,31.75401,0.07659731,0.08033318,0.08818896,0.07196889
t_1481,-7.40285,31.75401,0.07250788,0.07688658,0.08787187,0.06680781
t_1482,-7.13336,31.83036,0.0714089,0.08433481,0.07840863,0.07165359
t_1483,-7.58252,31.83036,0.066653766,0.07036831,0.082581945,0.06250769
t_1484,-7.67235,31.83036,0.06510696,0.06475706,0.079985864,0.06233776
t_1485,-7.49268,31.83036,0.070426084,0.082903914,0.08757013,0.0638468
t_1486,-7.04353,31.83036,0.05398921,0.065283015,0.061388582,0.06008187
t_1487,-7.31302,31.83036,0.07669113,0.08439529,0.08667561,0.07207987
t_1488,-7.40285,31.83036,0.070942566,0.07801001,0.0844553,0.06653167
t_1489,-7.76218,31.83036,0.06774832,0.06851318,0.08234833,0.06352528
t_149,-5.69605,31.14092,0.01580961,0.019516163,0.013042154,0.023437904
t_1490,-7.22319,31.83036,0.08816662,0.09863084,0.09281555,0.08115501
t_1491,-7.67235,31.90665,0.059720475,0.059755486,0.07306124,0.060872972
t_1492,-7.31302,31.90665,0.06971583,0.08404891,0.08018861,0.066875175
t_1493,-7.49268,31.90665,0.06387742,0.06675875,0.075885914,0.06331573
t_1494,-7.13336,31.90665,0.060702108,0.07407021,0.06887016,0.06279229
t_1495,-7.58252,31.90665,0.05841758,0.05898743,0.07025457,0.06171679
t_1496,-7.22319,31.90665,0.067638695,0.08162905,0.076139234,0.06769148
t_1497,-7.76218,31.90665,0.057894733,0.05624446,0.0704375,0.060618617
t_1498,-7.04353,31.90665,0.048647042,0.058367178,0.0549937,0.05543981
t_1499,-7.40285,31.90665,0.07009217,0.08570656,0.08315761,0.06511063
t_15,-5.78589,32.74166,0.016946286,0.020280011,0.011371192,0.017217023
t_150,-6.05538,31.14092,0.022302337,0.028133593,0.022170737,0.029547835
t_1500,-7.31302,31.98288,0.056417726,0.06293194,0.06315109,0.062416747
t_1501,-7.49268,31.98288,0.057246085,0.059263136,0.06469479,0.06338489
t_1502,-7.67235,31.98288,0.050385058,0.05130869,0.060535505,0.059212536
t_1503,-7.13336,31.98288,0.053550765,0.0685421,0.06252232,0.05521118
t_1504,-7.58252,31.98288,0.04716474,0.048155542,0.054349296,0.060773097
t_1505,-7.22319,31.98288,0.05400334,0.064063154,0.061597116,0.05968289
t_1506,-7.76218,31.98288,0.056175392,0.057311844,0.0694667,0.05832603
t_1507,-7.40285,31.98288,0.06795468,0.08009364,0.076794386,0.06476089
t_1508,-7.04353,31.98288,0.045075182,0.054546572,0.051458273,0.050636724
t_1509,-7.13336,32.05904,0.048786566,0.065333635,0.058001447,0.04990967
t_151,-5.60622,31.21777,0.018913014,0.023423197,0.015741108,0.022176135
t_1510,-7.49268,32.05904,0.06168573,0.068284154,0.06968598,0.062408783
t_1511,-7.67235,32.05904,0.056866374,0.0664052,0.070878275,0.057204578
t_1512,-7.31302,32.05904,0.054510616,0.06656596,0.06256853,0.056876622
t_1513,-7.58252,32.05904,0.059042215,0.07015655,0.071482986,0.059070386
t_1514,-7.76218,32.05904,0.05627233,0.06520063,0.07122989,0.05593577
t_1515,-7.22319,32.05904,0.051081907,0.06525948,0.060031552,0.05333021
t_1516,-7.40285,32.05904,0.06811033,0.07333004,0.07070795,0.066402264
t_1517,-7.04353,32.05904,0.038885612,0.04716805,0.044174004,0.0465908
t_1518,-7.85201,32.13514,0.05102423,0.06247592,0.06498968,0.05153386
t_1519,-7.40285,32.13514,0.05490061,0.073083125,0.064391896,0.055554837
t_152,-6.14521,31.21777,0.025667546,0.032658897,0.026825119,0.03137519
t_1520,-7.13336,32.13514,0.043439046,0.05595423,0.051388532,0.04596304
t_1521,-7.58252,32.13514,0.056713816,0.08363161,0.07180927,0.056337968
t_1522,-7.67235,32.13514,0.05562318,0.0830063,0.07266727,0.054833073
t_1523,-7.49268,32.13514,0.056873597,0.07799984,0.068161584,0.05776514
t_1524,-7.31302,32.13514,0.05054886,0.06798439,0.06013083,0.05165769
t_1525,-7.04353,32.13514,0.037070353,0.045705702,0.042425986,0.043315094
t_1526,-7.76218,32.13514,0.0520317,0.0647714,0.06600548,0.053287912
t_1527,-7.22319,32.13514,0.046872277,0.062162444,0.055879448,0.048712444
t_1528,-7.13336,32.21118,0.041641507,0.057408288,0.049781255,0.042824846
t_1529,-7.58252,32.21118,0.046736546,0.057997365,0.056868225,0.05283669
t_153,-5.78589,31.21777,0.016653694,0.020633576,0.014310557,0.024683509
t_1530,-7.67235,32.21118,0.04675743,0.058205415,0.057823002,0.052487925
t_1531,-7.49268,32.21118,0.050813876,0.07474376,0.06313422,0.051858753
t_1532,-7.31302,32.21118,0.04267567,0.052194305,0.0501918,0.047515076
t_1533,-7.76218,32.21118,0.046436127,0.057676848,0.057973888,0.050766837
t_1534,-7.04353,32.21118,0.040525064,0.057841733,0.04830759,0.040613372
t_1535,-7.85201,32.21118,0.04226865,0.04701061,0.0516316,0.048117384
t_1536,-7.40285,32.21118,0.04989178,0.07498546,0.061795164,0.049966104
t_1537,-7.22319,32.21118,0.044422,0.0633945,0.053905543,0.045114517
t_1538,-7.13336,32.28716,0.039827447,0.05737747,0.04770137,0.04018815
t_1539,-7.58252,32.28716,0.043974943,0.05736088,0.053997908,0.04825304
t_154,-5.87572,31.21777,0.017523307,0.021799564,0.015674518,0.026111744
t_1540,-7.67235,32.28716,0.036974426,0.044830006,0.04409589,0.048494194
t_1541,-7.49268,32.28716,0.038650267,0.04753293,0.045702547,0.04733377
t_1542,-8.12151,28.72793,0.021306733,0.026702845,0.018147407,0.021945769
t_1543,-8.391,28.72793,0.023501221,0.031659033,0.020784572,0.022241814
t_1544,-8.30117,28.72793,0.014618908,0.01803704,0.01146424,0.022182059
t_1545,-8.03167,28.72793,0.023522284,0.032432497,0.020590177,0.02177193
t_1546,-7.85201,28.72793,0.023434091,0.0328416,0.020272642,0.02132255
t_1547,-7.94184,28.72793,0.023101501,0.031295586,0.019979402,0.021563448
t_1548,-8.57066,28.72793,0.020868296,0.026095578,0.017822167,0.022241043
t_1549,-8.48083,28.72793,0.0143758105,0.017794179,0.011254246,0.022261553
t_155,-5.96555,31.21777,0.019217053,0.02405162,0.018028101,0.027682245
t_1550,-8.21134,28.72793,0.021410216,0.026853632,0.01832713,0.022082994
t_1551,-8.391,28.80668,0.018086325,0.022428503,0.015428915,0.02347824
t_1552,-8.30117,28.80668,0.025438413,0.036779307,0.023802036,0.023411019
t_1553,-8.03167,28.80668,0.014724913,0.018289944,0.011810863,0.022950359
t_1554,-7.85201,28.80668,0.022413624,0.028312415,0.019615402,0.022447096
t_1555,-8.12151,28.80668,0.016287327,0.020066943,0.013443949,0.02314546
t_1556,-8.57066,28.80668,0.0237301,0.030751191,0.021639187,0.023477351
t_1557,-8.48083,28.80668,0.025174804,0.03560108,0.023475105,0.023500446
t_1558,-8.21134,28.80668,0.01846434,0.022914337,0.015756447,0.02329963
t_1559,-7.94184,28.80668,0.014606603,0.018122042,0.011621771,0.022716686
t_156,-5.69605,31.21777,0.01543673,0.019111572,0.012645829,0.023376785
t_1560,-7.94184,28.88536,0.017571907,0.021784957,0.01506555,0.023964887
t_1561,-8.391,28.88536,0.025287924,0.033952314,0.024171753,0.024823073
t_1562,-8.21134,28.88536,0.015567363,0.019482596,0.013169247,0.02462141
t_1563,-8.48083,28.88536,0.026175354,0.037037577,0.025366407,0.024848148
t_1564,-8.57066,28.88536,0.017275345,0.021446355,0.015039585,0.024822028
t_1565,-8.12151,28.88536,0.022769323,0.028834714,0.020961806,0.024447529
t_1566,-7.85201,28.88536,0.017880099,0.02216961,0.015281152,0.023662144
t_1567,-8.03167,28.88536,0.015456334,0.019295903,0.012938221,0.024227744
t_1568,-8.30117,28.88536,0.021020787,0.026410485,0.019115254,0.024747152
t_1569,-7.94184,28.96399,0.016280083,0.020366203,0.014126453,0.025319416
t_157,-6.05538,31.21777,0.022143714,0.027941281,0.021965867,0.02942328
t_1570,-8.21134,28.96399,0.017763881,0.022146534,0.015963603,0.026061779
t_1571,-8.48083,28.96399,0.022362651,0.028303314,0.021285897,0.026318874
t_1572,-7.85201,28.96399,0.026697122,0.038840003,0.026158491,0.024978418
t_1573,-8.57066,28.96399,0.01774716,0.022134991,0.01601352,0.02628919
t_1574,-8.12151,28.96399,0.020635916,0.025937932,0.01912394,0.025864845
t_1575,-8.03167,28.96399,0.016066061,0.020186163,0.013981585,0.025616251
t_1576,-8.30117,28.96399,0.019205885,0.024048507,0.01762495,0.026204327
t_1577,-8.391,28.96399,0.023600675,0.030036578,0.022731908,0.026290445
t_1578,-7.94184,29.04256,0.01665334,0.021012323,0.014944206,0.026792834
t_1579,-7.85201,29.04256,0.017471908,0.02183102,0.015745366,0.026410297
t_158,-5.87572,31.29457,0.02224354,0.028082652,0.020966662,0.02597313
t_1580,-8.48083,29.04256,0.019677361,0.02474418,0.018713418,0.0279287
t_1581,-8.21134,29.04256,0.021599986,0.02730371,0.0208812,0.027635861
t_1582,-8.57066,29.04256,0.017201206,0.0217803,0.015846597,0.027894776
t_1583,-8.12151,29.04256,0.016961265,0.021444453,0.015451006,0.027411824
t_1584,-8.03167,29.04256,0.028272543,0.041065138,0.029168053,0.027129427
t_1585,-8.30117,29.04256,0.027558807,0.037329044,0.0283568,0.0277982
t_1586,-8.391,29.04256,0.02922504,0.043503873,0.03085572,0.027896332
t_1587,-8.03167,29.12106,0.029677767,0.04359707,0.03178032,0.028782975
t_1588,-8.57066,29.12106,0.024401128,0.031189524,0.024983106,0.029657505
t_1589,-8.12151,29.12106,0.023902992,0.030491197,0.024174398,0.029105252
t_159,-6.05538,31.29457,0.021391554,0.026956312,0.02102741,0.029223565
t_1590,-8.48083,29.12106,0.01809214,0.023025118,0.0173206,0.02969651
t_1591,-7.85201,29.12106,0.017238863,0.021834822,0.015910262,0.027973037
t_1592,-7.94184,29.12106,0.024082337,0.03073384,0.024140768,0.028399616
t_1593,-8.21134,29.12106,0.022677822,0.028813306,0.022756437,0.029361341
t_1594,-8.391,29.12106,0.028859863,0.03905262,0.03080524,0.029659493
t_1595,-8.30117,29.12106,0.01801837,0.022922529,0.017198417,0.029547125
t_1596,-8.57066,29.19951,0.019028166,0.024325917,0.018873394,0.03160025
t_1597,-8.12151,29.19951,0.027475992,0.035589416,0.029367156,0.03096553
t_1598,-8.48083,29.19951,0.028777778,0.037519213,0.031336024,0.03164541
t_1599,-7.85201,29.19951,0.021462353,0.027182639,0.021370886,0.02968447
t_16,-6.14521,32.74166,0.020424115,0.02504996,0.01601134,0.019851828
t_160,-5.69605,31.29457,0.016292762,0.020068143,0.013482366,0.023272881
t_1600,-8.03167,29.19951,0.022750143,0.028938888,0.02322626,0.030595904
t_1601,-7.94184,29.19951,0.03062231,0.044791277,0.03359301,0.030157208
t_1602,-8.21134,29.19951,0.022979021,0.02926203,0.0237042,0.03125978
t_1603,-8.391,29.19951,0.029179042,0.038149286,0.031873118,0.031602878
t_1604,-8.30117,29.19951,0.030964939,0.043732505,0.034426868,0.03147352
t_1605,-8.48083,29.27789,0.020103741,0.025813568,0.020658383,0.03380192
t_1606,-8.57066,29.27789,0.020078314,0.025777869,0.020616036,0.033749238
t_1607,-8.12151,29.27789,0.027510306,0.03557066,0.030071672,0.033015754
t_1608,-7.85201,29.27789,0.030805226,0.04299269,0.034206748,0.03156471
t_1609,-8.03167,29.27789,0.02531246,0.03247307,0.02706674,0.032589555
t_161,-5.78589,31.29457,0.016980445,0.021027213,0.014621997,0.024564179
t_1610,-7.94184,29.27789,0.02212753,0.02813177,0.022848096,0.03208585
t_1611,-8.21134,29.27789,0.029621499,0.038683873,0.033022374,0.033355728
t_1612,-8.391,29.27789,0.028543686,0.037047822,0.03167306,0.03375281
t_1613,-8.30117,29.27789,0.03341656,0.049632244,0.038801394,0.03360305
t_1614,-8.21134,29.35622,0.029189728,0.03791554,0.033088405,0.03567963
t_1615,-8.57066,29.35622,0.021247916,0.027382895,0.022548666,0.036137085
t_1616,-8.391,29.35622,0.022109503,0.028333938,0.023679618,0.036142066
t_1617,-7.94184,29.35622,0.027446013,0.035455212,0.030336045,0.034214716
t_1618,-8.03167,29.35622,0.028457131,0.0368862,0.031852383,0.034790155
t_1619,-7.85201,29.35622,0.030123154,0.03943627,0.033802703,0.033638626
t_162,-5.96555,31.29457,0.023535889,0.029876985,0.023067325,0.027518284
t_1620,-8.30117,29.35622,0.02639613,0.03396886,0.029373454,0.035967592
t_1621,-8.48083,29.35622,0.021277651,0.027424546,0.022598047,0.03619907
t_1622,-8.12151,29.35622,0.03123986,0.041017372,0.035829138,0.035284434
t_1623,-8.03167,29.43449,0.026150256,0.033626724,0.029312404,0.037227947
t_1624,-8.391,29.43449,0.022548322,0.029158102,0.024687357,0.038809385
t_1625,-8.21134,29.43449,0.02226633,0.028779479,0.024230685,0.038267184
t_1626,-8.30117,29.43449,0.022428818,0.029000888,0.024497513,0.038604744
t_1627,-7.94184,29.43449,0.03130187,0.04099992,0.036252003,0.036574677
t_1628,-7.85201,29.43449,0.032957736,0.043957,0.03849225,0.035935145
t_1629,-8.12151,29.43449,0.025124747,0.032229397,0.028022189,0.037804775
t_163,-6.14521,31.29457,0.024979519,0.03177382,0.025952322,0.031120438
t_1630,-8.57066,29.43449,0.022576973,0.02918733,0.024724506,0.038802333
t_1631,-8.48083,29.43449,0.026727537,0.034408163,0.030419338,0.03887593
t_1632,-8.21134,29.51269,0.039279986,0.05948558,0.04958359,0.041161552
t_1633,-8.30117,29.51269,0.023880294,0.030963268,0.026860867,0.041560177
t_1634,-8.391,29.51269,0.037764963,0.051975958,0.046954423,0.04180198
t_1635,-7.85201,29.51269,0.034166396,0.04529504,0.040845,0.038489014
t_1636,-7.94184,29.51269,0.03205978,0.041950688,0.037944324,0.03920224
t_1637,-8.03167,29.51269,0.034364436,0.04541187,0.0414287,0.039938904
t_1638,-8.12151,29.51269,0.026320394,0.033843163,0.030133652,0.040616628
t_1639,-8.57066,29.51269,0.027018305,0.034780134,0.031280436,0.041791875
t_164,-5.60622,31.29457,0.015985064,0.019596966,0.012759582,0.02208498
t_1640,-8.48083,29.51269,0.03619588,0.048084974,0.04451561,0.04188014
t_1641,-8.30117,29.59084,0.03592626,0.047300965,0.04459918,0.044891234
t_1642,-8.48083,29.59084,0.026223673,0.03398513,0.03053598,0.04527166
t_1643,-8.21134,29.59084,0.035230637,0.0462945,0.043502748,0.04441666
t_1644,-8.391,29.59084,0.025727753,0.03342392,0.029821232,0.04517927
t_1645,-7.85201,29.59084,0.0323,0.04217788,0.038724404,0.041343473
t_1646,-7.94184,29.59084,0.03670567,0.048882402,0.04533666,0.042142928
t_1647,-8.03167,29.59084,0.037211448,0.04957749,0.046234988,0.04297023
t_1648,-8.12151,29.59084,0.024971887,0.032427322,0.028621737,0.043769445
t_1649,-8.57066,29.59084,0.027264351,0.035124168,0.03201273,0.045164622
t_165,-6.05538,31.3713,0.01972952,0.024765551,0.018990083,0.028956661
t_1650,-8.57066,29.66892,0.02775065,0.036078826,0.033009544,0.04899181
t_1651,-8.21134,29.66892,0.032983493,0.042861413,0.040672034,0.04809717
t_1652,-8.30117,29.66892,0.033583447,0.04368074,0.041614696,0.04866721
t_1653,-8.48083,29.66892,0.027577113,0.035899915,0.03276591,0.049123295
t_1654,-8.12151,29.66892,0.026625888,0.034651767,0.031276535,0.04732188
t_1655,-8.03167,29.66892,0.034482084,0.045063056,0.04269067,0.0463849
t_1656,-7.94184,29.66892,0.035401218,0.04646632,0.043911885,0.045451026
t_1657,-7.85201,29.66892,0.028642165,0.036959413,0.03394556,0.044549942
t_1658,-8.391,29.66892,0.027384805,0.03567398,0.032480784,0.04901336
t_1659,-8.57066,29.74695,0.029943738,0.038961623,0.03642863,0.053364664
t_166,-5.78589,31.3713,0.017544774,0.021754662,0.015171946,0.02439814
t_1660,-8.21134,29.74695,0.029243443,0.03807057,0.035364117,0.05228552
t_1661,-8.30117,29.74695,0.029583491,0.038518324,0.035890225,0.052977026
t_1662,-8.03167,29.74695,0.028266795,0.036780544,0.03384004,0.050256465
t_1663,-8.12151,29.74695,0.028488059,0.037135024,0.03421266,0.05134798
t_1664,-8.48083,29.74695,0.029528951,0.0384629,0.035819154,0.053520408
t_1665,-7.85201,29.74695,0.028541453,0.03686871,0.03411679,0.048171684
t_1666,-8.391,29.74695,0.029981786,0.039004993,0.036493555,0.05339709
t_1667,-7.94184,29.74695,0.034708712,0.045239866,0.043340616,0.049195632
t_1668,-8.57066,29.82491,0.03251048,0.039662942,0.04034714,0.054900896
t_1669,-8.21134,29.82491,0.031725887,0.03938246,0.039177507,0.0545714
t_167,-5.69605,31.3713,0.017083146,0.021083735,0.014244566,0.023127483
t_1670,-8.30117,29.82491,0.031861797,0.039181687,0.039382506,0.054806646
t_1671,-7.94184,29.82491,0.029761815,0.03875511,0.036174096,0.053461332
t_1672,-8.12151,29.82491,0.03063931,0.03868586,0.037531815,0.05424557
t_1673,-8.48083,29.82491,0.032782007,0.039870314,0.040767215,0.054976515
t_1674,-7.85201,29.82491,0.029242389,0.03806338,0.035364263,0.05227383
t_1675,-8.03167,29.82491,0.030466115,0.039021604,0.037254453,0.053878468
t_1676,-8.391,29.82491,0.032345995,0.039481945,0.040111672,0.054943696
t_1677,-7.85201,29.90281,0.031699754,0.039406035,0.039141234,0.054537784
t_1678,-8.391,29.90281,0.035188865,0.0400576,0.04434863,0.05650356
t_1679,-8.03167,29.90281,0.032421533,0.03903378,0.040229432,0.0553194
t_168,-5.96555,31.3713,0.021290222,0.026815068,0.02034423,0.027294535
t_1680,-8.48083,29.90281,0.036350623,0.04111437,0.046119656,0.05653554
t_1681,-7.94184,29.90281,0.03193636,0.039083745,0.039503008,0.05493463
t_1682,-8.12151,29.90281,0.03466551,0.040742993,0.043636154,0.055711705
t_1683,-8.30117,29.90281,0.037726052,0.043001797,0.048297755,0.056349058
t_1684,-8.57066,29.90281,0.03560459,0.04048732,0.044963006,0.056438636
t_1685,-8.21134,29.90281,0.04528097,0.053149972,0.060034685,0.056080684
t_1686,-7.85201,29.98066,0.034223676,0.03986226,0.042942528,0.056004282
t_1687,-8.391,29.98066,0.043142296,0.045412894,0.05641751,0.05818379
t_1688,-8.48083,29.98066,0.039095122,0.041109517,0.050025143,0.05821279
t_1689,-7.94184,29.98066,0.035399,0.040358074,0.04470574,0.056452222
t_169,-6.14521,31.3713,0.020028943,0.02518531,0.019776173,0.030792817
t_1690,-8.30117,29.98066,0.03840782,0.040841293,0.049059782,0.058008246
t_1691,-8.57066,29.98066,0.039116185,0.04125951,0.050047886,0.058084644
t_1692,-8.03167,29.98066,0.035556354,0.039895345,0.044890407,0.05686482
t_1693,-8.21134,29.98066,0.043198813,0.046574466,0.056661773,0.057699196
t_1694,-8.12151,29.98066,0.036520507,0.040186796,0.046306077,0.05728576
t_1695,-8.03167,30.05844,0.039945472,0.041425847,0.05134975,0.058529735
t_1696,-7.94184,30.05844,0.038852636,0.041132204,0.04976617,0.058083374
t_1697,-8.48083,30.05844,0.043456417,0.042066332,0.05616521,0.06002844
t_1698,-8.30117,30.05844,0.042049665,0.041281294,0.054162502,0.059801664
t_1699,-8.12151,30.05844,0.040398277,0.04112548,0.05191228,0.058983393
t_17,-6.05538,32.74166,0.017221969,0.020749846,0.012604913,0.019153737
t_170,-5.60622,31.3713,0.015631577,0.019134516,0.012366661,0.021956787
t_1700,-8.57066,30.05844,0.05143254,0.05049582,0.06869642,0.059855342
t_1701,-8.21134,30.05844,0.040504415,0.040519122,0.051905267,0.059441485
t_1702,-8.391,30.05844,0.048044845,0.046683155,0.0634973,0.06000408
t_1703,-7.85201,30.05844,0.037558842,0.04073175,0.047869287,0.057567384
t_1704,-8.03167,30.13616,0.04375346,0.041856814,0.056671567,0.06033304
t_1705,-7.94184,30.13616,0.042437397,0.04153934,0.05481612,0.059838302
t_1706,-8.48083,30.13616,0.050172962,0.044392947,0.06559485,0.06201269
t_1707,-8.30117,30.13616,0.04766676,0.04273135,0.062021233,0.061750837
t_1708,-8.12151,30.13616,0.044066343,0.041345865,0.05692358,0.060824055
t_1709,-8.57066,30.13616,0.04736476,0.04236358,0.06113835,0.06178041
t_171,-5.87572,31.3713,0.022278663,0.028132157,0.020937687,0.025781713
t_1710,-8.21134,30.13616,0.06015821,0.056156542,0.08190572,0.061324835
t_1711,-8.391,30.13616,0.048465274,0.042968623,0.063052885,0.06199053
t_1712,-7.85201,30.13616,0.0412066,0.04142729,0.053107157,0.05923827
t_1713,-7.94184,30.21382,0.04963209,0.044430926,0.06524849,0.06173353
t_1714,-8.03167,30.21382,0.049547896,0.043236885,0.064762406,0.06229774
t_1715,-7.85201,30.21382,0.045938928,0.042512007,0.059792694,0.061029196
t_1716,-8.391,30.21382,0.053418763,0.04307167,0.06923791,0.06417421
t_1717,-8.21134,30.21382,0.050487816,0.042204216,0.065464,0.06337569
t_1718,-8.57066,30.21382,0.05032893,0.041348305,0.06404614,0.063917294
t_1719,-8.12151,30.21382,0.054218613,0.046306714,0.071802884,0.06283079
t_172,-6.14521,31.44796,0.019694906,0.024787057,0.019311022,0.03040152
t_1720,-8.30117,30.21382,0.053706747,0.0436967,0.07005856,0.06387923
t_1721,-8.48083,30.21382,0.053883698,0.043393977,0.06969761,0.06420898
t_1722,-8.03167,30.29141,0.051917896,0.041471083,0.0669833,0.064452484
t_1723,-7.85201,30.29141,0.05150154,0.04360466,0.06743468,0.06295334
t_1724,-8.391,30.29141,0.062172726,0.044894524,0.080580525,0.06658352
t_1725,-8.21134,30.29141,0.059433475,0.04459994,0.077633396,0.065623105
t_1726,-8.57066,30.29141,0.06004355,0.04431708,0.07646687,0.0663705
t_1727,-7.94184,30.29141,0.055070303,0.044934675,0.07247758,0.063788556
t_1728,-8.12151,30.29141,0.05866237,0.0452461,0.07706104,0.06503113
t_1729,-8.30117,30.29141,0.06460917,0.04748584,0.08508203,0.06620766
t_173,-6.05538,31.44796,0.019774841,0.024828466,0.018971639,0.028628936
t_1730,-8.48083,30.29141,0.07397548,0.054488026,0.098269396,0.06666877
t_1731,-8.57066,30.36895,0.07095879,0.047009744,0.0893059,0.06926394
t_1732,-8.03167,30.36895,0.058524426,0.041977562,0.07520708,0.06682878
t_1733,-7.85201,30.36895,0.056447145,0.043618385,0.07364876,0.06502556
t_1734,-8.391,30.36895,0.0702426,0.045050457,0.08986236,0.06922373
t_1735,-8.12151,30.36895,0.06479307,0.044692487,0.08424422,0.06746078
t_1736,-8.21134,30.36895,0.09249882,0.06644418,0.1256496,0.06809548
t_1737,-7.94184,30.36895,0.059896432,0.04416433,0.07814928,0.06602737
t_1738,-8.30117,30.36895,0.07022601,0.045782465,0.09081933,0.068747394
t_1739,-8.48083,30.36895,0.071699806,0.04616126,0.091231726,0.06941187
t_174,-5.96555,31.44796,0.017698083,0.022140197,0.01613862,0.027015353
t_1740,-8.48083,30.44642,0.082661346,0.05423636,0.10314945,0.08099058
t_1741,-8.391,30.44642,0.08467851,0.05468917,0.10756448,0.079877004
t_1742,-8.30117,30.44642,0.08143062,0.05165031,0.1041073,0.07697961
t_1743,-7.94184,30.44642,0.06804604,0.044899903,0.088274725,0.06847759
t_1744,-8.21134,30.44642,0.07757933,0.048407465,0.099572636,0.073563494
t_1745,-8.12151,30.44642,0.07280609,0.044961464,0.09339839,0.07038481
t_1746,-8.57066,30.44642,0.07838676,0.052794997,0.09544552,0.080341
t_1747,-8.03167,30.44642,0.07236013,0.04563258,0.09371888,0.06945944
t_1748,-7.85201,30.44642,0.06532764,0.04561973,0.08542699,0.06725998
t_1749,-8.30117,30.52384,0.09492857,0.0628204,0.11925817,0.09288675
t_175,-5.78589,31.44796,0.017702455,0.021950034,0.0152699,0.024187712
t_1750,-8.21134,30.52384,0.09084575,0.059041727,0.11488408,0.08848144
t_1751,-8.03167,30.52384,0.081093244,0.05132056,0.10308094,0.07986054
t_1752,-7.94184,30.52384,0.07819907,0.048504464,0.10047741,0.074093856
t_1753,-8.57066,30.52384,0.12640041,0.09648517,0.15767705,0.09737207
t_1754,-8.12151,30.52384,0.08953391,0.05744741,0.11444374,0.08433592
t_1755,-7.85201,30.52384,0.071019,0.04460654,0.09146997,0.06967042
t_1756,-8.391,30.52384,0.09422499,0.06381196,0.116251975,0.09698721
t_1757,-8.48083,30.52384,0.09752325,0.06724546,0.119349375,0.098436885
t_1758,-8.12151,30.60119,0.10343149,0.069053985,0.12893528,0.10335208
t_1759,-8.57066,30.60119,0.14646053,0.11706274,0.17932148,0.11811191
t_176,-5.69605,31.44796,0.02116435,0.026518522,0.01846422,0.022942403
t_1760,-8.03167,30.60119,0.09792663,0.06423423,0.12295961,0.09643816
