# 2023_M6.9_Marrakesh median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AkkarEtAlRjb2014,AtkinsonBoore2006Modified2011,ChiouYoungs2014,"NRCan15SiteTerm
gmpe_name = 'PezeshkEtAl2011NEHRPBC'"
t_1611,-8.21134,29.27789,0.014498633,0.028333772,0.022033097,0.02792665
t_1612,-8.391,29.27789,0.013971287,0.02713613,0.021094713,0.026784314
t_1613,-8.30117,29.27789,0.01635628,0.036353186,0.026074134,0.035862632
t_1614,-8.21134,29.35622,0.014287446,0.027771175,0.022026222,0.027597006
t_1615,-8.57066,29.35622,0.010400917,0.020059252,0.0149417035,0.019965092
t_1616,-8.391,29.35622,0.01082218,0.020753914,0.015691584,0.020656649
t_1617,-7.94184,29.35622,0.013433714,0.025968686,0.020171667,0.025674008
t_1618,-8.03167,29.35622,0.013928671,0.027016873,0.02119658,0.026764482
t_1619,-7.85201,29.35622,0.014744026,0.028884506,0.022565648,0.0284983
t_162,-5.96555,31.29457,0.011483267,0.021860162,0.01531005,0.02107238
t_1620,-8.30117,29.35622,0.012920209,0.024880784,0.019498926,0.024749305
t_1621,-8.48083,29.35622,0.0104152085,0.020088557,0.014973664,0.019998387
t_1622,-8.12151,29.35622,0.015290798,0.030042855,0.02392676,0.029813584
t_1623,-8.03167,29.43449,0.012799642,0.024629561,0.0194469,0.024604527
t_1624,-8.391,29.43449,0.01103737,0.021358129,0.01635856,0.021448921
t_1625,-8.21134,29.43449,0.010898848,0.021079652,0.016054694,0.021131385
t_1626,-8.30117,29.43449,0.01097859,0.021242255,0.01623201,0.021318153
t_1627,-7.94184,29.43449,0.015321074,0.030029861,0.024184428,0.029933121
t_1628,-7.85201,29.43449,0.016131483,0.03219566,0.02576613,0.03202185
t_1629,-8.12151,29.43449,0.012297809,0.023606272,0.018579666,0.023627881
t_163,-6.14521,31.29457,0.012111776,0.023196546,0.01717049,0.022665361
t_1630,-8.57066,29.43449,0.011052286,0.02138264,0.016385607,0.021473356
t_1631,-8.48083,29.43449,0.013083544,0.025205158,0.02018205,0.025317965
t_1632,-8.21134,29.51269,0.019227168,0.04357091,0.033447478,0.044088285
t_1633,-8.30117,29.51269,0.0116895465,0.022680068,0.01779935,0.022978263
t_1634,-8.391,29.51269,0.018486995,0.038073353,0.031530164,0.03860336
t_1635,-7.85201,29.51269,0.016723149,0.033175692,0.027329283,0.03328138
t_1636,-7.94184,29.51269,0.015692161,0.030726269,0.025289185,0.03089627
t_1637,-8.03167,29.51269,0.016820397,0.03326156,0.02769068,0.033525486
t_1638,-8.12151,29.51269,0.012883278,0.024788398,0.019978981,0.025039393
t_1639,-8.57066,29.51269,0.013228064,0.025482478,0.02074854,0.025836967
t_164,-5.60622,31.29457,0.00782119,0.014351995,0.008453665,0.013525984
t_1640,-8.48083,29.51269,0.017719952,0.035225958,0.02980047,0.03572535
t_1641,-8.30117,29.59084,0.017587295,0.034648,0.02976153,0.035463132
t_1642,-8.48083,29.59084,0.012839797,0.024898713,0.020244295,0.025513843
t_1643,-8.21134,29.59084,0.01724582,0.033909377,0.029010125,0.034657713
t_1644,-8.391,29.59084,0.012595685,0.024484744,0.019765977,0.025082454
t_1645,-7.85201,29.59084,0.015809728,0.030892562,0.025779385,0.03127719
t_1646,-7.94184,29.59084,0.017966371,0.03580334,0.03036156,0.036339916
t_1647,-8.03167,29.59084,0.018214263,0.03631272,0.030966023,0.03695129
t_1648,-8.12151,29.59084,0.012223568,0.023751508,0.01896561,0.024228234
t_1649,-8.57066,29.59084,0.01335117,0.02573805,0.021232372,0.02636607
t_165,-6.05538,31.3713,0.009617472,0.018117584,0.012563887,0.017563084
t_1650,-8.57066,29.66892,0.013593786,0.026442496,0.021899642,0.02738939
t_1651,-8.21134,29.66892,0.016146958,0.031395193,0.027012741,0.03243514
t_1652,-8.30117,29.66892,0.016442172,0.031997148,0.027648702,0.0331107
t_1653,-8.48083,29.66892,0.013505629,0.026304357,0.021729317,0.027255554
t_1654,-8.12151,29.66892,0.013033782,0.025380963,0.020726388,0.026163492
t_1655,-8.03167,29.66892,0.016878776,0.03300621,0.028406184,0.03393154
t_1656,-7.94184,29.66892,0.017328182,0.034033697,0.029264955,0.034891963
t_1657,-7.85201,29.66892,0.014019488,0.027070336,0.02250925,0.02767863
t_1658,-8.391,29.66892,0.013409095,0.026134556,0.021533957,0.027070759
t_1659,-8.57066,29.74695,0.014676147,0.02856254,0.024188915,0.02994102
t_166,-5.78589,31.3713,0.008580273,0.015930599,0.0100513855,0.015163439
t_1660,-8.21134,29.74695,0.014317612,0.02788638,0.023442682,0.029145442
t_1661,-8.30117,29.74695,0.014486313,0.02821653,0.023797171,0.029545309
t_1662,-8.03167,29.74695,0.01383703,0.026939712,0.022426078,0.028000768
t_1663,-8.12151,29.74695,0.013946319,0.027199956,0.022674756,0.02835598
t_1664,-8.48083,29.74695,0.014467089,0.028186256,0.02376808,0.029592533
t_1665,-7.85201,29.74695,0.013970401,0.02700381,0.022611406,0.027903942
t_1666,-8.391,29.74695,0.014684545,0.02857692,0.024206024,0.029956518
t_1667,-7.94184,29.74695,0.01698966,0.033135314,0.028805152,0.034338918
t_1668,-8.57066,29.82491,0.015948767,0.029086642,0.026829239,0.030970383
t_1669,-8.21134,29.82491,0.015535645,0.028847577,0.02597861,0.030597964
t_167,-5.69605,31.3713,0.008357401,0.0154407015,0.009438842,0.0146180475
t_1670,-8.30117,29.82491,0.015606119,0.02870341,0.026123902,0.03051819
t_1671,-7.94184,29.82491,0.014568749,0.028385459,0.02397276,0.029761795
t_1672,-8.12151,29.82491,0.015001043,0.028335836,0.024878953,0.029957058
t_1673,-8.48083,29.82491,0.016070941,0.029222853,0.027081113,0.031131126
t_1674,-7.85201,29.82491,0.014313799,0.027878627,0.023434443,0.029136019
t_1675,-8.03167,29.82491,0.014914593,0.028581014,0.02469201,0.030105999
t_1676,-8.391,29.82491,0.015849074,0.02892876,0.026623446,0.03080284
t_1677,-7.85201,29.90281,0.015517118,0.028861647,0.025939789,0.0306003
t_1678,-8.391,29.90281,0.017253196,0.029352805,0.029466454,0.031749845
t_1679,-8.03167,29.90281,0.015873358,0.028589524,0.026666574,0.030549664
t_168,-5.96555,31.3713,0.010395376,0.019627098,0.013483641,0.018903844
t_1680,-8.48083,29.90281,0.017838346,0.030140938,0.030689254,0.032620803
t_1681,-7.94184,29.90281,0.015634079,0.028625775,0.026180988,0.03047065
t_1682,-8.12151,29.90281,0.016974911,0.029842196,0.028939558,0.032014538
t_1683,-8.30117,29.90281,0.018485986,0.03150243,0.03208035,0.03401673
t_1684,-8.57066,29.90281,0.01749306,0.029704604,0.029969525,0.032129686
t_1685,-8.21134,29.90281,0.022178944,0.038931973,0.040077813,0.041919466
t_1686,-7.85201,29.98066,0.016753288,0.02919512,0.02846125,0.031410374
t_1687,-8.391,29.98066,0.021173405,0.03327789,0.037592378,0.036615424
t_1688,-8.48083,29.98066,0.01921522,0.03014311,0.03336763,0.033189896
t_1689,-7.94184,29.98066,0.01733055,0.029558394,0.029636335,0.031945176
t_169,-6.14521,31.3713,0.009738149,0.01840892,0.01306814,0.017968541
t_1690,-8.30117,29.98066,0.018831324,0.029918792,0.032599695,0.032855384
t_1691,-8.57066,29.98066,0.019265361,0.03028764,0.033486374,0.033326034
t_1692,-8.03167,29.98066,0.017410506,0.029219713,0.029763931,0.03171146
t_1693,-8.21134,29.98066,0.021166844,0.034114093,0.037678294,0.037338626
t_1694,-8.12151,29.98066,0.017887266,0.029433765,0.030716103,0.0320811
t_1695,-8.03167,30.05844,0.019563459,0.03033913,0.0340625,0.033486478
t_1696,-7.94184,30.05844,0.019023506,0.030124119,0.032998413,0.033097517
t_1697,-8.48083,30.05844,0.02140864,0.030845964,0.037608337,0.034609903
t_1698,-8.30117,30.05844,0.02063441,0.030237313,0.036039867,0.03382017
t_1699,-8.12151,30.05844,0.019792847,0.030119186,0.03445413,0.033399478
t_17,-6.05538,32.74166,0.008411693,0.015223088,0.008335416,0.014160733
t_170,-5.60622,31.3713,0.0076487907,0.014013884,0.00819321,0.013199962
t_1700,-8.57066,30.05844,0.025428072,0.03708683,0.046414543,0.041570634
t_1701,-8.21134,30.05844,0.019856913,0.029675864,0.034479655,0.033064995
t_1702,-8.391,30.05844,0.023612596,0.034204874,0.042424433,0.038344823
t_1703,-7.85201,30.05844,0.018386988,0.029830772,0.03173176,0.03260349
t_1704,-8.03167,30.13616,0.021434335,0.03065232,0.037606277,0.034460954
t_1705,-7.94184,30.13616,0.020782026,0.030420275,0.03635415,0.0340254
t_1706,-8.48083,30.13616,0.024798037,0.03253905,0.044184506,0.03727296
t_1707,-8.30117,30.13616,0.023417937,0.031290375,0.041355044,0.035708617
t_1708,-8.12151,30.13616,0.021599697,0.030277152,0.037802245,0.034213804
t_1709,-8.57066,30.13616,0.023548508,0.03111658,0.041527394,0.035609778
t_171,-5.87572,31.3713,0.010888915,0.020597292,0.013902883,0.019718003
t_1710,-8.21134,30.13616,0.02951324,0.04112113,0.05496809,0.046695244
t_1711,-8.391,30.13616,0.023864832,0.0314704,0.04220454,0.03601597
t_1712,-7.85201,30.13616,0.020174336,0.0303382,0.035209578,0.03372506
t_1713,-7.94184,30.21382,0.024310825,0.03253448,0.0433114,0.03710232
t_1714,-8.03167,30.21382,0.024282563,0.031659327,0.04300455,0.036319517
t_1715,-7.85201,30.21382,0.02249361,0.031129217,0.039652936,0.035242885
t_1716,-8.391,30.21382,0.026368843,0.031517565,0.04653372,0.03689939
t_1717,-8.21134,30.21382,0.024793832,0.030896049,0.043599196,0.03585158
t_1718,-8.57066,30.21382,0.02520905,0.03033033,0.044051632,0.035507888
t_1719,-8.12151,30.21382,0.026593002,0.033904552,0.04778485,0.03911048
t_172,-6.14521,31.44796,0.009595248,0.018137598,0.012772436,0.017680267
t_1720,-8.30117,30.21382,0.026426284,0.031981137,0.04683314,0.0373134
t_1721,-8.48083,30.21382,0.026742514,0.031763874,0.047273196,0.03723079
t_1722,-8.03167,30.29141,0.025458662,0.03036153,0.04448139,0.03561583
t_1723,-7.85201,30.29141,0.025220796,0.031923503,0.044735383,0.036862228
t_1724,-8.391,30.29141,0.030784983,0.03280336,0.05445214,0.039387777
t_1725,-8.21134,30.29141,0.029228866,0.032639656,0.05181929,0.038776163
t_1726,-8.57066,30.29141,0.030323781,0.032358468,0.053476296,0.038852215
t_1727,-7.94184,30.29141,0.02698319,0.03289792,0.048125938,0.038318463
t_1728,-8.12151,30.29141,0.02879947,0.033121794,0.051306993,0.039094407
t_1729,-8.30117,30.29141,0.031858288,0.034731217,0.05711381,0.04151742
t_173,-6.05538,31.44796,0.00965055,0.018175408,0.012559174,0.017598175
t_1730,-8.48083,30.29141,0.03688754,0.039768968,0.06767085,0.047786962
t_1731,-8.57066,30.36895,0.036075197,0.033988554,0.06353438,0.0419771
t_1732,-8.03167,30.36895,0.028722202,0.030725237,0.049971875,0.036943637
t_1733,-7.85201,30.36895,0.02764752,0.031923447,0.048857577,0.037655286
t_1734,-8.391,30.36895,0.03492578,0.03286417,0.0610706,0.040596962
t_1735,-8.12151,30.36895,0.031853568,0.032710314,0.05613693,0.039608072
t_1736,-8.21134,30.36895,0.04558834,0.048614975,0.08615442,0.059192322
t_1737,-7.94184,30.36895,0.029360943,0.03232495,0.051888593,0.03853351
t_1738,-8.30117,30.36895,0.034735963,0.0334672,0.06112775,0.041118093
t_1739,-8.48083,30.36895,0.03593761,0.033545334,0.063057475,0.04151064
t_174,-5.96555,31.44796,0.008646804,0.016211465,0.010685183,0.015597349
t_1740,-8.48083,30.44642,0.0417341,0.039281476,0.07199609,0.048248675
t_1741,-8.391,30.44642,0.042383652,0.039877936,0.073657714,0.048996564
t_1742,-8.30117,30.44642,0.040478546,0.037762217,0.07038412,0.04649006
t_1743,-7.94184,30.44642,0.03337569,0.032846812,0.058631968,0.040158056
t_1744,-8.21134,30.44642,0.03836293,0.035419185,0.0667717,0.043709196
t_1745,-8.12151,30.44642,0.03586717,0.03290039,0.06230328,0.040690865
t_1746,-8.57066,30.44642,0.04003859,0.03770066,0.06875455,0.04634045
t_1747,-8.03167,30.44642,0.035554577,0.033387445,0.062364068,0.041256968
t_1748,-7.85201,30.44642,0.03200345,0.033369314,0.056702953,0.04027032
t_1749,-8.30117,30.52384,0.047570113,0.045993734,0.08105717,0.056103196
t_175,-5.78589,31.44796,0.008658952,0.016075645,0.010118069,0.01528814
t_1750,-8.21134,30.52384,0.045151576,0.043213632,0.0772623,0.0528538
t_1751,-8.03167,30.52384,0.039909918,0.03751978,0.068598144,0.046131786
t_1752,-7.94184,30.52384,0.038383838,0.03544966,0.06675189,0.043741263
t_1753,-8.57066,30.52384,0.06534667,0.06877411,0.117912255,0.08305856
t_1754,-8.12151,30.52384,0.044239827,0.042020377,0.076516956,0.0515032
t_1755,-7.85201,30.52384,0.0347977,0.03259466,0.06067916,0.04031687
t_1756,-8.391,30.52384,0.047720127,0.046655368,0.080249496,0.05679582
t_1757,-8.48083,30.52384,0.049963485,0.048844416,0.08435609,0.05940101
t_1758,-8.12151,30.60119,0.05131365,0.050454646,0.08623482,0.06126202
t_1759,-8.57066,30.60119,0.07846212,0.08524678,0.13713683,0.101282425
t_176,-5.69605,31.44796,0.010355038,0.019422246,0.01227072,0.01837293
t_1760,-8.03167,30.60119,0.048291832,0.046882514,0.081869096,0.057122517
t_1761,-7.85201,30.60119,0.037340768,0.035214134,0.06360909,0.043336853
t_1762,-7.94184,30.60119,0.041097168,0.039589062,0.06927924,0.048465215
t_1763,-8.391,30.60119,0.0793187,0.0873088,0.13937959,0.10363454
t_1764,-8.30117,30.60119,0.06942988,0.07165708,0.11986741,0.08584441
t_1765,-8.48083,30.60119,0.07967287,0.08639171,0.13847284,0.10249449
t_1766,-8.21134,30.60119,0.058098964,0.058026202,0.09855922,0.07009384
t_1767,-8.12151,30.67848,0.064748034,0.066159844,0.1063012,0.07930465
t_1768,-8.03167,30.67848,0.057267003,0.05759861,0.09450132,0.069481805
t_1769,-8.48083,30.67848,0.092292,0.0984033,0.15023093,0.11526859
t_177,-5.87572,31.44796,0.008281896,0.015443051,0.00985598,0.014769507
t_1770,-8.30117,30.67848,0.09213143,0.102298304,0.15657346,0.11973571
t_1771,-8.391,30.67848,0.09621451,0.10547363,0.16036192,0.12303819
t_1772,-7.94184,30.67848,0.048003387,0.047733173,0.07936851,0.057938147
t_1773,-8.21134,30.67848,0.086080864,0.094017774,0.14725217,0.11075839
t_1774,-8.57066,30.67848,0.08009279,0.084188685,0.12803532,0.0995826
t_1775,-7.85201,30.67848,0.05008696,0.048502065,0.08707038,0.059163593
t_1776,-8.12151,30.75571,0.08104009,0.08563709,0.1273292,0.101219475
t_1777,-8.21134,30.75571,0.0817422,0.08805949,0.12467304,0.10361108
t_1778,-8.03167,30.75571,0.06564784,0.06890124,0.10365658,0.08214341
t_1779,-7.94184,30.75571,0.05655465,0.05794578,0.0913784,0.06968905
t_178,-5.60622,31.44796,0.011178581,0.022047574,0.013182937,0.020752188
t_1780,-8.30117,30.75571,0.09557724,0.10272332,0.14558963,0.12010882
t_1781,-8.391,30.75571,0.109540395,0.11808224,0.16598977,0.1368181
t_1782,-8.48083,30.75571,0.11358091,0.12285195,0.16946848,0.14195706
t_1783,-8.57066,30.75571,0.10291609,0.11141423,0.15373898,0.12959012
t_1784,-7.85201,30.75571,0.050199725,0.049749818,0.0834904,0.060354076
t_1785,-8.21134,30.83287,0.12825464,0.13905251,0.18644494,0.15924235
t_1786,-8.391,30.83287,0.1444104,0.15857357,0.1930538,0.1789902
t_1787,-8.03167,30.83287,0.09096578,0.097019255,0.14108892,0.113826625
t_1788,-7.94184,30.83287,0.070536464,0.07358786,0.11228222,0.08764801
t_1789,-8.30117,30.83287,0.12473007,0.13793762,0.17144327,0.15719087
t_179,-5.69605,31.52457,0.007979021,0.01468814,0.008817202,0.013881316
t_1790,-8.12151,30.83287,0.09895526,0.108601935,0.14438796,0.12601638
t_1791,-8.48083,30.83287,0.15387811,0.16874723,0.19913684,0.18902463
t_1792,-8.57066,30.83287,0.13685678,0.15115643,0.18286967,0.17089547
t_1793,-7.85201,30.83287,0.06300504,0.063823484,0.10525722,0.07669094
t_1794,-8.21134,30.90998,0.1741158,0.18882182,0.21337597,0.20878477
t_1795,-8.57066,30.90998,0.21209404,0.22268645,0.2376797,0.24139908
t_1796,-8.48083,30.90998,0.26870283,0.26504067,0.26635626,0.2802928
t_1797,-7.94184,30.90998,0.083985604,0.08908749,0.13078864,0.10506369
t_1798,-8.03167,30.90998,0.10444218,0.1143841,0.15188146,0.13242543
t_1799,-8.30117,30.90998,0.20051336,0.21275498,0.23121116,0.2319754
t_18,-5.87572,32.81719,0.007843481,0.014006937,0.0070772627,0.012919747
t_180,-5.96555,31.52457,0.008218323,0.015482545,0.009972254,0.014876861
t_1800,-8.391,30.90998,0.23385012,0.2399542,0.25013876,0.25750777
t_1801,-8.12151,30.90998,0.14136028,0.15534252,0.18954268,0.17557535
t_1802,-7.85201,30.90998,0.06371954,0.06564818,0.10269704,0.078614496
t_1803,-8.57066,30.98702,0.29740968,0.28265074,0.27243268,0.2958568
t_1804,-8.48083,30.98702,0.48847467,0.36407486,0.3183917,0.36336812
t_1805,-7.85201,30.98702,0.06527279,0.06839229,0.10310561,0.081568226
t_1806,-8.03167,30.98702,0.121640205,0.13431858,0.16818711,0.15340175
t_1807,-8.30117,30.98702,0.4293402,0.35839635,0.3595791,0.3659386
t_1808,-8.12151,30.98702,0.18907188,0.20237164,0.22344376,0.22199804
t_1809,-8.391,30.98702,0.4887831,0.37780565,0.35687613,0.38041118
t_181,-5.78589,31.52457,0.007867138,0.014573652,0.008930879,0.0138451215
t_1810,-8.21134,30.98702,0.34877288,0.31881347,0.33403265,0.33227357
t_1811,-7.94184,30.98702,0.08605774,0.09329509,0.12929776,0.10933178
t_1812,-8.21134,31.064,0.4032367,0.33444244,0.30118272,0.3396274
t_1813,-8.391,31.064,0.4993889,0.33687258,0.30245128,0.3416094
t_1814,-7.94184,31.064,0.08856125,0.09624792,0.13197538,0.11257282
t_1815,-8.48083,31.064,0.4993889,0.3088482,0.2873986,0.3183657
t_1816,-8.57066,31.064,0.3482264,0.24883834,0.25168836,0.26566002
t_1817,-7.85201,31.064,0.066471435,0.06982765,0.10457384,0.083189555
t_1818,-8.03167,31.064,0.14213826,0.1542678,0.1967137,0.17513794
t_1819,-8.30117,31.064,0.4993889,0.35782674,0.31311676,0.35843912
t_182,-6.05538,31.52457,0.008512228,0.016139798,0.010685851,0.015604915
t_1820,-8.12151,31.064,0.21125492,0.22147943,0.23501578,0.24025999
t_1821,-8.21134,31.14092,0.36175674,0.26082414,0.26780573,0.27835953
t_1822,-8.391,31.14092,0.4476654,0.24796778,0.27400115,0.26786098
t_1823,-8.03167,31.14092,0.1174158,0.12732154,0.1600415,0.14603066
t_1824,-8.48083,31.14092,0.38233647,0.22310849,0.25871944,0.24438918
t_1825,-8.57066,31.14092,0.31253618,0.20588031,0.25627726,0.22817925
t_1826,-7.85201,31.14092,0.06406251,0.06692714,0.10081777,0.07991056
t_1827,-8.30117,31.14092,0.46221086,0.25443888,0.2552436,0.27075222
t_1828,-8.12151,31.14092,0.18427624,0.18472095,0.20713384,0.20474245
t_1829,-7.94184,31.14092,0.08546114,0.091876455,0.12819047,0.107886575
t_183,-6.14521,31.52457,0.008915165,0.016985442,0.011590494,0.01653093
t_1830,-8.21134,31.21777,0.25929537,0.18651402,0.23434058,0.20849665
t_1831,-8.391,31.21777,0.21697412,0.14848608,0.18065366,0.16842365
t_1832,-8.48083,31.21777,0.20985638,0.14750615,0.1934654,0.16816556
t_1833,-8.57066,31.21777,0.15912801,0.11777071,0.15140808,0.13587281
t_1834,-7.94184,31.21777,0.0849011,0.0848425,0.12554947,0.100331604
t_1835,-8.30117,31.21777,0.24807787,0.16265354,0.18993674,0.18264262
t_1836,-7.85201,31.21777,0.060503323,0.060799792,0.093957916,0.0729484
t_1837,-8.12151,31.21777,0.1640428,0.14363402,0.18225907,0.16397205
t_1838,-8.03167,31.21777,0.11529933,0.111656934,0.1533972,0.12985395
t_1839,-8.66049,31.29457,0.123699665,0.10591392,0.15964147,0.12353302
t_184,-5.87572,31.52457,0.007842055,0.014702723,0.009157042,0.014045102
t_1840,-8.48083,31.29457,0.1506874,0.12021321,0.1751666,0.13908136
t_1841,-8.30117,31.29457,0.18655017,0.14905114,0.2063308,0.17004782
t_1842,-8.12151,31.29457,0.13520731,0.11550215,0.16575871,0.13401322
t_1843,-7.94184,31.29457,0.081723996,0.07725868,0.12165924,0.09187152
t_1844,-8.21134,31.29457,0.17782077,0.14723942,0.20453317,0.16811892
t_1845,-8.57066,31.29457,0.14111239,0.11829018,0.17339113,0.1369343
t_1846,-8.391,31.29457,0.16947573,0.13619822,0.19295812,0.1563212
t_1847,-8.03167,31.29457,0.11697544,0.11136742,0.16572765,0.12941726
t_1848,-7.85201,31.29457,0.06346812,0.06014314,0.09967905,0.07248088
t_1849,-8.48083,31.3713,0.111458115,0.09415575,0.14624323,0.11078636
t_185,-5.60622,31.52457,0.008279033,0.015211022,0.008944137,0.014304895
t_1850,-8.30117,31.3713,0.12797149,0.10658258,0.16030723,0.12421981
t_1851,-7.94184,31.3713,0.07727254,0.0713224,0.11835075,0.08542716
t_1852,-8.21134,31.3713,0.12286267,0.10332941,0.15626736,0.12066714
t_1853,-8.12151,31.3713,0.110701166,0.09743311,0.14972012,0.1142794
t_1854,-8.57066,31.3713,0.10709084,0.095290445,0.14745815,0.1122883
t_1855,-8.66049,31.3713,0.099902816,0.09600052,0.14500648,0.11280358
t_1856,-8.391,31.3713,0.11802518,0.09742319,0.14948143,0.11424312
t_1857,-8.03167,31.3713,0.0912261,0.08207915,0.13083088,0.097376086
t_1858,-7.85201,31.3713,0.06557704,0.061003067,0.10593847,0.07380035
t_1859,-7.85201,31.44796,0.06141906,0.05616986,0.10121254,0.068499684
t_186,-5.60622,31.60111,0.0068308422,0.012583949,0.006995667,0.0118223615
t_1860,-8.21134,31.44796,0.096998625,0.08612359,0.13728945,0.10219626
t_1861,-8.48083,31.44796,0.091434024,0.089900665,0.13705744,0.10626713
t_1862,-8.66049,31.44796,0.08169168,0.08024554,0.12662537,0.09590982
t_1863,-8.30117,31.44796,0.09283559,0.07786472,0.12642652,0.09275733
t_1864,-8.391,31.44796,0.09604852,0.08688117,0.13796031,0.103218794
t_1865,-7.94184,31.44796,0.069074176,0.062561065,0.10880541,0.07570842
t_1866,-8.12151,31.44796,0.088220544,0.07790113,0.12743877,0.09295735
t_1867,-8.57066,31.44796,0.08656418,0.08629947,0.13242674,0.10242954
t_1868,-8.03167,31.44796,0.08046599,0.07321586,0.1222038,0.08783469
t_1869,-7.85201,31.52457,0.056782942,0.05152115,0.09609451,0.06336222
t_187,-6.05538,31.60111,0.008948486,0.016786821,0.011279403,0.016203767
t_1870,-8.21134,31.52457,0.079645365,0.074078366,0.122800715,0.08911934
t_1871,-8.57066,31.52457,0.06958073,0.0614557,0.108496554,0.074755654
t_1872,-8.12151,31.52457,0.07173105,0.06265912,0.10916763,0.07586785
t_1873,-8.03167,31.52457,0.06975271,0.06393655,0.1115883,0.07763358
t_1874,-7.94184,31.52457,0.06294053,0.05726634,0.10333404,0.0699681
t_1875,-8.48083,31.52457,0.07300677,0.0645675,0.11224069,0.07827716
t_1876,-8.30117,31.52457,0.0804558,0.07438551,0.12314947,0.089460745
t_1877,-8.66049,31.52457,0.0643828,0.055413656,0.100436434,0.06767299
t_1878,-8.391,31.52457,0.07654279,0.06754987,0.11575831,0.081615455
t_1879,-8.21134,31.60111,0.066985376,0.06549544,0.11006437,0.07967881
t_188,-5.87572,31.60111,0.008091163,0.015059748,0.009445581,0.014366754
t_1880,-8.03167,31.60111,0.060111146,0.05421833,0.09979408,0.066585355
t_1881,-8.57066,31.60111,0.060149815,0.054315973,0.099349454,0.066766396
t_1882,-8.12151,31.60111,0.06477568,0.063281395,0.1076598,0.07718383
t_1883,-7.94184,31.60111,0.05672687,0.05347479,0.09724091,0.06589773
t_1884,-7.85201,31.60111,0.052157644,0.051850338,0.091142334,0.063528515
t_1885,-8.66049,31.60111,0.057998557,0.052977424,0.09707048,0.06527947
t_1886,-8.48083,31.60111,0.06363356,0.06221521,0.10588902,0.07603673
t_1887,-8.30117,31.60111,0.066937625,0.06224249,0.10826361,0.07586961
t_1888,-8.391,31.60111,0.06564306,0.060979564,0.106671564,0.07444482
t_1889,-8.57066,31.67759,0.052476827,0.05256153,0.09021631,0.064140536
t_189,-6.14521,31.60111,0.008819289,0.01674534,0.011332726,0.016267514
t_1890,-8.03167,31.67759,0.052549135,0.05032907,0.0900387,0.06168524
t_1891,-7.94184,31.67759,0.048010934,0.046867035,0.082172245,0.056885563
t_1892,-8.66049,31.67759,0.05127028,0.056051478,0.08997903,0.06788188
t_1893,-7.85201,31.67759,0.047019813,0.052774522,0.083703466,0.06320997
t_1894,-8.48083,31.67759,0.054609247,0.053541284,0.09342538,0.06577005
t_1895,-8.30117,31.67759,0.05755538,0.05523811,0.09797026,0.06831082
t_1896,-8.21134,31.67759,0.057407234,0.056205004,0.098396435,0.06957354
t_1897,-8.391,31.67759,0.05639555,0.053345058,0.095652595,0.06594236
t_1898,-8.12151,31.67759,0.05541108,0.052809715,0.094548374,0.06516418
t_1899,-8.30117,31.75401,0.049365766,0.05136808,0.08559686,0.062040348
t_19,-5.96555,32.81719,0.007664952,0.013710597,0.0070682983,0.012682697
t_190,-5.69605,31.60111,0.007307894,0.013487502,0.0078476,0.012732469
t_1900,-8.57066,31.75401,0.04602163,0.051511414,0.080981344,0.06137253
t_1901,-8.48083,31.75401,0.04777273,0.05262637,0.08383895,0.063076064
t_1902,-7.94184,31.75401,0.044186562,0.04986686,0.07816685,0.059126385
t_1903,-8.391,31.75401,0.0474566,0.047672544,0.08123461,0.05748407
t_1904,-8.12151,31.75401,0.048790514,0.054401934,0.08607395,0.06538534
t_1905,-7.85201,31.75401,0.04241868,0.05256581,0.07648574,0.06166438
t_1906,-8.21134,31.75401,0.05026259,0.05787004,0.089408174,0.069741644
t_1907,-8.03167,31.75401,0.03822248,0.038183965,0.0635703,0.045706987
t_1908,-8.66049,31.75401,0.04583922,0.05963558,0.083673954,0.07052045
t_1909,-8.57066,31.83036,0.03971655,0.047095843,0.07014863,0.054932088
t_191,-5.78589,31.60111,0.007380589,0.013761494,0.008190426,0.013057569
t_1910,-8.30117,31.83036,0.034447994,0.036629472,0.057393834,0.043248277
t_1911,-8.48083,31.83036,0.041608315,0.04858976,0.07368278,0.05698628
t_1912,-8.391,31.83036,0.03959758,0.04368787,0.06821941,0.051463354
t_1913,-7.94184,31.83036,0.034097828,0.039800186,0.058594372,0.04623838
t_1914,-8.12151,31.83036,0.03857782,0.042779453,0.0663669,0.050306443
t_1915,-7.85201,31.83036,0.03691504,0.046700485,0.065870024,0.053768557
t_1916,-8.03167,31.83036,0.03932422,0.045513876,0.068821624,0.05323684
t_1917,-8.66049,31.83036,0.038271334,0.046450466,0.067691505,0.0538829
t_1918,-8.21134,31.83036,0.0386096,0.04198394,0.06598533,0.04952115
t_1919,-8.57066,31.90665,0.03544237,0.04619971,0.06326771,0.052821632
t_192,-5.96555,31.60111,0.009006104,0.01683112,0.011082734,0.016148597
t_1920,-8.391,31.90665,0.036354978,0.04510517,0.06417557,0.05200393
t_1921,-8.30117,31.90665,0.037151527,0.0460238,0.06578517,0.05313761
t_1922,-7.94184,31.90665,0.03556958,0.04781326,0.06412251,0.054460652
t_1923,-7.85201,31.90665,0.02721456,0.03588625,0.046537366,0.04059111
t_1924,-8.12151,31.90665,0.036840662,0.046501175,0.06552136,0.053521577
