STATION_ID,STATION_NAME,PGA_VALUE,PGA_LN_SIGMA,LATITUDE,LONGITUDE,STATION_ID,STATION_TYPE,REFERENCES
HRSH18,HRSH181604160125,0.006551677,0,34.4572,132.7923,HRSH18,seismic,Stations_NIED
KOC010,KOC0101604160125,0.006532302,0,33.3929,133.2852,KOC010,seismic,Stations_NIED
NAR002,NAR0021604160125,0.006410956,0,34.6682,135.8353,NAR002,seismic,Stations_NIED
KOC002,KOC0021604160125,0.006371187,0,33.2946,134.1666,KOC002,seismic,Stations_NIED
OSKH01,OSKH011604160125,0.006339576,0,34.3977,135.2836,OSKH01,seismic,Stations_NIED
OKY012,OKY0121604160125,0.006290629,0,34.5897,133.754,OKY012,seismic,Stations_NIED
EHMH07,EHMH071604160125,0.00628961,0,33.5022,132.748,EHMH07,seismic,Stations_NIED
SMN008,SMN0081604160125,0.006278393,0,34.8521,132.5308,SMN008,seismic,Stations_NIED
OSK008,OSK0081604160125,0.006268196,0,34.4404,135.3918,OSK008,seismic,Stations_NIED
HRSH01,HRSH011604160125,0.006193756,0,34.3736,133.0236,HRSH01,seismic,Stations_NIED
TTR004,TTR0041604160125,0.006185599,0,35.4606,134.0548,TTR004,seismic,Stations_NIED
SMN011,SMN0111604160125,0.006100962,0,34.5722,132.0136,SMN011,seismic,Stations_NIED
SMN010,SMN0101604160125,0.006090765,0,34.8876,132.0757,SMN010,seismic,Stations_NIED
YMGH04,YMGH041604160125,0.006047937,0,34.027,132.0626,YMGH04,seismic,Stations_NIED
OSK006,OSK0061604160125,0.005955143,0,34.5894,135.471,OSK006,seismic,Stations_NIED
SMNH09,SMNH091604160125,0.005910275,0,34.5725,132.0122,SMNH09,seismic,Stations_NIED
KYTH07,KYTH071604160125,0.00589396,0,34.8983,135.7461,KYTH07,seismic,Stations_NIED
HRSH14,HRSH141604160125,0.005886822,0,34.209,132.4063,HRSH14,seismic,Stations_NIED
HYG016,HYG0161604160125,0.005861329,0,34.7553,134.39,HYG016,seismic,Stations_NIED
EHMH10,EHMH101604160125,0.005829718,0,34.1918,133.0581,EHMH10,seismic,Stations_NIED
TTR002,TTR0021604160125,0.005781791,0,35.4859,134.2201,TTR002,seismic,Stations_NIED
HYG024,HYG0241604160125,0.005647188,0,34.533,134.9904,HYG024,seismic,Stations_NIED
HRSH17,HRSH171604160125,0.005558473,0,34.5716,132.2326,HRSH17,seismic,Stations_NIED
KGSH10,KGSH101604160125,0.005557453,0,31.2066,130.6183,KGSH10,seismic,Stations_NIED
HRSH08,HRSH081604160125,0.005520744,0,34.3935,132.1611,HRSH08,seismic,Stations_NIED
TKS012,TKS0121604160125,0.005516665,0,34.0317,133.8064,TKS012,seismic,Stations_NIED
HRS004,HRS0041604160125,0.005478935,0,34.7263,132.2773,HRS004,seismic,Stations_NIED
TTR006,TTR0061604160125,0.005470777,0,35.5144,133.6297,TTR006,seismic,Stations_NIED
KOCH13,KOCH131604160125,0.005392259,0,33.7543,133.576,KOCH13,seismic,Stations_NIED
OSK003,OSK0031604160125,0.005348412,0,34.7668,135.4684,OSK003,seismic,Stations_NIED
KOC009,KOC0091604160125,0.005320879,0,33.5736,133.172,KOC009,seismic,Stations_NIED
HRSH16,HRSH161604160125,0.005314761,0,34.6629,132.6689,HRSH16,seismic,Stations_NIED
TKS010,TKS0101604160125,0.005262755,0,34.0382,134.0614,TKS010,seismic,Stations_NIED
TTRH04,TTRH041604160125,0.005153646,0,35.4668,133.6307,TTRH04,seismic,Stations_NIED
NGS017,NGS0171604160125,0.005129173,0,32.6693,128.8432,NGS017,seismic,Stations_NIED
HRSH05,HRSH051604160125,0.005122035,0,34.5566,133.4179,HRSH05,seismic,Stations_NIED
HYG022,HYG0221604160125,0.005098581,0,34.7463,135.3501,HYG022,seismic,Stations_NIED
AIC003,AIC0031604160125,0.005020063,0,35.1734,136.7402,AIC003,seismic,Stations_NIED
SMNH16,SMNH161604160125,0.004975195,0,35.3422,132.8989,SMNH16,seismic,Stations_NIED
KOCH02,KOCH021604160125,0.004960919,0,33.7079,133.3641,KOCH02,seismic,Stations_NIED
KGW003,KGW0031604160125,0.004893618,0,34.2644,133.7896,KGW003,seismic,Stations_NIED
OSK010,OSK0101604160125,0.004794706,0,34.3744,135.2553,OSK010,seismic,Stations_NIED
YMGH03,YMGH031604160125,0.004770232,0,34.1891,132.126,YMGH03,seismic,Stations_NIED
HYGH01,HYGH011604160125,0.004759016,0,34.2937,134.7941,HYGH01,seismic,Stations_NIED
HRSH03,HRSH031604160125,0.004730464,0,34.5183,133.1375,HRSH03,seismic,Stations_NIED
OSK005,OSK0051604160125,0.004723325,0,34.7256,135.5101,OSK005,seismic,Stations_NIED
KOC008,KOC0081604160125,0.004721286,0,33.7758,133.3467,KOC008,seismic,Stations_NIED
OSK007,OSK0071604160125,0.00470701,0,34.5575,135.606,OSK007,seismic,Stations_NIED
KOC005,KOC0051604160125,0.00467234,0,33.5929,133.6923,KOC005,seismic,Stations_NIED
KOCH11,KOCH111604160125,0.004624413,0,33.2866,134.1603,KOCH11,seismic,Stations_NIED
TKS006,TKS0061604160125,0.004592802,0,33.6689,134.4191,TKS006,seismic,Stations_NIED
SMNH04,SMNH041604160125,0.00456323,0,35.0918,132.5308,SMNH04,seismic,Stations_NIED
OKY013,OKY0131604160125,0.004548954,0,34.5094,133.509,OKY013,seismic,Stations_NIED
SMNH11,SMNH111604160125,0.004545895,0,35.4259,132.8008,SMNH11,seismic,Stations_NIED
SMN007,SMN0071604160125,0.004537737,0,35.0773,132.5919,SMN007,seismic,Stations_NIED
TKS001,TKS0011604160125,0.004521422,0,34.2034,134.6096,TKS001,seismic,Stations_NIED
OKY011,OKY0111604160125,0.00448981,0,34.6554,133.9075,OKY011,seismic,Stations_NIED
HRS016,HRS0161604160125,0.004408233,0,34.4201,133.1979,HRS016,seismic,Stations_NIED
EHMH02,EHMH021604160125,0.004389878,0,33.865,133.184,EHMH02,seismic,Stations_NIED
EHMH03,EHMH031604160125,0.004328695,0,33.9154,133.6497,EHMH03,seismic,Stations_NIED
HRS006,HRS0061604160125,0.004289946,0,34.6666,132.408,HRS006,seismic,Stations_NIED
HRSH04,HRSH041604160125,0.004246098,0,34.3785,133.3493,HRSH04,seismic,Stations_NIED
KOCH12,KOCH121604160125,0.004202251,0,33.5294,133.8192,KOCH12,seismic,Stations_NIED
KGW007,KGW0071604160125,0.004199191,0,34.2271,134.4009,KGW007,seismic,Stations_NIED
SMNH10,SMNH101604160125,0.004181856,0,35.5579,133.3004,SMNH10,seismic,Stations_NIED
OKY005,OKY0051604160125,0.004148206,0,35.0096,133.7318,OKY005,seismic,Stations_NIED
HRS010,HRS0101604160125,0.004143107,0,34.5834,133.0515,HRS010,seismic,Stations_NIED
OSK004,OSK0041604160125,0.004107417,0,34.7407,135.6396,OSK004,seismic,Stations_NIED
HRS003,HRS0031604160125,0.004010544,0,34.8138,132.8427,HRS003,seismic,Stations_NIED
MIE003,MIE0031604160125,0.003984031,0,34.9708,136.6356,MIE003,seismic,Stations_NIED
NGN015,NGN0151604160125,0.003936105,0,36.0451,138.1114,NGN015,seismic,Stations_NIED
WKY003,WKY0031604160125,0.003923868,0,34.0996,135.1161,WKY003,seismic,Stations_NIED
EHM002,EHM0021604160125,0.003848409,0,33.9211,133.3079,EHM002,seismic,Stations_NIED
HYGH10,HYGH101604160125,0.003838212,0,34.8164,134.8078,HYGH10,seismic,Stations_NIED
SMN004,SMN0041604160125,0.003828015,0,35.2875,132.9022,SMN004,seismic,Stations_NIED
HRS017,HRS0171604160125,0.00380762,0,34.4037,133.0838,HRS017,seismic,Stations_NIED
KGWH01,KGWH011604160125,0.003793344,0,34.2186,133.9493,KGWH01,seismic,Stations_NIED
ISK008,ISK0081604160125,0.00373726,0,36.8937,136.7784,ISK008,seismic,Stations_NIED
HRS007,HRS0071604160125,0.003728082,0,34.7029,133.0886,HRS007,seismic,Stations_NIED
TKS009,TKS0091604160125,0.003721964,0,33.7722,134.1993,TKS009,seismic,Stations_NIED
TTRH07,TTRH071604160125,0.003662821,0,35.3649,133.7486,TTRH07,seismic,Stations_NIED
KGS022,KGS0221604160125,0.003657722,0,31.2804,131.0504,KGS022,seismic,Stations_NIED
KGW006,KGW0061604160125,0.003655683,0,34.2499,134.1856,KGW006,seismic,Stations_NIED
TKSH06,TKSH061604160125,0.003639367,0,33.9997,133.8933,TKSH06,seismic,Stations_NIED
HYG020,HYG0201604160125,0.00362917,0,34.7974,134.9889,HYG020,seismic,Stations_NIED
TKSH05,TKSH051604160125,0.003569007,0,33.6628,134.3156,TKSH05,seismic,Stations_NIED
AICH23,AICH231604160125,0.003544534,0,34.8806,136.8316,AICH23,seismic,Stations_NIED
KGW008,KGW0081604160125,0.003515982,0,34.1645,133.9241,KGW008,seismic,Stations_NIED
SMNH03,SMNH031604160125,0.003478252,0,35.2243,132.7223,SMNH03,seismic,Stations_NIED
GIFH09,GIFH091604160125,0.003461937,0,35.2768,136.7002,GIFH09,seismic,Stations_NIED
SMNH05,SMNH051604160125,0.003438483,0,34.8697,132.6396,SMNH05,seismic,Stations_NIED
OSKH05,OSKH051604160125,0.003430325,0,34.7159,135.5199,OSKH05,seismic,Stations_NIED
KOCH01,KOCH011604160125,0.003423187,0,33.5421,134.1197,KOCH01,seismic,Stations_NIED
KOC001,KOC0011604160125,0.003404832,0,33.5277,134.2808,KOC001,seismic,Stations_NIED
SIG007,SIG0071604160125,0.0033773,0,35.1339,136.0957,SIG007,seismic,Stations_NIED
OKYH04,OKYH041604160125,0.003326314,0,34.6429,133.6861,OKYH04,seismic,Stations_NIED
HRSH09,HRSH091604160125,0.003318157,0,34.7016,132.9524,HRSH09,seismic,Stations_NIED
OKY014,OKY0141604160125,0.003311019,0,34.4483,133.787,OKY014,seismic,Stations_NIED
TYM002,TYM0021604160125,0.003277368,0,36.8659,136.975,TYM002,seismic,Stations_NIED
WKY008,WKY0081604160125,0.003265131,0,33.7289,135.3771,WKY008,seismic,Stations_NIED
SMN016,SMN0161604160125,0.003247796,0,35.1959,132.8144,SMN016,seismic,Stations_NIED
HRS011,HRS0111604160125,0.003224343,0,34.5686,133.2364,HRS011,seismic,Stations_NIED
KGSH12,KGSH121604160125,0.003157041,0,31.2583,131.0877,KGSH12,seismic,Stations_NIED
SMN018,SMN0181604160125,0.003153982,0,36.1969,133.2348,SMN018,seismic,Stations_NIED
TKS004,TKS0041604160125,0.003137667,0,33.775,134.5907,TKS004,seismic,Stations_NIED
AIC012,AIC0121604160125,0.003122371,0,34.9119,137.0446,AIC012,seismic,Stations_NIED
TTRH02,TTRH021604160125,0.003111154,0,35.2313,133.3909,TTRH02,seismic,Stations_NIED
FKI003,FKI0031604160125,0.003107075,0,36.0444,136.2279,FKI003,seismic,Stations_NIED
HRS005,HRS0051604160125,0.003082602,0,34.7774,133.2803,HRS005,seismic,Stations_NIED
TKY025,TKY0251604160125,0.003076484,0,35.7136,139.8972,TKY025,seismic,Stations_NIED
TKS003,TKS0031604160125,0.003070366,0,33.8716,134.604,TKS003,seismic,Stations_NIED
CHB029,CHB0291604160125,0.003052011,0,35.6948,139.9176,CHB029,seismic,Stations_NIED
OKY007,OKY0071604160125,0.003046912,0,34.7805,133.6104,OKY007,seismic,Stations_NIED
SMN020,SMN0201604160125,0.003039774,0,35.5347,133.1651,SMN020,seismic,Stations_NIED
HYG027,HYG0271604160125,0.003031616,0,34.2496,134.7292,HYG027,seismic,Stations_NIED
SMNH15,SMNH151604160125,0.00301734,0,35.5232,133.0226,SMNH15,seismic,Stations_NIED
FKIH05,FKIH051604160125,0.003014281,0,35.639,136.0303,FKIH05,seismic,Stations_NIED
WKY001,WKY0011604160125,0.002990828,0,34.2293,135.1694,WKY001,seismic,Stations_NIED
HRS001,HRS0011604160125,0.00298165,0,35.0339,132.9018,HRS001,seismic,Stations_NIED
TKS011,TKS0111604160125,0.002972473,0,33.8744,133.9219,TKS011,seismic,Stations_NIED
NAR003,NAR0031604160125,0.002956157,0,34.5171,135.7171,NAR003,seismic,Stations_NIED
HRSH11,HRSH111604160125,0.002956157,0,34.8225,133.1674,HRSH11,seismic,Stations_NIED
OKYH14,OKYH141604160125,0.002943921,0,34.9363,133.6205,OKYH14,seismic,Stations_NIED
AIC004,AIC0041604160125,0.002937802,0,35.0631,136.9738,AIC004,seismic,Stations_NIED
WKY002,WKY0021604160125,0.002931684,0,34.2755,135.4306,WKY002,seismic,Stations_NIED
OKYH06,OKYH061604160125,0.002929645,0,34.6756,133.5283,OKYH06,seismic,Stations_NIED
OSK002,OSK0021604160125,0.002917408,0,34.8572,135.5958,OSK002,seismic,Stations_NIED
TKSH04,TKSH041604160125,0.002907211,0,33.9902,134.5337,TKSH04,seismic,Stations_NIED
HRS002,HRS0021604160125,0.002892935,0,34.8951,133.2753,HRS002,seismic,Stations_NIED
SMN015,SMN0151604160125,0.002888856,0,35.3653,133.1706,SMN015,seismic,Stations_NIED
HYG002,HYG0021604160125,0.002881718,0,35.6394,134.628,HYG002,seismic,Stations_NIED
SMNH13,SMNH131604160125,0.002879679,0,35.0087,132.3069,SMNH13,seismic,Stations_NIED
KGW002,KGW0021604160125,0.002853166,0,34.4724,134.3142,KGW002,seismic,Stations_NIED
SIG008,SIG0081604160125,0.002853166,0,35.0704,136.2946,SIG008,seismic,Stations_NIED
TYMH03,TYMH031604160125,0.002815436,0,36.7294,137.2627,TYMH03,seismic,Stations_NIED
FKI008,FKI0081604160125,0.002797082,0,35.5483,135.9091,FKI008,seismic,Stations_NIED
OKYH08,OKYH081604160125,0.002797082,0,34.9103,133.4055,OKYH08,seismic,Stations_NIED
AIC011,AIC0111604160125,0.002790963,0,34.9966,136.8641,AIC011,seismic,Stations_NIED
OKYH05,OKYH051604160125,0.002787904,0,34.8684,133.8527,OKYH05,seismic,Stations_NIED
SZO016,SZO0161604160125,0.002783825,0,34.8564,138.312,SZO016,seismic,Stations_NIED
NARH01,NARH011604160125,0.002760372,0,33.9666,135.6489,NARH01,seismic,Stations_NIED
KYT002,KYT0021604160125,0.002756293,0,35.6038,134.8945,KYT002,seismic,Stations_NIED
TKS008,TKS0081604160125,0.002752214,0,33.9341,134.2113,TKS008,seismic,Stations_NIED
KYTH02,KYTH021604160125,0.002750175,0,35.7101,135.2496,KYTH02,seismic,Stations_NIED
HYG004,HYG0041604160125,0.002744056,0,35.4583,134.5782,HYG004,seismic,Stations_NIED
ISK014,ISK0141604160125,0.002737938,0,36.3031,136.3154,ISK014,seismic,Stations_NIED
OKY004,OKY0041604160125,0.002719583,0,34.9586,133.5018,OKY004,seismic,Stations_NIED
WKY006,WKY0061604160125,0.002688992,0,33.8909,135.1525,WKY006,seismic,Stations_NIED
IBRH07,IBRH071604160125,0.002682873,0,35.9521,140.3301,IBRH07,seismic,Stations_NIED
WKYH09,WKYH091604160125,0.002667578,0,34.2868,135.0714,WKYH09,seismic,Stations_NIED
MIE004,MIE0041604160125,0.002666558,0,34.8568,136.4489,MIE004,seismic,Stations_NIED
KYT004,KYT0041604160125,0.002648203,0,35.5356,135.1959,KYT004,seismic,Stations_NIED
HRS021,HRS0211604160125,0.002647183,0,34.9413,133.1185,HRS021,seismic,Stations_NIED
SITH04,SITH041604160125,0.002645144,0,35.8028,139.5353,SITH04,seismic,Stations_NIED
OKY015,OKY0151604160125,0.002627809,0,35.2793,133.926,OKY015,seismic,Stations_NIED
FKI010,FKI0101604160125,0.002627809,0,35.4904,135.5518,FKI010,seismic,Stations_NIED
AIC015,AIC0151604160125,0.00262271,0,34.7552,137.404,AIC015,seismic,Stations_NIED
TKSH03,TKSH031604160125,0.002613533,0,33.8778,134.1294,TKSH03,seismic,Stations_NIED
OKYH11,OKYH111604160125,0.002595178,0,35.0732,134.1162,OKYH11,seismic,Stations_NIED
TKS005,TKS0051604160125,0.002581921,0,33.8788,134.389,TKS005,seismic,Stations_NIED
TTR007,TTR0071604160125,0.002545212,0,35.2836,133.4866,TTR007,seismic,Stations_NIED
HYG025,HYG0251604160125,0.002543172,0,34.3389,134.9011,HYG025,seismic,Stations_NIED
OKYH03,OKYH031604160125,0.002536034,0,34.7783,133.789,OKYH03,seismic,Stations_NIED
SMNH12,SMNH121604160125,0.002524817,0,35.1634,132.8558,SMNH12,seismic,Stations_NIED
OKYH02,OKYH021604160125,0.002521758,0,34.7501,134.0702,OKYH02,seismic,Stations_NIED
KYTH08,KYTH081604160125,0.002499324,0,35.0094,135.7304,KYTH08,seismic,Stations_NIED
TYM005,TYM0051604160125,0.002484029,0,36.7824,137.0803,TYM005,seismic,Stations_NIED
AICH09,AICH091604160125,0.002461595,0,34.6643,137.3902,AICH09,seismic,Stations_NIED
HYG018,HYG0181604160125,0.002460575,0,34.8145,134.6871,HYG018,seismic,Stations_NIED
OKYH09,OKYH091604160125,0.002451398,0,35.1809,133.6765,OKYH09,seismic,Stations_NIED
KYT001,KYT0011604160125,0.002431003,0,35.7404,135.1019,KYT001,seismic,Stations_NIED
KGWH03,KGWH031604160125,0.002415708,0,34.27,134.1482,KGWH03,seismic,Stations_NIED
ISK011,ISK0111604160125,0.002412649,0,36.3976,136.4409,ISK011,seismic,Stations_NIED
OKY008,OKY0081604160125,0.00240755,0,34.8688,133.9039,OKY008,seismic,Stations_NIED
OKY006,OKY0061604160125,0.00240653,0,35.0685,134.0054,OKY006,seismic,Stations_NIED
AICH13,AICH131604160125,0.002387156,0,35.2177,136.8509,AICH13,seismic,Stations_NIED
OKYH12,OKYH121604160125,0.002383077,0,35.0999,134.319,OKYH12,seismic,Stations_NIED
OKY010,OKY0101604160125,0.002376958,0,34.7454,134.1884,OKY010,seismic,Stations_NIED
KGWH05,KGWH051604160125,0.002374919,0,34.4572,134.3241,KGWH05,seismic,Stations_NIED
AIC001,AIC0011604160125,0.00237288,0,35.2974,136.7505,AIC001,seismic,Stations_NIED
KYT011,KYT0111604160125,0.002364722,0,35.0171,135.5637,KYT011,seismic,Stations_NIED
OKY002,OKY0021604160125,0.002349426,0,35.1785,134.0505,OKY002,seismic,Stations_NIED
TTRH06,TTRH061604160125,0.002272947,0,35.3946,134.1988,TTRH06,seismic,Stations_NIED
YMN005,YMN0051604160125,0.002242356,0,35.6551,138.5679,YMN005,seismic,Stations_NIED
SZOH28,SZOH281604160125,0.002201567,0,34.6683,137.7441,SZOH28,seismic,Stations_NIED
NGS018,NGS0181604160125,0.00219341,0,32.634,128.6205,NGS018,seismic,Stations_NIED
HYG011,HYG0111604160125,0.00219035,0,34.985,134.3226,HYG011,seismic,Stations_NIED
SMNH01,SMNH011604160125,0.002187291,0,35.2963,133.2604,SMNH01,seismic,Stations_NIED
TTR005,TTR0051604160125,0.002177094,0,35.4298,133.8258,TTR005,seismic,Stations_NIED
GIFH28,GIFH281604160125,0.002169956,0,35.4571,137.4706,GIFH28,seismic,Stations_NIED
NGN024,NGN0241604160125,0.002166897,0,35.5232,137.8382,NGN024,seismic,Stations_NIED
SMNH02,SMNH021604160125,0.002164858,0,35.2235,133.0856,SMNH02,seismic,Stations_NIED
MIE018,MIE0181604160125,0.002159759,0,34.8701,136.4546,MIE018,seismic,Stations_NIED
MIEH10,MIEH101604160125,0.00215568,0,34.8224,136.4245,MIEH10,seismic,Stations_NIED
ISK002,ISK0021604160125,0.002148542,0,37.4473,137.2877,ISK002,seismic,Stations_NIED
SIG010,SIG0101604160125,0.002144463,0,34.9719,135.8965,SIG010,seismic,Stations_NIED
SMN003,SMN0031604160125,0.002143443,0,35.1798,133.0934,SMN003,seismic,Stations_NIED
SIG002,SIG0021604160125,0.002141404,0,35.4214,136.0243,SIG002,seismic,Stations_NIED
SITH01,SITH011604160125,0.002137325,0,35.929,139.7349,SITH01,seismic,Stations_NIED
KGW001,KGW0011604160125,0.002132227,0,34.5452,134.2804,KGW001,seismic,Stations_NIED
NAR001,NAR0011604160125,0.002128148,0,34.7153,135.7276,NAR001,seismic,Stations_NIED
OKY001,OKY0011604160125,0.00211999,0,35.1945,133.7314,OKY001,seismic,Stations_NIED
SIG006,SIG0061604160125,0.002112852,0,35.2002,135.921,SIG006,seismic,Stations_NIED
HYG017,HYG0171604160125,0.002108773,0,34.8591,134.5446,HYG017,seismic,Stations_NIED
WKY004,WKY0041604160125,0.002106734,0,34.0841,135.431,WKY004,seismic,Stations_NIED
SZOH25,SZOH251604160125,0.002100615,0,34.6913,137.5604,SZOH25,seismic,Stations_NIED
MIE001,MIE0011604160125,0.002096537,0,35.1719,136.4948,MIE001,seismic,Stations_NIED
OKY003,OKY0031604160125,0.002091438,0,35.1732,134.3346,OKY003,seismic,Stations_NIED
SZO019,SZO0191604160125,0.00208328,0,34.7705,137.9989,SZO019,seismic,Stations_NIED
KNG205,KNG2051604160125,0.002041472,0,34.9413,139.4213,KNG205,seismic,Stations_NIED
HYGH09,HYGH091604160125,0.002034334,0,34.9082,135.0844,HYGH09,seismic,Stations_NIED
KNG206,KNG2061604160125,0.002024137,0,35.0966,139.3778,KNG206,seismic,Stations_NIED
OKY009,OKY0091604160125,0.001988447,0,34.9185,134.0931,OKY009,seismic,Stations_NIED
KGSH11,KGSH111604160125,0.001973151,0,31.0899,130.699,KGSH11,seismic,Stations_NIED
OSK009,OSK0091604160125,0.001966013,0,34.4364,135.5805,OSK009,seismic,Stations_NIED
SZO010,SZO0101604160125,0.001964993,0,35.3134,138.9063,SZO010,seismic,Stations_NIED
SIG005,SIG0051604160125,0.001958875,0,35.2499,136.2414,SIG005,seismic,Stations_NIED
TKY021,TKY0211604160125,0.0019395,0,35.6875,139.819,TKY021,seismic,Stations_NIED
TTR003,TTR0031604160125,0.001937461,0,35.3432,134.2075,TTR003,seismic,Stations_NIED
SIG012,SIG0121604160125,0.001922165,0,34.9018,136.2324,SIG012,seismic,Stations_NIED
SIT010,SIT0101604160125,0.001908909,0,35.9071,139.6478,SIT010,seismic,Stations_NIED
HYG001,HYG0011604160125,0.001901771,0,35.6197,134.4506,HYG001,seismic,Stations_NIED
CHB002,CHB0021604160125,0.001886475,0,35.7871,139.9024,CHB002,seismic,Stations_NIED
SMN017,SMN0171604160125,0.001884436,0,36.093,132.9838,SMN017,seismic,Stations_NIED
YMN009,YMN0091604160125,0.001866081,0,35.4966,138.4628,YMN009,seismic,Stations_NIED
SZO025,SZO0251604160125,0.001858943,0,34.7189,137.5318,SZO025,seismic,Stations_NIED
SIT003,SIT0031604160125,0.001857923,0,36.0721,139.6969,SIT003,seismic,Stations_NIED
HYGH02,HYGH021604160125,0.001846706,0,35.0671,134.4234,HYGH02,seismic,Stations_NIED
FKIH04,FKIH041604160125,0.00183141,0,35.5587,135.8694,FKIH04,seismic,Stations_NIED
WKY014,WKY0141604160125,0.001828351,0,33.7056,135.6396,WKY014,seismic,Stations_NIED
HYGH06,HYGH061604160125,0.001805917,0,34.7935,134.4792,HYGH06,seismic,Stations_NIED
IBR009,IBR0091604160125,0.001792661,0,36.185,139.7037,IBR009,seismic,Stations_NIED
HYG012,HYG0121604160125,0.001787563,0,34.9958,134.5523,HYG012,seismic,Stations_NIED
CHBH12,CHBH121604160125,0.001783484,0,35.3445,139.8554,CHBH12,seismic,Stations_NIED
TKY013,TKY0131604160125,0.001780425,0,35.6627,139.8341,TKY013,seismic,Stations_NIED
KYTH01,KYTH011604160125,0.001763089,0,35.5243,135.1243,KYTH01,seismic,Stations_NIED
TKY020,TKY0201604160125,0.001743715,0,35.6646,139.8086,TKY020,seismic,Stations_NIED
FKIH06,FKIH061604160125,0.001739636,0,35.4907,135.4841,FKIH06,seismic,Stations_NIED
HYGH15,HYGH151604160125,0.001720261,0,35.4697,134.5953,HYGH15,seismic,Stations_NIED
NGNH21,NGNH211604160125,0.001713123,0,35.8315,137.9236,NGNH21,seismic,Stations_NIED
WKYH07,WKYH071604160125,0.001711084,0,33.6894,135.4396,WKYH07,seismic,Stations_NIED
WKY013,WKY0131604160125,0.001677433,0,34.2159,135.5864,WKY013,seismic,Stations_NIED
HYG026,HYG0261604160125,0.001672335,0,34.4147,134.7914,HYG026,seismic,Stations_NIED
KYT006,KYT0061604160125,0.001666216,0,35.2766,135.182,KYT006,seismic,Stations_NIED
SZO017,SZO0171604160125,0.001662137,0,34.6375,138.1286,SZO017,seismic,Stations_NIED
NGNH24,NGNH241604160125,0.001659078,0,35.6152,137.8797,NGNH24,seismic,Stations_NIED
WKYH10,WKYH101604160125,0.001656019,0,33.8248,135.2172,WKYH10,seismic,Stations_NIED
TTR001,TTR0011604160125,0.001654999,0,35.3398,134.4007,TTR001,seismic,Stations_NIED
ISKH07,ISKH071604160125,0.001654999,0,36.515,136.6357,ISKH07,seismic,Stations_NIED
ISK009,ISK0091604160125,0.001646842,0,36.7334,136.7025,ISK009,seismic,Stations_NIED
HYGH14,HYGH141604160125,0.001642763,0,35.4574,134.8621,HYGH14,seismic,Stations_NIED
MIEH08,MIEH081604160125,0.001613191,0,34.5424,136.5033,MIEH08,seismic,Stations_NIED
ISK010,ISK0101604160125,0.001606053,0,36.5421,136.6435,ISK010,seismic,Stations_NIED
GNM010,GNM0101604160125,0.001572402,0,36.2343,139.5335,GNM010,seismic,Stations_NIED
HYGH12,HYGH121604160125,0.001570363,0,34.9313,134.5423,HYGH12,seismic,Stations_NIED
HYG021,HYG0211604160125,0.001566284,0,34.6904,135.1591,HYG021,seismic,Stations_NIED
CHBH10,CHBH101604160125,0.001547929,0,35.5458,140.2417,CHBH10,seismic,Stations_NIED
NGN010,NGN0101604160125,0.00154385,0,36.3282,138.4349,NGN010,seismic,Stations_NIED
NGNH28,NGNH281604160125,0.001541811,0,36.7075,138.0964,NGNH28,seismic,Stations_NIED
HYGH11,HYGH111604160125,0.001540791,0,35.2925,134.9071,HYGH11,seismic,Stations_NIED
WKY009,WKY0091604160125,0.001536712,0,33.7208,135.9814,WKY009,seismic,Stations_NIED
SZO018,SZO0181604160125,0.001529574,0,34.7389,138.2247,SZO018,seismic,Stations_NIED
HYGH03,HYGH031604160125,0.001512239,0,35.2193,134.5237,HYGH03,seismic,Stations_NIED
GNMH05,GNMH051604160125,0.001511219,0,36.3143,139.1847,GNMH05,seismic,Stations_NIED
WKYH01,WKYH011604160125,0.00150918,0,33.9804,135.2122,WKYH01,seismic,Stations_NIED
TKY016,TKY0161604160125,0.001488786,0,35.6486,139.799,TKY016,seismic,Stations_NIED
HYG006,HYG0061604160125,0.001479608,0,35.3329,134.6649,HYG006,seismic,Stations_NIED
NAR007,NAR0071604160125,0.001477569,0,34.2214,135.7368,NAR007,seismic,Stations_NIED
SZO024,SZO0241604160125,0.00147349,0,34.7104,137.7199,SZO024,seismic,Stations_NIED
ISKH06,ISKH061604160125,0.00147145,0,37.0533,136.8206,ISKH06,seismic,Stations_NIED
FKIH07,FKIH071604160125,0.001466352,0,35.4573,135.7266,FKIH07,seismic,Stations_NIED
MIE005,MIE0051604160125,0.001458194,0,34.7679,136.1149,MIE005,seismic,Stations_NIED
HYGH07,HYGH071604160125,0.001456155,0,35.0322,134.6701,HYGH07,seismic,Stations_NIED
MIEH04,MIEH041604160125,0.001452076,0,34.3532,136.5866,MIEH04,seismic,Stations_NIED
IBR011,IBR0111604160125,0.001433721,0,36.1256,140.0901,IBR011,seismic,Stations_NIED
KNGH10,KNGH101604160125,0.001427603,0,35.4991,139.5195,KNGH10,seismic,Stations_NIED
NARH03,NARH031604160125,0.001419445,0,34.2925,136.0022,NARH03,seismic,Stations_NIED
NGNH37,NGNH371604160125,0.00140313,0,36.3308,138.4967,NGNH37,seismic,Stations_NIED
AICH12,AICH121604160125,0.001393952,0,34.7884,137.1057,AICH12,seismic,Stations_NIED
NGNH27,NGNH271604160125,0.001380696,0,36.577,138.0479,NGNH27,seismic,Stations_NIED
