STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE,MMI_VALUE,MMI_STDDEV
T1299,T1299,42.634223,13.282205,seismic,INGV,B (inferred from geology),0.229160979,0.0,0.456615955099364,0.0,0.147284716059613,0.0,0.0812841364725635,0.0,,B (inferred from geology),,
TER,TERAMO,42.656555,13.689544,seismic,INGV,B,0.085843147,0.0,0.10282916777025,0.0,0.040566453354972,0.0,0.0195527978651616,0.0,649.0,B,,
TLN,TOLENTINO,43.215904,13.25838,seismic,INGV,B (inferred from geology),0.020825014,0.0,0.0639690568598159,0.0,0.0259690601767676,0.0,0.0102883052047257,0.0,,B (inferred from geology),,
TOD,TODI,42.738174,12.387275,seismic,INGV,C (inferred from geology),0.005268186,0.0,0.0188989093951365,0.0,0.0152927959068216,0.0,0.014054576019591,0.0,,C (inferred from geology),,
TRE,TREVI,42.876499,12.7358,seismic,INGV,C (inferred from geology),0.022063803,0.0,0.0414281695326139,0.0,0.0317544614791748,0.0,0.0174977803644638,0.0,,C (inferred from geology),,
TRL,TERMINILLO,42.461314,12.932308,seismic,INGV,B,0.032857555,0.0,0.0724311774778955,0.0,0.0719897137595438,0.0,0.022170614869418,0.0,380.0,B,,
TRN1,TERNI 2,42.558201,12.6461,seismic,INGV,D (inferred from geology),0.007309649,0.0,0.0132495053089052,0.0,0.0135249474620741,0.0,0.0052577162172055,0.0,,D (inferred from geology),,
TVL,TIVOLI,41.893015,12.773221,seismic,INGV,C,0.007385342,0.0,0.0257862749069577,0.0,0.0162966543882086,0.0,0.0060976684578959,0.0,314.0,C,,
UST,USSITA,42.941898,13.125,seismic,INGV,A (inferred from geology),0.0413561589999999,0.0,0.0476376396370645,0.0,0.014583636501862,0.0,0.0053909125807354,0.0,,A (inferred from geology),,
VAL,VALFABBRICA,43.159302,12.6017,seismic,INGV,B (inferred from geology),0.008965991,0.0,0.0198170885044865,0.0,0.0061288798314237,0.0,0.0043760382837483,0.0,,B (inferred from geology),,
VENL,VENEZIA LIDO,45.4167,12.3765,seismic,INGV,C,0.000472169,0.0,0.0008307025077496,0.0,0.0007969737555753,0.0,0.0016060449881198,0.0,245.0,C,,
VNF1,VENAFRO,41.480499,14.0501,seismic,INGV,D (inferred from geology),0.0016278999999999,0.0,0.0026099518285913,0.0,0.0047302048852045,0.0,0.0062568254362716,0.0,,D (inferred from geology),,
ZCCA,ZOCCA,44.35085,10.9765,seismic,INGV,B (inferred from geology),0.000252274,0.0,0.0003258939107137,0.0,0.0003283425873053,0.0,0.0003862082885867,0.0,,B (inferred from geology),,
UTM:(33T 0291 4641 1000),,41.8979,12.4865,macroseismic,Stations_USGS,,,,,,,,,,387.72,inferred,2.9,0.3
UTM:(33T 0289 4641 1000),,41.8974,12.4624,macroseismic,Stations_USGS,,,,,,,,,,377.95,inferred,3.2,0.3
UTM:(33T 0258 4701 1000),,42.4282,12.0643,macroseismic,Stations_USGS,,,,,,,,,,339.71,inferred,2.7,0.3
UTM:(33T 0435 4701 1000),,42.4631,14.2155,macroseismic,Stations_USGS,,,,,,,,,,254.42,inferred,3.2,0.3
UTM:(33T 0293 4641 1000),,41.8985,12.5106,macroseismic,Stations_USGS,,,,,,,,,,317.95,inferred,3.4,0.3
UTM:(33T 0282 4632 1000),,41.8145,12.3814,macroseismic,Stations_USGS,,,,,,,,,,278.05,inferred,3.4,0.3
