# 20160910_M5.9_Bukoba median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,AkkarCagnan2010,ChiouYoungs2014
t_2400,31.168939999999992,-0.81095,0.054989077,0.016995616,0.084178
t_2401,31.079110000000014,-0.94568,0.056506693,0.016847927,0.08647186
t_2402,30.989280000000008,-0.94568,0.04661309,0.013236302,0.07278916
t_2403,30.989280000000008,-0.90077,0.048991702,0.0139359,0.076453164
t_2404,31.0342,-0.90077,0.048587807,0.0139807295,0.075280234
t_2405,31.079110000000014,-0.90077,0.05183648,0.015267403,0.07955901
t_2406,30.989280000000008,-0.85586,0.038480103,0.010788681,0.059921198
t_2407,31.079110000000014,-0.85586,0.051266655,0.014986078,0.07898426
t_2408,31.0342,-0.85586,0.043268163,0.0123255905,0.06695958
t_2409,31.079110000000014,-0.81095,0.045010902,0.013021005,0.06953325
t_241,29.686720000000008,-3.01046,0.0019093262,0.0014429416,0.0034857916
t_2410,31.0342,-0.81095,0.046986748,0.013393575,0.07347383
t_2411,30.85453000000001,-0.90077,0.031056141,0.00857507,0.04979883
t_2412,30.89945,-0.90077,0.03304684,0.009139944,0.052334134
t_2413,30.94435999999999,-0.90077,0.037888914,0.0105578145,0.0596961
t_2414,30.85453000000001,-0.85586,0.030835846,0.00851567,0.049606923
t_2415,30.89945,-0.85586,0.031473354,0.008692733,0.049776193
t_2416,30.94435999999999,-0.85586,0.034722038,0.009639537,0.054477923
t_2417,30.94435999999999,-0.81095,0.042972825,0.012004761,0.06821817
t_2418,30.89945,-0.81095,0.041486945,0.011726303,0.066420645
t_2419,30.85453000000001,-0.81095,0.034917865,0.009668355,0.056689385
t_242,29.776549999999986,-2.96561,0.0017623435,0.0012617158,0.0031533712
t_2420,30.94435999999999,-0.76604,0.045874517,0.013864286,0.072903045
t_2421,30.989280000000008,-0.81095,0.042233836,0.0118476655,0.066591136
t_2422,31.079110000000014,-0.76604,0.044336475,0.012793402,0.06913403
t_2423,30.989280000000008,-0.76604,0.04345437,0.012224836,0.068973094
t_2424,31.0342,-0.76604,0.039914597,0.011301627,0.06255505
t_2425,30.989280000000008,-0.72113,0.04745647,0.014409789,0.075263254
t_2426,31.0342,-0.72113,0.048203602,0.013835296,0.07610905
t_2427,31.079110000000014,-0.72113,0.04125865,0.011843964,0.0646351
t_2428,31.0342,-0.67621,0.043027733,0.012225523,0.06868545
t_2429,31.079110000000014,-0.67621,0.050398942,0.014994298,0.079369046
t_243,29.73164,-2.96561,0.0020962262,0.0015178213,0.003851648
t_2430,30.989280000000008,-0.67621,0.042788345,0.012089106,0.06865935
t_2431,31.30368999999999,-0.85586,0.07572962,0.029205397,0.114230484
t_2432,31.348610000000008,-0.81095,0.078289606,0.03154846,0.11866519
t_2433,31.393519999999995,-0.81095,0.09965507,0.052201144,0.1464451
t_2434,31.30368999999999,-0.81095,0.07098559,0.0261956,0.107728615
t_2435,31.25877,-0.81095,0.070134945,0.024291836,0.106513634
t_2436,31.348610000000008,-0.76604,0.07697607,0.02935818,0.11691435
t_2437,31.25877,-0.76604,0.06584497,0.022097006,0.10067527
t_2438,31.393519999999995,-0.76604,0.074136235,0.029948365,0.11298974
t_2439,31.30368999999999,-0.76604,0.06661151,0.023521869,0.10167332
t_244,29.686720000000008,-2.96561,0.0025448478,0.0018965586,0.004774108
t_2440,31.30368999999999,-0.72113,0.06552679,0.022317441,0.10056024
t_2441,31.48335,-0.81095,0.1073088,0.0686106,0.15766765
t_2442,31.48335,-0.76604,0.088622354,0.04178319,0.1343513
t_2443,31.528269999999992,-0.76604,0.100810185,0.05740948,0.14928469
t_2444,31.438440000000014,-0.76604,0.07020473,0.030117683,0.10628197
t_2445,31.528269999999992,-0.72113,0.08872442,0.04041335,0.1336286
t_2446,31.48335,-0.72113,0.06432654,0.026164731,0.097414695
t_2447,31.438440000000014,-0.72113,0.07708737,0.030733187,0.117755316
t_2448,31.48335,-0.67621,0.07027583,0.026602482,0.108185366
t_2449,31.528269999999992,-0.67621,0.08438389,0.03674715,0.12700956
t_245,29.686720000000008,-2.92075,0.0022021965,0.001589274,0.004068733
t_2450,31.438440000000014,-0.67621,0.07121679,0.0262714,0.10937782
t_2451,31.6181,-0.76604,0.097246245,0.052539892,0.14549482
t_2452,31.573180000000008,-0.76604,0.09799944,0.053378664,0.14649646
t_2453,31.6181,-0.72113,0.090948746,0.043990526,0.13637301
t_2454,31.66301999999999,-0.72113,0.08308369,0.035518676,0.1265739
t_2455,31.573180000000008,-0.72113,0.087384485,0.039158933,0.13223715
t_2456,31.573180000000008,-0.67621,0.077589214,0.030735873,0.11871971
t_2457,31.66301999999999,-0.67621,0.07540854,0.029254941,0.11575002
t_2458,31.6181,-0.67621,0.078091584,0.030913144,0.119381495
t_2459,31.6181,-0.6313,0.06939702,0.025227,0.10720927
t_246,29.776549999999986,-2.92075,0.002276604,0.001580635,0.0042026364
t_2460,31.66301999999999,-0.6313,0.06388794,0.022773067,0.09933748
t_2461,31.348610000000008,-0.72113,0.07686773,0.028291902,0.11641618
t_2462,31.25877,-0.72113,0.06272603,0.02045767,0.09648299
t_2463,31.393519999999995,-0.72113,0.08262754,0.033430602,0.12433348
t_2464,31.25877,-0.67621,0.06116529,0.019491384,0.094494656
t_2465,31.348610000000008,-0.67621,0.05654719,0.019052753,0.086854324
t_2466,31.30368999999999,-0.67621,0.059297267,0.019393057,0.09167822
t_2467,31.393519999999995,-0.67621,0.070076115,0.024978692,0.10752874
t_2468,31.348610000000008,-0.6313,0.05443706,0.01766348,0.084457286
t_2469,31.30368999999999,-0.6313,0.051732015,0.016315589,0.08042509
t_247,29.73164,-2.92075,0.001925731,0.0013718149,0.0034866466
t_2470,31.25877,-0.6313,0.060361076,0.019203708,0.09348271
t_2471,31.48335,-0.6313,0.07251682,0.02641054,0.1110244
t_2472,31.438440000000014,-0.6313,0.060556103,0.020811912,0.09384849
t_2473,31.528269999999992,-0.6313,0.067645885,0.024352198,0.10459384
t_2474,31.528269999999992,-0.58639,0.062531754,0.02123724,0.097305164
t_2475,31.438440000000014,-0.58639,0.0701199,0.026382972,0.1071887
t_2476,31.48335,-0.58639,0.07029931,0.026218357,0.107630245
t_2477,31.438440000000014,-0.54147,0.046977833,0.014761961,0.073565006
t_2478,31.528269999999992,-0.54147,0.056699965,0.018378818,0.08900597
t_2479,31.48335,-0.54147,0.055330016,0.017758658,0.08692589
t_248,29.686720000000008,-2.87589,0.0020186466,0.0014355589,0.003679953
t_2480,31.438440000000014,-0.49656,0.052020367,0.016082048,0.08233636
t_2481,31.573180000000008,-0.6313,0.06609941,0.023886377,0.1024459
t_2482,31.6181,-0.58639,0.067491055,0.023876881,0.10425447
t_2483,31.573180000000008,-0.58639,0.062885836,0.021484712,0.09789274
t_2484,31.66301999999999,-0.58639,0.06313267,0.021472633,0.09832984
t_2485,31.573180000000008,-0.54147,0.055312514,0.017961115,0.086984
t_2486,31.6181,-0.54147,0.054916598,0.017828383,0.0864618
t_2487,31.66301999999999,-0.54147,0.061444707,0.020835163,0.09586197
t_2488,31.66301999999999,-0.49656,0.049900528,0.015612443,0.0793504
t_2489,31.6181,-0.49656,0.053693514,0.01693663,0.08495688
t_249,29.866389999999996,-2.96561,0.0022006393,0.0015055579,0.004034817
t_2490,31.573180000000008,-0.49656,0.052066814,0.01636302,0.08249264
t_2491,31.393519999999995,-0.6313,0.062142737,0.020913877,0.09629589
t_2492,31.25877,-0.58639,0.057820402,0.018659223,0.09008019
t_2493,31.348610000000008,-0.58639,0.049262077,0.015447122,0.07691318
t_2494,31.393519999999995,-0.58639,0.057404738,0.018537851,0.08962785
t_2495,31.30368999999999,-0.58639,0.05548924,0.017234614,0.08684482
t_2496,31.30368999999999,-0.54147,0.0524778,0.01597143,0.082746
t_2497,31.393519999999995,-0.54147,0.051687714,0.016125947,0.081430346
t_2498,31.25877,-0.54147,0.040883183,0.0121052,0.06461499
t_2499,31.348610000000008,-0.54147,0.05189489,0.01598228,0.08183745
t_25,29.821470000000005,-3.72787,0.0011507623,0.0012010882,0.0020284068
t_250,29.956220000000002,-2.96561,0.0023625006,0.0015560772,0.0043456666
t_2500,31.348610000000008,-0.49656,0.045940313,0.013815747,0.07318
t_2501,31.25877,-0.49656,0.0399087,0.011698159,0.063866645
t_2502,31.30368999999999,-0.49656,0.055537205,0.019167684,0.0872894
t_2503,31.393519999999995,-0.49656,0.04737679,0.014414385,0.07530745
t_2504,31.30368999999999,-0.45165,0.038356207,0.011237922,0.06172621
t_2505,31.25877,-0.45165,0.043208838,0.012639867,0.069740444
t_2506,31.348610000000008,-0.45165,0.03883505,0.011466615,0.06225168
t_2507,31.393519999999995,-0.45165,0.04019799,0.011969448,0.0643384
t_2508,31.393519999999995,-0.40673,0.04352664,0.01288658,0.07035297
t_2509,31.30368999999999,-0.40673,0.034317084,0.009972181,0.055609215
t_251,29.91130000000001,-2.96561,0.0030395573,0.0020524005,0.0057491236
t_2510,31.25877,-0.40673,0.033903763,0.009802656,0.055205774
t_2511,31.528269999999992,-0.49656,0.055595163,0.01753538,0.087582015
t_2512,31.48335,-0.49656,0.05226057,0.016283793,0.082707256
t_2513,31.48335,-0.45165,0.051069856,0.015780171,0.08122339
t_2514,31.438440000000014,-0.45165,0.0553032,0.01916074,0.087203145
t_2515,31.528269999999992,-0.45165,0.04302664,0.013062936,0.068785936
t_2516,31.48335,-0.40673,0.045422487,0.013592713,0.07316311
t_2517,31.438440000000014,-0.40673,0.042955462,0.012762852,0.069414645
t_2518,31.528269999999992,-0.40673,0.042241495,0.012618524,0.06820519
t_2519,31.438440000000014,-0.36182,0.036113437,0.010570282,0.05888398
t_252,29.866389999999996,-2.92075,0.002191104,0.0014689851,0.0039995043
t_2520,31.528269999999992,-0.36182,0.046228632,0.014806307,0.07461371
t_2521,31.66301999999999,-0.45165,0.047896776,0.014642975,0.07667487
t_2522,31.6181,-0.45165,0.0442539,0.013487243,0.07088349
t_2523,31.573180000000008,-0.45165,0.048180677,0.01475307,0.07700599
t_2524,31.66301999999999,-0.40673,0.051248256,0.017395714,0.081747435
t_2525,31.573180000000008,-0.40673,0.04185429,0.0125134345,0.06757896
t_2526,31.6181,-0.40673,0.047032908,0.014227247,0.07559399
t_2527,31.573180000000008,-0.36182,0.0384037,0.01130324,0.06252773
t_2528,31.66301999999999,-0.36182,0.03936991,0.011582285,0.064171106
t_2529,31.6181,-0.36182,0.040989812,0.012092908,0.066692814
t_253,29.821470000000005,-2.92075,0.0019718641,0.0013512627,0.0035565835
t_2530,31.6181,-0.3169,0.038105726,0.011121489,0.062538765
t_2531,30.67487,-0.85586,0.024800563,0.0070033506,0.04175941
t_2532,30.809619999999995,-0.81095,0.033460286,0.009288199,0.054868687
t_2533,30.67487,-0.81095,0.01883269,0.00534807,0.030959178
t_2534,30.764700000000005,-0.81095,0.027174113,0.0075664916,0.044888906
t_2535,30.719780000000014,-0.81095,0.023152214,0.006494384,0.038319472
t_2536,30.719780000000014,-0.76604,0.023097387,0.0064957445,0.038414158
t_2537,30.809619999999995,-0.76604,0.02808412,0.0077905497,0.04602574
t_2538,30.764700000000005,-0.76604,0.022875668,0.0063794036,0.037290055
t_2539,30.67487,-0.76604,0.018629272,0.0053023146,0.030721419
t_254,29.956220000000002,-2.92075,0.0025121586,0.0016169042,0.0046408987
t_2540,30.764700000000005,-0.72113,0.03445413,0.01086689,0.057274647
t_2541,30.585039999999992,-0.85586,0.018852664,0.0054556,0.031996384
t_2542,30.585039999999992,-0.81095,0.02018287,0.005851101,0.034583006
t_2543,30.629950000000008,-0.81095,0.019864105,0.005690377,0.03346108
t_2544,30.54012,-0.81095,0.016323067,0.0048071095,0.027768565
t_2545,30.629950000000008,-0.76604,0.022779977,0.006536512,0.038921222
t_2546,30.54012,-0.76604,0.016103033,0.004759383,0.02745886
t_2547,30.585039999999992,-0.76604,0.019084828,0.005554512,0.032668136
t_2548,30.54012,-0.72113,0.016905066,0.005014731,0.029141815
t_2549,30.585039999999992,-0.72113,0.019426316,0.005673659,0.033438716
t_255,29.91130000000001,-2.92075,0.0028172461,0.0018326477,0.0052833925
t_2550,30.629950000000008,-0.72113,0.01833748,0.005291545,0.03088481
t_2551,30.495209999999986,-0.76604,0.013117114,0.003989667,0.022222731
t_2552,30.405370000000005,-0.76604,0.0111545045,0.0035334418,0.01912319
t_2553,30.450289999999995,-0.72113,0.0123438975,0.003810035,0.021137768
t_2554,30.405370000000005,-0.72113,0.019950852,0.006951786,0.035690103
t_2555,30.495209999999986,-0.72113,0.018142177,0.0054511237,0.031846505
t_2556,30.405370000000005,-0.67621,0.01566158,0.0048919013,0.027949484
t_2557,30.450289999999995,-0.67621,0.014598761,0.0044962685,0.025613246
t_2558,30.495209999999986,-0.67621,0.014765081,0.0044749426,0.02555661
t_2559,30.405370000000005,-0.6313,0.01787646,0.005887642,0.032102905
t_256,29.821470000000005,-2.87589,0.0022081686,0.0014777115,0.004033939
t_2560,30.450289999999995,-0.6313,0.01895121,0.0060984045,0.03378943
t_2561,30.809619999999995,-0.72113,0.026288375,0.0073145297,0.043204557
t_2562,30.719780000000014,-0.72113,0.025874322,0.007295759,0.043579165
t_2563,30.67487,-0.72113,0.020252537,0.0057738004,0.033948917
t_2564,30.809619999999995,-0.67621,0.026306989,0.0073592206,0.043619584
t_2565,30.719780000000014,-0.67621,0.02713639,0.00769278,0.0459863
t_2566,30.67487,-0.67621,0.02226047,0.0063718255,0.037917674
t_2567,30.764700000000005,-0.67621,0.02709715,0.0076237107,0.045520462
t_2568,30.809619999999995,-0.6313,0.030772336,0.008669121,0.05152762
t_2569,30.719780000000014,-0.6313,0.025291791,0.0072145374,0.04309366
t_257,29.866389999999996,-2.87589,0.0025028381,0.0016360072,0.0046336954
t_2570,30.67487,-0.6313,0.025788907,0.007578672,0.044285532
t_2571,30.629950000000008,-0.67621,0.025523666,0.0077563077,0.04394515
t_2572,30.585039999999992,-0.67621,0.018293228,0.005371289,0.031490788
t_2573,30.54012,-0.67621,0.016442591,0.0049022976,0.02839708
t_2574,30.629950000000008,-0.6313,0.024551852,0.007426199,0.042498767
t_2575,30.585039999999992,-0.6313,0.022363376,0.0066726254,0.039022524
t_2576,30.54012,-0.6313,0.022911998,0.0075743985,0.04027079
t_2577,30.585039999999992,-0.58639,0.024010386,0.007967206,0.042068202
t_2578,30.54012,-0.58639,0.021981956,0.007216858,0.038818464
t_2579,30.629950000000008,-0.58639,0.02323984,0.0069115297,0.040432576
t_258,29.91130000000001,-2.87589,0.002940124,0.0018712467,0.005523524
t_2580,30.585039999999992,-0.54147,0.020255446,0.006062732,0.03565662
t_2581,30.764700000000005,-0.6313,0.028365841,0.00803254,0.0479235
t_2582,30.809619999999995,-0.58639,0.021487448,0.0060831313,0.03549095
t_2583,30.719780000000014,-0.58639,0.02107327,0.006061037,0.03582699
t_2584,30.764700000000005,-0.58639,0.021248735,0.006059491,0.035632264
t_2585,30.67487,-0.58639,0.023914706,0.0069347788,0.0412884
t_2586,30.764700000000005,-0.54147,0.023429235,0.006725602,0.039950944
t_2587,30.719780000000014,-0.54147,0.018537726,0.0053769336,0.031335756
t_2588,30.809619999999995,-0.54147,0.024795283,0.0070667965,0.04195378
t_2589,30.67487,-0.54147,0.026199361,0.00848922,0.045394506
t_259,29.55197000000001,-2.87589,0.0018757599,0.0014201971,0.00341726
t_2590,30.719780000000014,-0.49656,0.02417944,0.007053736,0.04185445
t_2591,30.495209999999986,-0.6313,0.019882688,0.0061919605,0.035206735
t_2592,30.450289999999995,-0.58639,0.020753855,0.0075299777,0.03719566
t_2593,30.405370000000005,-0.58639,0.016550094,0.005220099,0.029795464
t_2594,30.495209999999986,-0.58639,0.018628486,0.005688369,0.033113416
t_2595,30.405370000000005,-0.54147,0.017525293,0.00602247,0.031712726
t_2596,30.450289999999995,-0.54147,0.016526679,0.005174069,0.029658664
t_2597,30.495209999999986,-0.54147,0.016906677,0.005214619,0.030117335
t_2598,30.450289999999995,-0.49656,0.017156957,0.005555205,0.030941915
t_2599,30.495209999999986,-0.49656,0.017322231,0.0053839525,0.031020451
t_26,29.821470000000005,-3.54857,0.0013592968,0.0012818198,0.0024297636
t_260,29.596890000000002,-2.87589,0.002003043,0.0014820064,0.0036695504
t_2600,30.405370000000005,-0.49656,0.015909025,0.0051702904,0.028851805
t_2601,30.54012,-0.54147,0.020293955,0.006394269,0.035991363
t_2602,30.629950000000008,-0.54147,0.021720255,0.0064194705,0.037964888
t_2603,30.54012,-0.49656,0.016216462,0.004980943,0.028708698
t_2604,30.585039999999992,-0.49656,0.019118194,0.0057757995,0.033784743
t_2605,30.629950000000008,-0.49656,0.019429618,0.005799645,0.034063537
t_2606,30.629950000000008,-0.45165,0.02167106,0.00683683,0.038243078
t_2607,30.54012,-0.45165,0.017435433,0.0053930264,0.03113682
t_2608,30.585039999999992,-0.45165,0.019496867,0.0059661437,0.034632042
t_2609,30.585039999999992,-0.40673,0.018902717,0.005876038,0.033729408
t_261,29.641809999999992,-2.87589,0.0019976518,0.0014494116,0.0036482064
t_2610,30.54012,-0.40673,0.015411159,0.00482805,0.027524251
t_2611,30.67487,-0.49656,0.023735791,0.0072802096,0.041378383
t_2612,30.764700000000005,-0.49656,0.025304368,0.007317553,0.043481845
t_2613,30.809619999999995,-0.49656,0.026495287,0.0076059876,0.0451946
t_2614,30.719780000000014,-0.45165,0.026000697,0.008546057,0.045195546
t_2615,30.809619999999995,-0.45165,0.029596277,0.009693155,0.050644897
t_2616,30.764700000000005,-0.45165,0.02076419,0.006063821,0.035723742
t_2617,30.67487,-0.45165,0.022983488,0.0071571856,0.040276423
t_2618,30.719780000000014,-0.40673,0.02470485,0.008117051,0.043205462
t_2619,30.809619999999995,-0.40673,0.025460038,0.0075498307,0.04396134
t_262,29.55197000000001,-2.83103,0.002068645,0.0015304534,0.0038048092
t_2620,30.67487,-0.40673,0.023790523,0.008060959,0.041893892
t_2621,30.405370000000005,-0.45165,0.0126878265,0.0041366504,0.02285546
t_2622,30.495209999999986,-0.45165,0.016968098,0.0053236485,0.03050701
t_2623,30.450289999999995,-0.45165,0.015995536,0.0050989115,0.02892518
t_2624,30.450289999999995,-0.40673,0.011542626,0.0037488453,0.020470498
t_2625,30.495209999999986,-0.40673,0.010078828,0.0033019602,0.017445238
t_2626,30.405370000000005,-0.40673,0.010795093,0.0035679485,0.019212242
t_2627,30.495209999999986,-0.36182,0.013711734,0.004414249,0.024670402
t_2628,30.405370000000005,-0.36182,0.011358325,0.0037897546,0.020487998
t_2629,30.450289999999995,-0.36182,0.011005724,0.003615843,0.019543024
t_263,29.596890000000002,-2.83103,0.0025122256,0.001800325,0.004701972
t_2630,30.495209999999986,-0.3169,0.012128131,0.0039606486,0.021724904
t_2631,31.124030000000005,-0.76604,0.049011763,0.014505071,0.07601991
t_2632,31.168939999999992,-0.76604,0.051715486,0.015769873,0.07964963
t_2633,31.21386000000001,-0.76604,0.05123026,0.01615711,0.07783132
t_2634,31.124030000000005,-0.72113,0.045080572,0.01321276,0.07024824
t_2635,31.21386000000001,-0.72113,0.05294996,0.016463127,0.08174536
t_2636,31.168939999999992,-0.72113,0.06473066,0.022147696,0.09888621
t_2637,31.124030000000005,-0.67621,0.04395424,0.0127987135,0.06910727
t_2638,31.21386000000001,-0.67621,0.061731562,0.019849606,0.09513228
t_2639,31.168939999999992,-0.67621,0.045042645,0.013370187,0.07018762
t_264,29.641809999999992,-2.83103,0.0027371712,0.0019582366,0.005153532
t_2640,31.21386000000001,-0.6313,0.044943895,0.013462042,0.07020582
t_2641,30.89945,-0.76604,0.04630834,0.0154794855,0.07393305
t_2642,30.85453000000001,-0.76604,0.027754838,0.007666506,0.044688985
t_2643,30.85453000000001,-0.72113,0.031115975,0.008638215,0.051028144
t_2644,30.89945,-0.72113,0.04367971,0.014124545,0.07035117
t_2645,30.94435999999999,-0.72113,0.040998563,0.01148113,0.0659657
t_2646,30.94435999999999,-0.67621,0.044354856,0.014106158,0.07130896
t_2647,30.85453000000001,-0.67621,0.028603546,0.007973445,0.047078244
t_2648,30.89945,-0.67621,0.02926681,0.008145701,0.04757739
t_2649,30.89945,-0.6313,0.02467551,0.0068975748,0.03971089
t_265,29.55197000000001,-2.78617,0.001975723,0.0014391321,0.0036047774
t_2650,30.85453000000001,-0.6313,0.026156565,0.00732634,0.04311141
t_2651,30.94435999999999,-0.6313,0.045760818,0.016042858,0.07383684
t_2652,30.94435999999999,-0.58639,0.031234117,0.008771539,0.05131961
t_2653,30.89945,-0.58639,0.025619596,0.007191915,0.04192163
t_2654,30.85453000000001,-0.58639,0.024513269,0.0069044717,0.040531542
t_2655,30.89945,-0.54147,0.032868683,0.009386459,0.054786
t_2656,30.94435999999999,-0.54147,0.030249398,0.008530427,0.050075095
t_2657,30.85453000000001,-0.54147,0.028903289,0.008195705,0.048626404
t_2658,30.85453000000001,-0.49656,0.02500723,0.007136768,0.042241693
t_2659,30.94435999999999,-0.49656,0.033414893,0.0096188625,0.055662453
t_266,29.641809999999992,-2.78617,0.0020822093,0.0014529661,0.0038004797
t_2660,30.89945,-0.49656,0.02719615,0.0077265794,0.045662712
t_2661,31.079110000000014,-0.6313,0.045346294,0.013032405,0.07225661
t_2662,31.0342,-0.6313,0.04153158,0.011791008,0.06674947
t_2663,30.989280000000008,-0.6313,0.03495024,0.009817438,0.05659772
t_2664,30.989280000000008,-0.58639,0.0376807,0.010639941,0.061450258
t_2665,31.079110000000014,-0.58639,0.041175038,0.011764286,0.06624583
t_2666,31.0342,-0.58639,0.039540958,0.011218055,0.06402899
t_2667,31.079110000000014,-0.54147,0.04248745,0.012426992,0.06862582
t_2668,30.989280000000008,-0.54147,0.036150195,0.010231521,0.059383195
t_2669,31.0342,-0.54147,0.03948526,0.011298044,0.06429656
t_267,29.596890000000002,-2.78617,0.0027934648,0.0020422002,0.0052692317
t_2670,30.989280000000008,-0.49656,0.036400937,0.010783682,0.06010947
t_2671,31.168939999999992,-0.6313,0.043185275,0.012687146,0.06790747
t_2672,31.124030000000005,-0.6313,0.04797607,0.01398054,0.07594581
t_2673,31.21386000000001,-0.58639,0.044198178,0.013083246,0.069840856
t_2674,31.124030000000005,-0.58639,0.05102963,0.016398262,0.080661625
t_2675,31.168939999999992,-0.58639,0.041454382,0.012074742,0.065799765
t_2676,31.21386000000001,-0.54147,0.04238436,0.012417757,0.0676041
t_2677,31.168939999999992,-0.54147,0.043024532,0.012490041,0.0689672
t_2678,31.124030000000005,-0.54147,0.045240346,0.013437331,0.07254208
t_2679,31.124030000000005,-0.49656,0.047902346,0.016454611,0.07683693
t_268,29.641809999999992,-2.74131,0.0020488156,0.0014042716,0.0037175547
t_2680,31.168939999999992,-0.49656,0.041451454,0.011980308,0.06697497
t_2681,31.079110000000014,-0.49656,0.03955817,0.011411126,0.06450512
t_2682,31.0342,-0.49656,0.037402105,0.010743641,0.061409444
t_2683,31.079110000000014,-0.45165,0.036929496,0.01057603,0.060779493
t_2684,31.0342,-0.45165,0.036316276,0.010787463,0.060054965
t_2685,30.989280000000008,-0.45165,0.035939626,0.01119702,0.0597193
t_2686,31.079110000000014,-0.40673,0.034675702,0.009949895,0.05758376
t_2687,31.0342,-0.40673,0.0338538,0.009976278,0.05650259
t_2688,30.989280000000008,-0.40673,0.031401422,0.009037444,0.052791793
t_2689,30.94435999999999,-0.36182,0.031341705,0.010189673,0.05327959
t_269,29.776549999999986,-2.87589,0.002255353,0.0015366677,0.0041464274
t_2690,31.079110000000014,-0.36182,0.03160901,0.009081782,0.053007953
t_2691,31.21386000000001,-0.49656,0.036914766,0.010702249,0.05917858
t_2692,31.21386000000001,-0.45165,0.037486505,0.010832682,0.06088377
t_2693,31.168939999999992,-0.45165,0.032378852,0.00928061,0.052532457
t_2694,31.124030000000005,-0.45165,0.035245564,0.010080738,0.05781924
t_2695,31.124030000000005,-0.40673,0.03683477,0.010737388,0.060784273
t_2696,31.21386000000001,-0.40673,0.03167663,0.009110776,0.051650893
t_2697,31.168939999999992,-0.40673,0.04058595,0.012589151,0.06640465
t_2698,31.21386000000001,-0.36182,0.034711815,0.010009891,0.057428017
t_2699,31.168939999999992,-0.36182,0.031157596,0.008951189,0.051749077
t_27,29.821470000000005,-5.51858,0.00019547404,0.0006365117,0.0002752961
t_270,29.73164,-2.87589,0.002243383,0.0015578495,0.004133756
t_2700,31.124030000000005,-0.36182,0.02719905,0.007800569,0.045130566
t_2701,30.85453000000001,-0.45165,0.028101167,0.0081529105,0.04786489
t_2702,30.89945,-0.45165,0.030650781,0.009114494,0.051787246
t_2703,30.94435999999999,-0.45165,0.028660405,0.0081701735,0.048182588
t_2704,30.94435999999999,-0.40673,0.027694289,0.00794721,0.046909768
t_2705,30.85453000000001,-0.40673,0.022488762,0.0065221568,0.038453564
t_2706,30.89945,-0.40673,0.029291745,0.008826235,0.049853235
t_2707,30.89945,-0.36182,0.02836737,0.00880075,0.04861835
t_2708,30.85453000000001,-0.36182,0.026590472,0.0082006,0.045887426
t_2709,30.85453000000001,-0.3169,0.020586899,0.006086203,0.035683293
t_271,29.686720000000008,-2.83103,0.0023106483,0.0016026071,0.0042726137
t_2710,30.89945,-0.3169,0.022979332,0.0067404923,0.039707445
t_2711,30.989280000000008,-0.36182,0.027067311,0.007796349,0.04591527
t_2712,31.0342,-0.36182,0.029827211,0.008575136,0.050307047
t_2713,31.079110000000014,-0.3169,0.027667172,0.007986521,0.04681144
t_2714,31.0342,-0.3169,0.029731391,0.008788877,0.050503075
t_2715,30.94435999999999,-0.3169,0.028387161,0.008882738,0.048716523
t_2716,30.989280000000008,-0.3169,0.024313612,0.0070589106,0.04150478
t_2717,30.989280000000008,-0.27199,0.024860581,0.007280171,0.042839646
t_2718,31.0342,-0.27199,0.024583964,0.007169867,0.04211944
t_2719,31.079110000000014,-0.27199,0.031218104,0.009958735,0.053088274
t_272,29.73164,-2.83103,0.0022183587,0.0015123297,0.00406942
t_2720,30.94435999999999,-0.27199,0.025076767,0.0074025854,0.043427892
t_2721,31.21386000000001,-0.3169,0.029648786,0.008547912,0.049454793
t_2722,31.124030000000005,-0.3169,0.031340793,0.009048273,0.05274279
t_2723,31.168939999999992,-0.3169,0.027275283,0.007858998,0.04555901
t_2724,31.21386000000001,-0.27199,0.02607908,0.0075379093,0.043713138
t_2725,31.124030000000005,-0.27199,0.030306255,0.008966463,0.05140439
t_2726,31.168939999999992,-0.27199,0.0319449,0.009587398,0.053906128
t_2727,31.21386000000001,-0.22707,0.030515771,0.0090632625,0.051744916
t_2728,31.124030000000005,-0.22707,0.02785715,0.008129655,0.047667816
t_2729,31.168939999999992,-0.22707,0.035548408,0.013041755,0.060206074
t_273,29.776549999999986,-2.83103,0.0022500975,0.0015038804,0.0041211285
t_2730,31.124030000000005,-0.18216,0.02896759,0.009462494,0.049837396
t_2731,29.91130000000001,-2.11306,0.005008212,0.0023440344,0.009410217
t_2732,29.91130000000001,-2.06817,0.0048911856,0.0022620962,0.009131716
t_2733,29.866389999999996,-2.06817,0.005087784,0.002397037,0.009592903
t_2734,29.821470000000005,-2.06817,0.005118416,0.0024603377,0.009701858
t_2735,29.91130000000001,-2.02328,0.004944005,0.0022565825,0.0092046885
t_2736,29.866389999999996,-2.02328,0.005088483,0.0023682641,0.009564125
t_2737,29.821470000000005,-2.02328,0.004138259,0.001983294,0.007628521
t_2738,29.91130000000001,-1.97839,0.0058578406,0.0026206782,0.011061415
t_2739,29.866389999999996,-1.97839,0.004973168,0.002289629,0.009292038
t_274,29.776549999999986,-2.78617,0.0023384362,0.001531135,0.004290162
t_2740,29.821470000000005,-1.97839,0.004941014,0.0023241134,0.009281748
t_2741,29.73164,-2.11306,0.005007285,0.0025819705,0.009569129
